"","Answer.time_in_minutes","rawRT","key","Answer.condition","slide_type","workerid","slide_number","image","audio","logRT","rt"
"150",8.44665,1244,"Yes","all_QUD","trial_1",425,37,"13","some.wav",7.12608727329912,1244
"151",8.44665,1053,"No","all_QUD","trial_1",425,44,"13","some.wav",6.95939851213398,1053
"152",8.44665,1325,"Yes","all_QUD","trial_2",425,51,"13","some.wav",7.18916773842032,1325
"153",8.44665,1236,"Yes","all_QUD","trial_2",425,64,"13","some.wav",7.11963563801764,1236
"154",8.44665,1380,"Yes","all_QUD","trial_2",425,66,"13","some.wav",7.22983877815125,1380
"155",8.44665,1324,"Yes","all_QUD","trial_2",425,75,"13","some.wav",7.18841273649695,1324
"156",11.6494833333333,1996,"No","all_QUD","trial_1",426,12,"13","some.wav",7.59890045687141,1996
"157",11.6494833333333,3050,"Yes","all_QUD","trial_1",426,15,"13","some.wav",8.02289686960146,3050
"158",11.6494833333333,1923,"No","all_QUD","trial_1",426,38,"13","some.wav",7.56164174558878,1923
"159",11.6494833333333,1736,"No","all_QUD","trial_1",426,44,"13","some.wav",7.4593388952203,1736
"160",11.6494833333333,1552,"No","all_QUD","trial_2",426,51,"13","some.wav",7.34729970074316,1552
"161",11.6494833333333,1704,"No","all_QUD","trial_2",426,60,"13","some.wav",7.44073370738926,1704
"162",11.6494833333333,1749,"No","all_QUD","trial_2",426,69,"13","some.wav",7.4667994750186,1749
"163",11.6494833333333,1478,"No","all_QUD","trial_2",426,74,"13","some.wav",7.29844510150815,1478
"164",10.7704166666667,2165,"Yes","all_QUD","trial_1",427,11,"13","some.wav",7.68017564043659,2165
"165",10.7704166666667,1489,"Yes","all_QUD","trial_1",427,26,"13","some.wav",7.30586003268401,1489
"166",10.7704166666667,1365,"Yes","all_QUD","trial_1",427,34,"13","some.wav",7.21890970761906,1365
"167",10.7704166666667,1369,"Yes","all_QUD","trial_1",427,38,"13","some.wav",7.22183582528845,1369
"168",10.7704166666667,1243,"Yes","all_QUD","trial_2",427,59,"13","some.wav",7.12528309151071,1243
"169",10.7704166666667,1355,"Yes","all_QUD","trial_2",427,63,"13","some.wav",7.2115567333138,1355
"170",10.7704166666667,1157,"Yes","all_QUD","trial_2",427,67,"13","some.wav",7.05358572719368,1157
"171",10.7704166666667,1095,"Yes","all_QUD","trial_2",427,76,"13","some.wav",6.9985096422506,1095
"172",6.95023333333333,1436,"Yes","all_QUD","trial_1",428,17,"13","some.wav",7.26961674960817,1436
"173",6.95023333333333,945,"No","all_QUD","trial_1",428,23,"13","some.wav",6.85118492749374,945
"174",6.95023333333333,1194,"Yes","all_QUD","trial_1",428,32,"13","some.wav",7.08506429395255,1194
"175",6.95023333333333,695,"Yes","all_QUD","trial_1",428,40,"13","some.wav",6.54391184556479,695
"176",6.95023333333333,1234,"Yes","all_QUD","trial_2",428,50,"13","some.wav",7.11801620446533,1234
"177",6.95023333333333,1158,"Yes","all_QUD","trial_2",428,62,"13","some.wav",7.05444965813294,1158
"178",6.95023333333333,2530,"Yes","all_QUD","trial_2",428,81,"13","some.wav",7.83597458172157,2530
"179",8.07986666666667,1652,"Yes","all_QUD","trial_1",429,12,"13","some.wav",7.40974195408092,1652
"180",8.07986666666667,1332,"Yes","all_QUD","trial_1",429,23,"13","some.wav",7.19443685110033,1332
"181",8.07986666666667,1253,"Yes","all_QUD","trial_1",429,29,"13","some.wav",7.13329595489607,1253
"182",8.07986666666667,1345,"Yes","all_QUD","trial_1",429,40,"13","some.wav",7.20414929203594,1345
"183",8.07986666666667,1329,"Yes","all_QUD","trial_2",429,58,"13","some.wav",7.19218205871325,1329
"184",8.07986666666667,1280,"Yes","all_QUD","trial_2",429,61,"13","some.wav",7.15461535691366,1280
"185",8.07986666666667,1603,"Yes","all_QUD","trial_2",429,69,"13","some.wav",7.37963215260955,1603
"186",8.07986666666667,1194,"Yes","all_QUD","trial_2",429,79,"13","some.wav",7.08506429395255,1194
"187",9.02423333333333,2377,"No","all_QUD","trial_1",430,21,"13","some.wav",7.77359446736019,2377
"188",9.02423333333333,3916,"Yes","all_QUD","trial_1",430,24,"13","some.wav",8.2728260036504,3916
"189",9.02423333333333,2629,"Yes","all_QUD","trial_1",430,33,"13","some.wav",7.87435882472988,2629
"190",9.02423333333333,1968,"No","all_QUD","trial_1",430,45,"13","some.wav",7.5847730776122,1968
"191",9.02423333333333,1503,"No","all_QUD","trial_2",430,48,"13","some.wav",7.31521838975297,1503
"192",9.02423333333333,1707,"No","all_QUD","trial_2",430,62,"13","some.wav",7.44249272279444,1707
"193",9.02423333333333,1537,"No","all_QUD","trial_2",430,72,"13","some.wav",7.3375877435386,1537
"194",9.02423333333333,1574,"No","all_QUD","trial_2",430,83,"13","some.wav",7.36137542897735,1574
"195",8.30568333333333,2679,"No","all_QUD","trial_1",433,12,"13","some.wav",7.89319886954461,2679
"196",8.30568333333333,1717,"Yes","all_QUD","trial_1",433,26,"13","some.wav",7.44833386089748,1717
"197",8.30568333333333,1265,"Yes","all_QUD","trial_1",433,30,"13","some.wav",7.14282740116162,1265
"198",8.30568333333333,1260,"Yes","all_QUD","trial_1",433,42,"13","some.wav",7.13886699994552,1260
"199",8.30568333333333,1367,"Yes","all_QUD","trial_2",433,57,"13","some.wav",7.22037383672395,1367
"200",8.30568333333333,1337,"Yes","all_QUD","trial_2",433,59,"13","some.wav",7.19818357710194,1337
"201",8.30568333333333,1305,"Yes","all_QUD","trial_2",433,66,"13","some.wav",7.17395831975679,1305
"202",8.30568333333333,1071,"Yes","all_QUD","trial_2",433,68,"13","some.wav",6.97634807044775,1071
"203",8.27988333333333,2257,"No","all_QUD","trial_1",434,14,"13","some.wav",7.72179177681754,2257
"204",8.27988333333333,1434,"No","all_QUD","trial_1",434,16,"13","some.wav",7.26822302115957,1434
"205",8.27988333333333,1579,"No","all_QUD","trial_1",434,37,"13","some.wav",7.36454701425564,1579
"206",8.27988333333333,1150,"No","all_QUD","trial_1",434,45,"13","some.wav",7.0475172213573,1150
"207",8.27988333333333,1266,"No","all_QUD","trial_2",434,58,"13","some.wav",7.14361760270412,1266
"208",8.27988333333333,1627,"No","all_QUD","trial_2",434,60,"13","some.wav",7.39449310721904,1627
"209",8.27988333333333,1091,"No","all_QUD","trial_2",434,75,"13","some.wav",6.99484998583307,1091
"210",8.27988333333333,1165,"No","all_QUD","trial_2",434,82,"13","some.wav",7.0604763659998,1165
"211",8.32206666666667,1964,"No","all_QUD","trial_1",436,17,"13","some.wav",7.58273848891441,1964
"212",8.32206666666667,1441,"No","all_QUD","trial_1",436,25,"13","some.wav",7.27309259599952,1441
"213",8.32206666666667,2378,"No","all_QUD","trial_1",436,29,"13","some.wav",7.77401507725073,2378
"214",8.32206666666667,1223,"No","all_QUD","trial_1",436,44,"13","some.wav",7.10906213568717,1223
"215",8.32206666666667,1401,"No","all_QUD","trial_2",436,57,"13","some.wav",7.24494154633701,1401
"216",8.32206666666667,924,"No","all_QUD","trial_2",436,59,"13","some.wav",6.82871207164168,924
"217",8.32206666666667,1463,"No","all_QUD","trial_2",436,72,"13","some.wav",7.28824440102012,1463
"218",8.32206666666667,1204,"No","all_QUD","trial_2",436,75,"13","some.wav",7.09340462586877,1204
"219",10.3404333333333,1787,"Yes","all_QUD","trial_1",437,21,"13","some.wav",7.48829351515943,1787
"220",10.3404333333333,1564,"Yes","all_QUD","trial_1",437,24,"13","some.wav",7.35500192110526,1564
"221",10.3404333333333,1546,"Yes","all_QUD","trial_1",437,30,"13","some.wav",7.34342622914737,1546
"222",10.3404333333333,1243,"Yes","all_QUD","trial_1",437,31,"13","some.wav",7.12528309151071,1243
"223",10.3404333333333,2850,"No","all_QUD","trial_2",437,60,"13","some.wav",7.9550742732627,2850
"224",10.3404333333333,2737,"No","all_QUD","trial_2",437,64,"13","some.wav",7.91461770904068,2737
"225",10.3404333333333,2337,"No","all_QUD","trial_2",437,66,"13","some.wav",7.75662333453886,2337
"226",10.3404333333333,1842,"No","all_QUD","trial_2",437,77,"13","some.wav",7.51860721681525,1842
"227",8.6267,2064,"Yes","all_QUD","trial_1",438,22,"13","some.wav",7.63240112660145,2064
"228",8.6267,1576,"Yes","all_QUD","trial_1",438,28,"13","some.wav",7.36264527041782,1576
"229",8.6267,1395,"Yes","all_QUD","trial_1",438,37,"13","some.wav",7.24064969425547,1395
"230",8.6267,1256,"Yes","all_QUD","trial_1",438,44,"13","some.wav",7.13568734702814,1256
"231",8.6267,1195,"Yes","all_QUD","trial_2",438,50,"13","some.wav",7.08590146436561,1195
"232",8.6267,1201,"Yes","all_QUD","trial_2",438,52,"13","some.wav",7.09090982207998,1201
"233",8.6267,1374,"Yes","all_QUD","trial_2",438,74,"13","some.wav",7.22548147278229,1374
"234",8.6267,1411,"Yes","all_QUD","trial_2",438,83,"13","some.wav",7.25205395185281,1411
"235",9.48103333333333,1788,"Yes","all_QUD","trial_1",439,17,"13","some.wav",7.48885295573346,1788
"236",9.48103333333333,1730,"No","all_QUD","trial_1",439,21,"13","some.wav",7.45587668749182,1730
"237",9.48103333333333,1259,"No","all_QUD","trial_1",439,35,"13","some.wav",7.13807303404435,1259
"238",9.48103333333333,2075,"No","all_QUD","trial_1",439,45,"13","some.wav",7.6377164326648,2075
"239",9.48103333333333,1102,"No","all_QUD","trial_2",439,55,"13","some.wav",7.00488198971286,1102
"240",9.48103333333333,1029,"No","all_QUD","trial_2",439,64,"13","some.wav",6.93634273583405,1029
"241",9.48103333333333,1232,"No","all_QUD","trial_2",439,73,"13","some.wav",7.11639414409346,1232
"242",9.48103333333333,1983,"No","all_QUD","trial_2",439,82,"13","some.wav",7.5923661285198,1983
"243",9.73473333333333,2275,"No","all_QUD","trial_1",440,16,"13","some.wav",7.72973533138505,2275
"244",9.73473333333333,2529,"No","all_QUD","trial_1",440,21,"13","some.wav",7.83557924666997,2529
"245",9.73473333333333,2120,"No","all_QUD","trial_1",440,34,"13","some.wav",7.65917136766606,2120
"246",9.73473333333333,1705,"No","all_QUD","trial_1",440,45,"13","some.wav",7.44132038971762,1705
"247",9.73473333333333,1605,"No","all_QUD","trial_2",440,48,"13","some.wav",7.38087903556412,1605
"248",9.73473333333333,1495,"No","all_QUD","trial_2",440,52,"13","some.wav",7.30988148582479,1495
"249",9.73473333333333,1919,"No","all_QUD","trial_2",440,70,"13","some.wav",7.5595594960077,1919
"250",9.73473333333333,1663,"No","all_QUD","trial_2",440,73,"13","some.wav",7.41637847919293,1663
"251",16.95965,2326,"No","all_QUD","trial_1",441,22,"13","some.wav",7.75190533307861,2326
"252",16.95965,1371,"No","all_QUD","trial_1",441,23,"13","some.wav",7.22329567956231,1371
"253",16.95965,1236,"No","all_QUD","trial_1",441,38,"13","some.wav",7.11963563801764,1236
"254",16.95965,1668,"No","all_QUD","trial_1",441,42,"13","some.wav",7.41938058291869,1668
"255",16.95965,1346,"No","all_QUD","trial_2",441,50,"13","some.wav",7.20489251020467,1346
"256",16.95965,1199,"No","all_QUD","trial_2",441,64,"13","some.wav",7.08924315502751,1199
"257",16.95965,1282,"No","all_QUD","trial_2",441,74,"13","some.wav",7.15617663748062,1282
"258",16.95965,1394,"No","all_QUD","trial_2",441,81,"13","some.wav",7.23993259132047,1394
"259",7.70268333333333,1159,"Yes","all_QUD","trial_1",442,18,"13","some.wav",7.05531284333975,1159
"260",7.70268333333333,1564,"Yes","all_QUD","trial_1",442,22,"13","some.wav",7.35500192110526,1564
"261",7.70268333333333,1430,"Yes","all_QUD","trial_1",442,32,"13","some.wav",7.26542972325395,1430
"262",7.70268333333333,1111,"Yes","all_QUD","trial_1",442,37,"13","some.wav",7.01301578963963,1111
"263",7.70268333333333,1073,"Yes","all_QUD","trial_2",442,55,"13","some.wav",6.9782137426307,1073
"264",7.70268333333333,1074,"Yes","all_QUD","trial_2",442,65,"13","some.wav",6.97914527506881,1074
"265",7.70268333333333,1077,"Yes","all_QUD","trial_2",442,71,"13","some.wav",6.98193467715639,1077
"266",7.70268333333333,1029,"Yes","all_QUD","trial_2",442,73,"13","some.wav",6.93634273583405,1029
"267",19.3998666666667,2062,"No","all_QUD","trial_1",443,19,"13","some.wav",7.63143166457691,2062
"268",8.64505,1360,"No","all_QUD","trial_1",445,11,"13","some.wav",7.2152399787301,1360
"269",8.64505,1270,"No","all_QUD","trial_1",445,13,"13","some.wav",7.14677217945264,1270
