"","rawRT","key","slide_type","workerid","image","audio","Answer.condition","Answer.time_in_minutes","slide_number","age_group","qud"
"305","1364","No","trial_2",3,"11","all.wav","any_QUD",11.19175,67,"age1","any"
"306","1756","Yes","trial_2",3,"13","summa.wav","any_QUD",11.19175,68,"age1","any"
"307","1212","No","trial_2",3,"2","none.wav","any_QUD",11.19175,69,"age1","any"
"308","1803","Yes","trial_2",3,"11","eleven.wav","any_QUD",11.19175,70,"age1","any"
"309","1115","Yes","trial_2",3,"13","all.wav","any_QUD",11.19175,71,"age1","any"
"310","1508","No","trial_2",3,"13","five.wav","any_QUD",11.19175,72,"age1","any"
"311","1612","Yes","trial_2",3,"5","five.wav","any_QUD",11.19175,73,"age1","any"
"312","1540","No","trial_2",3,"0","summa.wav","any_QUD",11.19175,74,"age1","any"
"313","1508","No","trial_2",3,"8","two.wav","any_QUD",11.19175,75,"age1","any"
"314","1571","Yes","trial_2",3,"2","two.wav","any_QUD",11.19175,76,"age1","any"
"315","1435","No","trial_2",3,"0","all.wav","any_QUD",11.19175,77,"age1","any"
"316","1589","Yes","trial_2",3,"0","none.wav","any_QUD",11.19175,78,"age1","any"
"317","1484","Yes","trial_2",3,"13","all.wav","any_QUD",11.19175,79,"age1","any"
"318","1436","No","trial_2",3,"2","twelve.wav","any_QUD",11.19175,80,"age1","any"
"319","1660","Yes","trial_2",3,"13","summa.wav","any_QUD",11.19175,81,"age1","any"
"320","1604","Yes","trial_2",3,"11","summa.wav","any_QUD",11.19175,82,"age1","any"
"321","2588","Yes","trial_2",3,"8","eight.wav","any_QUD",11.19175,83,"age1","any"
"322","0","Jennifer","bot_check",4,"Jennifer","","no_QUD",8.71666666666667,1,"age1","no"
"323","0","Four","audio_check",4,"","","no_QUD",8.71666666666667,3,"age1","no"
"324","4400","No","practice_trial",4,"13","none.wav","no_QUD",8.71666666666667,6,"age1","no"
"325","1800","Yes","practice_trial",4,"13","all.wav","no_QUD",8.71666666666667,7,"age1","no"
"326","1700","No","practice_trial",4,"0","all.wav","no_QUD",8.71666666666667,8,"age1","no"
"327","1500","Yes","practice_trial",4,"0","none.wav","no_QUD",8.71666666666667,9,"age1","no"
"328","3100","No","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,11,"age1","no"
"329","1700","No","trial_1",4,"0","summa.wav","no_QUD",8.71666666666667,12,"age1","no"
"330","5600","No","trial_1",4,"11","thirteen.wav","no_QUD",8.71666666666667,13,"age1","no"
"331","2100","Yes","trial_1",4,"8","summa.wav","no_QUD",8.71666666666667,14,"age1","no"
"332","4800","Yes","trial_1",4,"8","eight.wav","no_QUD",8.71666666666667,15,"age1","no"
"333","1900","No","trial_1",4,"5","four.wav","no_QUD",8.71666666666667,16,"age1","no"
"334","1200","Yes","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,17,"age1","no"
"335","1400","Yes","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,18,"age1","no"
"336","1600","Yes","trial_1",4,"0","none.wav","no_QUD",8.71666666666667,19,"age1","no"
"337","3600","No","trial_1",4,"8","eleven.wav","no_QUD",8.71666666666667,20,"age1","no"
"338","1900","No","trial_1",4,"0","five.wav","no_QUD",8.71666666666667,21,"age1","no"
"339","2300","No","trial_1",4,"2","all.wav","no_QUD",8.71666666666667,22,"age1","no"
"340","2500","Yes","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,23,"age1","no"
"341","1800","Yes","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,24,"age1","no"
"342","2100","No","trial_1",4,"5","all.wav","no_QUD",8.71666666666667,25,"age1","no"
"343","1700","No","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,26,"age1","no"
"344","2000","No","trial_1",4,"13","eight.wav","no_QUD",8.71666666666667,27,"age1","no"
"345","2100","No","trial_1",4,"8","none.wav","no_QUD",8.71666666666667,28,"age1","no"
"346","1700","No","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,29,"age1","no"
"347","1800","Yes","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,30,"age1","no"
"348","5200","Yes","trial_1",4,"11","eleven.wav","no_QUD",8.71666666666667,31,"age1","no"
"349","3500","No","trial_1",4,"11","seven.wav","no_QUD",8.71666666666667,32,"age1","no"
"350","1500","No","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,33,"age1","no"
"351","1300","No","trial_1",4,"0","summa.wav","no_QUD",8.71666666666667,34,"age1","no"
"352","1400","No","trial_1",4,"11","all.wav","no_QUD",8.71666666666667,35,"age1","no"
"353","1600","Yes","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,36,"age1","no"
"354","1700","No","trial_1",4,"0","eleven.wav","no_QUD",8.71666666666667,37,"age1","no"
"355","1800","Yes","trial_1",4,"5","five.wav","no_QUD",8.71666666666667,38,"age1","no"
"356","1500","No","trial_1",4,"11","none.wav","no_QUD",8.71666666666667,39,"age1","no"
"357","1600","Yes","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,40,"age1","no"
"358","1600","No","trial_1",4,"0","all.wav","no_QUD",8.71666666666667,41,"age1","no"
"359","1400","Yes","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,42,"age1","no"
"360","1600","Yes","trial_1",4,"0","none.wav","no_QUD",8.71666666666667,43,"age1","no"
"361","3500","Yes","trial_1",4,"8","eight.wav","no_QUD",8.71666666666667,44,"age1","no"
"362","2200","Yes","trial_1",4,"5","summa.wav","no_QUD",8.71666666666667,45,"age1","no"
"363","1700","No","trial_1",4,"5","ten.wav","no_QUD",8.71666666666667,46,"age1","no"
"364","3800","No","trial_2",4,"13","ten.wav","no_QUD",8.71666666666667,47,"age1","no"
"365","3200","Yes","trial_2",4,"8","eight.wav","no_QUD",8.71666666666667,48,"age1","no"
"366","1600","Yes","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,49,"age1","no"
"367","1500","Yes","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,50,"age1","no"
"368","1700","No","trial_2",4,"8","all.wav","no_QUD",8.71666666666667,51,"age1","no"
"369","3100","Yes","trial_2",4,"8","eight.wav","no_QUD",8.71666666666667,52,"age1","no"
"370","1700","No","trial_2",4,"5","all.wav","no_QUD",8.71666666666667,53,"age1","no"
"371","1500","No","trial_2",4,"0","three.wav","no_QUD",8.71666666666667,54,"age1","no"
"372","1500","Yes","trial_2",4,"0","none.wav","no_QUD",8.71666666666667,55,"age1","no"
"373","1600","Yes","trial_2",4,"2","two.wav","no_QUD",8.71666666666667,56,"age1","no"
"374","1600","Yes","trial_2",4,"5","five.wav","no_QUD",8.71666666666667,57,"age1","no"
"375","1800","No","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,58,"age1","no"
"376","1300","No","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,59,"age1","no"
"377","1800","No","trial_2",4,"11","one.wav","no_QUD",8.71666666666667,60,"age1","no"
"378","1700","No","trial_2",4,"0","summa.wav","no_QUD",8.71666666666667,61,"age1","no"
"379","1400","No","trial_2",4,"5","two.wav","no_QUD",8.71666666666667,62,"age1","no"
"380","1300","No","trial_2",4,"13","none.wav","no_QUD",8.71666666666667,63,"age1","no"
"381","2200","Yes","trial_2",4,"2","summa.wav","no_QUD",8.71666666666667,64,"age1","no"
"382","1700","No","trial_2",4,"2","twelve.wav","no_QUD",8.71666666666667,65,"age1","no"
"383","1500","No","trial_2",4,"13","five.wav","no_QUD",8.71666666666667,66,"age1","no"
"384","2800","Yes","trial_2",4,"8","eight.wav","no_QUD",8.71666666666667,67,"age1","no"
"385","2200","No","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,68,"age1","no"
"386","1600","Yes","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,69,"age1","no"
"387","1300","No","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,70,"age1","no"
"388","2100","Yes","trial_2",4,"5","five.wav","no_QUD",8.71666666666667,71,"age1","no"
"389","1400","No","trial_2",4,"0","summa.wav","no_QUD",8.71666666666667,72,"age1","no"
"390","1600","Yes","trial_2",4,"2","two.wav","no_QUD",8.71666666666667,73,"age1","no"
"391","2400","Yes","trial_2",4,"11","summa.wav","no_QUD",8.71666666666667,74,"age1","no"
"392","1300","No","trial_2",4,"0","all.wav","no_QUD",8.71666666666667,75,"age1","no"
"393","1600","Yes","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,76,"age1","no"
"394","1800","Yes","trial_2",4,"0","none.wav","no_QUD",8.71666666666667,77,"age1","no"
"395","1400","No","trial_2",4,"11","all.wav","no_QUD",8.71666666666667,78,"age1","no"
"396","1500","No","trial_2",4,"2","none.wav","no_QUD",8.71666666666667,79,"age1","no"
"397","1500","No","trial_2",4,"5","nine.wav","no_QUD",8.71666666666667,80,"age1","no"
"398","1800","No","trial_2",4,"8","two.wav","no_QUD",8.71666666666667,81,"age1","no"
"399","4700","Yes","trial_2",4,"11","eleven.wav","no_QUD",8.71666666666667,82,"age1","no"
"400","0","Elizabeth","bot_check",5,"Elizabeth","","no_QUD",23.7498666666667,1,"age1","no"
"401","0","Four","audio_check",5,"","","no_QUD",23.7498666666667,3,"age1","no"
"402","1562785676777","Yes","practice_trial",5,"13","none.wav","no_QUD",23.7498666666667,6,"age1","no"
"403","1562785679822","Yes","practice_trial",5,"13","all.wav","no_QUD",23.7498666666667,7,"age1","no"
"404","1343","Yes","practice_trial",5,"0","all.wav","no_QUD",23.7498666666667,8,"age1","no"
"405","1318","Yes","practice_trial",5,"0","none.wav","no_QUD",23.7498666666667,9,"age1","no"
"406","1562785687502","Yes","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,11,"age1","no"
"407","1523","Yes","trial_1",5,"0","none.wav","no_QUD",23.7498666666667,12,"age1","no"
"408","1121","Yes","trial_1",5,"8","summa.wav","no_QUD",23.7498666666667,13,"age1","no"
"409","1537","No","trial_1",5,"2","all.wav","no_QUD",23.7498666666667,14,"age1","no"
"410","1329","Yes","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,15,"age1","no"
"411","1121","No","trial_1",5,"0","summa.wav","no_QUD",23.7498666666667,16,"age1","no"
"412","1749","No","trial_1",5,"11","thirteen.wav","no_QUD",23.7498666666667,17,"age1","no"
"413","1329","Yes","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,18,"age1","no"
"414","1562785706897","No","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,19,"age1","no"
"415","1357","Yes","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,20,"age1","no"
"416","1386","Yes","trial_1",5,"5","all.wav","no_QUD",23.7498666666667,21,"age1","no"
"417","1562785714592","Yes","trial_1",5,"13","eight.wav","no_QUD",23.7498666666667,22,"age1","no"
"418","1581","Yes","trial_1",5,"8","eight.wav","no_QUD",23.7498666666667,23,"age1","no"
"419","1543","No","trial_1",5,"8","none.wav","no_QUD",23.7498666666667,24,"age1","no"
"420","1562785727091","Yes","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,25,"age1","no"
"421","2169","Yes","trial_1",5,"8","eleven.wav","no_QUD",23.7498666666667,26,"age1","no"
"422","1562785738128","Yes","trial_1",5,"5","four.wav","no_QUD",23.7498666666667,27,"age1","no"
"423","1562785745043","Yes","trial_1",5,"0","five.wav","no_QUD",23.7498666666667,28,"age1","no"
"424","1562785752993","No","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,29,"age1","no"
"425","1452","Yes","trial_1",5,"11","all.wav","no_QUD",23.7498666666667,30,"age1","no"
"426","1511","Yes","trial_1",5,"5","ten.wav","no_QUD",23.7498666666667,31,"age1","no"
"427","1225","Yes","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,32,"age1","no"
"428","1255","Yes","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,33,"age1","no"
"429","1318","Yes","trial_1",5,"5","summa.wav","no_QUD",23.7498666666667,34,"age1","no"
"430","1433","Yes","trial_1",5,"11","eleven.wav","no_QUD",23.7498666666667,35,"age1","no"
"431","1641","Yes","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,36,"age1","no"
"432","1391","Yes","trial_1",5,"0","none.wav","no_QUD",23.7498666666667,37,"age1","no"
"433","1374","No","trial_1",5,"5","five.wav","no_QUD",23.7498666666667,38,"age1","no"
"434","1314","No","trial_1",5,"11","seven.wav","no_QUD",23.7498666666667,39,"age1","no"
"435","1256","Yes","trial_1",5,"0","all.wav","no_QUD",23.7498666666667,40,"age1","no"
"436","1267","No","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,41,"age1","no"
"437","1492","No","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,42,"age1","no"
"438","1511","Yes","trial_1",5,"0","eleven.wav","no_QUD",23.7498666666667,43,"age1","no"
"439","1220","No","trial_1",5,"8","eight.wav","no_QUD",23.7498666666667,44,"age1","no"
"440","1482","No","trial_1",5,"11","none.wav","no_QUD",23.7498666666667,45,"age1","no"
"441","1705","No","trial_1",5,"0","summa.wav","no_QUD",23.7498666666667,46,"age1","no"
"442","1562785794708","No","trial_2",5,"8","all.wav","no_QUD",23.7498666666667,47,"age1","no"
"443","1569","Yes","trial_2",5,"2","two.wav","no_QUD",23.7498666666667,48,"age1","no"
"444","1688","Yes","trial_2",5,"2","summa.wav","no_QUD",23.7498666666667,49,"age1","no"
"445","1121","No","trial_2",5,"5","all.wav","no_QUD",23.7498666666667,50,"age1","no"
"446","1373","No","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,51,"age1","no"
"447","1616","Yes","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,52,"age1","no"
"448","1932","No","trial_2",5,"8","eight.wav","no_QUD",23.7498666666667,53,"age1","no"
"449","2034","No","trial_2",5,"0","none.wav","no_QUD",23.7498666666667,54,"age1","no"
"450","1853","Yes","trial_2",5,"11","one.wav","no_QUD",23.7498666666667,55,"age1","no"
"451","1611","Yes","trial_2",5,"13","ten.wav","no_QUD",23.7498666666667,56,"age1","no"
"452","1452","Yes","trial_2",5,"5","two.wav","no_QUD",23.7498666666667,57,"age1","no"
"453","1811","Yes","trial_2",5,"5","five.wav","no_QUD",23.7498666666667,58,"age1","no"
"454","1510","No","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,59,"age1","no"
"455","1118","Yes","trial_2",5,"0","summa.wav","no_QUD",23.7498666666667,60,"age1","no"
"456","1103","Yes","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,61,"age1","no"
"457","1451","Yes","trial_2",5,"13","none.wav","no_QUD",23.7498666666667,62,"age1","no"
"458","1675","No","trial_2",5,"8","eight.wav","no_QUD",23.7498666666667,63,"age1","no"
"459","1376","No","trial_2",5,"0","three.wav","no_QUD",23.7498666666667,64,"age1","no"
"460","1075","Yes","trial_2",5,"8","two.wav","no_QUD",23.7498666666667,65,"age1","no"
"461","1465","Yes","trial_2",5,"8","eight.wav","no_QUD",23.7498666666667,66,"age1","no"
"462","1180","No","trial_2",5,"0","none.wav","no_QUD",23.7498666666667,67,"age1","no"
"463","1209","No","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,68,"age1","no"
"464","1343","Yes","trial_2",5,"2","two.wav","no_QUD",23.7498666666667,69,"age1","no"
"465","1536","No","trial_2",5,"13","five.wav","no_QUD",23.7498666666667,70,"age1","no"
"466","1567","No","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,71,"age1","no"
"467","1447","Yes","trial_2",5,"0","all.wav","no_QUD",23.7498666666667,72,"age1","no"
"468","1523","Yes","trial_2",5,"11","summa.wav","no_QUD",23.7498666666667,73,"age1","no"
"469","1405","Yes","trial_2",5,"2","twelve.wav","no_QUD",23.7498666666667,74,"age1","no"
"470","1585","Yes","trial_2",5,"0","summa.wav","no_QUD",23.7498666666667,75,"age1","no"
"471","1355","No","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,76,"age1","no"
"472","1196","Yes","trial_2",5,"2","none.wav","no_QUD",23.7498666666667,77,"age1","no"
"473","1250","Yes","trial_2",5,"5","nine.wav","no_QUD",23.7498666666667,78,"age1","no"
"474","1377","Yes","trial_2",5,"5","five.wav","no_QUD",23.7498666666667,79,"age1","no"
"475","1562785872680","No","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,80,"age1","no"
"476","1562785876864","No","trial_2",5,"11","eleven.wav","no_QUD",23.7498666666667,81,"age1","no"
"477","1562785882879","No","trial_2",5,"11","all.wav","no_QUD",23.7498666666667,82,"age1","no"
"478","0","Margaret","bot_check",6,"Margaret","","all_QUD",9.38555,1,"age2","all"
"479","0","Four","audio_check",6,"","","all_QUD",9.38555,3,"age2","all"
"480","0","Empty","comprehension_check_1",6,"","","all_QUD",9.38555,4,"age2","all"
"481","1562784252932","No","practice_trial",6,"13","none.wav","all_QUD",9.38555,6,"age2","all"
"482","1562784258284","Yes","practice_trial",6,"13","all.wav","all_QUD",9.38555,7,"age2","all"
"483","1562784263932","No","practice_trial",6,"0","all.wav","all_QUD",9.38555,8,"age2","all"
"484","1562784269620","Yes","practice_trial",6,"0","none.wav","all_QUD",9.38555,9,"age2","all"
"485","1451","No","trial_1",6,"5","all.wav","all_QUD",9.38555,11,"age2","all"
"486","6240","No","trial_1",6,"8","eleven.wav","all_QUD",9.38555,12,"age2","all"
"487","2893","No","trial_1",6,"13","eight.wav","all_QUD",9.38555,13,"age2","all"
"488","2066","No","trial_1",6,"0","summa.wav","all_QUD",9.38555,14,"age2","all"
"489","1964","No","trial_1",6,"8","none.wav","all_QUD",9.38555,15,"age2","all"
"490","2804","No","trial_1",6,"5","four.wav","all_QUD",9.38555,16,"age2","all"
"491","4563","No","trial_1",6,"11","thirteen.wav","all_QUD",9.38555,17,"age2","all"
"492","1539","Yes","trial_1",6,"2","two.wav","all_QUD",9.38555,18,"age2","all"
"493","1450","Yes","trial_1",6,"0","none.wav","all_QUD",9.38555,19,"age2","all"
"494","2036","No","trial_1",6,"13","summa.wav","all_QUD",9.38555,20,"age2","all"
"495","1595","No","trial_1",6,"13","summa.wav","all_QUD",9.38555,21,"age2","all"
"496","1130","Yes","trial_1",6,"13","all.wav","all_QUD",9.38555,22,"age2","all"
"497","1122","No","trial_1",6,"2","all.wav","all_QUD",9.38555,23,"age2","all"
"498","1234","No","trial_1",6,"0","five.wav","all_QUD",9.38555,24,"age2","all"
"499","1377","Yes","trial_1",6,"8","eight.wav","all_QUD",9.38555,25,"age2","all"
"500","1233","Yes","trial_1",6,"2","two.wav","all_QUD",9.38555,26,"age2","all"
"501","2115","Yes","trial_1",6,"8","summa.wav","all_QUD",9.38555,27,"age2","all"
"502","1099","Yes","trial_1",6,"13","all.wav","all_QUD",9.38555,28,"age2","all"
"503","1299","No","trial_1",6,"0","all.wav","all_QUD",9.38555,29,"age2","all"
"504","985","Yes","trial_1",6,"13","all.wav","all_QUD",9.38555,30,"age2","all"
"505","1034","Yes","trial_1",6,"13","all.wav","all_QUD",9.38555,31,"age2","all"
"506","1289","No","trial_1",6,"0","summa.wav","all_QUD",9.38555,32,"age2","all"
"507","3364","Yes","trial_1",6,"11","eleven.wav","all_QUD",9.38555,33,"age2","all"
"508","1547","No","trial_1",6,"13","summa.wav","all_QUD",9.38555,34,"age2","all"
"509","3564","Yes","trial_1",6,"8","eight.wav","all_QUD",9.38555,35,"age2","all"
"510","1420","Yes","trial_1",6,"0","none.wav","all_QUD",9.38555,36,"age2","all"
"511","1459","No","trial_1",6,"5","ten.wav","all_QUD",9.38555,37,"age2","all"
"512","1715","Yes","trial_1",6,"5","summa.wav","all_QUD",9.38555,38,"age2","all"
"513","1357","No","trial_1",6,"11","all.wav","all_QUD",9.38555,39,"age2","all"
"514","1108","Yes","trial_1",6,"2","two.wav","all_QUD",9.38555,40,"age2","all"
"515","1282","No","trial_1",6,"0","eleven.wav","all_QUD",9.38555,41,"age2","all"
"516","1209","Yes","trial_1",6,"5","five.wav","all_QUD",9.38555,42,"age2","all"
"517","2235","No","trial_1",6,"11","seven.wav","all_QUD",9.38555,43,"age2","all"
"518","1723","No","trial_1",6,"11","none.wav","all_QUD",9.38555,44,"age2","all"
"519","1144","Yes","trial_1",6,"2","two.wav","all_QUD",9.38555,45,"age2","all"
"520","1683","No","trial_1",6,"13","summa.wav","all_QUD",9.38555,46,"age2","all"
"521","0","Empty","comprehension_check_2",6,"","","all_QUD",9.38555,47,"age2","all"
"522","1914","No","trial_2",6,"13","none.wav","all_QUD",9.38555,48,"age2","all"
"523","1139","Yes","trial_2",6,"13","all.wav","all_QUD",9.38555,49,"age2","all"
"524","1267","No","trial_2",6,"0","three.wav","all_QUD",9.38555,50,"age2","all"
"525","1283","No","trial_2",6,"8","all.wav","all_QUD",9.38555,51,"age2","all"
"526","1268","Yes","trial_2",6,"2","two.wav","all_QUD",9.38555,52,"age2","all"
"527","834","Yes","trial_2",6,"13","all.wav","all_QUD",9.38555,53,"age2","all"
"528","1201","Yes","trial_2",6,"8","eight.wav","all_QUD",9.38555,54,"age2","all"
"529","1217","No","trial_2",6,"5","two.wav","all_QUD",9.38555,55,"age2","all"
"530","2443","No","trial_2",6,"13","ten.wav","all_QUD",9.38555,56,"age2","all"
"531","1587","No","trial_2",6,"13","summa.wav","all_QUD",9.38555,57,"age2","all"
"532","1162","Yes","trial_2",6,"5","five.wav","all_QUD",9.38555,58,"age2","all"
"533","1419","No","trial_2",6,"2","summa.wav","all_QUD",9.38555,59,"age2","all"
"534","1843","No","trial_2",6,"11","one.wav","all_QUD",9.38555,60,"age2","all"
"535","1594","No","trial_2",6,"13","summa.wav","all_QUD",9.38555,61,"age2","all"
"536","1371","Yes","trial_2",6,"0","none.wav","all_QUD",9.38555,62,"age2","all"
"537","1131","No","trial_2",6,"0","summa.wav","all_QUD",9.38555,63,"age2","all"
"538","1417","Yes","trial_2",6,"8","eight.wav","all_QUD",9.38555,64,"age2","all"
"539","1156","No","trial_2",6,"5","all.wav","all_QUD",9.38555,65,"age2","all"
"540","2939","Yes","trial_2",6,"11","eleven.wav","all_QUD",9.38555,66,"age2","all"
"541","1395","No","trial_2",6,"13","summa.wav","all_QUD",9.38555,67,"age2","all"
"542","2322","No","trial_2",6,"8","two.wav","all_QUD",9.38555,68,"age2","all"
"543","1236","Yes","trial_2",6,"0","none.wav","all_QUD",9.38555,69,"age2","all"
"544","1124","No","trial_2",6,"0","all.wav","all_QUD",9.38555,70,"age2","all"
"545","1395","No","trial_2",6,"11","all.wav","all_QUD",9.38555,71,"age2","all"
"546","1868","No","trial_2",6,"13","summa.wav","all_QUD",9.38555,72,"age2","all"
"547","1219","No","trial_2",6,"2","none.wav","all_QUD",9.38555,73,"age2","all"
"548","1164","No","trial_2",6,"5","nine.wav","all_QUD",9.38555,74,"age2","all"
"549","1171","Yes","trial_2",6,"5","five.wav","all_QUD",9.38555,75,"age2","all"
"550","1250","No","trial_2",6,"2","twelve.wav","all_QUD",9.38555,76,"age2","all"
"551","1339","No","trial_2",6,"13","five.wav","all_QUD",9.38555,77,"age2","all"
"552","1570","Yes","trial_2",6,"8","eight.wav","all_QUD",9.38555,78,"age2","all"
"553","2067","Yes","trial_2",6,"11","summa.wav","all_QUD",9.38555,79,"age2","all"
"554","1499","No","trial_2",6,"0","summa.wav","all_QUD",9.38555,80,"age2","all"
"555","1148","Yes","trial_2",6,"13","all.wav","all_QUD",9.38555,81,"age2","all"
"556","1313","Yes","trial_2",6,"2","two.wav","all_QUD",9.38555,82,"age2","all"
"557","1371","Yes","trial_2",6,"13","all.wav","all_QUD",9.38555,83,"age2","all"
"558","0","Jennifer","bot_check",7,"Jennifer","","all_QUD",8.23926666666667,1,"age2","all"
"559","0","Four","audio_check",7,"","","all_QUD",8.23926666666667,3,"age2","all"
"560","0","Empty","comprehension_check_1",7,"","","all_QUD",8.23926666666667,4,"age2","all"
"561","1562784482585","No","practice_trial",7,"13","none.wav","all_QUD",8.23926666666667,6,"age2","all"
"562","1562784487648","Yes","practice_trial",7,"13","all.wav","all_QUD",8.23926666666667,7,"age2","all"
"563","1562784492685","No","practice_trial",7,"0","all.wav","all_QUD",8.23926666666667,8,"age2","all"
"564","1562784497440","Yes","practice_trial",7,"0","none.wav","all_QUD",8.23926666666667,9,"age2","all"
"565","1298","Yes","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,11,"age2","all"
"566","2874","No","trial_1",7,"5","four.wav","all_QUD",8.23926666666667,12,"age2","all"
"567","2185","No","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,13,"age2","all"
"568","1376","No","trial_1",7,"5","all.wav","all_QUD",8.23926666666667,14,"age2","all"
"569","1361","No","trial_1",7,"8","none.wav","all_QUD",8.23926666666667,15,"age2","all"
"570","1794","Yes","trial_1",7,"8","summa.wav","all_QUD",8.23926666666667,16,"age2","all"
"571","867","Yes","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,17,"age2","all"
"572","3801","Yes","trial_1",7,"8","eight.wav","all_QUD",8.23926666666667,18,"age2","all"
"573","1684","No","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,19,"age2","all"
"574","1089","Yes","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,20,"age2","all"
"575","1504","No","trial_1",7,"0","five.wav","all_QUD",8.23926666666667,21,"age2","all"
"576","3343","No","trial_1",7,"8","eleven.wav","all_QUD",8.23926666666667,22,"age2","all"
"577","1322","No","trial_1",7,"0","summa.wav","all_QUD",8.23926666666667,23,"age2","all"
"578","1306","Yes","trial_1",7,"0","none.wav","all_QUD",8.23926666666667,24,"age2","all"
"579","4728","No","trial_1",7,"11","thirteen.wav","all_QUD",8.23926666666667,25,"age2","all"
"580","1222","No","trial_1",7,"13","eight.wav","all_QUD",8.23926666666667,26,"age2","all"
"581","745","Yes","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,27,"age2","all"
"582","1251","No","trial_1",7,"2","all.wav","all_QUD",8.23926666666667,28,"age2","all"
"583","1217","No","trial_1",7,"0","summa.wav","all_QUD",8.23926666666667,29,"age2","all"
"584","975","Yes","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,30,"age2","all"
"585","2511","No","trial_1",7,"8","eight.wav","all_QUD",8.23926666666667,31,"age2","all"
"586","1323","No","trial_1",7,"11","all.wav","all_QUD",8.23926666666667,32,"age2","all"
"587","1111","No","trial_1",7,"0","all.wav","all_QUD",8.23926666666667,33,"age2","all"
"588","1539","No","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,34,"age2","all"
"589","1264","No","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,35,"age2","all"
"590","1125","Yes","trial_1",7,"5","five.wav","all_QUD",8.23926666666667,36,"age2","all"
"591","1153","Yes","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,37,"age2","all"
"592","3940","Yes","trial_1",7,"11","eleven.wav","all_QUD",8.23926666666667,38,"age2","all"
"593","1537","No","trial_1",7,"11","none.wav","all_QUD",8.23926666666667,39,"age2","all"
"594","1246","No","trial_1",7,"5","ten.wav","all_QUD",8.23926666666667,40,"age2","all"
"595","1352","No","trial_1",7,"0","none.wav","all_QUD",8.23926666666667,41,"age2","all"
"596","1019","Yes","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,42,"age2","all"
"597","1080","Yes","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,43,"age2","all"
"598","1580","No","trial_1",7,"0","eleven.wav","all_QUD",8.23926666666667,44,"age2","all"
"599","1553","Yes","trial_1",7,"5","summa.wav","all_QUD",8.23926666666667,45,"age2","all"
"600","1797","No","trial_1",7,"11","seven.wav","all_QUD",8.23926666666667,46,"age2","all"
"601","0","Empty","comprehension_check_2",7,"","","all_QUD",8.23926666666667,47,"age2","all"
"602","1326","No","trial_2",7,"8","all.wav","all_QUD",8.23926666666667,48,"age2","all"
