"response","slide_type","workerid","image","audio","Answer.condition","Answer.time_in_minutes","slide_number","speaker_cond"
"[1487, 'No']","trial_2",3,"0","summa.wav","any_QUD",11.19175,57,"age1_any"
"[1620, 'Yes']","trial_2",3,"13","summa.wav","any_QUD",11.19175,58,"age1_any"
"[1724, 'Yes']","trial_2",3,"8","eight.wav","any_QUD",11.19175,59,"age1_any"
"[1348, 'No']","trial_2",3,"0","three.wav","any_QUD",11.19175,60,"age1_any"
"[1445, 'Yes']","trial_2",3,"13","all.wav","any_QUD",11.19175,61,"age1_any"
"[1636, 'No']","trial_2",3,"11","one.wav","any_QUD",11.19175,62,"age1_any"
"[1467, 'No']","trial_2",3,"5","two.wav","any_QUD",11.19175,63,"age1_any"
"[1643, 'Yes']","trial_2",3,"2","summa.wav","any_QUD",11.19175,64,"age1_any"
"[1468, 'No']","trial_2",3,"13","none.wav","any_QUD",11.19175,65,"age1_any"
"[1788, 'No']","trial_2",3,"5","nine.wav","any_QUD",11.19175,66,"age1_any"
"[1364, 'No']","trial_2",3,"11","all.wav","any_QUD",11.19175,67,"age1_any"
"[1756, 'Yes']","trial_2",3,"13","summa.wav","any_QUD",11.19175,68,"age1_any"
"[1212, 'No']","trial_2",3,"2","none.wav","any_QUD",11.19175,69,"age1_any"
"[1803, 'Yes']","trial_2",3,"11","eleven.wav","any_QUD",11.19175,70,"age1_any"
"[1115, 'Yes']","trial_2",3,"13","all.wav","any_QUD",11.19175,71,"age1_any"
"[1508, 'No']","trial_2",3,"13","five.wav","any_QUD",11.19175,72,"age1_any"
"[1612, 'Yes']","trial_2",3,"5","five.wav","any_QUD",11.19175,73,"age1_any"
"[1540, 'No']","trial_2",3,"0","summa.wav","any_QUD",11.19175,74,"age1_any"
"[1508, 'No']","trial_2",3,"8","two.wav","any_QUD",11.19175,75,"age1_any"
"[1571, 'Yes']","trial_2",3,"2","two.wav","any_QUD",11.19175,76,"age1_any"
"[1435, 'No']","trial_2",3,"0","all.wav","any_QUD",11.19175,77,"age1_any"
"[1589, 'Yes']","trial_2",3,"0","none.wav","any_QUD",11.19175,78,"age1_any"
"[1484, 'Yes']","trial_2",3,"13","all.wav","any_QUD",11.19175,79,"age1_any"
"[1436, 'No']","trial_2",3,"2","twelve.wav","any_QUD",11.19175,80,"age1_any"
"[1660, 'Yes']","trial_2",3,"13","summa.wav","any_QUD",11.19175,81,"age1_any"
"[1604, 'Yes']","trial_2",3,"11","summa.wav","any_QUD",11.19175,82,"age1_any"
"[2588, 'Yes']","trial_2",3,"8","eight.wav","any_QUD",11.19175,83,"age1_any"
"[0, 'Jennifer']","bot_check",4,"Jennifer","","no_QUD",8.71666666666667,1,"age1_no"
"[0, 'Four']","audio_check",4,"","","no_QUD",8.71666666666667,3,"age1_no"
"[4400, 'No']","practice_trial",4,"13","none.wav","no_QUD",8.71666666666667,6,"age1_no"
"[1800, 'Yes']","practice_trial",4,"13","all.wav","no_QUD",8.71666666666667,7,"age1_no"
"[1700, 'No']","practice_trial",4,"0","all.wav","no_QUD",8.71666666666667,8,"age1_no"
"[1500, 'Yes']","practice_trial",4,"0","none.wav","no_QUD",8.71666666666667,9,"age1_no"
"[3100, 'No']","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,11,"age1_no"
"[1700, 'No']","trial_1",4,"0","summa.wav","no_QUD",8.71666666666667,12,"age1_no"
"[5600, 'No']","trial_1",4,"11","thirteen.wav","no_QUD",8.71666666666667,13,"age1_no"
"[2100, 'Yes']","trial_1",4,"8","summa.wav","no_QUD",8.71666666666667,14,"age1_no"
"[4800, 'Yes']","trial_1",4,"8","eight.wav","no_QUD",8.71666666666667,15,"age1_no"
"[1900, 'No']","trial_1",4,"5","four.wav","no_QUD",8.71666666666667,16,"age1_no"
"[1200, 'Yes']","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,17,"age1_no"
"[1400, 'Yes']","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,18,"age1_no"
"[1600, 'Yes']","trial_1",4,"0","none.wav","no_QUD",8.71666666666667,19,"age1_no"
"[3600, 'No']","trial_1",4,"8","eleven.wav","no_QUD",8.71666666666667,20,"age1_no"
"[1900, 'No']","trial_1",4,"0","five.wav","no_QUD",8.71666666666667,21,"age1_no"
"[2300, 'No']","trial_1",4,"2","all.wav","no_QUD",8.71666666666667,22,"age1_no"
"[2500, 'Yes']","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,23,"age1_no"
"[1800, 'Yes']","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,24,"age1_no"
"[2100, 'No']","trial_1",4,"5","all.wav","no_QUD",8.71666666666667,25,"age1_no"
"[1700, 'No']","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,26,"age1_no"
"[2000, 'No']","trial_1",4,"13","eight.wav","no_QUD",8.71666666666667,27,"age1_no"
"[2100, 'No']","trial_1",4,"8","none.wav","no_QUD",8.71666666666667,28,"age1_no"
"[1700, 'No']","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,29,"age1_no"
"[1800, 'Yes']","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,30,"age1_no"
"[5200, 'Yes']","trial_1",4,"11","eleven.wav","no_QUD",8.71666666666667,31,"age1_no"
"[3500, 'No']","trial_1",4,"11","seven.wav","no_QUD",8.71666666666667,32,"age1_no"
"[1500, 'No']","trial_1",4,"13","summa.wav","no_QUD",8.71666666666667,33,"age1_no"
"[1300, 'No']","trial_1",4,"0","summa.wav","no_QUD",8.71666666666667,34,"age1_no"
"[1400, 'No']","trial_1",4,"11","all.wav","no_QUD",8.71666666666667,35,"age1_no"
"[1600, 'Yes']","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,36,"age1_no"
"[1700, 'No']","trial_1",4,"0","eleven.wav","no_QUD",8.71666666666667,37,"age1_no"
"[1800, 'Yes']","trial_1",4,"5","five.wav","no_QUD",8.71666666666667,38,"age1_no"
"[1500, 'No']","trial_1",4,"11","none.wav","no_QUD",8.71666666666667,39,"age1_no"
"[1600, 'Yes']","trial_1",4,"2","two.wav","no_QUD",8.71666666666667,40,"age1_no"
"[1600, 'No']","trial_1",4,"0","all.wav","no_QUD",8.71666666666667,41,"age1_no"
"[1400, 'Yes']","trial_1",4,"13","all.wav","no_QUD",8.71666666666667,42,"age1_no"
"[1600, 'Yes']","trial_1",4,"0","none.wav","no_QUD",8.71666666666667,43,"age1_no"
"[3500, 'Yes']","trial_1",4,"8","eight.wav","no_QUD",8.71666666666667,44,"age1_no"
"[2200, 'Yes']","trial_1",4,"5","summa.wav","no_QUD",8.71666666666667,45,"age1_no"
"[1700, 'No']","trial_1",4,"5","ten.wav","no_QUD",8.71666666666667,46,"age1_no"
"[3800, 'No']","trial_2",4,"13","ten.wav","no_QUD",8.71666666666667,47,"age1_no"
"[3200, 'Yes']","trial_2",4,"8","eight.wav","no_QUD",8.71666666666667,48,"age1_no"
"[1600, 'Yes']","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,49,"age1_no"
"[1500, 'Yes']","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,50,"age1_no"
"[1700, 'No']","trial_2",4,"8","all.wav","no_QUD",8.71666666666667,51,"age1_no"
"[3100, 'Yes']","trial_2",4,"8","eight.wav","no_QUD",8.71666666666667,52,"age1_no"
"[1700, 'No']","trial_2",4,"5","all.wav","no_QUD",8.71666666666667,53,"age1_no"
"[1500, 'No']","trial_2",4,"0","three.wav","no_QUD",8.71666666666667,54,"age1_no"
"[1500, 'Yes']","trial_2",4,"0","none.wav","no_QUD",8.71666666666667,55,"age1_no"
"[1600, 'Yes']","trial_2",4,"2","two.wav","no_QUD",8.71666666666667,56,"age1_no"
"[1600, 'Yes']","trial_2",4,"5","five.wav","no_QUD",8.71666666666667,57,"age1_no"
"[1800, 'No']","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,58,"age1_no"
"[1300, 'No']","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,59,"age1_no"
"[1800, 'No']","trial_2",4,"11","one.wav","no_QUD",8.71666666666667,60,"age1_no"
"[1700, 'No']","trial_2",4,"0","summa.wav","no_QUD",8.71666666666667,61,"age1_no"
"[1400, 'No']","trial_2",4,"5","two.wav","no_QUD",8.71666666666667,62,"age1_no"
"[1300, 'No']","trial_2",4,"13","none.wav","no_QUD",8.71666666666667,63,"age1_no"
"[2200, 'Yes']","trial_2",4,"2","summa.wav","no_QUD",8.71666666666667,64,"age1_no"
"[1700, 'No']","trial_2",4,"2","twelve.wav","no_QUD",8.71666666666667,65,"age1_no"
"[1500, 'No']","trial_2",4,"13","five.wav","no_QUD",8.71666666666667,66,"age1_no"
"[2800, 'Yes']","trial_2",4,"8","eight.wav","no_QUD",8.71666666666667,67,"age1_no"
"[2200, 'No']","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,68,"age1_no"
"[1600, 'Yes']","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,69,"age1_no"
"[1300, 'No']","trial_2",4,"13","summa.wav","no_QUD",8.71666666666667,70,"age1_no"
"[2100, 'Yes']","trial_2",4,"5","five.wav","no_QUD",8.71666666666667,71,"age1_no"
"[1400, 'No']","trial_2",4,"0","summa.wav","no_QUD",8.71666666666667,72,"age1_no"
"[1600, 'Yes']","trial_2",4,"2","two.wav","no_QUD",8.71666666666667,73,"age1_no"
"[2400, 'Yes']","trial_2",4,"11","summa.wav","no_QUD",8.71666666666667,74,"age1_no"
"[1300, 'No']","trial_2",4,"0","all.wav","no_QUD",8.71666666666667,75,"age1_no"
"[1600, 'Yes']","trial_2",4,"13","all.wav","no_QUD",8.71666666666667,76,"age1_no"
"[1800, 'Yes']","trial_2",4,"0","none.wav","no_QUD",8.71666666666667,77,"age1_no"
"[1400, 'No']","trial_2",4,"11","all.wav","no_QUD",8.71666666666667,78,"age1_no"
"[1500, 'No']","trial_2",4,"2","none.wav","no_QUD",8.71666666666667,79,"age1_no"
"[1500, 'No']","trial_2",4,"5","nine.wav","no_QUD",8.71666666666667,80,"age1_no"
"[1800, 'No']","trial_2",4,"8","two.wav","no_QUD",8.71666666666667,81,"age1_no"
"[4700, 'Yes']","trial_2",4,"11","eleven.wav","no_QUD",8.71666666666667,82,"age1_no"
"[0, 'Elizabeth']","bot_check",5,"Elizabeth","","no_QUD",23.7498666666667,1,"age1_no"
"[0, 'Four']","audio_check",5,"","","no_QUD",23.7498666666667,3,"age1_no"
"[1562785676777, 'Yes']","practice_trial",5,"13","none.wav","no_QUD",23.7498666666667,6,"age1_no"
"[1562785679822, 'Yes']","practice_trial",5,"13","all.wav","no_QUD",23.7498666666667,7,"age1_no"
"[1343, 'Yes']","practice_trial",5,"0","all.wav","no_QUD",23.7498666666667,8,"age1_no"
"[1318, 'Yes']","practice_trial",5,"0","none.wav","no_QUD",23.7498666666667,9,"age1_no"
"[1562785687502, 'Yes']","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,11,"age1_no"
"[1523, 'Yes']","trial_1",5,"0","none.wav","no_QUD",23.7498666666667,12,"age1_no"
"[1121, 'Yes']","trial_1",5,"8","summa.wav","no_QUD",23.7498666666667,13,"age1_no"
"[1537, 'No']","trial_1",5,"2","all.wav","no_QUD",23.7498666666667,14,"age1_no"
"[1329, 'Yes']","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,15,"age1_no"
"[1121, 'No']","trial_1",5,"0","summa.wav","no_QUD",23.7498666666667,16,"age1_no"
"[1749, 'No']","trial_1",5,"11","thirteen.wav","no_QUD",23.7498666666667,17,"age1_no"
"[1329, 'Yes']","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,18,"age1_no"
"[1562785706897, 'No']","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,19,"age1_no"
"[1357, 'Yes']","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,20,"age1_no"
"[1386, 'Yes']","trial_1",5,"5","all.wav","no_QUD",23.7498666666667,21,"age1_no"
"[1562785714592, 'Yes']","trial_1",5,"13","eight.wav","no_QUD",23.7498666666667,22,"age1_no"
"[1581, 'Yes']","trial_1",5,"8","eight.wav","no_QUD",23.7498666666667,23,"age1_no"
"[1543, 'No']","trial_1",5,"8","none.wav","no_QUD",23.7498666666667,24,"age1_no"
"[1562785727091, 'Yes']","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,25,"age1_no"
"[2169, 'Yes']","trial_1",5,"8","eleven.wav","no_QUD",23.7498666666667,26,"age1_no"
"[1562785738128, 'Yes']","trial_1",5,"5","four.wav","no_QUD",23.7498666666667,27,"age1_no"
"[1562785745043, 'Yes']","trial_1",5,"0","five.wav","no_QUD",23.7498666666667,28,"age1_no"
"[1562785752993, 'No']","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,29,"age1_no"
"[1452, 'Yes']","trial_1",5,"11","all.wav","no_QUD",23.7498666666667,30,"age1_no"
"[1511, 'Yes']","trial_1",5,"5","ten.wav","no_QUD",23.7498666666667,31,"age1_no"
"[1225, 'Yes']","trial_1",5,"13","summa.wav","no_QUD",23.7498666666667,32,"age1_no"
"[1255, 'Yes']","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,33,"age1_no"
"[1318, 'Yes']","trial_1",5,"5","summa.wav","no_QUD",23.7498666666667,34,"age1_no"
"[1433, 'Yes']","trial_1",5,"11","eleven.wav","no_QUD",23.7498666666667,35,"age1_no"
"[1641, 'Yes']","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,36,"age1_no"
"[1391, 'Yes']","trial_1",5,"0","none.wav","no_QUD",23.7498666666667,37,"age1_no"
"[1374, 'No']","trial_1",5,"5","five.wav","no_QUD",23.7498666666667,38,"age1_no"
"[1314, 'No']","trial_1",5,"11","seven.wav","no_QUD",23.7498666666667,39,"age1_no"
"[1256, 'Yes']","trial_1",5,"0","all.wav","no_QUD",23.7498666666667,40,"age1_no"
"[1267, 'No']","trial_1",5,"2","two.wav","no_QUD",23.7498666666667,41,"age1_no"
"[1492, 'No']","trial_1",5,"13","all.wav","no_QUD",23.7498666666667,42,"age1_no"
"[1511, 'Yes']","trial_1",5,"0","eleven.wav","no_QUD",23.7498666666667,43,"age1_no"
"[1220, 'No']","trial_1",5,"8","eight.wav","no_QUD",23.7498666666667,44,"age1_no"
"[1482, 'No']","trial_1",5,"11","none.wav","no_QUD",23.7498666666667,45,"age1_no"
"[1705, 'No']","trial_1",5,"0","summa.wav","no_QUD",23.7498666666667,46,"age1_no"
"[1562785794708, 'No']","trial_2",5,"8","all.wav","no_QUD",23.7498666666667,47,"age1_no"
"[1569, 'Yes']","trial_2",5,"2","two.wav","no_QUD",23.7498666666667,48,"age1_no"
"[1688, 'Yes']","trial_2",5,"2","summa.wav","no_QUD",23.7498666666667,49,"age1_no"
"[1121, 'No']","trial_2",5,"5","all.wav","no_QUD",23.7498666666667,50,"age1_no"
"[1373, 'No']","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,51,"age1_no"
"[1616, 'Yes']","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,52,"age1_no"
"[1932, 'No']","trial_2",5,"8","eight.wav","no_QUD",23.7498666666667,53,"age1_no"
"[2034, 'No']","trial_2",5,"0","none.wav","no_QUD",23.7498666666667,54,"age1_no"
"[1853, 'Yes']","trial_2",5,"11","one.wav","no_QUD",23.7498666666667,55,"age1_no"
"[1611, 'Yes']","trial_2",5,"13","ten.wav","no_QUD",23.7498666666667,56,"age1_no"
"[1452, 'Yes']","trial_2",5,"5","two.wav","no_QUD",23.7498666666667,57,"age1_no"
"[1811, 'Yes']","trial_2",5,"5","five.wav","no_QUD",23.7498666666667,58,"age1_no"
"[1510, 'No']","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,59,"age1_no"
"[1118, 'Yes']","trial_2",5,"0","summa.wav","no_QUD",23.7498666666667,60,"age1_no"
"[1103, 'Yes']","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,61,"age1_no"
"[1451, 'Yes']","trial_2",5,"13","none.wav","no_QUD",23.7498666666667,62,"age1_no"
"[1675, 'No']","trial_2",5,"8","eight.wav","no_QUD",23.7498666666667,63,"age1_no"
"[1376, 'No']","trial_2",5,"0","three.wav","no_QUD",23.7498666666667,64,"age1_no"
"[1075, 'Yes']","trial_2",5,"8","two.wav","no_QUD",23.7498666666667,65,"age1_no"
"[1465, 'Yes']","trial_2",5,"8","eight.wav","no_QUD",23.7498666666667,66,"age1_no"
"[1180, 'No']","trial_2",5,"0","none.wav","no_QUD",23.7498666666667,67,"age1_no"
"[1209, 'No']","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,68,"age1_no"
"[1343, 'Yes']","trial_2",5,"2","two.wav","no_QUD",23.7498666666667,69,"age1_no"
"[1536, 'No']","trial_2",5,"13","five.wav","no_QUD",23.7498666666667,70,"age1_no"
"[1567, 'No']","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,71,"age1_no"
"[1447, 'Yes']","trial_2",5,"0","all.wav","no_QUD",23.7498666666667,72,"age1_no"
"[1523, 'Yes']","trial_2",5,"11","summa.wav","no_QUD",23.7498666666667,73,"age1_no"
"[1405, 'Yes']","trial_2",5,"2","twelve.wav","no_QUD",23.7498666666667,74,"age1_no"
"[1585, 'Yes']","trial_2",5,"0","summa.wav","no_QUD",23.7498666666667,75,"age1_no"
"[1355, 'No']","trial_2",5,"13","summa.wav","no_QUD",23.7498666666667,76,"age1_no"
"[1196, 'Yes']","trial_2",5,"2","none.wav","no_QUD",23.7498666666667,77,"age1_no"
"[1250, 'Yes']","trial_2",5,"5","nine.wav","no_QUD",23.7498666666667,78,"age1_no"
"[1377, 'Yes']","trial_2",5,"5","five.wav","no_QUD",23.7498666666667,79,"age1_no"
"[1562785872680, 'No']","trial_2",5,"13","all.wav","no_QUD",23.7498666666667,80,"age1_no"
"[1562785876864, 'No']","trial_2",5,"11","eleven.wav","no_QUD",23.7498666666667,81,"age1_no"
"[1562785882879, 'No']","trial_2",5,"11","all.wav","no_QUD",23.7498666666667,82,"age1_no"
"[0, 'Margaret']","bot_check",6,"Margaret","","all_QUD",9.38555,1,"age2_all"
"[0, 'Four']","audio_check",6,"","","all_QUD",9.38555,3,"age2_all"
"[0, 'Empty']","comprehension_check_1",6,"","","all_QUD",9.38555,4,"age2_all"
"[1562784252932, 'No']","practice_trial",6,"13","none.wav","all_QUD",9.38555,6,"age2_all"
"[1562784258284, 'Yes']","practice_trial",6,"13","all.wav","all_QUD",9.38555,7,"age2_all"
"[1562784263932, 'No']","practice_trial",6,"0","all.wav","all_QUD",9.38555,8,"age2_all"
"[1562784269620, 'Yes']","practice_trial",6,"0","none.wav","all_QUD",9.38555,9,"age2_all"
"[1451, 'No']","trial_1",6,"5","all.wav","all_QUD",9.38555,11,"age2_all"
"[6240, 'No']","trial_1",6,"8","eleven.wav","all_QUD",9.38555,12,"age2_all"
"[2893, 'No']","trial_1",6,"13","eight.wav","all_QUD",9.38555,13,"age2_all"
"[2066, 'No']","trial_1",6,"0","summa.wav","all_QUD",9.38555,14,"age2_all"
"[1964, 'No']","trial_1",6,"8","none.wav","all_QUD",9.38555,15,"age2_all"
"[2804, 'No']","trial_1",6,"5","four.wav","all_QUD",9.38555,16,"age2_all"
"[4563, 'No']","trial_1",6,"11","thirteen.wav","all_QUD",9.38555,17,"age2_all"
"[1539, 'Yes']","trial_1",6,"2","two.wav","all_QUD",9.38555,18,"age2_all"
"[1450, 'Yes']","trial_1",6,"0","none.wav","all_QUD",9.38555,19,"age2_all"
"[2036, 'No']","trial_1",6,"13","summa.wav","all_QUD",9.38555,20,"age2_all"
"[1595, 'No']","trial_1",6,"13","summa.wav","all_QUD",9.38555,21,"age2_all"
"[1130, 'Yes']","trial_1",6,"13","all.wav","all_QUD",9.38555,22,"age2_all"
"[1122, 'No']","trial_1",6,"2","all.wav","all_QUD",9.38555,23,"age2_all"
"[1234, 'No']","trial_1",6,"0","five.wav","all_QUD",9.38555,24,"age2_all"
"[1377, 'Yes']","trial_1",6,"8","eight.wav","all_QUD",9.38555,25,"age2_all"
"[1233, 'Yes']","trial_1",6,"2","two.wav","all_QUD",9.38555,26,"age2_all"
"[2115, 'Yes']","trial_1",6,"8","summa.wav","all_QUD",9.38555,27,"age2_all"
"[1099, 'Yes']","trial_1",6,"13","all.wav","all_QUD",9.38555,28,"age2_all"
"[1299, 'No']","trial_1",6,"0","all.wav","all_QUD",9.38555,29,"age2_all"
"[985, 'Yes']","trial_1",6,"13","all.wav","all_QUD",9.38555,30,"age2_all"
"[1034, 'Yes']","trial_1",6,"13","all.wav","all_QUD",9.38555,31,"age2_all"
"[1289, 'No']","trial_1",6,"0","summa.wav","all_QUD",9.38555,32,"age2_all"
"[3364, 'Yes']","trial_1",6,"11","eleven.wav","all_QUD",9.38555,33,"age2_all"
"[1547, 'No']","trial_1",6,"13","summa.wav","all_QUD",9.38555,34,"age2_all"
"[3564, 'Yes']","trial_1",6,"8","eight.wav","all_QUD",9.38555,35,"age2_all"
"[1420, 'Yes']","trial_1",6,"0","none.wav","all_QUD",9.38555,36,"age2_all"
"[1459, 'No']","trial_1",6,"5","ten.wav","all_QUD",9.38555,37,"age2_all"
"[1715, 'Yes']","trial_1",6,"5","summa.wav","all_QUD",9.38555,38,"age2_all"
"[1357, 'No']","trial_1",6,"11","all.wav","all_QUD",9.38555,39,"age2_all"
"[1108, 'Yes']","trial_1",6,"2","two.wav","all_QUD",9.38555,40,"age2_all"
"[1282, 'No']","trial_1",6,"0","eleven.wav","all_QUD",9.38555,41,"age2_all"
"[1209, 'Yes']","trial_1",6,"5","five.wav","all_QUD",9.38555,42,"age2_all"
"[2235, 'No']","trial_1",6,"11","seven.wav","all_QUD",9.38555,43,"age2_all"
"[1723, 'No']","trial_1",6,"11","none.wav","all_QUD",9.38555,44,"age2_all"
"[1144, 'Yes']","trial_1",6,"2","two.wav","all_QUD",9.38555,45,"age2_all"
"[1683, 'No']","trial_1",6,"13","summa.wav","all_QUD",9.38555,46,"age2_all"
"[0, 'Empty']","comprehension_check_2",6,"","","all_QUD",9.38555,47,"age2_all"
"[1914, 'No']","trial_2",6,"13","none.wav","all_QUD",9.38555,48,"age2_all"
"[1139, 'Yes']","trial_2",6,"13","all.wav","all_QUD",9.38555,49,"age2_all"
"[1267, 'No']","trial_2",6,"0","three.wav","all_QUD",9.38555,50,"age2_all"
"[1283, 'No']","trial_2",6,"8","all.wav","all_QUD",9.38555,51,"age2_all"
"[1268, 'Yes']","trial_2",6,"2","two.wav","all_QUD",9.38555,52,"age2_all"
"[834, 'Yes']","trial_2",6,"13","all.wav","all_QUD",9.38555,53,"age2_all"
"[1201, 'Yes']","trial_2",6,"8","eight.wav","all_QUD",9.38555,54,"age2_all"
"[1217, 'No']","trial_2",6,"5","two.wav","all_QUD",9.38555,55,"age2_all"
"[2443, 'No']","trial_2",6,"13","ten.wav","all_QUD",9.38555,56,"age2_all"
"[1587, 'No']","trial_2",6,"13","summa.wav","all_QUD",9.38555,57,"age2_all"
"[1162, 'Yes']","trial_2",6,"5","five.wav","all_QUD",9.38555,58,"age2_all"
"[1419, 'No']","trial_2",6,"2","summa.wav","all_QUD",9.38555,59,"age2_all"
"[1843, 'No']","trial_2",6,"11","one.wav","all_QUD",9.38555,60,"age2_all"
"[1594, 'No']","trial_2",6,"13","summa.wav","all_QUD",9.38555,61,"age2_all"
"[1371, 'Yes']","trial_2",6,"0","none.wav","all_QUD",9.38555,62,"age2_all"
"[1131, 'No']","trial_2",6,"0","summa.wav","all_QUD",9.38555,63,"age2_all"
"[1417, 'Yes']","trial_2",6,"8","eight.wav","all_QUD",9.38555,64,"age2_all"
"[1156, 'No']","trial_2",6,"5","all.wav","all_QUD",9.38555,65,"age2_all"
"[2939, 'Yes']","trial_2",6,"11","eleven.wav","all_QUD",9.38555,66,"age2_all"
"[1395, 'No']","trial_2",6,"13","summa.wav","all_QUD",9.38555,67,"age2_all"
"[2322, 'No']","trial_2",6,"8","two.wav","all_QUD",9.38555,68,"age2_all"
"[1236, 'Yes']","trial_2",6,"0","none.wav","all_QUD",9.38555,69,"age2_all"
"[1124, 'No']","trial_2",6,"0","all.wav","all_QUD",9.38555,70,"age2_all"
"[1395, 'No']","trial_2",6,"11","all.wav","all_QUD",9.38555,71,"age2_all"
"[1868, 'No']","trial_2",6,"13","summa.wav","all_QUD",9.38555,72,"age2_all"
"[1219, 'No']","trial_2",6,"2","none.wav","all_QUD",9.38555,73,"age2_all"
"[1164, 'No']","trial_2",6,"5","nine.wav","all_QUD",9.38555,74,"age2_all"
"[1171, 'Yes']","trial_2",6,"5","five.wav","all_QUD",9.38555,75,"age2_all"
"[1250, 'No']","trial_2",6,"2","twelve.wav","all_QUD",9.38555,76,"age2_all"
"[1339, 'No']","trial_2",6,"13","five.wav","all_QUD",9.38555,77,"age2_all"
"[1570, 'Yes']","trial_2",6,"8","eight.wav","all_QUD",9.38555,78,"age2_all"
"[2067, 'Yes']","trial_2",6,"11","summa.wav","all_QUD",9.38555,79,"age2_all"
"[1499, 'No']","trial_2",6,"0","summa.wav","all_QUD",9.38555,80,"age2_all"
"[1148, 'Yes']","trial_2",6,"13","all.wav","all_QUD",9.38555,81,"age2_all"
"[1313, 'Yes']","trial_2",6,"2","two.wav","all_QUD",9.38555,82,"age2_all"
"[1371, 'Yes']","trial_2",6,"13","all.wav","all_QUD",9.38555,83,"age2_all"
"[0, 'Jennifer']","bot_check",7,"Jennifer","","all_QUD",8.23926666666667,1,"age2_all"
"[0, 'Four']","audio_check",7,"","","all_QUD",8.23926666666667,3,"age2_all"
"[0, 'Empty']","comprehension_check_1",7,"","","all_QUD",8.23926666666667,4,"age2_all"
"[1562784482585, 'No']","practice_trial",7,"13","none.wav","all_QUD",8.23926666666667,6,"age2_all"
"[1562784487648, 'Yes']","practice_trial",7,"13","all.wav","all_QUD",8.23926666666667,7,"age2_all"
"[1562784492685, 'No']","practice_trial",7,"0","all.wav","all_QUD",8.23926666666667,8,"age2_all"
"[1562784497440, 'Yes']","practice_trial",7,"0","none.wav","all_QUD",8.23926666666667,9,"age2_all"
"[1298, 'Yes']","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,11,"age2_all"
"[2874, 'No']","trial_1",7,"5","four.wav","all_QUD",8.23926666666667,12,"age2_all"
"[2185, 'No']","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,13,"age2_all"
"[1376, 'No']","trial_1",7,"5","all.wav","all_QUD",8.23926666666667,14,"age2_all"
"[1361, 'No']","trial_1",7,"8","none.wav","all_QUD",8.23926666666667,15,"age2_all"
"[1794, 'Yes']","trial_1",7,"8","summa.wav","all_QUD",8.23926666666667,16,"age2_all"
"[867, 'Yes']","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,17,"age2_all"
"[3801, 'Yes']","trial_1",7,"8","eight.wav","all_QUD",8.23926666666667,18,"age2_all"
"[1684, 'No']","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,19,"age2_all"
"[1089, 'Yes']","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,20,"age2_all"
"[1504, 'No']","trial_1",7,"0","five.wav","all_QUD",8.23926666666667,21,"age2_all"
"[3343, 'No']","trial_1",7,"8","eleven.wav","all_QUD",8.23926666666667,22,"age2_all"
"[1322, 'No']","trial_1",7,"0","summa.wav","all_QUD",8.23926666666667,23,"age2_all"
"[1306, 'Yes']","trial_1",7,"0","none.wav","all_QUD",8.23926666666667,24,"age2_all"
"[4728, 'No']","trial_1",7,"11","thirteen.wav","all_QUD",8.23926666666667,25,"age2_all"
"[1222, 'No']","trial_1",7,"13","eight.wav","all_QUD",8.23926666666667,26,"age2_all"
"[745, 'Yes']","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,27,"age2_all"
