"response","slide_type","workerid","image","audio","Answer.condition","Answer.time_in_minutes","slide_number","speaker_cond"
"[1251, 'No']","trial_1",7,"2","all.wav","all_QUD",8.23926666666667,28,"age2_all"
"[1217, 'No']","trial_1",7,"0","summa.wav","all_QUD",8.23926666666667,29,"age2_all"
"[975, 'Yes']","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,30,"age2_all"
"[2511, 'No']","trial_1",7,"8","eight.wav","all_QUD",8.23926666666667,31,"age2_all"
"[1323, 'No']","trial_1",7,"11","all.wav","all_QUD",8.23926666666667,32,"age2_all"
"[1111, 'No']","trial_1",7,"0","all.wav","all_QUD",8.23926666666667,33,"age2_all"
"[1539, 'No']","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,34,"age2_all"
"[1264, 'No']","trial_1",7,"13","summa.wav","all_QUD",8.23926666666667,35,"age2_all"
"[1125, 'Yes']","trial_1",7,"5","five.wav","all_QUD",8.23926666666667,36,"age2_all"
"[1153, 'Yes']","trial_1",7,"2","two.wav","all_QUD",8.23926666666667,37,"age2_all"
"[3940, 'Yes']","trial_1",7,"11","eleven.wav","all_QUD",8.23926666666667,38,"age2_all"
"[1537, 'No']","trial_1",7,"11","none.wav","all_QUD",8.23926666666667,39,"age2_all"
"[1246, 'No']","trial_1",7,"5","ten.wav","all_QUD",8.23926666666667,40,"age2_all"
"[1352, 'No']","trial_1",7,"0","none.wav","all_QUD",8.23926666666667,41,"age2_all"
"[1019, 'Yes']","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,42,"age2_all"
"[1080, 'Yes']","trial_1",7,"13","all.wav","all_QUD",8.23926666666667,43,"age2_all"
"[1580, 'No']","trial_1",7,"0","eleven.wav","all_QUD",8.23926666666667,44,"age2_all"
"[1553, 'Yes']","trial_1",7,"5","summa.wav","all_QUD",8.23926666666667,45,"age2_all"
"[1797, 'No']","trial_1",7,"11","seven.wav","all_QUD",8.23926666666667,46,"age2_all"
"[0, 'Empty']","comprehension_check_2",7,"","","all_QUD",8.23926666666667,47,"age2_all"
"[1326, 'No']","trial_2",7,"8","all.wav","all_QUD",8.23926666666667,48,"age2_all"
"[820, 'Yes']","trial_2",7,"13","all.wav","all_QUD",8.23926666666667,49,"age2_all"
"[975, 'Yes']","trial_2",7,"13","all.wav","all_QUD",8.23926666666667,50,"age2_all"
"[3118, 'Yes']","trial_2",7,"8","eight.wav","all_QUD",8.23926666666667,51,"age2_all"
"[1284, 'Yes']","trial_2",7,"0","none.wav","all_QUD",8.23926666666667,52,"age2_all"
"[1124, 'No']","trial_2",7,"5","all.wav","all_QUD",8.23926666666667,53,"age2_all"
"[1208, 'Yes']","trial_2",7,"2","two.wav","all_QUD",8.23926666666667,54,"age2_all"
"[1795, 'Yes']","trial_2",7,"2","summa.wav","all_QUD",8.23926666666667,55,"age2_all"
"[1517, 'No']","trial_2",7,"0","summa.wav","all_QUD",8.23926666666667,56,"age2_all"
"[1674, 'Yes']","trial_2",7,"5","five.wav","all_QUD",8.23926666666667,57,"age2_all"
"[1409, 'No']","trial_2",7,"13","summa.wav","all_QUD",8.23926666666667,58,"age2_all"
"[2923, 'Yes']","trial_2",7,"8","eight.wav","all_QUD",8.23926666666667,59,"age2_all"
"[1531, 'No']","trial_2",7,"13","summa.wav","all_QUD",8.23926666666667,60,"age2_all"
"[2837, 'No']","trial_2",7,"13","ten.wav","all_QUD",8.23926666666667,61,"age2_all"
"[1705, 'No']","trial_2",7,"13","none.wav","all_QUD",8.23926666666667,62,"age2_all"
"[1758, 'No']","trial_2",7,"11","one.wav","all_QUD",8.23926666666667,63,"age2_all"
"[1146, 'No']","trial_2",7,"0","three.wav","all_QUD",8.23926666666667,64,"age2_all"
"[1056, 'No']","trial_2",7,"5","two.wav","all_QUD",8.23926666666667,65,"age2_all"
"[803, 'Yes']","trial_2",7,"13","all.wav","all_QUD",8.23926666666667,66,"age2_all"
"[1080, 'No']","trial_2",7,"2","twelve.wav","all_QUD",8.23926666666667,67,"age2_all"
"[2065, 'Yes']","trial_2",7,"13","all.wav","all_QUD",8.23926666666667,68,"age2_all"
"[974, 'No']","trial_2",7,"2","none.wav","all_QUD",8.23926666666667,69,"age2_all"
"[902, 'Yes']","trial_2",7,"5","five.wav","all_QUD",8.23926666666667,70,"age2_all"
"[1037, 'No']","trial_2",7,"0","summa.wav","all_QUD",8.23926666666667,71,"age2_all"
"[5811, 'Yes']","trial_2",7,"11","summa.wav","all_QUD",8.23926666666667,72,"age2_all"
"[1150, 'No']","trial_2",7,"13","five.wav","all_QUD",8.23926666666667,73,"age2_all"
"[1496, 'Yes']","trial_2",7,"11","eleven.wav","all_QUD",8.23926666666667,74,"age2_all"
"[1399, 'No']","trial_2",7,"8","two.wav","all_QUD",8.23926666666667,75,"age2_all"
"[3022, 'No']","trial_2",7,"13","summa.wav","all_QUD",8.23926666666667,76,"age2_all"
"[952, 'Yes']","trial_2",7,"0","none.wav","all_QUD",8.23926666666667,77,"age2_all"
"[1237, 'No']","trial_2",7,"11","all.wav","all_QUD",8.23926666666667,78,"age2_all"
"[3065, 'Yes']","trial_2",7,"8","eight.wav","all_QUD",8.23926666666667,79,"age2_all"
"[1170, 'Yes']","trial_2",7,"2","two.wav","all_QUD",8.23926666666667,80,"age2_all"
"[1055, 'No']","trial_2",7,"5","nine.wav","all_QUD",8.23926666666667,81,"age2_all"
"[1159, 'No']","trial_2",7,"13","summa.wav","all_QUD",8.23926666666667,82,"age2_all"
"[919, 'No']","trial_2",7,"0","all.wav","all_QUD",8.23926666666667,83,"age2_all"
"[0, 'jennifer']","bot_check",8,"Jennifer","","any_QUD",13.6845,1,"age2_any"
"[0, 'Four']","audio_check",8,"","","any_QUD",13.6845,3,"age2_any"
"[0, 'Jam']","comprehension_check_1",8,"","","any_QUD",13.6845,4,"age2_any"
"[3113, 'No']","practice_trial",8,"13","none.wav","any_QUD",13.6845,6,"age2_any"
"[2512, 'Yes']","practice_trial",8,"13","all.wav","any_QUD",13.6845,7,"age2_any"
"[2689, 'Yes']","practice_trial",8,"0","all.wav","any_QUD",13.6845,8,"age2_any"
"[2088, 'No']","practice_trial",8,"0","none.wav","any_QUD",13.6845,9,"age2_any"
"[1861, 'Yes']","trial_1",8,"5","all.wav","any_QUD",13.6845,11,"age2_any"
"[2338, 'No']","trial_1",8,"0","five.wav","any_QUD",13.6845,12,"age2_any"
"[3677, 'No']","trial_1",8,"5","four.wav","any_QUD",13.6845,13,"age2_any"
"[3903, 'Yes']","trial_1",8,"2","two.wav","any_QUD",13.6845,14,"age2_any"
"[6050, 'No']","trial_1",8,"11","thirteen.wav","any_QUD",13.6845,15,"age2_any"
"[10498, 'No']","trial_1",8,"8","none.wav","any_QUD",13.6845,16,"age2_any"
"[6973, 'Yes']","trial_1",8,"8","summa.wav","any_QUD",13.6845,17,"age2_any"
"[2226, 'No']","trial_1",8,"2","all.wav","any_QUD",13.6845,18,"age2_any"
"[4308, 'No']","trial_1",8,"13","eight.wav","any_QUD",13.6845,19,"age2_any"
"[4015, 'Yes']","trial_1",8,"8","eight.wav","any_QUD",13.6845,20,"age2_any"
"[2518, 'Yes']","trial_1",8,"0","none.wav","any_QUD",13.6845,21,"age2_any"
"[2798, 'No']","trial_1",8,"13","summa.wav","any_QUD",13.6845,22,"age2_any"
"[22615, 'Yes']","trial_1",8,"13","summa.wav","any_QUD",13.6845,23,"age2_any"
"[2004, 'Yes']","trial_1",8,"13","all.wav","any_QUD",13.6845,24,"age2_any"
"[7769, 'No']","trial_1",8,"8","eleven.wav","any_QUD",13.6845,25,"age2_any"
"[2409, 'No']","trial_1",8,"0","summa.wav","any_QUD",13.6845,26,"age2_any"
"[2384, 'Yes']","trial_1",8,"13","all.wav","any_QUD",13.6845,27,"age2_any"
"[2601, 'Yes']","trial_1",8,"2","two.wav","any_QUD",13.6845,28,"age2_any"
"[2213, 'No']","trial_1",8,"0","all.wav","any_QUD",13.6845,29,"age2_any"
"[1760, 'Yes']","trial_1",8,"0","none.wav","any_QUD",13.6845,30,"age2_any"
"[1980, 'No']","trial_1",8,"13","summa.wav","any_QUD",13.6845,31,"age2_any"
"[1902, 'Yes']","trial_1",8,"0","summa.wav","any_QUD",13.6845,32,"age2_any"
"[2105, 'Yes']","trial_1",8,"2","two.wav","any_QUD",13.6845,33,"age2_any"
"[1017, 'Yes']","trial_1",8,"13","all.wav","any_QUD",13.6845,34,"age2_any"
"[1982, 'No']","trial_1",8,"0","eleven.wav","any_QUD",13.6845,35,"age2_any"
"[1940, 'No']","trial_1",8,"13","summa.wav","any_QUD",13.6845,36,"age2_any"
"[1853, 'Yes']","trial_1",8,"5","summa.wav","any_QUD",13.6845,37,"age2_any"
"[3108, 'Yes']","trial_1",8,"5","five.wav","any_QUD",13.6845,38,"age2_any"
"[1638, 'Yes']","trial_1",8,"13","all.wav","any_QUD",13.6845,39,"age2_any"
"[1769, 'Yes']","trial_1",8,"11","seven.wav","any_QUD",13.6845,40,"age2_any"
"[5251, 'Yes']","trial_1",8,"8","eight.wav","any_QUD",13.6845,41,"age2_any"
"[4109, 'Yes']","trial_1",8,"2","two.wav","any_QUD",13.6845,42,"age2_any"
"[3853, 'No']","trial_1",8,"11","none.wav","any_QUD",13.6845,43,"age2_any"
"[8391, 'Yes']","trial_1",8,"11","eleven.wav","any_QUD",13.6845,44,"age2_any"
"[3853, 'No']","trial_1",8,"11","all.wav","any_QUD",13.6845,45,"age2_any"
"[2996, 'No']","trial_1",8,"5","ten.wav","any_QUD",13.6845,46,"age2_any"
"[0, 'Jam']","comprehension_check_2",8,"","","any_QUD",13.6845,47,"age2_any"
"[2727, 'Yes']","trial_2",8,"2","two.wav","any_QUD",13.6845,48,"age2_any"
"[2194, 'No']","trial_2",8,"11","one.wav","any_QUD",13.6845,49,"age2_any"
"[5065, 'No']","trial_2",8,"13","ten.wav","any_QUD",13.6845,50,"age2_any"
"[3952, 'Yes']","trial_2",8,"13","none.wav","any_QUD",13.6845,51,"age2_any"
"[1928, 'No']","trial_2",8,"0","summa.wav","any_QUD",13.6845,52,"age2_any"
"[4069, 'Yes']","trial_2",8,"5","five.wav","any_QUD",13.6845,53,"age2_any"
"[1951, 'Yes']","trial_2",8,"5","two.wav","any_QUD",13.6845,54,"age2_any"
"[2355, 'Yes']","trial_2",8,"13","all.wav","any_QUD",13.6845,55,"age2_any"
"[3951, 'Yes']","trial_2",8,"8","eight.wav","any_QUD",13.6845,56,"age2_any"
"[2691, 'Yes']","trial_2",8,"0","none.wav","any_QUD",13.6845,57,"age2_any"
"[2096, 'No']","trial_2",8,"8","all.wav","any_QUD",13.6845,58,"age2_any"
"[3985, 'No']","trial_2",8,"0","three.wav","any_QUD",13.6845,59,"age2_any"
"[3228, 'Yes']","trial_2",8,"2","summa.wav","any_QUD",13.6845,60,"age2_any"
"[1679, 'No']","trial_2",8,"13","summa.wav","any_QUD",13.6845,61,"age2_any"
"[2900, 'No']","trial_2",8,"5","all.wav","any_QUD",13.6845,62,"age2_any"
"[12297, 'No']","trial_2",8,"8","eight.wav","any_QUD",13.6845,63,"age2_any"
"[2139, 'No']","trial_2",8,"13","summa.wav","any_QUD",13.6845,64,"age2_any"
"[2954, 'Yes']","trial_2",8,"13","all.wav","any_QUD",13.6845,65,"age2_any"
"[3174, 'Yes']","trial_2",8,"0","none.wav","any_QUD",13.6845,66,"age2_any"
"[3800, 'Yes']","trial_2",8,"11","summa.wav","any_QUD",13.6845,67,"age2_any"
"[4160, 'Yes']","trial_2",8,"8","eight.wav","any_QUD",13.6845,68,"age2_any"
"[2882, 'No']","trial_2",8,"13","five.wav","any_QUD",13.6845,69,"age2_any"
"[6363, 'No']","trial_2",8,"2","none.wav","any_QUD",13.6845,70,"age2_any"
"[2084, 'Yes']","trial_2",8,"13","all.wav","any_QUD",13.6845,71,"age2_any"
"[2698, 'No']","trial_2",8,"5","nine.wav","any_QUD",13.6845,72,"age2_any"
"[2110, 'No']","trial_2",8,"13","summa.wav","any_QUD",13.6845,73,"age2_any"
"[3517, 'No']","trial_2",8,"13","summa.wav","any_QUD",13.6845,74,"age2_any"
"[3587, 'Yes']","trial_2",8,"11","all.wav","any_QUD",13.6845,75,"age2_any"
"[6675, 'Yes']","trial_2",8,"11","eleven.wav","any_QUD",13.6845,76,"age2_any"
"[2292, 'Yes']","trial_2",8,"2","twelve.wav","any_QUD",13.6845,77,"age2_any"
"[1954, 'Yes']","trial_2",8,"8","two.wav","any_QUD",13.6845,78,"age2_any"
"[8141, 'Yes']","trial_2",8,"0","all.wav","any_QUD",13.6845,79,"age2_any"
"[2913, 'No']","trial_2",8,"13","all.wav","any_QUD",13.6845,80,"age2_any"
"[3579, 'Yes']","trial_2",8,"5","five.wav","any_QUD",13.6845,81,"age2_any"
"[2470, 'Yes']","trial_2",8,"2","two.wav","any_QUD",13.6845,82,"age2_any"
"[2879, 'Yes']","trial_2",8,"0","summa.wav","any_QUD",13.6845,83,"age2_any"
"[0, 'Jessica']","bot_check",9,"Jessica","","any_QUD",16.04895,1,"age2_any"
"[0, 'Four']","audio_check",9,"","","any_QUD",16.04895,3,"age2_any"
"[0, 'Jam']","comprehension_check_1",9,"","","any_QUD",16.04895,4,"age2_any"
"[6065, 'Yes']","practice_trial",9,"13","none.wav","any_QUD",16.04895,6,"age2_any"
"[3264, 'No']","practice_trial",9,"13","all.wav","any_QUD",16.04895,7,"age2_any"
"[3865, 'Yes']","practice_trial",9,"0","all.wav","any_QUD",16.04895,8,"age2_any"
"[7418, 'Yes']","practice_trial",9,"0","none.wav","any_QUD",16.04895,9,"age2_any"
"[3105, 'Yes']","trial_1",9,"0","none.wav","any_QUD",16.04895,11,"age2_any"
"[1770, 'No']","trial_1",9,"8","none.wav","any_QUD",16.04895,12,"age2_any"
"[3532, 'No']","trial_1",9,"5","four.wav","any_QUD",16.04895,13,"age2_any"
"[9062, 'No']","trial_1",9,"2","two.wav","any_QUD",16.04895,14,"age2_any"
"[2907, 'No']","trial_1",9,"8","eight.wav","any_QUD",16.04895,15,"age2_any"
"[2452, 'No']","trial_1",9,"2","two.wav","any_QUD",16.04895,16,"age2_any"
"[5301, 'Yes']","trial_1",9,"13","summa.wav","any_QUD",16.04895,17,"age2_any"
"[3382, 'No']","trial_1",9,"13","all.wav","any_QUD",16.04895,18,"age2_any"
"[3078, 'Yes']","trial_1",9,"13","summa.wav","any_QUD",16.04895,19,"age2_any"
"[10529, 'Yes']","trial_1",9,"11","thirteen.wav","any_QUD",16.04895,20,"age2_any"
"[3632, 'Yes']","trial_1",9,"0","summa.wav","any_QUD",16.04895,21,"age2_any"
"[4105, 'No']","trial_1",9,"13","eight.wav","any_QUD",16.04895,22,"age2_any"
"[1750, 'No']","trial_1",9,"13","all.wav","any_QUD",16.04895,23,"age2_any"
"[2419, 'Yes']","trial_1",9,"0","five.wav","any_QUD",16.04895,24,"age2_any"
"[4776, 'Yes']","trial_1",9,"5","all.wav","any_QUD",16.04895,25,"age2_any"
"[9186, 'Yes']","trial_1",9,"8","eleven.wav","any_QUD",16.04895,26,"age2_any"
"[4240, 'Yes']","trial_1",9,"2","all.wav","any_QUD",16.04895,27,"age2_any"
"[3626, 'No']","trial_1",9,"8","summa.wav","any_QUD",16.04895,28,"age2_any"
"[2473, 'Yes']","trial_1",9,"13","all.wav","any_QUD",16.04895,29,"age2_any"
"[2860, 'Yes']","trial_1",9,"5","five.wav","any_QUD",16.04895,30,"age2_any"
"[2462, 'No']","trial_1",9,"13","summa.wav","any_QUD",16.04895,31,"age2_any"
"[4867, 'No']","trial_1",9,"0","all.wav","any_QUD",16.04895,32,"age2_any"
"[1871, 'No']","trial_1",9,"13","all.wav","any_QUD",16.04895,33,"age2_any"
"[1902, 'No']","trial_1",9,"2","two.wav","any_QUD",16.04895,34,"age2_any"
"[13437, 'No']","trial_1",9,"11","eleven.wav","any_QUD",16.04895,35,"age2_any"
"[5421, 'Yes']","trial_1",9,"8","eight.wav","any_QUD",16.04895,36,"age2_any"
"[4374, 'No']","trial_1",9,"5","ten.wav","any_QUD",16.04895,37,"age2_any"
"[3444, 'No']","trial_1",9,"11","none.wav","any_QUD",16.04895,38,"age2_any"
"[1632, 'Yes']","trial_1",9,"2","two.wav","any_QUD",16.04895,39,"age2_any"
"[1953, 'No']","trial_1",9,"11","all.wav","any_QUD",16.04895,40,"age2_any"
"[1918, 'No']","trial_1",9,"13","summa.wav","any_QUD",16.04895,41,"age2_any"
"[1493, 'No']","trial_1",9,"0","summa.wav","any_QUD",16.04895,42,"age2_any"
"[4127, 'Yes']","trial_1",9,"5","summa.wav","any_QUD",16.04895,43,"age2_any"
"[2677, 'Yes']","trial_1",9,"0","none.wav","any_QUD",16.04895,44,"age2_any"
"[3074, 'No']","trial_1",9,"0","eleven.wav","any_QUD",16.04895,45,"age2_any"
"[3230, 'No']","trial_1",9,"11","seven.wav","any_QUD",16.04895,46,"age2_any"
"[0, 'Jam']","comprehension_check_2",9,"","","any_QUD",16.04895,47,"age2_any"
"[1833, 'Yes']","trial_2",9,"5","five.wav","any_QUD",16.04895,48,"age2_any"
"[3480, 'Yes']","trial_2",9,"8","eight.wav","any_QUD",16.04895,49,"age2_any"
"[3473, 'No']","trial_2",9,"11","one.wav","any_QUD",16.04895,50,"age2_any"
"[1883, 'No']","trial_2",9,"13","summa.wav","any_QUD",16.04895,51,"age2_any"
"[1748, 'No']","trial_2",9,"13","none.wav","any_QUD",16.04895,52,"age2_any"
"[1451, 'No']","trial_2",9,"5","two.wav","any_QUD",16.04895,53,"age2_any"
"[1813, 'Yes']","trial_2",9,"13","all.wav","any_QUD",16.04895,54,"age2_any"
"[4173, 'No']","trial_2",9,"13","ten.wav","any_QUD",16.04895,55,"age2_any"
"[3045, 'Yes']","trial_2",9,"8","eight.wav","any_QUD",16.04895,56,"age2_any"
"[1758, 'No']","trial_2",9,"13","summa.wav","any_QUD",16.04895,57,"age2_any"
"[3278, 'Yes']","trial_2",9,"13","all.wav","any_QUD",16.04895,58,"age2_any"
"[2157, 'No']","trial_2",9,"0","three.wav","any_QUD",16.04895,59,"age2_any"
"[3611, 'Yes']","trial_2",9,"2","summa.wav","any_QUD",16.04895,60,"age2_any"
"[2552, 'Yes']","trial_2",9,"0","none.wav","any_QUD",16.04895,61,"age2_any"
"[1824, 'No']","trial_2",9,"8","all.wav","any_QUD",16.04895,62,"age2_any"
"[4001, 'Yes']","trial_2",9,"2","two.wav","any_QUD",16.04895,63,"age2_any"
"[1982, 'No']","trial_2",9,"0","summa.wav","any_QUD",16.04895,64,"age2_any"
"[1545, 'No']","trial_2",9,"5","all.wav","any_QUD",16.04895,65,"age2_any"
"[3872, 'No']","trial_2",9,"13","summa.wav","any_QUD",16.04895,66,"age2_any"
"[1686, 'No']","trial_2",9,"13","five.wav","any_QUD",16.04895,67,"age2_any"
"[1522, 'No']","trial_2",9,"8","two.wav","any_QUD",16.04895,68,"age2_any"
"[2567, 'Yes']","trial_2",9,"5","five.wav","any_QUD",16.04895,69,"age2_any"
"[1697, 'No']","trial_2",9,"2","twelve.wav","any_QUD",16.04895,70,"age2_any"
"[3148, 'No']","trial_2",9,"0","all.wav","any_QUD",16.04895,71,"age2_any"
"[6287, 'Yes']","trial_2",9,"11","eleven.wav","any_QUD",16.04895,72,"age2_any"
"[12573, 'Yes']","trial_2",9,"2","two.wav","any_QUD",16.04895,73,"age2_any"
"[1689, 'No']","trial_2",9,"5","nine.wav","any_QUD",16.04895,74,"age2_any"
"[1302, 'Yes']","trial_2",9,"13","all.wav","any_QUD",16.04895,75,"age2_any"
"[1369, 'No']","trial_2",9,"13","summa.wav","any_QUD",16.04895,76,"age2_any"
"[1606, 'No']","trial_2",9,"11","all.wav","any_QUD",16.04895,77,"age2_any"
"[2737, 'Yes']","trial_2",9,"11","summa.wav","any_QUD",16.04895,78,"age2_any"
"[1610, 'No']","trial_2",9,"0","summa.wav","any_QUD",16.04895,79,"age2_any"
"[1303, 'Yes']","trial_2",9,"13","all.wav","any_QUD",16.04895,80,"age2_any"
"[3268, 'Yes']","trial_2",9,"0","none.wav","any_QUD",16.04895,81,"age2_any"
"[3438, 'No']","trial_2",9,"8","eight.wav","any_QUD",16.04895,82,"age2_any"
"[2657, 'No']","trial_2",9,"2","none.wav","any_QUD",16.04895,83,"age2_any"
"[0, 'Sarah']","bot_check",10,"Sarah","","no_QUD",7.88486666666667,1,"age2_no"
"[0, 'Four']","audio_check",10,"","","no_QUD",7.88486666666667,3,"age2_no"
"[2062, 'No']","practice_trial",10,"13","none.wav","no_QUD",7.88486666666667,6,"age2_no"
"[1932, 'Yes']","practice_trial",10,"13","all.wav","no_QUD",7.88486666666667,7,"age2_no"
"[2079, 'Yes']","practice_trial",10,"0","all.wav","no_QUD",7.88486666666667,8,"age2_no"
"[3097, 'No']","practice_trial",10,"0","none.wav","no_QUD",7.88486666666667,9,"age2_no"
"[1962, 'No']","trial_1",10,"0","none.wav","no_QUD",7.88486666666667,11,"age2_no"
"[2255, 'Yes']","trial_1",10,"2","two.wav","no_QUD",7.88486666666667,12,"age2_no"
"[2064, 'Yes']","trial_1",10,"8","summa.wav","no_QUD",7.88486666666667,13,"age2_no"
"[2155, 'Yes']","trial_1",10,"2","two.wav","no_QUD",7.88486666666667,14,"age2_no"
"[4720, 'No']","trial_1",10,"11","thirteen.wav","no_QUD",7.88486666666667,15,"age2_no"
"[2852, 'No']","trial_1",10,"13","summa.wav","no_QUD",7.88486666666667,16,"age2_no"
"[2477, 'No']","trial_1",10,"13","eight.wav","no_QUD",7.88486666666667,17,"age2_no"
"[1896, 'No']","trial_1",10,"5","all.wav","no_QUD",7.88486666666667,18,"age2_no"
"[1920, 'No']","trial_1",10,"0","five.wav","no_QUD",7.88486666666667,19,"age2_no"
"[1939, 'No']","trial_1",10,"8","none.wav","no_QUD",7.88486666666667,20,"age2_no"
"[2959, 'Yes']","trial_1",10,"8","eight.wav","no_QUD",7.88486666666667,21,"age2_no"
"[2355, 'No']","trial_1",10,"13","summa.wav","no_QUD",7.88486666666667,22,"age2_no"
"[1706, 'Yes']","trial_1",10,"13","all.wav","no_QUD",7.88486666666667,23,"age2_no"
"[2070, 'No']","trial_1",10,"8","eleven.wav","no_QUD",7.88486666666667,24,"age2_no"
"[2181, 'No']","trial_1",10,"0","summa.wav","no_QUD",7.88486666666667,25,"age2_no"
"[1532, 'Yes']","trial_1",10,"13","all.wav","no_QUD",7.88486666666667,26,"age2_no"
"[2043, 'No']","trial_1",10,"5","four.wav","no_QUD",7.88486666666667,27,"age2_no"
"[1938, 'No']","trial_1",10,"2","all.wav","no_QUD",7.88486666666667,28,"age2_no"
"[1925, 'Yes']","trial_1",10,"5","five.wav","no_QUD",7.88486666666667,29,"age2_no"
"[2004, 'No']","trial_1",10,"11","seven.wav","no_QUD",7.88486666666667,30,"age2_no"
"[1810, 'Yes']","trial_1",10,"13","all.wav","no_QUD",7.88486666666667,31,"age2_no"
"[1856, 'No']","trial_1",10,"13","summa.wav","no_QUD",7.88486666666667,32,"age2_no"
"[1988, 'Yes']","trial_1",10,"5","summa.wav","no_QUD",7.88486666666667,33,"age2_no"
"[5540, 'Yes']","trial_1",10,"11","eleven.wav","no_QUD",7.88486666666667,34,"age2_no"
"[1950, 'No']","trial_1",10,"0","all.wav","no_QUD",7.88486666666667,35,"age2_no"
"[1941, 'No']","trial_1",10,"11","none.wav","no_QUD",7.88486666666667,36,"age2_no"
"[1774, 'No']","trial_1",10,"11","all.wav","no_QUD",7.88486666666667,37,"age2_no"
"[1774, 'Yes']","trial_1",10,"0","none.wav","no_QUD",7.88486666666667,38,"age2_no"
"[1473, 'No']","trial_1",10,"0","eleven.wav","no_QUD",7.88486666666667,39,"age2_no"
"[1253, 'Yes']","trial_1",10,"13","all.wav","no_QUD",7.88486666666667,40,"age2_no"
"[1375, 'No']","trial_1",10,"13","summa.wav","no_QUD",7.88486666666667,41,"age2_no"
"[2586, 'Yes']","trial_1",10,"8","eight.wav","no_QUD",7.88486666666667,42,"age2_no"
"[1370, 'Yes']","trial_1",10,"2","two.wav","no_QUD",7.88486666666667,43,"age2_no"
"[1272, 'Yes']","trial_1",10,"2","two.wav","no_QUD",7.88486666666667,44,"age2_no"
"[1136, 'No']","trial_1",10,"0","summa.wav","no_QUD",7.88486666666667,45,"age2_no"
"[1297, 'No']","trial_1",10,"5","ten.wav","no_QUD",7.88486666666667,46,"age2_no"
"[1212, 'Yes']","trial_2",10,"0","none.wav","no_QUD",7.88486666666667,47,"age2_no"
"[1265, 'Yes']","trial_2",10,"2","two.wav","no_QUD",7.88486666666667,48,"age2_no"
"[1214, 'No']","trial_2",10,"13","summa.wav","no_QUD",7.88486666666667,49,"age2_no"
"[1256, 'No']","trial_2",10,"5","all.wav","no_QUD",7.88486666666667,50,"age2_no"
"[1239, 'No']","trial_2",10,"2","summa.wav","no_QUD",7.88486666666667,51,"age2_no"
"[1423, 'No']","trial_2",10,"5","two.wav","no_QUD",7.88486666666667,52,"age2_no"
"[1356, 'No']","trial_2",10,"8","all.wav","no_QUD",7.88486666666667,53,"age2_no"
"[2524, 'Yes']","trial_2",10,"8","eight.wav","no_QUD",7.88486666666667,54,"age2_no"
"[1181, 'Yes']","trial_2",10,"5","five.wav","no_QUD",7.88486666666667,55,"age2_no"
"[1236, 'Yes']","trial_2",10,"13","all.wav","no_QUD",7.88486666666667,56,"age2_no"
"[1446, 'No']","trial_2",10,"0","three.wav","no_QUD",7.88486666666667,57,"age2_no"
"[1500, 'No']","trial_2",10,"0","summa.wav","no_QUD",7.88486666666667,58,"age2_no"
"[2611, 'Yes']","trial_2",10,"8","eight.wav","no_QUD",7.88486666666667,59,"age2_no"
"[2144, 'No']","trial_2",10,"13","ten.wav","no_QUD",7.88486666666667,60,"age2_no"
"[1199, 'Yes']","trial_2",10,"13","all.wav","no_QUD",7.88486666666667,61,"age2_no"
"[1321, 'No']","trial_2",10,"13","none.wav","no_QUD",7.88486666666667,62,"age2_no"
"[2099, 'No']","trial_2",10,"13","summa.wav","no_QUD",7.88486666666667,63,"age2_no"
"[1565, 'No']","trial_2",10,"11","one.wav","no_QUD",7.88486666666667,64,"age2_no"
"[1110, 'No']","trial_2",10,"2","none.wav","no_QUD",7.88486666666667,65,"age2_no"
"[1122, 'Yes']","trial_2",10,"0","none.wav","no_QUD",7.88486666666667,66,"age2_no"
"[1337, 'Yes']","trial_2",10,"2","two.wav","no_QUD",7.88486666666667,67,"age2_no"
"[1430, 'Yes']","trial_2",10,"8","eight.wav","no_QUD",7.88486666666667,68,"age2_no"
"[1950, 'Yes']","trial_2",10,"11","summa.wav","no_QUD",7.88486666666667,69,"age2_no"
"[4973, 'Yes']","trial_2",10,"11","eleven.wav","no_QUD",7.88486666666667,70,"age2_no"
"[1543, 'No']","trial_2",10,"13","summa.wav","no_QUD",7.88486666666667,71,"age2_no"
"[1463, 'No']","trial_2",10,"11","all.wav","no_QUD",7.88486666666667,72,"age2_no"
"[1269, 'Yes']","trial_2",10,"13","all.wav","no_QUD",7.88486666666667,73,"age2_no"
"[1174, 'Yes']","trial_2",10,"5","five.wav","no_QUD",7.88486666666667,74,"age2_no"
"[1549, 'No']","trial_2",10,"8","two.wav","no_QUD",7.88486666666667,75,"age2_no"
"[1279, 'No']","trial_2",10,"0","all.wav","no_QUD",7.88486666666667,76,"age2_no"
"[1265, 'No']","trial_2",10,"13","five.wav","no_QUD",7.88486666666667,77,"age2_no"
"[1057, 'Yes']","trial_2",10,"13","all.wav","no_QUD",7.88486666666667,78,"age2_no"
"[1389, 'No']","trial_2",10,"0","summa.wav","no_QUD",7.88486666666667,79,"age2_no"
"[1255, 'No']","trial_2",10,"13","summa.wav","no_QUD",7.88486666666667,80,"age2_no"
