"","image","Answer.condition","workerid","Answer.time_in_minutes","audio","rawRT","key","slide_number","slide_type"
"327","0","any_QUD",4,7.09095,"none.wav","319","Yes",9,"practice_trial"
"328","2","any_QUD",4,7.09095,"two.wav","1582068692804","No",11,"trial_1"
"329","0","any_QUD",4,7.09095,"summa.wav","1582068697118","No",12,"trial_1"
"330","8","any_QUD",4,7.09095,"thirteen.wav","2148","No",13,"trial_1"
"331","5","any_QUD",4,7.09095,"four.wav","1778","Yes",14,"trial_1"
"332","8","any_QUD",4,7.09095,"summa.wav","1522","Late",15,"trial_1"
"333","0","any_QUD",4,7.09095,"none.wav","1582068712463","No",16,"trial_1"
"334","13","any_QUD",4,7.09095,"eight.wav","1089","Late",17,"trial_1"
"335","2","any_QUD",4,7.09095,"all.wav","1582068719991","No",18,"trial_1"
"336","13","any_QUD",4,7.09095,"all.wav","2183","Yes",19,"trial_1"
"337","13","any_QUD",4,7.09095,"summa.wav","675","Yes",20,"trial_1"
"338","0","any_QUD",4,7.09095,"five.wav","1582068729684","No",21,"trial_1"
"339","8","any_QUD",4,7.09095,"eleven.wav","411","No",22,"trial_1"
"340","13","any_QUD",4,7.09095,"summa.wav","1582068735732","Yes",23,"trial_1"
"341","2","any_QUD",4,7.09095,"two.wav","573","Yes",24,"trial_1"
"342","13","any_QUD",4,7.09095,"all.wav","1582068742063","Yes",25,"trial_1"
"343","8","any_QUD",4,7.09095,"none.wav","1996","Yes",26,"trial_1"
"344","8","any_QUD",4,7.09095,"eight.wav","2134","Yes",27,"trial_1"
"345","5","any_QUD",4,7.09095,"all.wav","1828","Yes",28,"trial_1"
"346","2","any_QUD",4,7.09095,"two.wav","2196","Yes",29,"trial_1"
"347","2","any_QUD",4,7.09095,"two.wav","75","Yes",30,"trial_1"
"348","5","any_QUD",4,7.09095,"summa.wav","53","Yes",31,"trial_1"
"349","0","any_QUD",4,7.09095,"none.wav","1582068762628","Yes",32,"trial_1"
"350","13","any_QUD",4,7.09095,"all.wav","738","Yes",33,"trial_1"
"351","0","any_QUD",4,7.09095,"eleven.wav","78","Late",34,"trial_1"
"352","5","any_QUD",4,7.09095,"five.wav","1582068773943","No",35,"trial_1"
"353","13","any_QUD",4,7.09095,"summa.wav","1582068776972","Yes",36,"trial_1"
"354","11","any_QUD",4,7.09095,"all.wav","1582068779305","Yes",37,"trial_1"
"355","0","any_QUD",4,7.09095,"all.wav","884","Yes",38,"trial_1"
"356","11","any_QUD",4,7.09095,"eleven.wav","66","Yes",39,"trial_1"
"357","13","any_QUD",4,7.09095,"summa.wav","1582068790692","No",40,"trial_1"
"358","8","any_QUD",4,7.09095,"eight.wav","1125","No",41,"trial_1"
"359","11","any_QUD",4,7.09095,"seven.wav","1582068798143","No",42,"trial_1"
"360","13","any_QUD",4,7.09095,"all.wav","2555","No",43,"trial_1"
"361","0","any_QUD",4,7.09095,"summa.wav","435","Yes",44,"trial_1"
"362","0","any_QUD",4,7.09095,"none.wav","243","Yes",45,"trial_1"
"363","5","any_QUD",4,7.09095,"ten.wav","1582068811232","Yes",46,"trial_1"
"364","","any_QUD",4,7.09095,"","0","Empty",47,"comprehension_check_2"
"365","","any_QUD",4,7.09095,"","0","Empty",47,"comprehension_check_2"
"366","","any_QUD",4,7.09095,"","0","Explode",47,"comprehension_check_2"
"367","","any_QUD",4,7.09095,"","0","Jam",47,"comprehension_check_2"
"368","13","any_QUD",4,7.09095,"all.wav","1582068833128","Yes",48,"trial_2"
"369","8","any_QUD",4,7.09095,"all.wav","419","Yes",49,"trial_2"
"370","5","any_QUD",4,7.09095,"five.wav","354","Late",50,"trial_2"
"371","13","any_QUD",4,7.09095,"none.wav","1759","Yes",51,"trial_2"
"372","5","any_QUD",4,7.09095,"two.wav","1582068848360","No",52,"trial_2"
"373","5","any_QUD",4,7.09095,"all.wav","2309","Yes",53,"trial_2"
"374","0","any_QUD",4,7.09095,"three.wav","1582068854719","Yes",54,"trial_2"
"375","0","any_QUD",4,7.09095,"summa.wav","1582068857400","Yes",55,"trial_2"
"376","13","any_QUD",4,7.09095,"summa.wav","1935","No",56,"trial_2"
"377","13","any_QUD",4,7.09095,"summa.wav","331","Yes",57,"trial_2"
"378","2","any_QUD",4,7.09095,"two.wav","1582068866330","No",58,"trial_2"
"379","8","any_QUD",4,7.09095,"eight.wav","484","No",59,"trial_2"
"380","2","any_QUD",4,7.09095,"summa.wav","244","Late",60,"trial_2"
"381","0","any_QUD",4,7.09095,"none.wav","1582068876621","Yes",61,"trial_2"
"382","13","any_QUD",4,7.09095,"ten.wav","2720","Yes",62,"trial_2"
"383","11","any_QUD",4,7.09095,"one.wav","501","Yes",63,"trial_2"
"384","8","any_QUD",4,7.09095,"eight.wav","177","Late",64,"trial_2"
"385","13","any_QUD",4,7.09095,"all.wav","200","Late",65,"trial_2"
"386","13","any_QUD",4,7.09095,"all.wav","1582068894927","No",66,"trial_2"
"387","11","any_QUD",4,7.09095,"summa.wav","631","No",67,"trial_2"
"388","0","any_QUD",4,7.09095,"all.wav","1582068902124","No",68,"trial_2"
"389","13","any_QUD",4,7.09095,"summa.wav","1582068904939","No",69,"trial_2"
"390","2","any_QUD",4,7.09095,"none.wav","2251","No",70,"trial_2"
"391","0","any_QUD",4,7.09095,"none.wav","2341","No",71,"trial_2"
"392","0","any_QUD",4,7.09095,"summa.wav","2564","No",72,"trial_2"
"393","5","any_QUD",4,7.09095,"five.wav","1582068916174","Yes",73,"trial_2"
"394","8","any_QUD",4,7.09095,"eight.wav","880","Yes",74,"trial_2"
"395","13","any_QUD",4,7.09095,"all.wav","1582068923765","Yes",75,"trial_2"
"396","13","any_QUD",4,7.09095,"summa.wav","229","Yes",76,"trial_2"
"397","2","any_QUD",4,7.09095,"two.wav","460","Yes",77,"trial_2"
"398","13","any_QUD",4,7.09095,"five.wav","254","Late",78,"trial_2"
"399","11","any_QUD",4,7.09095,"all.wav","160","Late",79,"trial_2"
"400","5","any_QUD",4,7.09095,"nine.wav","181","Late",80,"trial_2"
"401","2","any_QUD",4,7.09095,"twelve.wav","1582068946023","No",81,"trial_2"
"402","11","any_QUD",4,7.09095,"eleven.wav","676","No",82,"trial_2"
"403","8","any_QUD",4,7.09095,"two.wav","894","No",83,"trial_2"
"404","Jessica","any_QUD",5,20.0122666666667,"","0","Jessica",1,"bot_check"
"405","","any_QUD",5,20.0122666666667,"","0","Four",3,"audio_check"
"406","","any_QUD",5,20.0122666666667,"","0","Jam",4,"comprehension_check_1"
"407","13","any_QUD",5,20.0122666666667,"none.wav","1582050634076","No",6,"practice_trial"
"408","13","any_QUD",5,20.0122666666667,"all.wav","13","No",7,"practice_trial"
"409","0","any_QUD",5,20.0122666666667,"all.wav","395","Late",8,"practice_trial"
"410","0","any_QUD",5,20.0122666666667,"none.wav","1577","Yes",9,"practice_trial"
"411","5","any_QUD",5,20.0122666666667,"four.wav","1732","No",11,"trial_1"
"412","0","any_QUD",5,20.0122666666667,"five.wav","1582050682114","Yes",12,"trial_1"
"413","5","any_QUD",5,20.0122666666667,"all.wav","1582050685595","No",13,"trial_1"
"414","2","any_QUD",5,20.0122666666667,"two.wav","542","Yes",14,"trial_1"
"415","8","any_QUD",5,20.0122666666667,"none.wav","1582050692987","No",15,"trial_1"
"416","13","any_QUD",5,20.0122666666667,"summa.wav","273","No",16,"trial_1"
"417","13","any_QUD",5,20.0122666666667,"all.wav","1582050699651","No",17,"trial_1"
"418","8","any_QUD",5,20.0122666666667,"eleven.wav","1582050702762","Yes",18,"trial_1"
"419","13","any_QUD",5,20.0122666666667,"summa.wav","1582050705627","No",19,"trial_1"
"420","0","any_QUD",5,20.0122666666667,"summa.wav","2479","Yes",20,"trial_1"
"421","8","any_QUD",5,20.0122666666667,"summa.wav","2612","No",21,"trial_1"
"422","2","any_QUD",5,20.0122666666667,"all.wav","2676","No",22,"trial_1"
"423","13","any_QUD",5,20.0122666666667,"eight.wav","2537","Yes",23,"trial_1"
"424","0","any_QUD",5,20.0122666666667,"none.wav","2607","Yes",24,"trial_1"
"425","8","any_QUD",5,20.0122666666667,"eight.wav","2612","No",25,"trial_1"
"426","8","any_QUD",5,20.0122666666667,"thirteen.wav","2628","No",26,"trial_1"
"427","13","any_QUD",5,20.0122666666667,"all.wav","2570","No",27,"trial_1"
"428","2","any_QUD",5,20.0122666666667,"two.wav","2265","No",28,"trial_1"
"429","0","any_QUD",5,20.0122666666667,"all.wav","2393","Yes",29,"trial_1"
"430","13","any_QUD",5,20.0122666666667,"all.wav","2415","No",30,"trial_1"
