"slide_type","response","Answer.condition","Answer.time_in_minutes","workerid","audio","slide_number","image","speaker_cond"
"trial_2","[1148, 'No']","no_QUD",9.73166666666667,4,"some.wav",49,"0","no"
"trial_2","[1375, 'No']","no_QUD",9.73166666666667,4,"all.wav",50,"8","no"
"trial_2","[2146, 'No']","no_QUD",9.73166666666667,4,"three.wav",51,"0","no"
"trial_2","[5170, 'Yes']","no_QUD",9.73166666666667,4,"some.wav",52,"2","no"
"trial_2","[1045, 'Yes']","no_QUD",9.73166666666667,4,"all.wav",53,"13","no"
"trial_2","[1159, 'Yes']","no_QUD",9.73166666666667,4,"two.wav",54,"2","no"
"trial_2","[3386, 'No']","no_QUD",9.73166666666667,4,"ten.wav",55,"13","no"
"trial_2","[1508, 'No']","no_QUD",9.73166666666667,4,"some.wav",56,"13","no"
"trial_2","[3233, 'Yes']","no_QUD",9.73166666666667,4,"eight.wav",57,"8","no"
"trial_2","[2222, 'Yes']","no_QUD",9.73166666666667,4,"eight.wav",58,"8","no"
"trial_2","[1535, 'Yes']","no_QUD",9.73166666666667,4,"five.wav",59,"5","no"
"trial_2","[1421, 'No']","no_QUD",9.73166666666667,4,"some.wav",60,"13","no"
"trial_2","[1155, 'Yes']","no_QUD",9.73166666666667,4,"none.wav",61,"0","no"
"trial_2","[2342, 'No']","no_QUD",9.73166666666667,4,"one.wav",62,"11","no"
"trial_2","[1145, 'Yes']","no_QUD",9.73166666666667,4,"all.wav",63,"13","no"
"trial_2","[1869, 'No']","no_QUD",9.73166666666667,4,"none.wav",64,"13","no"
"trial_2","[3802, 'Yes']","no_QUD",9.73166666666667,4,"five.wav",65,"5","no"
"trial_2","[852, 'Yes']","no_QUD",9.73166666666667,4,"all.wav",66,"13","no"
"trial_2","[1647, 'Yes']","no_QUD",9.73166666666667,4,"some.wav",67,"11","no"
"trial_2","[2199, 'No']","no_QUD",9.73166666666667,4,"twelve.wav",68,"2","no"
"trial_2","[1967, 'No']","no_QUD",9.73166666666667,4,"nine.wav",69,"5","no"
"trial_2","[1738, 'No']","no_QUD",9.73166666666667,4,"none.wav",70,"2","no"
"trial_2","[1449, 'No']","no_QUD",9.73166666666667,4,"two.wav",71,"8","no"
"trial_2","[1795, 'Yes']","no_QUD",9.73166666666667,4,"all.wav",72,"13","no"
"trial_2","[1070, 'No']","no_QUD",9.73166666666667,4,"some.wav",73,"13","no"
"trial_2","[945, 'No']","no_QUD",9.73166666666667,4,"some.wav",74,"13","no"
"trial_2","[3714, 'Yes']","no_QUD",9.73166666666667,4,"eleven.wav",75,"11","no"
"trial_2","[3455, 'No']","no_QUD",9.73166666666667,4,"some.wav",76,"0","no"
"trial_2","[1191, 'No']","no_QUD",9.73166666666667,4,"five.wav",77,"13","no"
"trial_2","[1274, 'Yes']","no_QUD",9.73166666666667,4,"none.wav",78,"0","no"
"trial_2","[4198, 'Yes']","no_QUD",9.73166666666667,4,"eight.wav",79,"8","no"
"trial_2","[1534, 'No']","no_QUD",9.73166666666667,4,"all.wav",80,"0","no"
"trial_2","[1145, 'No']","no_QUD",9.73166666666667,4,"all.wav",81,"11","no"
"trial_2","[1332, 'Yes']","no_QUD",9.73166666666667,4,"two.wav",82,"2","no"
"bot_check","[0, 'Jennifer']","no_QUD",8.89695,5,"",1,"Jennifer","no"
"audio_check","[0, 'Four']","no_QUD",8.89695,5,"",3,"","no"
"practice_trial","[1701, 'No']","no_QUD",8.89695,5,"none.wav",6,"13","no"
"practice_trial","[1781, 'Yes']","no_QUD",8.89695,5,"all.wav",7,"13","no"
"practice_trial","[1418, 'No']","no_QUD",8.89695,5,"all.wav",8,"0","no"
"practice_trial","[1953, 'Yes']","no_QUD",8.89695,5,"none.wav",9,"0","no"
"trial_1","[4808, 'Yes']","no_QUD",8.89695,5,"all.wav",11,"13","no"
"trial_1","[2499, 'Yes']","no_QUD",8.89695,5,"some.wav",12,"13","no"
"trial_1","[2015, 'No']","no_QUD",8.89695,5,"thirteen.wav",13,"8","no"
"trial_1","[1539, 'No']","no_QUD",8.89695,5,"eight.wav",14,"13","no"
"trial_1","[1859, 'No']","no_QUD",8.89695,5,"four.wav",15,"5","no"
"trial_1","[1343, 'No']","no_QUD",8.89695,5,"all.wav",16,"5","no"
"trial_1","[1503, 'Yes']","no_QUD",8.89695,5,"some.wav",17,"8","no"
"trial_1","[1383, 'No']","no_QUD",8.89695,5,"some.wav",18,"0","no"
"trial_1","[1449, 'Yes']","no_QUD",8.89695,5,"none.wav",19,"0","no"
"trial_1","[1586, 'No']","no_QUD",8.89695,5,"all.wav",20,"2","no"
"trial_1","[1565, 'No']","no_QUD",8.89695,5,"five.wav",21,"0","no"
"trial_1","[1488, 'Yes']","no_QUD",8.89695,5,"two.wav",22,"2","no"
"trial_1","[2220, 'No']","no_QUD",8.89695,5,"eleven.wav",23,"8","no"
"trial_1","[1323, 'Yes']","no_QUD",8.89695,5,"all.wav",24,"13","no"
"trial_1","[1565, 'Yes']","no_QUD",8.89695,5,"some.wav",25,"13","no"
"trial_1","[1586, 'Yes']","no_QUD",8.89695,5,"two.wav",26,"2","no"
"trial_1","[3918, 'No']","no_QUD",8.89695,5,"none.wav",27,"8","no"
"trial_1","[2471, 'Yes']","no_QUD",8.89695,5,"eight.wav",28,"8","no"
"trial_1","[1919, 'No']","no_QUD",8.89695,5,"eleven.wav",29,"0","no"
"trial_1","[1595, 'No']","no_QUD",8.89695,5,"ten.wav",30,"5","no"
"trial_1","[1749, 'No']","no_QUD",8.89695,5,"all.wav",31,"11","no"
"trial_1","[2529, 'Yes']","no_QUD",8.89695,5,"two.wav",32,"2","no"
"trial_1","[1498, 'Yes']","no_QUD",8.89695,5,"none.wav",33,"0","no"
"trial_1","[1775, 'No']","no_QUD",8.89695,5,"some.wav",34,"0","no"
"trial_1","[1198, 'Yes']","no_QUD",8.89695,5,"two.wav",35,"2","no"
"trial_1","[2566, 'No']","no_QUD",8.89695,5,"seven.wav",36,"11","no"
"trial_1","[1357, 'Yes']","no_QUD",8.89695,5,"none.wav",37,"0","no"
"trial_1","[1188, 'Yes']","no_QUD",8.89695,5,"all.wav",38,"13","no"
"trial_1","[1614, 'Yes']","no_QUD",8.89695,5,"five.wav",39,"5","no"
"trial_1","[1016, 'Yes']","no_QUD",8.89695,5,"all.wav",40,"13","no"
"trial_1","[1541, 'Yes']","no_QUD",8.89695,5,"some.wav",41,"13","no"
"trial_1","[1122, 'Yes']","no_QUD",8.89695,5,"some.wav",42,"5","no"
"trial_1","[2215, 'Yes']","no_QUD",8.89695,5,"eight.wav",43,"8","no"
"trial_1","[1042, 'Yes']","no_QUD",8.89695,5,"some.wav",44,"13","no"
"trial_1","[1304, 'No']","no_QUD",8.89695,5,"all.wav",45,"0","no"
"trial_1","[3057, 'Yes']","no_QUD",8.89695,5,"eleven.wav",46,"11","no"
"trial_2","[2509, 'No']","no_QUD",8.89695,5,"ten.wav",47,"13","no"
"trial_2","[1690, 'No']","no_QUD",8.89695,5,"three.wav",48,"0","no"
"trial_2","[1478, 'No']","no_QUD",8.89695,5,"two.wav",49,"5","no"
"trial_2","[1237, 'No']","no_QUD",8.89695,5,"all.wav",50,"8","no"
"trial_2","[1818, 'Yes']","no_QUD",8.89695,5,"some.wav",51,"13","no"
"trial_2","[1831, 'Yes']","no_QUD",8.89695,5,"all.wav",52,"13","no"
"trial_2","[3901, 'Yes']","no_QUD",8.89695,5,"some.wav",53,"13","no"
"trial_2","[1318, 'Yes']","no_QUD",8.89695,5,"all.wav",54,"13","no"
"trial_2","[1549, 'Yes']","no_QUD",8.89695,5,"some.wav",55,"2","no"
"trial_2","[1501, 'Yes']","no_QUD",8.89695,5,"five.wav",56,"5","no"
"trial_2","[1449, 'No']","no_QUD",8.89695,5,"none.wav",57,"13","no"
"trial_2","[1744, 'Yes']","no_QUD",8.89695,5,"one.wav",58,"11","no"
"trial_2","[2182, 'Yes']","no_QUD",8.89695,5,"eight.wav",59,"8","no"
"trial_2","[1069, 'Yes']","no_QUD",8.89695,5,"two.wav",60,"2","no"
"trial_2","[1291, 'No']","no_QUD",8.89695,5,"all.wav",61,"5","no"
"trial_2","[1328, 'Yes']","no_QUD",8.89695,5,"none.wav",62,"0","no"
"trial_2","[2843, 'Yes']","no_QUD",8.89695,5,"eight.wav",63,"8","no"
"trial_2","[2701, 'No']","no_QUD",8.89695,5,"some.wav",64,"0","no"
"trial_2","[1759, 'Yes']","no_QUD",8.89695,5,"all.wav",65,"13","no"
"trial_2","[1505, 'Yes']","no_QUD",8.89695,5,"all.wav",66,"13","no"
"trial_2","[2632, 'No']","no_QUD",8.89695,5,"twelve.wav",67,"2","no"
"trial_2","[1559, 'No']","no_QUD",8.89695,5,"some.wav",68,"0","no"
"trial_2","[1560, 'No']","no_QUD",8.89695,5,"all.wav",69,"11","no"
"trial_2","[1807, 'Yes']","no_QUD",8.89695,5,"some.wav",70,"13","no"
"trial_2","[1530, 'No']","no_QUD",8.89695,5,"all.wav",71,"0","no"
"trial_2","[2447, 'No']","no_QUD",8.89695,5,"two.wav",72,"8","no"
"trial_2","[2555, 'Yes']","no_QUD",8.89695,5,"eight.wav",73,"8","no"
"trial_2","[1426, 'No']","no_QUD",8.89695,5,"nine.wav",74,"5","no"
"trial_2","[1451, 'No']","no_QUD",8.89695,5,"none.wav",75,"2","no"
"trial_2","[2648, 'Yes']","no_QUD",8.89695,5,"none.wav",76,"0","no"
"trial_2","[4199, 'No']","no_QUD",8.89695,5,"eleven.wav",77,"11","no"
"trial_2","[1876, 'No']","no_QUD",8.89695,5,"some.wav",78,"13","no"
"trial_2","[1585, 'No']","no_QUD",8.89695,5,"five.wav",79,"5","no"
"trial_2","[2135, 'Yes']","no_QUD",8.89695,5,"some.wav",80,"11","no"
"trial_2","[1739, 'No']","no_QUD",8.89695,5,"five.wav",81,"13","no"
"trial_2","[1758, 'Yes']","no_QUD",8.89695,5,"two.wav",82,"2","no"
