"","audio","Answer.time_in_minutes","rawRT","key","workerid","slide_type","slide_number","Answer.condition","image","speaker_cond"
"651","thirteen.wav",11.0547,"4595","No",8,"trial_1",14,"all_QUD","8","all"
"652","two.wav",11.0547,"1728","Yes",8,"trial_1",15,"all_QUD","2","all"
"653","all.wav",11.0547,"1724","No",8,"trial_1",16,"all_QUD","5","all"
"654","none.wav",11.0547,"1861","No",8,"trial_1",17,"all_QUD","8","all"
"655","some.wav",11.0547,"4322","No",8,"trial_1",18,"all_QUD","13","all"
"656","all.wav",11.0547,"1799","Yes",8,"trial_1",19,"all_QUD","13","all"
"657","all.wav",11.0547,"1600","Yes",8,"trial_1",20,"all_QUD","13","all"
"658","four.wav",11.0547,"2514","No",8,"trial_1",21,"all_QUD","5","all"
"659","five.wav",11.0547,"1949","No",8,"trial_1",22,"all_QUD","0","all"
"660","eight.wav",11.0547,"3027","Yes",8,"trial_1",23,"all_QUD","8","all"
"661","some.wav",11.0547,"1992","No",8,"trial_1",24,"all_QUD","0","all"
"662","some.wav",11.0547,"1733","No",8,"trial_1",25,"all_QUD","13","all"
"663","two.wav",11.0547,"2998","Yes",8,"trial_1",26,"all_QUD","2","all"
"664","none.wav",11.0547,"1666","Yes",8,"trial_1",27,"all_QUD","0","all"
"665","eight.wav",11.0547,"2185","No",8,"trial_1",28,"all_QUD","13","all"
"666","all.wav",11.0547,"1153","Yes",8,"trial_1",29,"all_QUD","13","all"
"667","none.wav",11.0547,"1830","Yes",8,"trial_1",30,"all_QUD","0","all"
"668","all.wav",11.0547,"1421","No",8,"trial_1",31,"all_QUD","0","all"
"669","some.wav",11.0547,"1649","No",8,"trial_1",32,"all_QUD","13","all"
"670","two.wav",11.0547,"1100","Yes",8,"trial_1",33,"all_QUD","2","all"
"671","eleven.wav",11.0547,"4721","Yes",8,"trial_1",34,"all_QUD","11","all"
"672","some.wav",11.0547,"1559","No",8,"trial_1",35,"all_QUD","0","all"
"673","five.wav",11.0547,"2262","Yes",8,"trial_1",36,"all_QUD","5","all"
"674","all.wav",11.0547,"1458","No",8,"trial_1",37,"all_QUD","11","all"
"675","eight.wav",11.0547,"2622","Yes",8,"trial_1",38,"all_QUD","8","all"
"676","none.wav",11.0547,"1486","Yes",8,"trial_1",39,"all_QUD","0","all"
"677","some.wav",11.0547,"1790","Yes",8,"trial_1",40,"all_QUD","5","all"
"678","ten.wav",11.0547,"1702","No",8,"trial_1",41,"all_QUD","5","all"
"679","two.wav",11.0547,"1229","Yes",8,"trial_1",42,"all_QUD","2","all"
"680","eleven.wav",11.0547,"1486","No",8,"trial_1",43,"all_QUD","0","all"
"681","seven.wav",11.0547,"4016","No",8,"trial_1",44,"all_QUD","11","all"
"682","all.wav",11.0547,"1478","Yes",8,"trial_1",45,"all_QUD","13","all"
"683","some.wav",11.0547,"1536","No",8,"trial_1",46,"all_QUD","13","all"
"684","",11.0547,"0","Empty",8,"comprehension_check_2",47,"all_QUD","","all"
"685","none.wav",11.0547,"1731","Yes",8,"trial_2",48,"all_QUD","0","all"
"686","some.wav",11.0547,"1374","Yes",8,"trial_2",49,"all_QUD","2","all"
"687","two.wav",11.0547,"1008","Yes",8,"trial_2",50,"all_QUD","2","all"
"688","none.wav",11.0547,"1375","No",8,"trial_2",51,"all_QUD","13","all"
"689","all.wav",11.0547,"840","Yes",8,"trial_2",52,"all_QUD","13","all"
"690","one.wav",11.0547,"1831","No",8,"trial_2",53,"all_QUD","11","all"
"691","two.wav",11.0547,"1318","No",8,"trial_2",54,"all_QUD","5","all"
"692","all.wav",11.0547,"1428","No",8,"trial_2",55,"all_QUD","5","all"
"693","eight.wav",11.0547,"4762","Yes",8,"trial_2",56,"all_QUD","8","all"
"694","some.wav",11.0547,"1545","No",8,"trial_2",57,"all_QUD","13","all"
"695","eight.wav",11.0547,"4853","Yes",8,"trial_2",58,"all_QUD","8","all"
"696","some.wav",11.0547,"1299","No",8,"trial_2",59,"all_QUD","0","all"
"697","ten.wav",11.0547,"2158","No",8,"trial_2",60,"all_QUD","13","all"
"698","three.wav",11.0547,"1381","No",8,"trial_2",61,"all_QUD","0","all"
"699","all.wav",11.0547,"1296","No",8,"trial_2",62,"all_QUD","8","all"
"700","all.wav",11.0547,"810","Yes",8,"trial_2",63,"all_QUD","13","all"
"701","some.wav",11.0547,"1406","No",8,"trial_2",64,"all_QUD","13","all"
"702","five.wav",11.0547,"1669","Yes",8,"trial_2",65,"all_QUD","5","all"
"703","none.wav",11.0547,"4195","Yes",8,"trial_2",66,"all_QUD","0","all"
"704","all.wav",11.0547,"952","Yes",8,"trial_2",67,"all_QUD","13","all"
"705","all.wav",11.0547,"905","Yes",8,"trial_2",68,"all_QUD","13","all"
"706","two.wav",11.0547,"1017","Yes",8,"trial_2",69,"all_QUD","2","all"
"707","all.wav",11.0547,"1222","No",8,"trial_2",70,"all_QUD","11","all"
"708","some.wav",11.0547,"1631","Yes",8,"trial_2",71,"all_QUD","11","all"
"709","five.wav",11.0547,"1199","No",8,"trial_2",72,"all_QUD","13","all"
"710","some.wav",11.0547,"2447","No",8,"trial_2",73,"all_QUD","13","all"
"711","five.wav",11.0547,"1797","Yes",8,"trial_2",74,"all_QUD","5","all"
"712","none.wav",11.0547,"1537","No",8,"trial_2",75,"all_QUD","2","all"
"713","eight.wav",11.0547,"2980","Yes",8,"trial_2",76,"all_QUD","8","all"
"714","some.wav",11.0547,"1582","No",8,"trial_2",77,"all_QUD","13","all"
"715","all.wav",11.0547,"1425","No",8,"trial_2",78,"all_QUD","0","all"
"716","eleven.wav",11.0547,"4681","Yes",8,"trial_2",79,"all_QUD","11","all"
"717","some.wav",11.0547,"1828","No",8,"trial_2",80,"all_QUD","0","all"
"718","nine.wav",11.0547,"2181","No",8,"trial_2",81,"all_QUD","5","all"
"719","two.wav",11.0547,"1481","No",8,"trial_2",82,"all_QUD","8","all"
"720","twelve.wav",11.0547,"1342","No",8,"trial_2",83,"all_QUD","2","all"
"721","",9.94011666666667,"0","Margaret",9,"bot_check",1,"all_QUD","Margaret","all"
"722","",9.94011666666667,"0","Four",9,"audio_check",3,"all_QUD","","all"
"723","",9.94011666666667,"0","Empty",9,"comprehension_check_1",4,"all_QUD","","all"
"724","none.wav",9.94011666666667,"2311","No",9,"practice_trial",6,"all_QUD","13","all"
"725","all.wav",9.94011666666667,"1967","Yes",9,"practice_trial",7,"all_QUD","13","all"
"726","all.wav",9.94011666666667,"1714","No",9,"practice_trial",8,"all_QUD","0","all"
"727","none.wav",9.94011666666667,"1981","Yes",9,"practice_trial",9,"all_QUD","0","all"
"728","five.wav",9.94011666666667,"2128","No",9,"trial_1",11,"all_QUD","0","all"
"729","two.wav",9.94011666666667,"1645","Yes",9,"trial_1",12,"all_QUD","2","all"
"730","eight.wav",9.94011666666667,"2296","Yes",9,"trial_1",13,"all_QUD","8","all"
"731","all.wav",9.94011666666667,"1492","Yes",9,"trial_1",14,"all_QUD","13","all"
"732","all.wav",9.94011666666667,"1156","No",9,"trial_1",15,"all_QUD","2","all"
"733","some.wav",9.94011666666667,"1387","No",9,"trial_1",16,"all_QUD","0","all"
"734","thirteen.wav",9.94011666666667,"3082","No",9,"trial_1",17,"all_QUD","8","all"
"735","all.wav",9.94011666666667,"1131","No",9,"trial_1",18,"all_QUD","5","all"
"736","all.wav",9.94011666666667,"799","Yes",9,"trial_1",19,"all_QUD","13","all"
"737","eight.wav",9.94011666666667,"5846","No",9,"trial_1",20,"all_QUD","13","all"
"738","some.wav",9.94011666666667,"3207","Yes",9,"trial_1",21,"all_QUD","13","all"
"739","none.wav",9.94011666666667,"1341","No",9,"trial_1",22,"all_QUD","8","all"
"740","eleven.wav",9.94011666666667,"1609","No",9,"trial_1",23,"all_QUD","8","all"
"741","some.wav",9.94011666666667,"1442","Yes",9,"trial_1",24,"all_QUD","13","all"
"742","none.wav",9.94011666666667,"1234","Yes",9,"trial_1",25,"all_QUD","0","all"
"743","two.wav",9.94011666666667,"972","Yes",9,"trial_1",26,"all_QUD","2","all"
"744","some.wav",9.94011666666667,"1097","Yes",9,"trial_1",27,"all_QUD","8","all"
"745","four.wav",9.94011666666667,"1787","No",9,"trial_1",28,"all_QUD","5","all"
"746","some.wav",9.94011666666667,"2828","Yes",9,"trial_1",29,"all_QUD","13","all"
"747","all.wav",9.94011666666667,"1310","No",9,"trial_1",30,"all_QUD","11","all"
"748","ten.wav",9.94011666666667,"1419","No",9,"trial_1",31,"all_QUD","5","all"
"749","eleven.wav",9.94011666666667,"5150","Yes",9,"trial_1",32,"all_QUD","11","all"
"750","some.wav",9.94011666666667,"1214","Yes",9,"trial_1",33,"all_QUD","13","all"
"751","two.wav",9.94011666666667,"1065","Yes",9,"trial_1",34,"all_QUD","2","all"
"752","all.wav",9.94011666666667,"857","Yes",9,"trial_1",35,"all_QUD","13","all"
"753","eight.wav",9.94011666666667,"1622","Yes",9,"trial_1",36,"all_QUD","8","all"
"754","two.wav",9.94011666666667,"910","Yes",9,"trial_1",37,"all_QUD","2","all"
"755","some.wav",9.94011666666667,"1215","No",9,"trial_1",38,"all_QUD","0","all"
"756","five.wav",9.94011666666667,"824","Yes",9,"trial_1",39,"all_QUD","5","all"
"757","eleven.wav",9.94011666666667,"1050","No",9,"trial_1",40,"all_QUD","0","all"
"758","some.wav",9.94011666666667,"886","Yes",9,"trial_1",41,"all_QUD","5","all"
"759","none.wav",9.94011666666667,"1190","No",9,"trial_1",42,"all_QUD","0","all"
"760","seven.wav",9.94011666666667,"2621","No",9,"trial_1",43,"all_QUD","11","all"
"761","none.wav",9.94011666666667,"1447","Yes",9,"trial_1",44,"all_QUD","0","all"
"762","all.wav",9.94011666666667,"1105","No",9,"trial_1",45,"all_QUD","0","all"
"763","all.wav",9.94011666666667,"1494","Yes",9,"trial_1",46,"all_QUD","13","all"
"764","",9.94011666666667,"0","Empty",9,"comprehension_check_2",47,"all_QUD","","all"
"765","three.wav",9.94011666666667,"1396","No",9,"trial_2",48,"all_QUD","0","all"
"766","some.wav",9.94011666666667,"1454","No",9,"trial_2",49,"all_QUD","0","all"
"767","some.wav",9.94011666666667,"1748","Yes",9,"trial_2",50,"all_QUD","2","all"
"768","five.wav",9.94011666666667,"863","Yes",9,"trial_2",51,"all_QUD","5","all"
"769","all.wav",9.94011666666667,"1211","No",9,"trial_2",52,"all_QUD","8","all"
"770","none.wav",9.94011666666667,"1161","No",9,"trial_2",53,"all_QUD","13","all"
"771","eight.wav",9.94011666666667,"2213","Yes",9,"trial_2",54,"all_QUD","8","all"
"772","none.wav",9.94011666666667,"1146","Yes",9,"trial_2",55,"all_QUD","0","all"
"773","all.wav",9.94011666666667,"1771","No",9,"trial_2",56,"all_QUD","5","all"
"774","two.wav",9.94011666666667,"1277","No",9,"trial_2",57,"all_QUD","5","all"
"775","ten.wav",9.94011666666667,"5196","No",9,"trial_2",58,"all_QUD","13","all"
"776","some.wav",9.94011666666667,"3013","Yes",9,"trial_2",59,"all_QUD","13","all"
"777","two.wav",9.94011666666667,"966","Yes",9,"trial_2",60,"all_QUD","2","all"
"778","all.wav",9.94011666666667,"815","Yes",9,"trial_2",61,"all_QUD","13","all"
"779","eight.wav",9.94011666666667,"870","Yes",9,"trial_2",62,"all_QUD","8","all"
"780","all.wav",9.94011666666667,"878","Yes",9,"trial_2",63,"all_QUD","13","all"
"781","some.wav",9.94011666666667,"999","Yes",9,"trial_2",64,"all_QUD","13","all"
"782","one.wav",9.94011666666667,"2710","No",9,"trial_2",65,"all_QUD","11","all"
"783","all.wav",9.94011666666667,"1045","Yes",9,"trial_2",66,"all_QUD","13","all"
"784","eleven.wav",9.94011666666667,"3675","Yes",9,"trial_2",67,"all_QUD","11","all"
"785","some.wav",9.94011666666667,"1012","Yes",9,"trial_2",68,"all_QUD","13","all"
"786","five.wav",9.94011666666667,"954","Yes",9,"trial_2",69,"all_QUD","5","all"
"787","nine.wav",9.94011666666667,"1684","No",9,"trial_2",70,"all_QUD","5","all"
"788","all.wav",9.94011666666667,"1356","No",9,"trial_2",71,"all_QUD","0","all"
"789","some.wav",9.94011666666667,"1113","No",9,"trial_2",72,"all_QUD","0","all"
"790","some.wav",9.94011666666667,"1259","Yes",9,"trial_2",73,"all_QUD","11","all"
"791","none.wav",9.94011666666667,"1266","No",9,"trial_2",74,"all_QUD","2","all"
"792","some.wav",9.94011666666667,"1385","Yes",9,"trial_2",75,"all_QUD","13","all"
"793","twelve.wav",9.94011666666667,"1082","No",9,"trial_2",76,"all_QUD","2","all"
"794","none.wav",9.94011666666667,"1246","Yes",9,"trial_2",77,"all_QUD","0","all"
"795","five.wav",9.94011666666667,"1032","No",9,"trial_2",78,"all_QUD","13","all"
"796","all.wav",9.94011666666667,"905","Yes",9,"trial_2",79,"all_QUD","13","all"
"797","all.wav",9.94011666666667,"972","No",9,"trial_2",80,"all_QUD","11","all"
"798","two.wav",9.94011666666667,"1157","No",9,"trial_2",81,"all_QUD","8","all"
"799","eight.wav",9.94011666666667,"2045","Yes",9,"trial_2",82,"all_QUD","8","all"
"800","two.wav",9.94011666666667,"1062","Yes",9,"trial_2",83,"all_QUD","2","all"
"801","",8.48348333333333,"0","Linda",10,"bot_check",1,"all_QUD","Linda","all"
"802","",8.48348333333333,"0","Four",10,"audio_check",3,"all_QUD","","all"
"803","",8.48348333333333,"0","Jam",10,"comprehension_check_1",4,"all_QUD","","all"
"804","",8.48348333333333,"0","Empty",10,"comprehension_check_1",4,"all_QUD","","all"
"805","none.wav",8.48348333333333,"2068","Yes",10,"practice_trial",6,"all_QUD","13","all"
"806","all.wav",8.48348333333333,"1557337790396","Yes",10,"practice_trial",7,"all_QUD","13","all"
"807","all.wav",8.48348333333333,"1310","No",10,"practice_trial",8,"all_QUD","0","all"
"808","none.wav",8.48348333333333,"2138","Yes",10,"practice_trial",9,"all_QUD","0","all"
"809","some.wav",8.48348333333333,"2421","Yes",10,"trial_1",11,"all_QUD","13","all"
"810","none.wav",8.48348333333333,"1828","No",10,"trial_1",12,"all_QUD","8","all"
"811","none.wav",8.48348333333333,"1334","No",10,"trial_1",13,"all_QUD","0","all"
"812","eight.wav",8.48348333333333,"3578","No",10,"trial_1",14,"all_QUD","13","all"
"813","four.wav",8.48348333333333,"2798","Yes",10,"trial_1",15,"all_QUD","5","all"
"814","some.wav",8.48348333333333,"1822","Yes",10,"trial_1",16,"all_QUD","8","all"
"815","all.wav",8.48348333333333,"1357","No",10,"trial_1",17,"all_QUD","2","all"
"816","eleven.wav",8.48348333333333,"2246","No",10,"trial_1",18,"all_QUD","8","all"
"817","some.wav",8.48348333333333,"2527","Yes",10,"trial_1",19,"all_QUD","13","all"
"818","all.wav",8.48348333333333,"1658","Yes",10,"trial_1",20,"all_QUD","13","all"
"819","some.wav",8.48348333333333,"1429","No",10,"trial_1",21,"all_QUD","0","all"
"820","two.wav",8.48348333333333,"1757","Yes",10,"trial_1",22,"all_QUD","2","all"
"821","all.wav",8.48348333333333,"1398","No",10,"trial_1",23,"all_QUD","5","all"
"822","thirteen.wav",8.48348333333333,"1490","No",10,"trial_1",24,"all_QUD","8","all"
"823","all.wav",8.48348333333333,"1508","Yes",10,"trial_1",25,"all_QUD","13","all"
"824","eight.wav",8.48348333333333,"2127","Yes",10,"trial_1",26,"all_QUD","8","all"
"825","five.wav",8.48348333333333,"1407","No",10,"trial_1",27,"all_QUD","0","all"
"826","two.wav",8.48348333333333,"1173","Yes",10,"trial_1",28,"all_QUD","2","all"
"827","two.wav",8.48348333333333,"1126","Yes",10,"trial_1",29,"all_QUD","2","all"
"828","ten.wav",8.48348333333333,"1252","No",10,"trial_1",30,"all_QUD","5","all"
"829","all.wav",8.48348333333333,"1647","No",10,"trial_1",31,"all_QUD","0","all"
"830","eleven.wav",8.48348333333333,"1691","No",10,"trial_1",32,"all_QUD","0","all"
"831","seven.wav",8.48348333333333,"1678","Yes",10,"trial_1",33,"all_QUD","11","all"
"832","some.wav",8.48348333333333,"1733","Yes",10,"trial_1",34,"all_QUD","13","all"
"833","some.wav",8.48348333333333,"1447","Yes",10,"trial_1",35,"all_QUD","5","all"
"834","some.wav",8.48348333333333,"1431","No",10,"trial_1",36,"all_QUD","0","all"
"835","none.wav",8.48348333333333,"1541","Yes",10,"trial_1",37,"all_QUD","0","all"
"836","all.wav",8.48348333333333,"1193","No",10,"trial_1",38,"all_QUD","11","all"
"837","two.wav",8.48348333333333,"1093","Yes",10,"trial_1",39,"all_QUD","2","all"
"838","five.wav",8.48348333333333,"974","Yes",10,"trial_1",40,"all_QUD","5","all"
"839","all.wav",8.48348333333333,"904","Yes",10,"trial_1",41,"all_QUD","13","all"
"840","none.wav",8.48348333333333,"1086","No",10,"trial_1",42,"all_QUD","0","all"
"841","eight.wav",8.48348333333333,"1909","Yes",10,"trial_1",43,"all_QUD","8","all"
"842","some.wav",8.48348333333333,"1541","Yes",10,"trial_1",44,"all_QUD","13","all"
"843","eleven.wav",8.48348333333333,"3806","Yes",10,"trial_1",45,"all_QUD","11","all"
"844","all.wav",8.48348333333333,"1264","Yes",10,"trial_1",46,"all_QUD","13","all"
"845","",8.48348333333333,"0","Empty",10,"comprehension_check_2",47,"all_QUD","","all"
"846","five.wav",8.48348333333333,"1336","Yes",10,"trial_2",48,"all_QUD","5","all"
"847","none.wav",8.48348333333333,"1303","No",10,"trial_2",49,"all_QUD","0","all"
"848","ten.wav",8.48348333333333,"5238","Yes",10,"trial_2",50,"all_QUD","13","all"
"849","three.wav",8.48348333333333,"1454","No",10,"trial_2",51,"all_QUD","0","all"
"850","some.wav",8.48348333333333,"1594","No",10,"trial_2",52,"all_QUD","0","all"
"851","all.wav",8.48348333333333,"1312","Yes",10,"trial_2",53,"all_QUD","13","all"
"852","one.wav",8.48348333333333,"2790","No",10,"trial_2",54,"all_QUD","11","all"
"853","all.wav",8.48348333333333,"1126","No",10,"trial_2",55,"all_QUD","5","all"
"854","some.wav",8.48348333333333,"1352","Yes",10,"trial_2",56,"all_QUD","13","all"
"855","two.wav",8.48348333333333,"1334","No",10,"trial_2",57,"all_QUD","5","all"
"856","eight.wav",8.48348333333333,"2356","Yes",10,"trial_2",58,"all_QUD","8","all"
"857","two.wav",8.48348333333333,"1144","Yes",10,"trial_2",59,"all_QUD","2","all"
"858","all.wav",8.48348333333333,"1118","Yes",10,"trial_2",60,"all_QUD","13","all"
"859","eight.wav",8.48348333333333,"2653","Yes",10,"trial_2",61,"all_QUD","8","all"
"860","all.wav",8.48348333333333,"1347","No",10,"trial_2",62,"all_QUD","8","all"
"861","none.wav",8.48348333333333,"2587","No",10,"trial_2",63,"all_QUD","13","all"
"862","some.wav",8.48348333333333,"1444","Yes",10,"trial_2",64,"all_QUD","13","all"
"863","some.wav",8.48348333333333,"2163","Yes",10,"trial_2",65,"all_QUD","2","all"
"864","all.wav",8.48348333333333,"1004","Yes",10,"trial_2",66,"all_QUD","13","all"
"865","nine.wav",8.48348333333333,"1293","No",10,"trial_2",67,"all_QUD","5","all"
"866","five.wav",8.48348333333333,"3193","No",10,"trial_2",68,"all_QUD","13","all"
"867","all.wav",8.48348333333333,"1298","No",10,"trial_2",69,"all_QUD","11","all"
"868","some.wav",8.48348333333333,"1405","Yes",10,"trial_2",70,"all_QUD","11","all"
"869","some.wav",8.48348333333333,"2506","Yes",10,"trial_2",71,"all_QUD","13","all"
"870","all.wav",8.48348333333333,"1424","No",10,"trial_2",72,"all_QUD","0","all"
"871","two.wav",8.48348333333333,"1117","Yes",10,"trial_2",73,"all_QUD","2","all"
"872","eleven.wav",8.48348333333333,"4062","Yes",10,"trial_2",74,"all_QUD","11","all"
"873","twelve.wav",8.48348333333333,"1443","No",10,"trial_2",75,"all_QUD","2","all"
"874","eight.wav",8.48348333333333,"1621","Yes",10,"trial_2",76,"all_QUD","8","all"
"875","some.wav",8.48348333333333,"1429","Yes",10,"trial_2",77,"all_QUD","13","all"
"876","none.wav",8.48348333333333,"1976","No",10,"trial_2",78,"all_QUD","2","all"
"877","five.wav",8.48348333333333,"888","Yes",10,"trial_2",79,"all_QUD","5","all"
"878","all.wav",8.48348333333333,"1033","Yes",10,"trial_2",80,"all_QUD","13","all"
"879","none.wav",8.48348333333333,"1416","Yes",10,"trial_2",81,"all_QUD","0","all"
"880","two.wav",8.48348333333333,"3797","Yes",10,"trial_2",82,"all_QUD","8","all"
"881","some.wav",8.48348333333333,"1416","No",10,"trial_2",83,"all_QUD","0","all"
"882","",11.8897666666667,"0","Margaret",11,"bot_check",1,"all_QUD","Margaret","all"
"883","",11.8897666666667,"0","Four",11,"audio_check",3,"all_QUD","","all"
"884","",11.8897666666667,"0","Empty",11,"comprehension_check_1",4,"all_QUD","","all"
"885","none.wav",11.8897666666667,"2994","No",11,"practice_trial",6,"all_QUD","13","all"
"886","all.wav",11.8897666666667,"2241","Yes",11,"practice_trial",7,"all_QUD","13","all"
"887","all.wav",11.8897666666667,"4741","No",11,"practice_trial",8,"all_QUD","0","all"
"888","none.wav",11.8897666666667,"3685","Yes",11,"practice_trial",9,"all_QUD","0","all"
"889","none.wav",11.8897666666667,"2326","Yes",11,"trial_1",11,"all_QUD","0","all"
"890","two.wav",11.8897666666667,"2160","Yes",11,"trial_1",12,"all_QUD","2","all"
"891","four.wav",11.8897666666667,"3487","No",11,"trial_1",13,"all_QUD","5","all"
"892","some.wav",11.8897666666667,"3088","Yes",11,"trial_1",14,"all_QUD","8","all"
"893","all.wav",11.8897666666667,"2241","Yes",11,"trial_1",15,"all_QUD","13","all"
"894","some.wav",11.8897666666667,"22990","Yes",11,"trial_1",16,"all_QUD","13","all"
"895","some.wav",11.8897666666667,"2525","Yes",11,"trial_1",17,"all_QUD","13","all"
"896","all.wav",11.8897666666667,"2435","Yes",11,"trial_1",18,"all_QUD","13","all"
"897","thirteen.wav",11.8897666666667,"3617","No",11,"trial_1",19,"all_QUD","8","all"
"898","eleven.wav",11.8897666666667,"4468","No",11,"trial_1",20,"all_QUD","8","all"
"899","all.wav",11.8897666666667,"2224","No",11,"trial_1",21,"all_QUD","2","all"
"900","all.wav",11.8897666666667,"2015","No",11,"trial_1",22,"all_QUD","5","all"
"901","eight.wav",11.8897666666667,"3519","No",11,"trial_1",23,"all_QUD","13","all"
"902","none.wav",11.8897666666667,"2290","No",11,"trial_1",24,"all_QUD","8","all"
"903","some.wav",11.8897666666667,"1904","No",11,"trial_1",25,"all_QUD","0","all"
"904","five.wav",11.8897666666667,"1972","No",11,"trial_1",26,"all_QUD","0","all"
"905","two.wav",11.8897666666667,"1952","Yes",11,"trial_1",27,"all_QUD","2","all"
"906","eight.wav",11.8897666666667,"2961","Yes",11,"trial_1",28,"all_QUD","8","all"
"907","five.wav",11.8897666666667,"1905","Yes",11,"trial_1",29,"all_QUD","5","all"
"908","two.wav",11.8897666666667,"2149","Yes",11,"trial_1",30,"all_QUD","2","all"
"909","some.wav",11.8897666666667,"2852","Yes",11,"trial_1",31,"all_QUD","13","all"
"910","some.wav",11.8897666666667,"2208","Yes",11,"trial_1",32,"all_QUD","13","all"
"911","ten.wav",11.8897666666667,"1872","No",11,"trial_1",33,"all_QUD","5","all"
"912","two.wav",11.8897666666667,"1729","Yes",11,"trial_1",34,"all_QUD","2","all"
"913","eleven.wav",11.8897666666667,"4195","Yes",11,"trial_1",35,"all_QUD","11","all"
"914","some.wav",11.8897666666667,"2000","Yes",11,"trial_1",36,"all_QUD","5","all"
"915","eleven.wav",11.8897666666667,"2082","No",11,"trial_1",37,"all_QUD","0","all"
"916","all.wav",11.8897666666667,"2289","No",11,"trial_1",38,"all_QUD","0","all"
"917","some.wav",11.8897666666667,"2257","No",11,"trial_1",39,"all_QUD","0","all"
"918","seven.wav",11.8897666666667,"2515","No",11,"trial_1",40,"all_QUD","11","all"
"919","eight.wav",11.8897666666667,"2132","Yes",11,"trial_1",41,"all_QUD","8","all"
"920","none.wav",11.8897666666667,"1954","Yes",11,"trial_1",42,"all_QUD","0","all"
"921","all.wav",11.8897666666667,"1877","No",11,"trial_1",43,"all_QUD","11","all"
"922","all.wav",11.8897666666667,"1793","Yes",11,"trial_1",44,"all_QUD","13","all"
"923","none.wav",11.8897666666667,"2293","Yes",11,"trial_1",45,"all_QUD","0","all"
"924","all.wav",11.8897666666667,"2064","Yes",11,"trial_1",46,"all_QUD","13","all"
"925","",11.8897666666667,"0","Empty",11,"comprehension_check_2",47,"all_QUD","","all"
"926","all.wav",11.8897666666667,"1986","Yes",11,"trial_2",48,"all_QUD","13","all"
"927","one.wav",11.8897666666667,"3285","No",11,"trial_2",49,"all_QUD","11","all"
"928","some.wav",11.8897666666667,"2021","No",11,"trial_2",50,"all_QUD","0","all"
"929","three.wav",11.8897666666667,"2149","No",11,"trial_2",51,"all_QUD","0","all"
"930","all.wav",11.8897666666667,"1894","No",11,"trial_2",52,"all_QUD","8","all"
"931","five.wav",11.8897666666667,"1983","Yes",11,"trial_2",53,"all_QUD","5","all"
"932","eight.wav",11.8897666666667,"1887","Yes",11,"trial_2",54,"all_QUD","8","all"
"933","all.wav",11.8897666666667,"1829","No",11,"trial_2",55,"all_QUD","5","all"
"934","all.wav",11.8897666666667,"1620","Yes",11,"trial_2",56,"all_QUD","13","all"
"935","some.wav",11.8897666666667,"1989","Yes",11,"trial_2",57,"all_QUD","13","all"
"936","none.wav",11.8897666666667,"1726","Yes",11,"trial_2",58,"all_QUD","0","all"
"937","two.wav",11.8897666666667,"1902","No",11,"trial_2",59,"all_QUD","5","all"
"938","none.wav",11.8897666666667,"2019","No",11,"trial_2",60,"all_QUD","13","all"
"939","some.wav",11.8897666666667,"1876","Yes",11,"trial_2",61,"all_QUD","2","all"
"940","some.wav",11.8897666666667,"1807","Yes",11,"trial_2",62,"all_QUD","13","all"
"941","ten.wav",11.8897666666667,"4400","No",11,"trial_2",63,"all_QUD","13","all"
"942","two.wav",11.8897666666667,"1697","Yes",11,"trial_2",64,"all_QUD","2","all"
"943","eight.wav",11.8897666666667,"1733","Yes",11,"trial_2",65,"all_QUD","8","all"
"944","eleven.wav",11.8897666666667,"3104","Yes",11,"trial_2",66,"all_QUD","11","all"
"945","some.wav",11.8897666666667,"2115","Yes",11,"trial_2",67,"all_QUD","11","all"
"946","five.wav",11.8897666666667,"2510","Yes",11,"trial_2",68,"all_QUD","5","all"
"947","nine.wav",11.8897666666667,"2399","No",11,"trial_2",69,"all_QUD","5","all"
"948","none.wav",11.8897666666667,"1920","Yes",11,"trial_2",70,"all_QUD","0","all"
"949","all.wav",11.8897666666667,"1761","No",11,"trial_2",71,"all_QUD","0","all"
"950","five.wav",11.8897666666667,"1990","No",11,"trial_2",72,"all_QUD","13","all"
"951","all.wav",11.8897666666667,"1806","No",11,"trial_2",73,"all_QUD","11","all"
"952","eight.wav",11.8897666666667,"2036","Yes",11,"trial_2",74,"all_QUD","8","all"
"953","none.wav",11.8897666666667,"1747","No",11,"trial_2",75,"all_QUD","2","all"
"954","some.wav",11.8897666666667,"1761","Yes",11,"trial_2",76,"all_QUD","13","all"
"955","some.wav",11.8897666666667,"1567","No",11,"trial_2",77,"all_QUD","0","all"
"956","two.wav",11.8897666666667,"2001","No",11,"trial_2",78,"all_QUD","8","all"
"957","some.wav",11.8897666666667,"1681","Yes",11,"trial_2",79,"all_QUD","13","all"
"958","two.wav",11.8897666666667,"1841","Yes",11,"trial_2",80,"all_QUD","2","all"
"959","all.wav",11.8897666666667,"9487","Yes",11,"trial_2",81,"all_QUD","13","all"
"960","all.wav",11.8897666666667,"3825","Yes",11,"trial_2",82,"all_QUD","13","all"
"961","twelve.wav",11.8897666666667,"1935","No",11,"trial_2",83,"all_QUD","2","all"
"962","",11.8221,"0","Sarah",12,"bot_check",1,"all_QUD","Sarah","all"
"963","",11.8221,"0","Four",12,"audio_check",3,"all_QUD","","all"
