"","audio","rawRT","key","slide_number","image","workerid","Answer.time_in_minutes","slide_type","Answer.condition","speaker_cond"
"1","","0","Mary",1,"Mary",0,11.48345,"bot_check","all_QUD","allQUD"
"2","","0","Four",3,"",0,11.48345,"audio_check","all_QUD","allQUD"
"3","","0","Empty",4,"",0,11.48345,"comprehension_check_1","all_QUD","allQUD"
"4","none.wav","1561658903267","No",6,"13",0,11.48345,"practice_trial","all_QUD","allQUD"
"5","all.wav","1561658908193","Yes",7,"13",0,11.48345,"practice_trial","all_QUD","allQUD"
"6","all.wav","1561658914036","No",8,"0",0,11.48345,"practice_trial","all_QUD","allQUD"
"7","none.wav","1561658920227","Yes",9,"0",0,11.48345,"practice_trial","all_QUD","allQUD"
"8","four.wav","3581","No",11,"5",0,11.48345,"trial_1","all_QUD","allQUD"
"9","eleven.wav","2123","No",12,"8",0,11.48345,"trial_1","all_QUD","allQUD"
"10","all.wav","1700","No",13,"2",0,11.48345,"trial_1","all_QUD","allQUD"
"11","none.wav","2461","No",14,"8",0,11.48345,"trial_1","all_QUD","allQUD"
"12","all.wav","1505","No",15,"5",0,11.48345,"trial_1","all_QUD","allQUD"
"13","all.wav","1494","Yes",16,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"14","two.wav","1606","Yes",17,"2",0,11.48345,"trial_1","all_QUD","allQUD"
"15","summa.wav","1937","No",18,"0",0,11.48345,"trial_1","all_QUD","allQUD"
"16","summa.wav","2061","No",19,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"17","none.wav","1747","Yes",20,"0",0,11.48345,"trial_1","all_QUD","allQUD"
"18","eight.wav","2068","No",21,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"19","all.wav","1480","Yes",22,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"20","eight.wav","2779","Yes",23,"8",0,11.48345,"trial_1","all_QUD","allQUD"
"21","summa.wav","1765","No",24,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"22","five.wav","1824","No",25,"0",0,11.48345,"trial_1","all_QUD","allQUD"
"23","summa.wav","2046","Yes",26,"8",0,11.48345,"trial_1","all_QUD","allQUD"
"24","two.wav","1467","Yes",27,"2",0,11.48345,"trial_1","all_QUD","allQUD"
"25","thirteen.wav","5089","No",28,"11",0,11.48345,"trial_1","all_QUD","allQUD"
"26","all.wav","1615","No",29,"0",0,11.48345,"trial_1","all_QUD","allQUD"
"27","five.wav","3534","Yes",30,"5",0,11.48345,"trial_1","all_QUD","allQUD"
"28","all.wav","1599","Yes",31,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"29","summa.wav","1649","No",32,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"30","summa.wav","1644","No",33,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"31","seven.wav","2481","No",34,"11",0,11.48345,"trial_1","all_QUD","allQUD"
"32","none.wav","1508","Yes",35,"0",0,11.48345,"trial_1","all_QUD","allQUD"
"33","summa.wav","1255","No",36,"0",0,11.48345,"trial_1","all_QUD","allQUD"
"34","summa.wav","1820","Yes",37,"5",0,11.48345,"trial_1","all_QUD","allQUD"
"35","eleven.wav","4279","Yes",38,"11",0,11.48345,"trial_1","all_QUD","allQUD"
"36","all.wav","1660","No",39,"11",0,11.48345,"trial_1","all_QUD","allQUD"
"37","ten.wav","1619","No",40,"5",0,11.48345,"trial_1","all_QUD","allQUD"
"38","eleven.wav","1926","No",41,"0",0,11.48345,"trial_1","all_QUD","allQUD"
"39","all.wav","1424","Yes",42,"13",0,11.48345,"trial_1","all_QUD","allQUD"
"40","two.wav","1583","Yes",43,"2",0,11.48345,"trial_1","all_QUD","allQUD"
"41","two.wav","1804","Yes",44,"2",0,11.48345,"trial_1","all_QUD","allQUD"
"42","eight.wav","3303","Yes",45,"8",0,11.48345,"trial_1","all_QUD","allQUD"
"43","none.wav","1776","No",46,"11",0,11.48345,"trial_1","all_QUD","allQUD"
"44","","0","Empty",47,"",0,11.48345,"comprehension_check_2","all_QUD","allQUD"
"45","none.wav","1470","Yes",48,"0",0,11.48345,"trial_2","all_QUD","allQUD"
"46","two.wav","1643","No",49,"5",0,11.48345,"trial_2","all_QUD","allQUD"
"47","eight.wav","2537","Yes",50,"8",0,11.48345,"trial_2","all_QUD","allQUD"
"48","summa.wav","1586","No",51,"0",0,11.48345,"trial_2","all_QUD","allQUD"
"49","five.wav","1608","Yes",52,"5",0,11.48345,"trial_2","all_QUD","allQUD"
"50","ten.wav","2752","No",53,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"51","all.wav","1563","No",54,"8",0,11.48345,"trial_2","all_QUD","allQUD"
"52","two.wav","1583","Yes",55,"2",0,11.48345,"trial_2","all_QUD","allQUD"
"53","summa.wav","2758","Yes",56,"2",0,11.48345,"trial_2","all_QUD","allQUD"
"54","eight.wav","2582","Yes",57,"8",0,11.48345,"trial_2","all_QUD","allQUD"
"55","summa.wav","2571","No",58,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"56","all.wav","1439","Yes",59,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"57","three.wav","1646","No",60,"0",0,11.48345,"trial_2","all_QUD","allQUD"
"58","all.wav","1965","No",61,"5",0,11.48345,"trial_2","all_QUD","allQUD"
"59","all.wav","1338","Yes",62,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"60","one.wav","1732","No",63,"11",0,11.48345,"trial_2","all_QUD","allQUD"
"61","none.wav","1835","No",64,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"62","summa.wav","2294","No",65,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"63","two.wav","2214","Yes",66,"2",0,11.48345,"trial_2","all_QUD","allQUD"
"64","all.wav","1918","No",67,"11",0,11.48345,"trial_2","all_QUD","allQUD"
"65","summa.wav","1538","No",68,"0",0,11.48345,"trial_2","all_QUD","allQUD"
"66","eleven.wav","4421","Yes",69,"11",0,11.48345,"trial_2","all_QUD","allQUD"
"67","summa.wav","2225","No",70,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"68","two.wav","1818","No",71,"8",0,11.48345,"trial_2","all_QUD","allQUD"
"69","all.wav","1492","Yes",72,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"70","none.wav","2288","Yes",73,"0",0,11.48345,"trial_2","all_QUD","allQUD"
"71","all.wav","1654","No",74,"0",0,11.48345,"trial_2","all_QUD","allQUD"
"72","twelve.wav","3162","No",75,"2",0,11.48345,"trial_2","all_QUD","allQUD"
"73","none.wav","1579","No",76,"2",0,11.48345,"trial_2","all_QUD","allQUD"
"74","all.wav","1302","Yes",77,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"75","summa.wav","1619","No",78,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"76","five.wav","2095","Yes",79,"5",0,11.48345,"trial_2","all_QUD","allQUD"
"77","five.wav","1781","No",80,"13",0,11.48345,"trial_2","all_QUD","allQUD"
"78","eight.wav","4199","Yes",81,"8",0,11.48345,"trial_2","all_QUD","allQUD"
"79","nine.wav","1621","No",82,"5",0,11.48345,"trial_2","all_QUD","allQUD"
"80","summa.wav","3274","No",83,"11",0,11.48345,"trial_2","all_QUD","allQUD"
"81","","0","Linda",1,"Linda",1,23.3672,"bot_check","all_QUD","allQUD"
"82","","0","Four",3,"",1,23.3672,"audio_check","all_QUD","allQUD"
"83","","0","Empty",4,"",1,23.3672,"comprehension_check_1","all_QUD","allQUD"
"84","none.wav","1561658969597","No",6,"13",1,23.3672,"practice_trial","all_QUD","allQUD"
"85","all.wav","1561658975065","Yes",7,"13",1,23.3672,"practice_trial","all_QUD","allQUD"
"86","all.wav","1561658981921","No",8,"0",1,23.3672,"practice_trial","all_QUD","allQUD"
"87","none.wav","1561658987257","Yes",9,"0",1,23.3672,"practice_trial","all_QUD","allQUD"
"88","thirteen.wav","5390","No",11,"11",1,23.3672,"trial_1","all_QUD","allQUD"
"89","two.wav","2337","Yes",12,"2",1,23.3672,"trial_1","all_QUD","allQUD"
"90","two.wav","1922","Yes",13,"2",1,23.3672,"trial_1","all_QUD","allQUD"
"91","five.wav","1740","No",14,"0",1,23.3672,"trial_1","all_QUD","allQUD"
"92","summa.wav","1981","No",15,"0",1,23.3672,"trial_1","all_QUD","allQUD"
"93","all.wav","1650","Yes",16,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"94","all.wav","1579","Yes",17,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"95","eight.wav","7094","Yes",18,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"96","eleven.wav","3748","No",19,"8",1,23.3672,"trial_1","all_QUD","allQUD"
"97","none.wav","3072","Yes",20,"0",1,23.3672,"trial_1","all_QUD","allQUD"
"98","summa.wav","2563","Yes",21,"8",1,23.3672,"trial_1","all_QUD","allQUD"
"99","summa.wav","3909","No",22,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"100","summa.wav","4189","No",23,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"101","all.wav","1936","No",24,"5",1,23.3672,"trial_1","all_QUD","allQUD"
"102","none.wav","1619","No",25,"8",1,23.3672,"trial_1","all_QUD","allQUD"
"103","four.wav","6087","Yes",26,"5",1,23.3672,"trial_1","all_QUD","allQUD"
"104","eight.wav","3694","Yes",27,"8",1,23.3672,"trial_1","all_QUD","allQUD"
"105","all.wav","1779","No",28,"2",1,23.3672,"trial_1","all_QUD","allQUD"
"106","none.wav","1820","No",29,"11",1,23.3672,"trial_1","all_QUD","allQUD"
"107","ten.wav","2154","No",30,"5",1,23.3672,"trial_1","all_QUD","allQUD"
"108","summa.wav","1977","Yes",31,"5",1,23.3672,"trial_1","all_QUD","allQUD"
"109","eight.wav","3473","Yes",32,"8",1,23.3672,"trial_1","all_QUD","allQUD"
"110","summa.wav","1672","No",33,"0",1,23.3672,"trial_1","all_QUD","allQUD"
"111","all.wav","1430","Yes",34,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"112","two.wav","1882","Yes",35,"2",1,23.3672,"trial_1","all_QUD","allQUD"
"113","all.wav","1880","Yes",36,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"114","seven.wav","5292","Yes",37,"11",1,23.3672,"trial_1","all_QUD","allQUD"
"115","summa.wav","2672","No",38,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"116","eleven.wav","5032","Yes",39,"11",1,23.3672,"trial_1","all_QUD","allQUD"
"117","all.wav","1646","No",40,"11",1,23.3672,"trial_1","all_QUD","allQUD"
"118","two.wav","1783","Yes",41,"2",1,23.3672,"trial_1","all_QUD","allQUD"
"119","summa.wav","1758","No",42,"13",1,23.3672,"trial_1","all_QUD","allQUD"
"120","eleven.wav","2555","No",43,"0",1,23.3672,"trial_1","all_QUD","allQUD"
"121","none.wav","1745","Yes",44,"0",1,23.3672,"trial_1","all_QUD","allQUD"
"122","all.wav","1567","No",45,"0",1,23.3672,"trial_1","all_QUD","allQUD"
"123","five.wav","1880","Yes",46,"5",1,23.3672,"trial_1","all_QUD","allQUD"
"124","","0","Empty",47,"",1,23.3672,"comprehension_check_2","all_QUD","allQUD"
"125","five.wav","1976","Yes",48,"5",1,23.3672,"trial_2","all_QUD","allQUD"
"126","all.wav","1599","Yes",49,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"127","summa.wav","1726","No",50,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"128","summa.wav","1820","No",51,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"129","two.wav","2213","Yes",52,"5",1,23.3672,"trial_2","all_QUD","allQUD"
"130","eight.wav","3121","Yes",53,"8",1,23.3672,"trial_2","all_QUD","allQUD"
"131","none.wav","1971","No",54,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"132","eight.wav","2720","Yes",55,"8",1,23.3672,"trial_2","all_QUD","allQUD"
"133","all.wav","2615","No",56,"8",1,23.3672,"trial_2","all_QUD","allQUD"
"134","three.wav","1847","No",57,"0",1,23.3672,"trial_2","all_QUD","allQUD"
"135","ten.wav","5741","No",58,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"136","all.wav","1725","No",59,"5",1,23.3672,"trial_2","all_QUD","allQUD"
"137","two.wav","1954","Yes",60,"2",1,23.3672,"trial_2","all_QUD","allQUD"
"138","none.wav","1684","Yes",61,"0",1,23.3672,"trial_2","all_QUD","allQUD"
"139","one.wav","2984","Yes",62,"11",1,23.3672,"trial_2","all_QUD","allQUD"
"140","summa.wav","1812","No",63,"0",1,23.3672,"trial_2","all_QUD","allQUD"
"141","all.wav","1648","Yes",64,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"142","summa.wav","1850","Yes",65,"2",1,23.3672,"trial_2","all_QUD","allQUD"
"143","nine.wav","2365","No",66,"5",1,23.3672,"trial_2","all_QUD","allQUD"
"144","twelve.wav","2357","No",67,"2",1,23.3672,"trial_2","all_QUD","allQUD"
"145","five.wav","3679","No",68,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"146","all.wav","1688","No",69,"0",1,23.3672,"trial_2","all_QUD","allQUD"
"147","all.wav","1567","Yes",70,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"148","two.wav","1590","Yes",71,"2",1,23.3672,"trial_2","all_QUD","allQUD"
"149","summa.wav","1758","No",72,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"150","none.wav","1840","No",73,"2",1,23.3672,"trial_2","all_QUD","allQUD"
"151","summa.wav","1743","No",74,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"152","eight.wav","2791","Yes",75,"8",1,23.3672,"trial_2","all_QUD","allQUD"
"153","eleven.wav","4525","Yes",76,"11",1,23.3672,"trial_2","all_QUD","allQUD"
"154","summa.wav","1637","No",77,"0",1,23.3672,"trial_2","all_QUD","allQUD"
"155","two.wav","2084","Yes",78,"8",1,23.3672,"trial_2","all_QUD","allQUD"
"156","five.wav","1696","Yes",79,"5",1,23.3672,"trial_2","all_QUD","allQUD"
"157","none.wav","1973","Yes",80,"0",1,23.3672,"trial_2","all_QUD","allQUD"
"158","all.wav","1685","No",81,"11",1,23.3672,"trial_2","all_QUD","allQUD"
"159","summa.wav","1727","Yes",82,"11",1,23.3672,"trial_2","all_QUD","allQUD"
"160","all.wav","1578","Yes",83,"13",1,23.3672,"trial_2","all_QUD","allQUD"
"161","","0","Margaret",1,"Margaret",2,14.1284833333333,"bot_check","all_QUD","allQUD"
"162","","0","Four",3,"",2,14.1284833333333,"audio_check","all_QUD","allQUD"
"163","","0","Silent",4,"",2,14.1284833333333,"comprehension_check_1","all_QUD","allQUD"
"164","","0","Empty",4,"",2,14.1284833333333,"comprehension_check_1","all_QUD","allQUD"
"165","none.wav","1561659288872","No",6,"13",2,14.1284833333333,"practice_trial","all_QUD","allQUD"
"166","all.wav","1561659301154","Yes",7,"13",2,14.1284833333333,"practice_trial","all_QUD","allQUD"
"167","all.wav","1561659329009","No",8,"0",2,14.1284833333333,"practice_trial","all_QUD","allQUD"
"168","none.wav","1561659334842","Yes",9,"0",2,14.1284833333333,"practice_trial","all_QUD","allQUD"
"169","four.wav","2757","No",11,"5",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"170","summa.wav","2045","No",12,"0",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"171","eleven.wav","2226","No",13,"8",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"172","eight.wav","1794","Yes",14,"8",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"173","all.wav","1711","Yes",15,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"174","two.wav","1680","Yes",16,"2",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"175","eight.wav","2102","No",17,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"176","all.wav","10335","Yes",18,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"177","summa.wav","1962","Yes",19,"8",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"178","all.wav","1968","No",20,"5",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"179","summa.wav","1796","No",21,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"180","none.wav","1932","Yes",22,"0",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"181","two.wav","1584","Yes",23,"2",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"182","thirteen.wav","2060","No",24,"11",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"183","summa.wav","1744","No",25,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"184","five.wav","1946","No",26,"0",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"185","none.wav","1552","No",27,"8",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"186","all.wav","1587","No",28,"2",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"187","summa.wav","1649","No",29,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"188","summa.wav","1175","No",30,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"189","five.wav","983","Yes",31,"5",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"190","all.wav","870","Yes",32,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"191","all.wav","881","No",33,"0",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"192","seven.wav","1525","Yes",34,"11",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"193","two.wav","1103","Yes",35,"2",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"194","ten.wav","1060","No",36,"5",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"195","summa.wav","1032","No",37,"0",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"196","all.wav","811","Yes",38,"13",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"197","all.wav","1237","No",39,"11",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"198","two.wav","908","Yes",40,"2",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"199","none.wav","6755","Yes",41,"0",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"200","eleven.wav","7095","Yes",42,"11",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"201","eleven.wav","1180","No",43,"0",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"202","none.wav","1028","No",44,"11",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"203","eight.wav","1073","Yes",45,"8",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"204","summa.wav","1098","No",46,"5",2,14.1284833333333,"trial_1","all_QUD","allQUD"
"205","","0","Empty",47,"",2,14.1284833333333,"comprehension_check_2","all_QUD","allQUD"
"206","two.wav","1278","No",48,"5",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"207","eight.wav","1186","Yes",49,"8",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"208","none.wav","1035","No",50,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"209","all.wav","1251","No",51,"8",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"210","one.wav","1210","No",52,"11",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"211","summa.wav","903","No",53,"0",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"212","summa.wav","910","No",54,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"213","five.wav","905","Yes",55,"5",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"214","all.wav","762","Yes",56,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"215","all.wav","847","No",57,"5",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"216","summa.wav","948","No",58,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"217","two.wav","873","Yes",59,"2",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"218","none.wav","1153","Yes",60,"0",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"219","ten.wav","1144","No",61,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"220","all.wav","819","Yes",62,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"221","eight.wav","1134","Yes",63,"8",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"222","summa.wav","1243","Yes",64,"2",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"223","three.wav","1145","No",65,"0",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"224","all.wav","870","No",66,"0",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"225","none.wav","1046","Yes",67,"0",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"226","all.wav","1505","No",68,"11",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"227","twelve.wav","1156","No",69,"2",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"228","eleven.wav","1332","Yes",70,"11",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"229","two.wav","940","Yes",71,"2",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"230","all.wav","855","Yes",72,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"231","eight.wav","839","Yes",73,"8",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"232","all.wav","777","Yes",74,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"233","summa.wav","966","No",75,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"234","summa.wav","1342","No",76,"11",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"235","five.wav","1156","Yes",77,"5",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"236","five.wav","932","No",78,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"237","summa.wav","1337","No",79,"0",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"238","summa.wav","1218","Yes",80,"13",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"239","two.wav","1234","No",81,"8",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"240","none.wav","1105","No",82,"2",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"241","nine.wav","1270","No",83,"5",2,14.1284833333333,"trial_2","all_QUD","allQUD"
"242","","0","Jennifer",1,"Jennifer",3,7.60498333333333,"bot_check","all_QUD","allQUD"
"243","","0","Four",3,"",3,7.60498333333333,"audio_check","all_QUD","allQUD"
"244","","0","Empty",4,"",3,7.60498333333333,"comprehension_check_1","all_QUD","allQUD"
"245","none.wav","1561659735739","No",6,"13",3,7.60498333333333,"practice_trial","all_QUD","allQUD"
"246","all.wav","1561659741502","Yes",7,"13",3,7.60498333333333,"practice_trial","all_QUD","allQUD"
"247","all.wav","1561659747213","No",8,"0",3,7.60498333333333,"practice_trial","all_QUD","allQUD"
"248","none.wav","1561659752484","Yes",9,"0",3,7.60498333333333,"practice_trial","all_QUD","allQUD"
"249","all.wav","1660","Yes",11,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"250","eleven.wav","2373","No",12,"8",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"251","four.wav","1526","No",13,"5",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"252","all.wav","1773","No",14,"2",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"253","all.wav","1734","No",15,"5",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"254","two.wav","1883","Yes",16,"2",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"255","none.wav","1328","Yes",17,"0",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"256","summa.wav","1417","No",18,"0",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"257","summa.wav","1308","No",19,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"258","eight.wav","2302","No",20,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"259","all.wav","2706","Yes",21,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"260","summa.wav","1476","Yes",22,"8",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"261","thirteen.wav","2806","No",23,"11",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"262","five.wav","1111","No",24,"0",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"263","eight.wav","2337","Yes",25,"8",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"264","summa.wav","1306","No",26,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"265","none.wav","2054","No",27,"8",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"266","two.wav","1455","Yes",28,"2",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"267","summa.wav","1296","No",29,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"268","none.wav","1227","No",30,"11",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"269","all.wav","1072","Yes",31,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"270","eleven.wav","2519","Yes",32,"11",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"271","summa.wav","1370","Yes",33,"5",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"272","all.wav","1861","Yes",34,"11",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"273","summa.wav","1706","No",35,"0",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"274","seven.wav","2528","No",36,"11",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"275","all.wav","1270","No",37,"0",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"276","eleven.wav","1242","No",38,"0",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"277","two.wav","1314","Yes",39,"2",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"278","summa.wav","1173","No",40,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"279","ten.wav","1459","No",41,"5",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"280","five.wav","1259","Yes",42,"5",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"281","eight.wav","2059","Yes",43,"8",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"282","two.wav","1204","Yes",44,"2",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"283","all.wav","1222","Yes",45,"13",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"284","none.wav","2284","Yes",46,"0",3,7.60498333333333,"trial_1","all_QUD","allQUD"
"285","","0","Empty",47,"",3,7.60498333333333,"comprehension_check_2","all_QUD","allQUD"
"286","summa.wav","1806","Yes",48,"2",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"287","one.wav","2841","No",49,"11",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"288","none.wav","1970","No",50,"13",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"289","all.wav","1754","No",51,"8",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"290","ten.wav","2286","No",52,"13",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"291","summa.wav","1944","No",53,"0",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"292","summa.wav","1150","No",54,"13",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"293","three.wav","1015","No",55,"0",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"294","two.wav","1911","Yes",56,"2",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"295","two.wav","1067","No",57,"5",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"296","eight.wav","1682","Yes",58,"8",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"297","eight.wav","1551","Yes",59,"8",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"298","summa.wav","1510","No",60,"13",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"299","all.wav","1052","Yes",61,"13",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"300","all.wav","993","Yes",62,"13",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"301","all.wav","1030","No",63,"5",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"302","none.wav","1432","Yes",64,"0",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"303","five.wav","1514","Yes",65,"5",3,7.60498333333333,"trial_2","all_QUD","allQUD"
"304","none.wav","1157","No",66,"2",3,7.60498333333333,"trial_2","all_QUD","allQUD"
