"audio","response","slide_number","image","workerid","Answer.time_in_minutes","slide_type","Answer.condition","speaker_cond"
"summa.wav","[2262, 'No']",20,"8",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"summa.wav","[5639, 'No']",21,"13",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"eleven.wav","[6601, 'No']",22,"8",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"none.wav","[1792, 'No']",23,"8",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"all.wav","[1428, 'No']",24,"2",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"eight.wav","[1906, 'No']",25,"13",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"eight.wav","[3840, 'Yes']",26,"8",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"all.wav","[1622, 'Yes']",27,"13",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"thirteen.wav","[6807, 'No']",28,"11",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"five.wav","[1529, 'Yes']",29,"5",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"all.wav","[1458, 'Yes']",30,"13",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"none.wav","[1641, 'Yes']",31,"0",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"all.wav","[2017, 'No']",32,"11",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"ten.wav","[1712, 'No']",33,"5",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"seven.wav","[4163, 'No']",34,"11",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"eleven.wav","[5103, 'Yes']",35,"11",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"eleven.wav","[2161, 'Yes']",36,"0",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"summa.wav","[2148, 'No']",37,"13",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"summa.wav","[1711, 'Yes']",38,"5",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"all.wav","[1601, 'No']",39,"0",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"eight.wav","[3312, 'Yes']",40,"8",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"none.wav","[2008, 'No']",41,"11",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"two.wav","[1644, 'Yes']",42,"2",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"two.wav","[1789, 'Yes']",43,"2",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"summa.wav","[1869, 'No']",44,"0",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"all.wav","[1488, 'Yes']",45,"13",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"summa.wav","[1760, 'No']",46,"13",18,11.7572833333333,"trial_1","all_QUD","allQUD"
"","[0, 'Empty']",47,"",18,11.7572833333333,"comprehension_check_2","all_QUD","allQUD"
"all.wav","[1423, 'Yes']",48,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[2176, 'No']",49,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"all.wav","[1550, 'Yes']",50,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"five.wav","[2495, 'Yes']",51,"5",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"one.wav","[1910, 'No']",52,"11",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"three.wav","[1715, 'No']",53,"0",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"all.wav","[1891, 'No']",54,"5",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"all.wav","[1636, 'No']",55,"8",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"none.wav","[1531, 'No']",56,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[1690, 'No']",57,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"none.wav","[1559, 'Yes']",58,"0",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"ten.wav","[4899, 'No']",59,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"eight.wav","[3220, 'Yes']",60,"8",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"two.wav","[1654, 'Yes']",61,"2",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"eight.wav","[3507, 'Yes']",62,"8",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"two.wav","[2131, 'No']",63,"5",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[2044, 'Yes']",64,"2",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[2000, 'No']",65,"0",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"twelve.wav","[1774, 'No']",66,"2",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"five.wav","[2839, 'Yes']",67,"5",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"two.wav","[2236, 'No']",68,"8",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"none.wav","[1762, 'Yes']",69,"0",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[1915, 'No']",70,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"all.wav","[1493, 'Yes']",71,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"none.wav","[1649, 'No']",72,"2",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"five.wav","[1846, 'No']",73,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"all.wav","[1448, 'Yes']",74,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"eleven.wav","[5789, 'Yes']",75,"11",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"nine.wav","[2112, 'No']",76,"5",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[1867, 'No']",77,"0",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[1997, 'Yes']",78,"11",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"two.wav","[2039, 'Yes']",79,"2",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"all.wav","[2070, 'No']",80,"11",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"summa.wav","[1809, 'No']",81,"13",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"all.wav","[1771, 'No']",82,"0",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"eight.wav","[3631, 'Yes']",83,"8",18,11.7572833333333,"trial_2","all_QUD","allQUD"
"","[0, 'Jessica']",1,"Jessica",19,15.1660166666667,"bot_check","all_QUD","allQUD"
"","[0, 'Four']",3,"",19,15.1660166666667,"audio_check","all_QUD","allQUD"
"","[0, 'Empty']",4,"",19,15.1660166666667,"comprehension_check_1","all_QUD","allQUD"
"none.wav","[1561658461882, 'No']",6,"13",19,15.1660166666667,"practice_trial","all_QUD","allQUD"
"all.wav","[1561658469630, 'Yes']",7,"13",19,15.1660166666667,"practice_trial","all_QUD","allQUD"
"all.wav","[1561658476839, 'No']",8,"0",19,15.1660166666667,"practice_trial","all_QUD","allQUD"
"none.wav","[1561658486843, 'Yes']",9,"0",19,15.1660166666667,"practice_trial","all_QUD","allQUD"
"thirteen.wav","[7856, 'No']",11,"11",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"eight.wav","[3557, 'No']",12,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"eight.wav","[2660, 'Yes']",13,"8",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[1851, 'No']",14,"5",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[5046, 'Yes']",15,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"two.wav","[1881, 'Yes']",16,"2",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"none.wav","[2679, 'Yes']",17,"0",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[2921, 'Yes']",18,"8",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[3446, 'No']",19,"2",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"none.wav","[2828, 'No']",20,"8",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"eleven.wav","[4175, 'No']",21,"8",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[5707, 'Yes']",22,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[1846, 'Yes']",23,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"five.wav","[2996, 'No']",24,"0",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[10826, 'Yes']",25,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[3497, 'No']",26,"0",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"four.wav","[3122, 'No']",27,"5",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"two.wav","[2242, 'Yes']",28,"2",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[2460, 'No']",29,"0",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"eleven.wav","[5197, 'No']",30,"0",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[1990, 'No']",31,"0",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"five.wav","[4251, 'Yes']",32,"5",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"seven.wav","[7443, 'Yes']",33,"11",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"eleven.wav","[3857, 'Yes']",34,"11",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"none.wav","[1791, 'Yes']",35,"0",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[1669, 'Yes']",36,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"eight.wav","[2224, 'Yes']",37,"8",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"none.wav","[5866, 'No']",38,"11",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"two.wav","[1647, 'Yes']",39,"2",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[1945, 'Yes']",40,"5",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"ten.wav","[3446, 'No']",41,"5",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[1972, 'Yes']",42,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"two.wav","[1746, 'Yes']",43,"2",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[6847, 'Yes']",44,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"all.wav","[2730, 'No']",45,"11",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"summa.wav","[2296, 'Yes']",46,"13",19,15.1660166666667,"trial_1","all_QUD","allQUD"
"","[0, 'Empty']",47,"",19,15.1660166666667,"comprehension_check_2","all_QUD","allQUD"
"summa.wav","[1961, 'Yes']",48,"2",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"two.wav","[2298, 'Yes']",49,"2",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[1561, 'Yes']",50,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"eight.wav","[2663, 'Yes']",51,"8",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"none.wav","[8416, 'No']",52,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[1618, 'Yes']",53,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"eight.wav","[3541, 'Yes']",54,"8",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"summa.wav","[3105, 'No']",55,"0",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[2303, 'No']",56,"8",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"three.wav","[2822, 'No']",57,"0",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"none.wav","[2613, 'Yes']",58,"0",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"five.wav","[1778, 'Yes']",59,"5",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"summa.wav","[5763, 'Yes']",60,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[2164, 'No']",61,"5",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"summa.wav","[5003, 'Yes']",62,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"ten.wav","[6809, 'Yes']",63,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"one.wav","[4715, 'No']",64,"11",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"two.wav","[2327, 'No']",65,"5",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"two.wav","[6485, 'No']",66,"8",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"eleven.wav","[4000, 'Yes']",67,"11",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"five.wav","[1898, 'Yes']",68,"5",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[2708, 'No']",69,"0",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"summa.wav","[10582, 'Yes']",70,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"nine.wav","[3616, 'No']",71,"5",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"two.wav","[1907, 'Yes']",72,"2",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"twelve.wav","[2159, 'No']",73,"2",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[1694, 'Yes']",74,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"none.wav","[2366, 'Yes']",75,"0",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"summa.wav","[14482, 'No']",76,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[2034, 'Yes']",77,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"eight.wav","[2164, 'Yes']",78,"8",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"none.wav","[2634, 'No']",79,"2",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"five.wav","[3191, 'No']",80,"13",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"summa.wav","[3345, 'No']",81,"0",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"all.wav","[3407, 'No']",82,"11",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"summa.wav","[2982, 'Yes']",83,"11",19,15.1660166666667,"trial_2","all_QUD","allQUD"
"","[0, 'Jennifer']",1,"Jennifer",20,8.61073333333333,"bot_check","all_QUD","allQUD"
"","[0, 'Four']",3,"",20,8.61073333333333,"audio_check","all_QUD","allQUD"
"","[0, 'Empty']",4,"",20,8.61073333333333,"comprehension_check_1","all_QUD","allQUD"
"none.wav","[1561659227630, 'No']",6,"13",20,8.61073333333333,"practice_trial","all_QUD","allQUD"
"all.wav","[1561659234414, 'Yes']",7,"13",20,8.61073333333333,"practice_trial","all_QUD","allQUD"
"all.wav","[1561659240055, 'No']",8,"0",20,8.61073333333333,"practice_trial","all_QUD","allQUD"
"none.wav","[1561659245495, 'Yes']",9,"0",20,8.61073333333333,"practice_trial","all_QUD","allQUD"
"none.wav","[1746, 'Yes']",11,"0",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[1786, 'No']",12,"2",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[1705, 'Yes']",13,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"eight.wav","[4308, 'No']",14,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"two.wav","[1947, 'Yes']",15,"2",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"none.wav","[1705, 'No']",16,"8",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"eleven.wav","[4140, 'No']",17,"8",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"four.wav","[1764, 'No']",18,"5",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"two.wav","[1739, 'Yes']",19,"2",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[2660, 'No']",20,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[1779, 'Yes']",21,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[1843, 'No']",22,"0",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"eight.wav","[4427, 'Yes']",23,"8",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[2173, 'Yes']",24,"8",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"five.wav","[1868, 'No']",25,"0",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[1227, 'No']",26,"5",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"thirteen.wav","[5074, 'No']",27,"11",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[1588, 'No']",28,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"five.wav","[1412, 'Yes']",29,"5",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"eleven.wav","[1165, 'No']",30,"0",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"two.wav","[1523, 'Yes']",31,"2",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[2969, 'No']",32,"0",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[1249, 'No']",33,"11",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[2094, 'Yes']",34,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"seven.wav","[3739, 'No']",35,"11",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"eight.wav","[4251, 'Yes']",36,"8",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"two.wav","[3508, 'Yes']",37,"2",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[1524, 'Yes']",38,"5",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[1892, 'No']",39,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"summa.wav","[2277, 'No']",40,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"none.wav","[1442, 'No']",41,"11",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"ten.wav","[1275, 'No']",42,"5",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[1108, 'Yes']",43,"13",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"all.wav","[981, 'No']",44,"0",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"none.wav","[1604, 'Yes']",45,"0",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"eleven.wav","[2426, 'Yes']",46,"11",20,8.61073333333333,"trial_1","all_QUD","allQUD"
"","[0, 'Empty']",47,"",20,8.61073333333333,"comprehension_check_2","all_QUD","allQUD"
"all.wav","[1632, 'Yes']",48,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"eight.wav","[3252, 'Yes']",49,"8",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"eight.wav","[2891, 'Yes']",50,"8",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"two.wav","[1669, 'Yes']",51,"2",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"ten.wav","[5147, 'No']",52,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"all.wav","[1283, 'No']",53,"8",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"all.wav","[1212, 'No']",54,"5",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[1899, 'Yes']",55,"2",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[4459, 'No']",56,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[4196, 'No']",57,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"all.wav","[1390, 'Yes']",58,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"five.wav","[2243, 'Yes']",59,"5",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[2257, 'No']",60,"0",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"one.wav","[1630, 'No']",61,"11",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"none.wav","[1596, 'No']",62,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"two.wav","[2348, 'No']",63,"5",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"none.wav","[1467, 'Yes']",64,"0",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"three.wav","[2019, 'No']",65,"0",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"none.wav","[1818, 'Yes']",66,"0",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"two.wav","[1716, 'Yes']",67,"2",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"all.wav","[1700, 'Yes']",68,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[4203, 'No']",69,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"all.wav","[1466, 'No']",70,"11",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"five.wav","[2396, 'Yes']",71,"5",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[1778, 'No']",72,"0",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[4211, 'Yes']",73,"11",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"all.wav","[1131, 'No']",74,"0",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"all.wav","[1066, 'Yes']",75,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"twelve.wav","[3643, 'No']",76,"2",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"summa.wav","[4388, 'No']",77,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"nine.wav","[4529, 'No']",78,"5",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"eight.wav","[4620, 'Yes']",79,"8",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"two.wav","[4317, 'No']",80,"8",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"five.wav","[1588, 'No']",81,"13",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"none.wav","[1266, 'No']",82,"2",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"eleven.wav","[3917, 'Yes']",83,"11",20,8.61073333333333,"trial_2","all_QUD","allQUD"
"","[0, 'Patricia']",1,"Patricia",21,13.374,"bot_check","all_QUD","allQUD"
"","[0, 'Four']",3,"",21,13.374,"audio_check","all_QUD","allQUD"
"","[0, 'Empty']",4,"",21,13.374,"comprehension_check_1","all_QUD","allQUD"
"none.wav","[1561659294376, 'No']",6,"13",21,13.374,"practice_trial","all_QUD","allQUD"
"all.wav","[1561659300445, 'Yes']",7,"13",21,13.374,"practice_trial","all_QUD","allQUD"
"all.wav","[1561659305743, 'No']",8,"0",21,13.374,"practice_trial","all_QUD","allQUD"
"none.wav","[1561659310580, 'Yes']",9,"0",21,13.374,"practice_trial","all_QUD","allQUD"
"two.wav","[1435, 'Yes']",11,"2",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[2256, 'Yes']",12,"13",21,13.374,"trial_1","all_QUD","allQUD"
"eleven.wav","[3479, 'No']",13,"8",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[1649, 'Yes']",14,"8",21,13.374,"trial_1","all_QUD","allQUD"
"none.wav","[2221, 'Yes']",15,"0",21,13.374,"trial_1","all_QUD","allQUD"
"eight.wav","[4879, 'Yes']",16,"8",21,13.374,"trial_1","all_QUD","allQUD"
"four.wav","[3153, 'No']",17,"5",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[1985, 'Yes']",18,"13",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[3827, 'No']",19,"2",21,13.374,"trial_1","all_QUD","allQUD"
"thirteen.wav","[3286, 'No']",20,"11",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[6007, 'Yes']",21,"13",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[1937, 'No']",22,"5",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[1624, 'No']",23,"13",21,13.374,"trial_1","all_QUD","allQUD"
"none.wav","[1750, 'No']",24,"8",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[2172, 'No']",25,"0",21,13.374,"trial_1","all_QUD","allQUD"
"eight.wav","[3181, 'Yes']",26,"13",21,13.374,"trial_1","all_QUD","allQUD"
"five.wav","[3660, 'No']",27,"0",21,13.374,"trial_1","all_QUD","allQUD"
"two.wav","[2602, 'Yes']",28,"2",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[3663, 'No']",29,"0",21,13.374,"trial_1","all_QUD","allQUD"
"eleven.wav","[11391, 'Yes']",30,"11",21,13.374,"trial_1","all_QUD","allQUD"
"seven.wav","[6271, 'No']",31,"11",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[2727, 'Yes']",32,"13",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[2504, 'Yes']",33,"13",21,13.374,"trial_1","all_QUD","allQUD"
"eleven.wav","[1949, 'No']",34,"0",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[1487, 'No']",35,"0",21,13.374,"trial_1","all_QUD","allQUD"
"five.wav","[1335, 'Yes']",36,"5",21,13.374,"trial_1","all_QUD","allQUD"
"none.wav","[1732, 'Yes']",37,"0",21,13.374,"trial_1","all_QUD","allQUD"
"two.wav","[1289, 'Yes']",38,"2",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[1450, 'No']",39,"11",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[1951, 'Yes']",40,"13",21,13.374,"trial_1","all_QUD","allQUD"
"eight.wav","[2674, 'Yes']",41,"8",21,13.374,"trial_1","all_QUD","allQUD"
"none.wav","[2184, 'No']",42,"11",21,13.374,"trial_1","all_QUD","allQUD"
"two.wav","[2302, 'Yes']",43,"2",21,13.374,"trial_1","all_QUD","allQUD"
"ten.wav","[2479, 'No']",44,"5",21,13.374,"trial_1","all_QUD","allQUD"
"all.wav","[2472, 'Yes']",45,"13",21,13.374,"trial_1","all_QUD","allQUD"
"summa.wav","[6869, 'No']",46,"5",21,13.374,"trial_1","all_QUD","allQUD"
"","[0, 'Empty']",47,"",21,13.374,"comprehension_check_2","all_QUD","allQUD"
"none.wav","[3254, 'Yes']",48,"0",21,13.374,"trial_2","all_QUD","allQUD"
"all.wav","[3779, 'No']",49,"8",21,13.374,"trial_2","all_QUD","allQUD"
"summa.wav","[3372, 'Yes']",50,"13",21,13.374,"trial_2","all_QUD","allQUD"
"two.wav","[2574, 'No']",51,"5",21,13.374,"trial_2","all_QUD","allQUD"
"summa.wav","[2493, 'No']",52,"0",21,13.374,"trial_2","all_QUD","allQUD"
"five.wav","[10559, 'Yes']",53,"5",21,13.374,"trial_2","all_QUD","allQUD"
"all.wav","[3359, 'No']",54,"5",21,13.374,"trial_2","all_QUD","allQUD"
"summa.wav","[3538, 'Yes']",55,"2",21,13.374,"trial_2","all_QUD","allQUD"
"three.wav","[3987, 'No']",56,"0",21,13.374,"trial_2","all_QUD","allQUD"
"all.wav","[2062, 'Yes']",57,"13",21,13.374,"trial_2","all_QUD","allQUD"
"eight.wav","[5366, 'Yes']",58,"8",21,13.374,"trial_2","all_QUD","allQUD"
"summa.wav","[3944, 'Yes']",59,"13",21,13.374,"trial_2","all_QUD","allQUD"
"none.wav","[6665, 'No']",60,"13",21,13.374,"trial_2","all_QUD","allQUD"
"ten.wav","[6500, 'No']",61,"13",21,13.374,"trial_2","all_QUD","allQUD"
"all.wav","[1891, 'Yes']",62,"13",21,13.374,"trial_2","all_QUD","allQUD"
"one.wav","[6650, 'No']",63,"11",21,13.374,"trial_2","all_QUD","allQUD"
"eight.wav","[11128, 'Yes']",64,"8",21,13.374,"trial_2","all_QUD","allQUD"
"two.wav","[3110, 'Yes']",65,"2",21,13.374,"trial_2","all_QUD","allQUD"
