"","slide_type","image","slide_number","Answer.condition","workerid","Answer.time_in_minutes","rawRT","key","audio"
"3296","trial_1","13",42,"any_QUD",40,19.81495,"1087","Yes","some.wav"
"3297","trial_1","11",43,"any_QUD",40,19.81495,"1150","No","all.wav"
"3298","trial_1","0",44,"any_QUD",40,19.81495,"1194","Yes","none.wav"
"3299","trial_1","5",45,"any_QUD",40,19.81495,"1192","No","ten.wav"
"3300","trial_1","13",46,"any_QUD",40,19.81495,"943","Yes","all.wav"
"3301","comprehension_check_2","",47,"any_QUD",40,19.81495,"0","Jam",""
"3302","trial_2","13",48,"any_QUD",40,19.81495,"848","Yes","all.wav"
"3303","trial_2","13",49,"any_QUD",40,19.81495,"927","Yes","all.wav"
"3304","trial_2","0",50,"any_QUD",40,19.81495,"1432","Yes","none.wav"
"3305","trial_2","8",51,"any_QUD",40,19.81495,"1345","No","all.wav"
"3306","trial_2","8",52,"any_QUD",40,19.81495,"1843","Yes","eight.wav"
"3307","trial_2","11",53,"any_QUD",40,19.81495,"1639","No","one.wav"
"3308","trial_2","13",54,"any_QUD",40,19.81495,"1108","Yes","some.wav"
"3309","trial_2","13",55,"any_QUD",40,19.81495,"1856","Yes","ten.wav"
"3310","trial_2","5",56,"any_QUD",40,19.81495,"1128","No","all.wav"
"3311","trial_2","2",57,"any_QUD",40,19.81495,"992","Yes","two.wav"
"3312","trial_2","13",58,"any_QUD",40,19.81495,"1289","No","none.wav"
"3313","trial_2","13",59,"any_QUD",40,19.81495,"1077","Yes","some.wav"
"3314","trial_2","0",60,"any_QUD",40,19.81495,"1083","No","some.wav"
"3315","trial_2","5",61,"any_QUD",40,19.81495,"1943","No","two.wav"
"3316","trial_2","0",62,"any_QUD",40,19.81495,"1192","No","three.wav"
"3317","trial_2","8",63,"any_QUD",40,19.81495,"1694","Yes","eight.wav"
"3318","trial_2","2",64,"any_QUD",40,19.81495,"1083","Yes","some.wav"
"3319","trial_2","5",65,"any_QUD",40,19.81495,"1007","Yes","five.wav"
"3320","trial_2","8",66,"any_QUD",40,19.81495,"1272","Yes","eight.wav"
"3321","trial_2","5",67,"any_QUD",40,19.81495,"1300","No","nine.wav"
"3322","trial_2","0",68,"any_QUD",40,19.81495,"1131","No","some.wav"
"3323","trial_2","11",69,"any_QUD",40,19.81495,"1161","No","all.wav"
"3324","trial_2","13",70,"any_QUD",40,19.81495,"1200","Yes","some.wav"
"3325","trial_2","13",71,"any_QUD",40,19.81495,"1459","No","five.wav"
"3326","trial_2","2",72,"any_QUD",40,19.81495,"1478","No","twelve.wav"
"3327","trial_2","8",73,"any_QUD",40,19.81495,"1547","No","two.wav"
"3328","trial_2","0",74,"any_QUD",40,19.81495,"1263","Yes","none.wav"
"3329","trial_2","2",75,"any_QUD",40,19.81495,"1893","No","none.wav"
"3330","trial_2","13",76,"any_QUD",40,19.81495,"1063","Yes","some.wav"
"3331","trial_2","2",77,"any_QUD",40,19.81495,"1013","Yes","two.wav"
"3332","trial_2","5",78,"any_QUD",40,19.81495,"912","Yes","five.wav"
"3333","trial_2","13",79,"any_QUD",40,19.81495,"947","Yes","all.wav"
"3334","trial_2","11",80,"any_QUD",40,19.81495,"1337","Yes","eleven.wav"
"3335","trial_2","11",81,"any_QUD",40,19.81495,"989","Yes","some.wav"
"3336","trial_2","13",82,"any_QUD",40,19.81495,"895","Yes","all.wav"
"3337","trial_2","0",83,"any_QUD",40,19.81495,"953","No","all.wav"
"3338","bot_check","Susan",1,"any_QUD",41,14.09645,"0","Susan",""
"3339","audio_check","",3,"any_QUD",41,14.09645,"0","Four",""
"3340","comprehension_check_1","",4,"any_QUD",41,14.09645,"0","Empty",""
"3341","comprehension_check_1","",4,"any_QUD",41,14.09645,"0","Jam",""
"3342","practice_trial","13",6,"any_QUD",41,14.09645,"3676","No","none.wav"
"3343","practice_trial","13",7,"any_QUD",41,14.09645,"3151","Yes","all.wav"
"3344","practice_trial","0",8,"any_QUD",41,14.09645,"4001","Late","all.wav"
"3345","practice_trial","0",9,"any_QUD",41,14.09645,"1582051145940","Yes","none.wav"
"3346","trial_1","2",11,"any_QUD",41,14.09645,"1582051154232","Yes","two.wav"
"3347","trial_1","8",12,"any_QUD",41,14.09645,"1582051157486","No","none.wav"
"3348","trial_1","13",13,"any_QUD",41,14.09645,"790","Late","some.wav"
"3349","trial_1","13",14,"any_QUD",41,14.09645,"3603","Yes","all.wav"
"3350","trial_1","8",15,"any_QUD",41,14.09645,"606","No","some.wav"
"3351","trial_1","8",16,"any_QUD",41,14.09645,"121","Late","thirteen.wav"
"3352","trial_1","13",17,"any_QUD",41,14.09645,"178","Late","some.wav"
"3353","trial_1","5",18,"any_QUD",41,14.09645,"496","Late","all.wav"
"3354","trial_1","13",19,"any_QUD",41,14.09645,"1964","Yes","eight.wav"
"3355","trial_1","0",20,"any_QUD",41,14.09645,"1582051195011","Yes","five.wav"
"3356","trial_1","8",21,"any_QUD",41,14.09645,"897","Late","eight.wav"
"3357","trial_1","0",22,"any_QUD",41,14.09645,"1582051204931","Yes","none.wav"
"3358","trial_1","0",23,"any_QUD",41,14.09645,"1582051207890","Yes","some.wav"
"3359","trial_1","5",24,"any_QUD",41,14.09645,"375","Late","four.wav"
"3360","trial_1","8",25,"any_QUD",41,14.09645,"568","Late","eleven.wav"
"3361","trial_1","13",26,"any_QUD",41,14.09645,"4011","Late","all.wav"
"3362","trial_1","2",27,"any_QUD",41,14.09645,"1989","No","two.wav"
"3363","trial_1","2",28,"any_QUD",41,14.09645,"4019","Late","all.wav"
"3364","trial_1","2",29,"any_QUD",41,14.09645,"484","Yes","two.wav"
"3365","trial_1","2",30,"any_QUD",41,14.09645,"1582051245474","Yes","two.wav"
"3366","trial_1","11",31,"any_QUD",41,14.09645,"816","Late","all.wav"
"3367","trial_1","13",32,"any_QUD",41,14.09645,"4001","Late","some.wav"
"3368","trial_1","11",33,"any_QUD",41,14.09645,"4002","Late","seven.wav"
"3369","trial_1","0",34,"any_QUD",41,14.09645,"4008","Late","all.wav"
"3370","trial_1","5",35,"any_QUD",41,14.09645,"1356","Yes","ten.wav"
"3371","trial_1","5",36,"any_QUD",41,14.09645,"2004","Yes","some.wav"
"3372","trial_1","13",37,"any_QUD",41,14.09645,"1582051288835","Yes","some.wav"
"3373","trial_1","0",38,"any_QUD",41,14.09645,"1582051291359","Yes","eleven.wav"
"3374","trial_1","0",39,"any_QUD",41,14.09645,"1056","Late","some.wav"
"3375","trial_1","5",40,"any_QUD",41,14.09645,"4010","Late","five.wav"
"3376","trial_1","13",41,"any_QUD",41,14.09645,"1582051308939","Yes","all.wav"
"3377","trial_1","0",42,"any_QUD",41,14.09645,"402","Late","none.wav"
"3378","trial_1","8",43,"any_QUD",41,14.09645,"4011","Late","eight.wav"
"3379","trial_1","0",44,"any_QUD",41,14.09645,"2550","Yes","none.wav"
"3380","trial_1","11",45,"any_QUD",41,14.09645,"4013","Late","eleven.wav"
"3381","trial_1","13",46,"any_QUD",41,14.09645,"1582051368818","Yes","all.wav"
"3382","comprehension_check_2","",47,"any_QUD",41,14.09645,"0","Jam",""
"3383","trial_2","5",48,"any_QUD",41,14.09645,"1896","Yes","two.wav"
"3384","trial_2","13",49,"any_QUD",41,14.09645,"1582051384141","Yes","some.wav"
"3385","trial_2","13",50,"any_QUD",41,14.09645,"719","Late","all.wav"
"3386","trial_2","5",51,"any_QUD",41,14.09645,"4012","Late","all.wav"
"3387","trial_2","11",52,"any_QUD",41,14.09645,"4001","Late","one.wav"
"3388","trial_2","0",53,"any_QUD",41,14.09645,"615","Yes","three.wav"
"3389","trial_2","0",54,"any_QUD",41,14.09645,"1999","Yes","none.wav"
"3390","trial_2","2",55,"any_QUD",41,14.09645,"4011","Late","some.wav"
"3391","trial_2","2",56,"any_QUD",41,14.09645,"1582051425778","Yes","two.wav"
"3392","trial_2","8",57,"any_QUD",41,14.09645,"428","Late","eight.wav"
"3393","trial_2","5",58,"any_QUD",41,14.09645,"1582051433579","Yes","five.wav"
"3394","trial_2","8",59,"any_QUD",41,14.09645,"1582051436777","Yes","all.wav"
"3395","trial_2","13",60,"any_QUD",41,14.09645,"1023","Late","none.wav"
"3396","trial_2","0",61,"any_QUD",41,14.09645,"1582051443923","Yes","some.wav"
"3397","trial_2","13",62,"any_QUD",41,14.09645,"1582051447302","Yes","all.wav"
"3398","trial_2","8",63,"any_QUD",41,14.09645,"1044","Yes","eight.wav"
"3399","trial_2","13",64,"any_QUD",41,14.09645,"1582051455271","Yes","some.wav"
"3400","trial_2","13",65,"any_QUD",41,14.09645,"1049","Late","ten.wav"
"3401","trial_2","13",66,"any_QUD",41,14.09645,"526","No","all.wav"
"3402","trial_2","2",67,"any_QUD",41,14.09645,"1582051468230","Yes","none.wav"
"3403","trial_2","11",68,"any_QUD",41,14.09645,"1582051471458","Yes","eleven.wav"
"3404","trial_2","13",69,"any_QUD",41,14.09645,"1582051474859","Yes","some.wav"
"3405","trial_2","13",70,"any_QUD",41,14.09645,"1582051477807","Yes","five.wav"
"3406","trial_2","0",71,"any_QUD",41,14.09645,"2014","Yes","some.wav"
"3407","trial_2","13",72,"any_QUD",41,14.09645,"1582051485817","Yes","some.wav"
"3408","trial_2","11",73,"any_QUD",41,14.09645,"2135","No","all.wav"
"3409","trial_2","2",74,"any_QUD",41,14.09645,"1612","Yes","twelve.wav"
"3410","trial_2","13",75,"any_QUD",41,14.09645,"1731","No","all.wav"
"3411","trial_2","0",76,"any_QUD",41,14.09645,"1582051497342","Yes","none.wav"
"3412","trial_2","5",77,"any_QUD",41,14.09645,"4017","Late","nine.wav"
"3413","trial_2","2",78,"any_QUD",41,14.09645,"1582051510923","Yes","two.wav"
"3414","trial_2","8",79,"any_QUD",41,14.09645,"1582051514611","Yes","eight.wav"
"3415","trial_2","0",80,"any_QUD",41,14.09645,"882","Late","all.wav"
"3416","trial_2","8",81,"any_QUD",41,14.09645,"1582051525177","Yes","two.wav"
"3417","trial_2","5",82,"any_QUD",41,14.09645,"1582051529772","Yes","five.wav"
"3418","trial_2","11",83,"any_QUD",41,14.09645,"1582051532815","Yes","some.wav"
"3419","bot_check","Elizabeth",1,"any_QUD",42,9.07595,"0","Elizabeth",""
"3420","audio_check","",3,"any_QUD",42,9.07595,"0","Four",""
"3421","comprehension_check_1","",4,"any_QUD",42,9.07595,"0","Empty",""
"3422","comprehension_check_1","",4,"any_QUD",42,9.07595,"0","Jam",""
"3423","practice_trial","13",6,"any_QUD",42,9.07595,"1664","No","none.wav"
"3424","practice_trial","13",7,"any_QUD",42,9.07595,"1501","Yes","all.wav"
"3425","practice_trial","0",8,"any_QUD",42,9.07595,"1403","No","all.wav"
"3426","practice_trial","0",9,"any_QUD",42,9.07595,"2089","Yes","none.wav"
"3427","trial_1","5",11,"any_QUD",42,9.07595,"1823","No","all.wav"
"3428","trial_1","8",12,"any_QUD",42,9.07595,"2742","Yes","eight.wav"
"3429","trial_1","13",13,"any_QUD",42,9.07595,"1972","Yes","some.wav"
"3430","trial_1","0",14,"any_QUD",42,9.07595,"2506","No","five.wav"
"3431","trial_1","8",15,"any_QUD",42,9.07595,"4002","Late","some.wav"
"3432","trial_1","8",16,"any_QUD",42,9.07595,"2180","No","eleven.wav"
"3433","trial_1","13",17,"any_QUD",42,9.07595,"1539","Yes","all.wav"
"3434","trial_1","13",18,"any_QUD",42,9.07595,"2436","No","eight.wav"
"3435","trial_1","5",19,"any_QUD",42,9.07595,"2135","No","four.wav"
"3436","trial_1","2",20,"any_QUD",42,9.07595,"1148","Yes","two.wav"
"3437","trial_1","13",21,"any_QUD",42,9.07595,"1662","Yes","some.wav"
"3438","trial_1","8",22,"any_QUD",42,9.07595,"1544","No","thirteen.wav"
"3439","trial_1","0",23,"any_QUD",42,9.07595,"1582","Yes","none.wav"
"3440","trial_1","2",24,"any_QUD",42,9.07595,"1087","Yes","two.wav"
"3441","trial_1","0",25,"any_QUD",42,9.07595,"1239","No","some.wav"
"3442","trial_1","13",26,"any_QUD",42,9.07595,"1236","Yes","all.wav"
"3443","trial_1","8",27,"any_QUD",42,9.07595,"1415","No","none.wav"
"3444","trial_1","2",28,"any_QUD",42,9.07595,"962","No","all.wav"
"3445","trial_1","11",29,"any_QUD",42,9.07595,"1347","No","all.wav"
"3446","trial_1","13",30,"any_QUD",42,9.07595,"899","Yes","all.wav"
"3447","trial_1","0",31,"any_QUD",42,9.07595,"1037","No","eleven.wav"
"3448","trial_1","11",32,"any_QUD",42,9.07595,"1884","No","seven.wav"
"3449","trial_1","0",33,"any_QUD",42,9.07595,"1001","No","some.wav"
"3450","trial_1","13",34,"any_QUD",42,9.07595,"1095","Yes","all.wav"
"3451","trial_1","0",35,"any_QUD",42,9.07595,"1477","No","all.wav"
"3452","trial_1","5",36,"any_QUD",42,9.07595,"955","Yes","five.wav"
"3453","trial_1","2",37,"any_QUD",42,9.07595,"919","Yes","two.wav"
"3454","trial_1","8",38,"any_QUD",42,9.07595,"1344","Yes","eight.wav"
"3455","trial_1","11",39,"any_QUD",42,9.07595,"3622","Yes","eleven.wav"
"3456","trial_1","13",40,"any_QUD",42,9.07595,"1830","Yes","some.wav"
"3457","trial_1","5",41,"any_QUD",42,9.07595,"1325","No","ten.wav"
"3458","trial_1","0",42,"any_QUD",42,9.07595,"1148","Yes","none.wav"
"3459","trial_1","13",43,"any_QUD",42,9.07595,"1238","Yes","some.wav"
"3460","trial_1","5",44,"any_QUD",42,9.07595,"998","Yes","some.wav"
"3461","trial_1","0",45,"any_QUD",42,9.07595,"1113","Yes","none.wav"
"3462","trial_1","2",46,"any_QUD",42,9.07595,"888","Yes","two.wav"
"3463","comprehension_check_2","",47,"any_QUD",42,9.07595,"0","Jam",""
"3464","trial_2","11",48,"any_QUD",42,9.07595,"1553","No","one.wav"
"3465","trial_2","13",49,"any_QUD",42,9.07595,"1212","Yes","all.wav"
"3466","trial_2","0",50,"any_QUD",42,9.07595,"986","No","three.wav"
"3467","trial_2","8",51,"any_QUD",42,9.07595,"1623","Yes","eight.wav"
"3468","trial_2","5",52,"any_QUD",42,9.07595,"892","Yes","five.wav"
"3469","trial_2","13",53,"any_QUD",42,9.07595,"1235","Yes","some.wav"
"3470","trial_2","13",54,"any_QUD",42,9.07595,"2126","No","ten.wav"
"3471","trial_2","5",55,"any_QUD",42,9.07595,"1400","No","all.wav"
"3472","trial_2","0",56,"any_QUD",42,9.07595,"1073","No","some.wav"
"3473","trial_2","5",57,"any_QUD",42,9.07595,"1160","No","two.wav"
"3474","trial_2","13",58,"any_QUD",42,9.07595,"1594","Yes","all.wav"
"3475","trial_2","8",59,"any_QUD",42,9.07595,"1622","No","all.wav"
"3476","trial_2","8",60,"any_QUD",42,9.07595,"1360","Yes","eight.wav"
"3477","trial_2","2",61,"any_QUD",42,9.07595,"953","Yes","two.wav"
"3478","trial_2","0",62,"any_QUD",42,9.07595,"2033","Yes","none.wav"
"3479","trial_2","13",63,"any_QUD",42,9.07595,"1124","No","none.wav"
"3480","trial_2","2",64,"any_QUD",42,9.07595,"890","No","some.wav"
"3481","trial_2","13",65,"any_QUD",42,9.07595,"1591","Yes","some.wav"
"3482","trial_2","5",66,"any_QUD",42,9.07595,"1296","No","nine.wav"
"3483","trial_2","8",67,"any_QUD",42,9.07595,"1410","No","two.wav"
"3484","trial_2","8",68,"any_QUD",42,9.07595,"869","Yes","eight.wav"
"3485","trial_2","5",69,"any_QUD",42,9.07595,"845","Yes","five.wav"
"3486","trial_2","11",70,"any_QUD",42,9.07595,"1270","Yes","some.wav"
"3487","trial_2","13",71,"any_QUD",42,9.07595,"1047","Yes","all.wav"
"3488","trial_2","13",72,"any_QUD",42,9.07595,"1048","Yes","all.wav"
"3489","trial_2","13",73,"any_QUD",42,9.07595,"961","Yes","some.wav"
"3490","trial_2","0",74,"any_QUD",42,9.07595,"845","Yes","some.wav"
"3491","trial_2","2",75,"any_QUD",42,9.07595,"911","Yes","two.wav"
"3492","trial_2","13",76,"any_QUD",42,9.07595,"1368","No","five.wav"
"3493","trial_2","11",77,"any_QUD",42,9.07595,"2202","No","all.wav"
"3494","trial_2","11",78,"any_QUD",42,9.07595,"1857","Yes","eleven.wav"
"3495","trial_2","13",79,"any_QUD",42,9.07595,"1983","Yes","some.wav"
"3496","trial_2","2",80,"any_QUD",42,9.07595,"1183","No","none.wav"
"3497","trial_2","2",81,"any_QUD",42,9.07595,"1097","No","twelve.wav"
"3498","trial_2","0",82,"any_QUD",42,9.07595,"950","No","all.wav"
"3499","trial_2","0",83,"any_QUD",42,9.07595,"1145","Yes","none.wav"
"3500","bot_check","Sarah",1,"any_QUD",43,9.30506666666667,"0","Sarah",""
"3501","audio_check","",3,"any_QUD",43,9.30506666666667,"0","Four",""
"3502","comprehension_check_1","",4,"any_QUD",43,9.30506666666667,"0","Jam",""
"3503","practice_trial","13",6,"any_QUD",43,9.30506666666667,"2793","Yes","none.wav"
"3504","practice_trial","13",7,"any_QUD",43,9.30506666666667,"2001","Yes","all.wav"
"3505","practice_trial","0",8,"any_QUD",43,9.30506666666667,"1974","No","all.wav"
"3506","practice_trial","0",9,"any_QUD",43,9.30506666666667,"1964","Yes","none.wav"
"3507","trial_1","0",11,"any_QUD",43,9.30506666666667,"1560","No","five.wav"
"3508","trial_1","8",12,"any_QUD",43,9.30506666666667,"1530","Yes","some.wav"
"3509","trial_1","0",13,"any_QUD",43,9.30506666666667,"1219","Yes","none.wav"
"3510","trial_1","8",14,"any_QUD",43,9.30506666666667,"1933","No","thirteen.wav"
"3511","trial_1","5",15,"any_QUD",43,9.30506666666667,"1923","No","four.wav"
"3512","trial_1","0",16,"any_QUD",43,9.30506666666667,"2283","No","some.wav"
"3513","trial_1","2",17,"any_QUD",43,9.30506666666667,"1479","Yes","two.wav"
"3514","trial_1","8",18,"any_QUD",43,9.30506666666667,"1841","No","none.wav"
"3515","trial_1","2",19,"any_QUD",43,9.30506666666667,"1470","Yes","two.wav"
"3516","trial_1","2",20,"any_QUD",43,9.30506666666667,"1737","No","all.wav"
"3517","trial_1","13",21,"any_QUD",43,9.30506666666667,"1811","Yes","some.wav"
"3518","trial_1","13",22,"any_QUD",43,9.30506666666667,"1358","Yes","all.wav"
"3519","trial_1","13",23,"any_QUD",43,9.30506666666667,"1359","Yes","all.wav"
"3520","trial_1","13",24,"any_QUD",43,9.30506666666667,"1612","No","eight.wav"
"3521","trial_1","5",25,"any_QUD",43,9.30506666666667,"1762","No","all.wav"
"3522","trial_1","8",26,"any_QUD",43,9.30506666666667,"1718","Yes","eight.wav"
"3523","trial_1","8",27,"any_QUD",43,9.30506666666667,"1940","No","eleven.wav"
"3524","trial_1","13",28,"any_QUD",43,9.30506666666667,"1304","Yes","some.wav"
"3525","trial_1","13",29,"any_QUD",43,9.30506666666667,"1177","Yes","some.wav"
"3526","trial_1","0",30,"any_QUD",43,9.30506666666667,"1517","No","eleven.wav"
"3527","trial_1","11",31,"any_QUD",43,9.30506666666667,"1700","Yes","eleven.wav"
"3528","trial_1","0",32,"any_QUD",43,9.30506666666667,"1466","Yes","none.wav"
"3529","trial_1","11",33,"any_QUD",43,9.30506666666667,"1600","No","all.wav"
"3530","trial_1","0",34,"any_QUD",43,9.30506666666667,"1392","Yes","none.wav"
"3531","trial_1","2",35,"any_QUD",43,9.30506666666667,"1385","Yes","two.wav"
"3532","trial_1","2",36,"any_QUD",43,9.30506666666667,"1394","Yes","two.wav"
"3533","trial_1","5",37,"any_QUD",43,9.30506666666667,"1356","Yes","some.wav"
"3534","trial_1","8",38,"any_QUD",43,9.30506666666667,"1550","Yes","eight.wav"
"3535","trial_1","5",39,"any_QUD",43,9.30506666666667,"1446","No","ten.wav"
"3536","trial_1","13",40,"any_QUD",43,9.30506666666667,"1203","Yes","all.wav"
"3537","trial_1","13",41,"any_QUD",43,9.30506666666667,"1203","Yes","all.wav"
"3538","trial_1","11",42,"any_QUD",43,9.30506666666667,"1630","Yes","seven.wav"
"3539","trial_1","5",43,"any_QUD",43,9.30506666666667,"1392","Yes","five.wav"
"3540","trial_1","0",44,"any_QUD",43,9.30506666666667,"1314","No","some.wav"
"3541","trial_1","0",45,"any_QUD",43,9.30506666666667,"1264","No","all.wav"
"3542","trial_1","13",46,"any_QUD",43,9.30506666666667,"1377","Yes","some.wav"
"3543","comprehension_check_2","",47,"any_QUD",43,9.30506666666667,"0","Jam",""
"3544","trial_2","2",48,"any_QUD",43,9.30506666666667,"1294","Yes","two.wav"
"3545","trial_2","13",49,"any_QUD",43,9.30506666666667,"1548","Yes","ten.wav"
"3546","trial_2","0",50,"any_QUD",43,9.30506666666667,"1400","No","three.wav"
"3547","trial_2","11",51,"any_QUD",43,9.30506666666667,"1386","No","one.wav"
"3548","trial_2","13",52,"any_QUD",43,9.30506666666667,"1476","Yes","all.wav"
"3549","trial_2","8",53,"any_QUD",43,9.30506666666667,"1578","Yes","eight.wav"
"3550","trial_2","13",54,"any_QUD",43,9.30506666666667,"1247","Yes","some.wav"
"3551","trial_2","13",55,"any_QUD",43,9.30506666666667,"1280","No","none.wav"
"3552","trial_2","8",56,"any_QUD",43,9.30506666666667,"1458","No","all.wav"
"3553","trial_2","5",57,"any_QUD",43,9.30506666666667,"1397","No","all.wav"
"3554","trial_2","8",58,"any_QUD",43,9.30506666666667,"1642","Yes","eight.wav"
"3555","trial_2","5",59,"any_QUD",43,9.30506666666667,"1373","Yes","five.wav"
"3556","trial_2","5",60,"any_QUD",43,9.30506666666667,"1403","No","two.wav"
"3557","trial_2","2",61,"any_QUD",43,9.30506666666667,"1286","Yes","some.wav"
"3558","trial_2","0",62,"any_QUD",43,9.30506666666667,"1337","No","some.wav"
"3559","trial_2","0",63,"any_QUD",43,9.30506666666667,"1374","Yes","none.wav"
"3560","trial_2","13",64,"any_QUD",43,9.30506666666667,"1624","Yes","some.wav"
"3561","trial_2","13",65,"any_QUD",43,9.30506666666667,"1081","Yes","all.wav"
"3562","trial_2","8",66,"any_QUD",43,9.30506666666667,"1330","No","two.wav"
"3563","trial_2","13",67,"any_QUD",43,9.30506666666667,"1326","No","five.wav"
"3564","trial_2","13",68,"any_QUD",43,9.30506666666667,"1385","Yes","some.wav"
"3565","trial_2","2",69,"any_QUD",43,9.30506666666667,"1388","No","none.wav"
"3566","trial_2","13",70,"any_QUD",43,9.30506666666667,"1362","Yes","some.wav"
"3567","trial_2","11",71,"any_QUD",43,9.30506666666667,"1349","No","all.wav"
"3568","trial_2","2",72,"any_QUD",43,9.30506666666667,"1220","Yes","two.wav"
"3569","trial_2","5",73,"any_QUD",43,9.30506666666667,"1486","No","nine.wav"
"3570","trial_2","5",74,"any_QUD",43,9.30506666666667,"1297","Yes","five.wav"
"3571","trial_2","0",75,"any_QUD",43,9.30506666666667,"1223","No","all.wav"
"3572","trial_2","13",76,"any_QUD",43,9.30506666666667,"1199","Yes","all.wav"
"3573","trial_2","0",77,"any_QUD",43,9.30506666666667,"1290","No","some.wav"
"3574","trial_2","11",78,"any_QUD",43,9.30506666666667,"1419","Yes","some.wav"
"3575","trial_2","11",79,"any_QUD",43,9.30506666666667,"1665","Yes","eleven.wav"
"3576","trial_2","13",80,"any_QUD",43,9.30506666666667,"1325","Yes","all.wav"
"3577","trial_2","0",81,"any_QUD",43,9.30506666666667,"1416","Yes","none.wav"
"3578","trial_2","2",82,"any_QUD",43,9.30506666666667,"1373","No","twelve.wav"
"3579","trial_2","8",83,"any_QUD",43,9.30506666666667,"1300","Yes","eight.wav"
"3580","bot_check","Jennifer",1,"any_QUD",44,13.7239,"0","Jennifer",""
"3581","audio_check","",3,"any_QUD",44,13.7239,"0","Two",""
"3582","audio_check","",3,"any_QUD",44,13.7239,"0","Three",""
"3583","audio_check","",3,"any_QUD",44,13.7239,"0","Three",""
"3584","audio_check","",3,"any_QUD",44,13.7239,"0","Four",""
"3585","comprehension_check_1","",4,"any_QUD",44,13.7239,"0","Empty",""
"3586","comprehension_check_1","",4,"any_QUD",44,13.7239,"0","Jam",""
"3587","practice_trial","13",6,"any_QUD",44,13.7239,"4043","Late","none.wav"
"3588","practice_trial","13",7,"any_QUD",44,13.7239,"4045","Late","all.wav"
"3589","practice_trial","0",8,"any_QUD",44,13.7239,"2138","Yes","all.wav"
"3590","practice_trial","0",9,"any_QUD",44,13.7239,"4042","Late","none.wav"
"3591","trial_1","2",11,"any_QUD",44,13.7239,"4104","Late","two.wav"
"3592","trial_1","8",12,"any_QUD",44,13.7239,"1582056087810","Yes","none.wav"
"3593","trial_1","13",13,"any_QUD",44,13.7239,"1582056092595","Yes","eight.wav"
"3594","trial_1","2",14,"any_QUD",44,13.7239,"85","Late","all.wav"
"3595","trial_1","5",15,"any_QUD",44,13.7239,"1144","No","four.wav"
"3596","trial_1","13",16,"any_QUD",44,13.7239,"193","Yes","some.wav"
"3597","trial_1","8",17,"any_QUD",44,13.7239,"6","Late","some.wav"
"3598","trial_1","13",18,"any_QUD",44,13.7239,"132","Yes","all.wav"
"3599","trial_1","13",19,"any_QUD",44,13.7239,"1582056119402","Yes","all.wav"
"3600","trial_1","8",20,"any_QUD",44,13.7239,"12","Yes","thirteen.wav"
"3601","trial_1","8",21,"any_QUD",44,13.7239,"40","Yes","eleven.wav"
"3602","trial_1","8",22,"any_QUD",44,13.7239,"49","Yes","eight.wav"
"3603","trial_1","0",23,"any_QUD",44,13.7239,"211","Late","five.wav"
"3604","trial_1","13",24,"any_QUD",44,13.7239,"266","Yes","some.wav"
"3605","trial_1","0",25,"any_QUD",44,13.7239,"1582056142782","No","none.wav"
"3606","trial_1","5",26,"any_QUD",44,13.7239,"6","Yes","all.wav"
"3607","trial_1","0",27,"any_QUD",44,13.7239,"221","No","some.wav"
"3608","trial_1","2",28,"any_QUD",44,13.7239,"277","Yes","two.wav"
"3609","trial_1","0",29,"any_QUD",44,13.7239,"6","Late","eleven.wav"
"3610","trial_1","13",30,"any_QUD",44,13.7239,"684","Yes","some.wav"
"3611","trial_1","2",31,"any_QUD",44,13.7239,"425","Yes","two.wav"
"3612","trial_1","2",32,"any_QUD",44,13.7239,"403","Yes","two.wav"
"3613","trial_1","5",33,"any_QUD",44,13.7239,"89","Yes","five.wav"
"3614","trial_1","13",34,"any_QUD",44,13.7239,"57","Yes","some.wav"
"3615","trial_1","0",35,"any_QUD",44,13.7239,"290","No","none.wav"
"3616","trial_1","0",36,"any_QUD",44,13.7239,"137","No","all.wav"
"3617","trial_1","8",37,"any_QUD",44,13.7239,"1582056190772","Yes","eight.wav"
"3618","trial_1","11",38,"any_QUD",44,13.7239,"139","Yes","seven.wav"
"3619","trial_1","0",39,"any_QUD",44,13.7239,"343","Late","some.wav"
"3620","trial_1","11",40,"any_QUD",44,13.7239,"134","Yes","eleven.wav"
"3621","trial_1","13",41,"any_QUD",44,13.7239,"42","Yes","all.wav"
"3622","trial_1","11",42,"any_QUD",44,13.7239,"1582056210031","Yes","all.wav"
"3623","trial_1","5",43,"any_QUD",44,13.7239,"1582056213684","Yes","ten.wav"
"3624","trial_1","5",44,"any_QUD",44,13.7239,"1582056217174","Yes","some.wav"
"3625","trial_1","0",45,"any_QUD",44,13.7239,"245","No","none.wav"
"3626","trial_1","13",46,"any_QUD",44,13.7239,"173","Late","all.wav"
"3627","comprehension_check_2","",47,"any_QUD",44,13.7239,"0","Jam",""
"3628","trial_2","11",48,"any_QUD",44,13.7239,"235","Yes","one.wav"
"3629","trial_2","0",49,"any_QUD",44,13.7239,"885","No","three.wav"
"3630","trial_2","13",50,"any_QUD",44,13.7239,"2","Yes","all.wav"
"3631","trial_2","8",51,"any_QUD",44,13.7239,"1582056253520","Yes","eight.wav"
"3632","trial_2","13",52,"any_QUD",44,13.7239,"1582056257503","Yes","none.wav"
