"","slide_type","image","slide_number","Answer.condition","workerid","Answer.time_in_minutes","rawRT","key","audio"
"323","trial_2","2",83,"any_QUD",3,12.5228333333333,"1460","Yes","two.wav"
"324","bot_check","Barbara",1,"any_QUD",4,15.3998833333333,"0","Barbara",""
"325","audio_check","",3,"any_QUD",4,15.3998833333333,"0","Four",""
"326","comprehension_check_1","",4,"any_QUD",4,15.3998833333333,"0","Jam",""
"327","practice_trial","13",6,"any_QUD",4,15.3998833333333,"3930","Yes","none.wav"
"328","practice_trial","13",7,"any_QUD",4,15.3998833333333,"3145","Yes","all.wav"
"329","practice_trial","0",8,"any_QUD",4,15.3998833333333,"1336","No","all.wav"
"330","practice_trial","0",9,"any_QUD",4,15.3998833333333,"1961","Yes","none.wav"
"331","trial_1","13",11,"any_QUD",4,15.3998833333333,"1964","Yes","all.wav"
"332","trial_1","2",12,"any_QUD",4,15.3998833333333,"1741","Yes","two.wav"
"333","trial_1","8",13,"any_QUD",4,15.3998833333333,"2960","Yes","eight.wav"
"334","trial_1","0",14,"any_QUD",4,15.3998833333333,"1702","No","some.wav"
"335","trial_1","5",15,"any_QUD",4,15.3998833333333,"1615","No","four.wav"
"336","trial_1","8",16,"any_QUD",4,15.3998833333333,"2350","Yes","some.wav"
"337","trial_1","8",17,"any_QUD",4,15.3998833333333,"2515","No","none.wav"
"338","trial_1","8",18,"any_QUD",4,15.3998833333333,"3842","No","thirteen.wav"
"339","trial_1","13",19,"any_QUD",4,15.3998833333333,"1857","Yes","all.wav"
"340","trial_1","0",20,"any_QUD",4,15.3998833333333,"1717","Yes","none.wav"
"341","trial_1","13",21,"any_QUD",4,15.3998833333333,"1985","Yes","some.wav"
"342","trial_1","8",22,"any_QUD",4,15.3998833333333,"4006","Late","eleven.wav"
"343","trial_1","5",23,"any_QUD",4,15.3998833333333,"2188","No","all.wav"
"344","trial_1","2",24,"any_QUD",4,15.3998833333333,"1115","Yes","two.wav"
"345","trial_1","0",25,"any_QUD",4,15.3998833333333,"1474","No","five.wav"
"346","trial_1","13",26,"any_QUD",4,15.3998833333333,"2401","No","eight.wav"
"347","trial_1","2",27,"any_QUD",4,15.3998833333333,"1691","No","all.wav"
"348","trial_1","13",28,"any_QUD",4,15.3998833333333,"1803","Yes","some.wav"
"349","trial_1","2",29,"any_QUD",4,15.3998833333333,"1115","Yes","two.wav"
"350","trial_1","5",30,"any_QUD",4,15.3998833333333,"937","Yes","five.wav"
"351","trial_1","5",31,"any_QUD",4,15.3998833333333,"1780","No","ten.wav"
"352","trial_1","11",32,"any_QUD",4,15.3998833333333,"3023","Yes","eleven.wav"
"353","trial_1","8",33,"any_QUD",4,15.3998833333333,"2858","Yes","eight.wav"
"354","trial_1","11",34,"any_QUD",4,15.3998833333333,"2134","No","seven.wav"
"355","trial_1","13",35,"any_QUD",4,15.3998833333333,"1611","Yes","all.wav"
"356","trial_1","2",36,"any_QUD",4,15.3998833333333,"1490","Yes","two.wav"
"357","trial_1","0",37,"any_QUD",4,15.3998833333333,"2880","Yes","none.wav"
"358","trial_1","0",38,"any_QUD",4,15.3998833333333,"1512","Yes","none.wav"
"359","trial_1","13",39,"any_QUD",4,15.3998833333333,"1800","Yes","some.wav"
"360","trial_1","0",40,"any_QUD",4,15.3998833333333,"3012","Yes","all.wav"
"361","trial_1","0",41,"any_QUD",4,15.3998833333333,"2714","Yes","some.wav"
"362","trial_1","0",42,"any_QUD",4,15.3998833333333,"2845","No","eleven.wav"
"363","trial_1","5",43,"any_QUD",4,15.3998833333333,"1679","Yes","some.wav"
"364","trial_1","11",44,"any_QUD",4,15.3998833333333,"2128","No","all.wav"
"365","trial_1","13",45,"any_QUD",4,15.3998833333333,"4001","Late","all.wav"
"366","trial_1","13",46,"any_QUD",4,15.3998833333333,"1872","Yes","some.wav"
