"slide_number","slide_type","Answer.time_in_minutes","workerid","Answer.condition","audio","response","image","speaker_cond"
11,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[2716, 'Yes']","13","r1-age1-all"
12,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[2425, 'Yes']","13","r1-age1-all"
13,"trial_1",11.74895,24,"age1-allQUD","all.wav","[2453, 'No']","5","r1-age1-all"
14,"trial_1",11.74895,24,"age1-allQUD","none.wav","[1843, 'No']","8","r1-age1-all"
15,"trial_1",11.74895,24,"age1-allQUD","eight.wav","[3342, 'Yes']","8","r1-age1-all"
16,"trial_1",11.74895,24,"age1-allQUD","two.wav","[1677, 'Yes']","2","r1-age1-all"
17,"trial_1",11.74895,24,"age1-allQUD","thirteen.wav","[8056, 'No']","11","r1-age1-all"
18,"trial_1",11.74895,24,"age1-allQUD","none.wav","[1830, 'Yes']","0","r1-age1-all"
19,"trial_1",11.74895,24,"age1-allQUD","all.wav","[1429, 'Yes']","13","r1-age1-all"
20,"trial_1",11.74895,24,"age1-allQUD","four.wav","[2024, 'No']","5","r1-age1-all"
21,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[2086, 'Yes']","8","r1-age1-all"
22,"trial_1",11.74895,24,"age1-allQUD","five.wav","[1856, 'No']","0","r1-age1-all"
23,"trial_1",11.74895,24,"age1-allQUD","eight.wav","[2143, 'No']","13","r1-age1-all"
24,"trial_1",11.74895,24,"age1-allQUD","all.wav","[1778, 'Yes']","13","r1-age1-all"
25,"trial_1",11.74895,24,"age1-allQUD","two.wav","[1660, 'Yes']","2","r1-age1-all"
26,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[1931, 'No']","0","r1-age1-all"
27,"trial_1",11.74895,24,"age1-allQUD","eleven.wav","[2135, 'No']","8","r1-age1-all"
28,"trial_1",11.74895,24,"age1-allQUD","all.wav","[1766, 'No']","2","r1-age1-all"
29,"trial_1",11.74895,24,"age1-allQUD","five.wav","[1897, 'Yes']","5","r1-age1-all"
30,"trial_1",11.74895,24,"age1-allQUD","all.wav","[1932, 'No']","11","r1-age1-all"
31,"trial_1",11.74895,24,"age1-allQUD","none.wav","[2168, 'No']","11","r1-age1-all"
32,"trial_1",11.74895,24,"age1-allQUD","all.wav","[1827, 'Yes']","13","r1-age1-all"
33,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[1743, 'Yes']","5","r1-age1-all"
34,"trial_1",11.74895,24,"age1-allQUD","seven.wav","[4705, 'Yes']","11","r1-age1-all"
35,"trial_1",11.74895,24,"age1-allQUD","eleven.wav","[1920, 'No']","0","r1-age1-all"
36,"trial_1",11.74895,24,"age1-allQUD","two.wav","[1548, 'Yes']","2","r1-age1-all"
37,"trial_1",11.74895,24,"age1-allQUD","eleven.wav","[5240, 'Yes']","11","r1-age1-all"
38,"trial_1",11.74895,24,"age1-allQUD","ten.wav","[1871, 'No']","5","r1-age1-all"
39,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[1791, 'No']","0","r1-age1-all"
40,"trial_1",11.74895,24,"age1-allQUD","all.wav","[1625, 'No']","0","r1-age1-all"
41,"trial_1",11.74895,24,"age1-allQUD","two.wav","[2658, 'Yes']","2","r1-age1-all"
42,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[3439, 'Yes']","13","r1-age1-all"
43,"trial_1",11.74895,24,"age1-allQUD","none.wav","[2862, 'Yes']","0","r1-age1-all"
44,"trial_1",11.74895,24,"age1-allQUD","eight.wav","[8564, 'Yes']","8","r1-age1-all"
45,"trial_1",11.74895,24,"age1-allQUD","summa.wav","[3036, 'Yes']","13","r1-age1-all"
46,"trial_1",11.74895,24,"age1-allQUD","all.wav","[1881, 'Yes']","13","r1-age1-all"
47,"comprehension_check_2",11.74895,24,"age1-allQUD","","[0, 'Empty']","","r1-age1-all"
48,"trial_2",11.74895,24,"age1-allQUD","eight.wav","[3358, 'Yes']","8","r1-age1-all"
49,"trial_2",11.74895,24,"age1-allQUD","five.wav","[2633, 'Yes']","5","r1-age1-all"
50,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[1760, 'No']","0","r1-age1-all"
51,"trial_2",11.74895,24,"age1-allQUD","eight.wav","[2485, 'Yes']","8","r1-age1-all"
52,"trial_2",11.74895,24,"age1-allQUD","three.wav","[1804, 'No']","0","r1-age1-all"
53,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[2164, 'Yes']","2","r1-age1-all"
54,"trial_2",11.74895,24,"age1-allQUD","ten.wav","[4296, 'No']","13","r1-age1-all"
55,"trial_2",11.74895,24,"age1-allQUD","two.wav","[2042, 'Yes']","2","r1-age1-all"
56,"trial_2",11.74895,24,"age1-allQUD","two.wav","[1913, 'No']","5","r1-age1-all"
57,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1959, 'Yes']","13","r1-age1-all"
58,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[1977, 'No']","13","r1-age1-all"
59,"trial_2",11.74895,24,"age1-allQUD","one.wav","[1789, 'No']","11","r1-age1-all"
60,"trial_2",11.74895,24,"age1-allQUD","none.wav","[2454, 'No']","13","r1-age1-all"
61,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1837, 'No']","8","r1-age1-all"
62,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[1705, 'No']","13","r1-age1-all"
63,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1542, 'Yes']","13","r1-age1-all"
64,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1536, 'No']","5","r1-age1-all"
65,"trial_2",11.74895,24,"age1-allQUD","none.wav","[1877, 'Yes']","0","r1-age1-all"
66,"trial_2",11.74895,24,"age1-allQUD","two.wav","[1646, 'No']","8","r1-age1-all"
67,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1635, 'Yes']","13","r1-age1-all"
68,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[1701, 'No']","13","r1-age1-all"
69,"trial_2",11.74895,24,"age1-allQUD","five.wav","[3308, 'Yes']","5","r1-age1-all"
70,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[1587, 'No']","13","r1-age1-all"
71,"trial_2",11.74895,24,"age1-allQUD","five.wav","[1720, 'No']","13","r1-age1-all"
72,"trial_2",11.74895,24,"age1-allQUD","none.wav","[1548, 'Yes']","0","r1-age1-all"
73,"trial_2",11.74895,24,"age1-allQUD","none.wav","[2406, 'No']","2","r1-age1-all"
74,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[1755, 'No']","0","r1-age1-all"
75,"trial_2",11.74895,24,"age1-allQUD","eleven.wav","[4619, 'Yes']","11","r1-age1-all"
76,"trial_2",11.74895,24,"age1-allQUD","two.wav","[1685, 'Yes']","2","r1-age1-all"
77,"trial_2",11.74895,24,"age1-allQUD","nine.wav","[1701, 'No']","5","r1-age1-all"
78,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1838, 'No']","11","r1-age1-all"
79,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1480, 'Yes']","13","r1-age1-all"
80,"trial_2",11.74895,24,"age1-allQUD","summa.wav","[1739, 'Yes']","11","r1-age1-all"
81,"trial_2",11.74895,24,"age1-allQUD","eight.wav","[3863, 'Yes']","8","r1-age1-all"
82,"trial_2",11.74895,24,"age1-allQUD","all.wav","[1514, 'No']","0","r1-age1-all"
83,"trial_2",11.74895,24,"age1-allQUD","twelve.wav","[1656, 'No']","2","r1-age1-all"
1,"bot_check",10.1795166666667,25,"age1-allQUD","","[0, 'barbara']","Barbara","r1-age1-all"
3,"audio_check",10.1795166666667,25,"age1-allQUD","","[0, 'Four']","","r1-age1-all"
4,"comprehension_check_1",10.1795166666667,25,"age1-allQUD","","[0, 'Empty']","","r1-age1-all"
6,"practice_trial",10.1795166666667,25,"age1-allQUD","none.wav","[1741, 'No']","13","r1-age1-all"
7,"practice_trial",10.1795166666667,25,"age1-allQUD","all.wav","[1531, 'Yes']","13","r1-age1-all"
8,"practice_trial",10.1795166666667,25,"age1-allQUD","all.wav","[1649, 'No']","0","r1-age1-all"
9,"practice_trial",10.1795166666667,25,"age1-allQUD","none.wav","[1761, 'Yes']","0","r1-age1-all"
11,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1970, 'Yes']","13","r1-age1-all"
12,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[1987, 'No']","0","r1-age1-all"
13,"trial_1",10.1795166666667,25,"age1-allQUD","two.wav","[1429, 'Yes']","2","r1-age1-all"
14,"trial_1",10.1795166666667,25,"age1-allQUD","thirteen.wav","[7057, 'No']","11","r1-age1-all"
15,"trial_1",10.1795166666667,25,"age1-allQUD","eleven.wav","[2856, 'No']","8","r1-age1-all"
16,"trial_1",10.1795166666667,25,"age1-allQUD","five.wav","[1521, 'No']","0","r1-age1-all"
17,"trial_1",10.1795166666667,25,"age1-allQUD","two.wav","[1282, 'Yes']","2","r1-age1-all"
18,"trial_1",10.1795166666667,25,"age1-allQUD","none.wav","[1367, 'Yes']","0","r1-age1-all"
19,"trial_1",10.1795166666667,25,"age1-allQUD","eight.wav","[4959, 'No']","13","r1-age1-all"
20,"trial_1",10.1795166666667,25,"age1-allQUD","eight.wav","[2458, 'Yes']","8","r1-age1-all"
21,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[2516, 'No']","13","r1-age1-all"
22,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1388, 'No']","2","r1-age1-all"
23,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1355, 'No']","5","r1-age1-all"
24,"trial_1",10.1795166666667,25,"age1-allQUD","four.wav","[1664, 'No']","5","r1-age1-all"
25,"trial_1",10.1795166666667,25,"age1-allQUD","none.wav","[1789, 'No']","8","r1-age1-all"
26,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[3319, 'Yes']","8","r1-age1-all"
27,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[2298, 'No']","13","r1-age1-all"
28,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1314, 'Yes']","13","r1-age1-all"
29,"trial_1",10.1795166666667,25,"age1-allQUD","two.wav","[1334, 'Yes']","2","r1-age1-all"
30,"trial_1",10.1795166666667,25,"age1-allQUD","eleven.wav","[1638, 'No']","0","r1-age1-all"
31,"trial_1",10.1795166666667,25,"age1-allQUD","none.wav","[1586, 'Yes']","0","r1-age1-all"
32,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[1263, 'No']","0","r1-age1-all"
33,"trial_1",10.1795166666667,25,"age1-allQUD","eight.wav","[2066, 'Yes']","8","r1-age1-all"
34,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[1794, 'Yes']","5","r1-age1-all"
35,"trial_1",10.1795166666667,25,"age1-allQUD","seven.wav","[3559, 'No']","11","r1-age1-all"
36,"trial_1",10.1795166666667,25,"age1-allQUD","ten.wav","[1814, 'No']","5","r1-age1-all"
37,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1219, 'No']","0","r1-age1-all"
38,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1072, 'Yes']","13","r1-age1-all"
39,"trial_1",10.1795166666667,25,"age1-allQUD","eleven.wav","[3155, 'Yes']","11","r1-age1-all"
40,"trial_1",10.1795166666667,25,"age1-allQUD","two.wav","[1756, 'Yes']","2","r1-age1-all"
41,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1347, 'No']","11","r1-age1-all"
42,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[1457, 'No']","13","r1-age1-all"
43,"trial_1",10.1795166666667,25,"age1-allQUD","five.wav","[1159, 'Yes']","5","r1-age1-all"
44,"trial_1",10.1795166666667,25,"age1-allQUD","none.wav","[1849, 'No']","11","r1-age1-all"
45,"trial_1",10.1795166666667,25,"age1-allQUD","all.wav","[1411, 'Yes']","13","r1-age1-all"
46,"trial_1",10.1795166666667,25,"age1-allQUD","summa.wav","[1419, 'No']","13","r1-age1-all"
47,"comprehension_check_2",10.1795166666667,25,"age1-allQUD","","[0, 'Empty']","","r1-age1-all"
48,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[1372, 'No']","13","r1-age1-all"
49,"trial_2",10.1795166666667,25,"age1-allQUD","eight.wav","[1819, 'Yes']","8","r1-age1-all"
50,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[1458, 'No']","13","r1-age1-all"
51,"trial_2",10.1795166666667,25,"age1-allQUD","eight.wav","[1138, 'Yes']","8","r1-age1-all"
52,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[1009, 'No']","8","r1-age1-all"
53,"trial_2",10.1795166666667,25,"age1-allQUD","one.wav","[1587, 'No']","11","r1-age1-all"
54,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[1597, 'Yes']","13","r1-age1-all"
55,"trial_2",10.1795166666667,25,"age1-allQUD","three.wav","[1150, 'No']","0","r1-age1-all"
56,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[2216, 'Yes']","2","r1-age1-all"
57,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[1455, 'Yes']","13","r1-age1-all"
58,"trial_2",10.1795166666667,25,"age1-allQUD","ten.wav","[4156, 'No']","13","r1-age1-all"
59,"trial_2",10.1795166666667,25,"age1-allQUD","none.wav","[1256, 'Yes']","0","r1-age1-all"
60,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[1262, 'No']","0","r1-age1-all"
61,"trial_2",10.1795166666667,25,"age1-allQUD","none.wav","[1122, 'No']","13","r1-age1-all"
62,"trial_2",10.1795166666667,25,"age1-allQUD","two.wav","[1215, 'No']","5","r1-age1-all"
63,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[1461, 'No']","5","r1-age1-all"
64,"trial_2",10.1795166666667,25,"age1-allQUD","five.wav","[1229, 'Yes']","5","r1-age1-all"
65,"trial_2",10.1795166666667,25,"age1-allQUD","two.wav","[1578, 'Yes']","2","r1-age1-all"
66,"trial_2",10.1795166666667,25,"age1-allQUD","five.wav","[984, 'No']","13","r1-age1-all"
67,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[1625, 'Yes']","13","r1-age1-all"
68,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[921, 'Yes']","13","r1-age1-all"
69,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[1273, 'No']","11","r1-age1-all"
70,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[1390, 'Yes']","11","r1-age1-all"
71,"trial_2",10.1795166666667,25,"age1-allQUD","twelve.wav","[1284, 'No']","2","r1-age1-all"
72,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[1157, 'No']","0","r1-age1-all"
73,"trial_2",10.1795166666667,25,"age1-allQUD","two.wav","[1056, 'Yes']","2","r1-age1-all"
74,"trial_2",10.1795166666667,25,"age1-allQUD","none.wav","[954, 'No']","2","r1-age1-all"
75,"trial_2",10.1795166666667,25,"age1-allQUD","eleven.wav","[4065, 'Yes']","11","r1-age1-all"
76,"trial_2",10.1795166666667,25,"age1-allQUD","two.wav","[1408, 'No']","8","r1-age1-all"
77,"trial_2",10.1795166666667,25,"age1-allQUD","eight.wav","[2710, 'Yes']","8","r1-age1-all"
78,"trial_2",10.1795166666667,25,"age1-allQUD","none.wav","[1360, 'Yes']","0","r1-age1-all"
79,"trial_2",10.1795166666667,25,"age1-allQUD","nine.wav","[1372, 'No']","5","r1-age1-all"
80,"trial_2",10.1795166666667,25,"age1-allQUD","five.wav","[1237, 'Yes']","5","r1-age1-all"
81,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[1487, 'No']","13","r1-age1-all"
82,"trial_2",10.1795166666667,25,"age1-allQUD","summa.wav","[1267, 'No']","0","r1-age1-all"
83,"trial_2",10.1795166666667,25,"age1-allQUD","all.wav","[964, 'Yes']","13","r1-age1-all"
1,"bot_check",7.46563333333333,26,"age1-allQUD","","[0, 'Barbara']","Barbara","r1-age1-all"
3,"audio_check",7.46563333333333,26,"age1-allQUD","","[0, 'Four']","","r1-age1-all"
4,"comprehension_check_1",7.46563333333333,26,"age1-allQUD","","[0, 'Empty']","","r1-age1-all"
6,"practice_trial",7.46563333333333,26,"age1-allQUD","none.wav","[1834, 'Yes']","13","r1-age1-all"
7,"practice_trial",7.46563333333333,26,"age1-allQUD","all.wav","[80, 'Yes']","13","r1-age1-all"
8,"practice_trial",7.46563333333333,26,"age1-allQUD","all.wav","[3856, 'No']","0","r1-age1-all"
9,"practice_trial",7.46563333333333,26,"age1-allQUD","none.wav","[869, 'No']","0","r1-age1-all"
11,"trial_1",7.46563333333333,26,"age1-allQUD","none.wav","[1411, 'Yes']","8","r1-age1-all"
12,"trial_1",7.46563333333333,26,"age1-allQUD","eight.wav","[2160, 'Yes']","8","r1-age1-all"
13,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[81, 'Yes']","5","r1-age1-all"
14,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[1566486134538, 'No']","13","r1-age1-all"
15,"trial_1",7.46563333333333,26,"age1-allQUD","five.wav","[278, 'No']","0","r1-age1-all"
16,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[1292, 'Yes']","13","r1-age1-all"
17,"trial_1",7.46563333333333,26,"age1-allQUD","two.wav","[1566486147883, 'No']","2","r1-age1-all"
18,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[1566486151371, 'No']","8","r1-age1-all"
19,"trial_1",7.46563333333333,26,"age1-allQUD","eight.wav","[1566486155219, 'Yes']","13","r1-age1-all"
20,"trial_1",7.46563333333333,26,"age1-allQUD","none.wav","[1224, 'No']","0","r1-age1-all"
21,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[1566486164507, 'No']","2","r1-age1-all"
22,"trial_1",7.46563333333333,26,"age1-allQUD","eleven.wav","[1566486167851, 'No']","8","r1-age1-all"
23,"trial_1",7.46563333333333,26,"age1-allQUD","four.wav","[1566486171059, 'No']","5","r1-age1-all"
24,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[1566486174323, 'Yes']","13","r1-age1-all"
25,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[602, 'No']","0","r1-age1-all"
26,"trial_1",7.46563333333333,26,"age1-allQUD","two.wav","[1566486181835, 'No']","2","r1-age1-all"
27,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[1566486185219, 'Yes']","13","r1-age1-all"
28,"trial_1",7.46563333333333,26,"age1-allQUD","thirteen.wav","[473, 'No']","11","r1-age1-all"
29,"trial_1",7.46563333333333,26,"age1-allQUD","two.wav","[1566486192746, 'No']","2","r1-age1-all"
30,"trial_1",7.46563333333333,26,"age1-allQUD","none.wav","[1566486195971, 'Yes']","0","r1-age1-all"
31,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[1877, 'No']","0","r1-age1-all"
32,"trial_1",7.46563333333333,26,"age1-allQUD","two.wav","[758, 'No']","2","r1-age1-all"
33,"trial_1",7.46563333333333,26,"age1-allQUD","eleven.wav","[1566486208395, 'No']","11","r1-age1-all"
34,"trial_1",7.46563333333333,26,"age1-allQUD","none.wav","[1566486211459, 'No']","11","r1-age1-all"
35,"trial_1",7.46563333333333,26,"age1-allQUD","seven.wav","[956, 'No']","11","r1-age1-all"
36,"trial_1",7.46563333333333,26,"age1-allQUD","eleven.wav","[1566486219259, 'No']","0","r1-age1-all"
37,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[1566486222331, 'No']","11","r1-age1-all"
38,"trial_1",7.46563333333333,26,"age1-allQUD","ten.wav","[1566486225403, 'No']","5","r1-age1-all"
39,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[1566486228571, 'Yes']","13","r1-age1-all"
40,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[775, 'Yes']","13","r1-age1-all"
41,"trial_1",7.46563333333333,26,"age1-allQUD","eight.wav","[1566486235602, 'No']","8","r1-age1-all"
42,"trial_1",7.46563333333333,26,"age1-allQUD","five.wav","[2524, 'No']","5","r1-age1-all"
43,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[2423, 'No']","5","r1-age1-all"
44,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[2508, 'No']","0","r1-age1-all"
45,"trial_1",7.46563333333333,26,"age1-allQUD","summa.wav","[2681, 'Yes']","13","r1-age1-all"
46,"trial_1",7.46563333333333,26,"age1-allQUD","all.wav","[1566486250170, 'Yes']","13","r1-age1-all"
47,"comprehension_check_2",7.46563333333333,26,"age1-allQUD","","[0, 'Empty']","","r1-age1-all"
48,"trial_2",7.46563333333333,26,"age1-allQUD","one.wav","[250, 'No']","11","r1-age1-all"
49,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[1566486264363, 'Yes']","13","r1-age1-all"
50,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[389, 'No']","0","r1-age1-all"
51,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[1566486270987, 'Yes']","13","r1-age1-all"
52,"trial_2",7.46563333333333,26,"age1-allQUD","eight.wav","[444, 'No']","8","r1-age1-all"
53,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[1566486277923, 'Yes']","13","r1-age1-all"
54,"trial_2",7.46563333333333,26,"age1-allQUD","five.wav","[1082, 'No']","5","r1-age1-all"
55,"trial_2",7.46563333333333,26,"age1-allQUD","three.wav","[268, 'Yes']","0","r1-age1-all"
56,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[110, 'No']","5","r1-age1-all"
57,"trial_2",7.46563333333333,26,"age1-allQUD","ten.wav","[1566486292499, 'Yes']","13","r1-age1-all"
58,"trial_2",7.46563333333333,26,"age1-allQUD","none.wav","[1566486295387, 'Yes']","13","r1-age1-all"
59,"trial_2",7.46563333333333,26,"age1-allQUD","eight.wav","[2747, 'No']","8","r1-age1-all"
60,"trial_2",7.46563333333333,26,"age1-allQUD","two.wav","[1566486301491, 'No']","5","r1-age1-all"
61,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[2780, 'No']","8","r1-age1-all"
62,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[1566486307530, 'Yes']","13","r1-age1-all"
63,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[2778, 'No']","2","r1-age1-all"
64,"trial_2",7.46563333333333,26,"age1-allQUD","none.wav","[1566486313955, 'No']","0","r1-age1-all"
65,"trial_2",7.46563333333333,26,"age1-allQUD","two.wav","[2617, 'No']","2","r1-age1-all"
66,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[2574, 'Yes']","11","r1-age1-all"
67,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[2676, 'Yes']","13","r1-age1-all"
68,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[2725, 'No']","11","r1-age1-all"
69,"trial_2",7.46563333333333,26,"age1-allQUD","eight.wav","[2675, 'No']","8","r1-age1-all"
70,"trial_2",7.46563333333333,26,"age1-allQUD","twelve.wav","[2579, 'No']","2","r1-age1-all"
71,"trial_2",7.46563333333333,26,"age1-allQUD","two.wav","[2471, 'No']","8","r1-age1-all"
72,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[2592, 'Yes']","13","r1-age1-all"
73,"trial_2",7.46563333333333,26,"age1-allQUD","two.wav","[2541, 'No']","2","r1-age1-all"
74,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[45, 'No']","0","r1-age1-all"
75,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[1566486346267, 'No']","0","r1-age1-all"
76,"trial_2",7.46563333333333,26,"age1-allQUD","none.wav","[2761, 'No']","2","r1-age1-all"
77,"trial_2",7.46563333333333,26,"age1-allQUD","five.wav","[1566486352323, 'Yes']","13","r1-age1-all"
78,"trial_2",7.46563333333333,26,"age1-allQUD","eleven.wav","[2660, 'No']","11","r1-age1-all"
79,"trial_2",7.46563333333333,26,"age1-allQUD","summa.wav","[1566486358347, 'Yes']","13","r1-age1-all"
80,"trial_2",7.46563333333333,26,"age1-allQUD","nine.wav","[1566486361387, 'No']","5","r1-age1-all"
81,"trial_2",7.46563333333333,26,"age1-allQUD","five.wav","[1566486364411, 'No']","5","r1-age1-all"
82,"trial_2",7.46563333333333,26,"age1-allQUD","all.wav","[2628, 'Yes']","13","r1-age1-all"
83,"trial_2",7.46563333333333,26,"age1-allQUD","none.wav","[1918, 'No']","0","r1-age1-all"
1,"bot_check",12.3204833333333,27,"age1-allQUD","","[0, 'Margaret']","Margaret","r1-age1-all"
3,"audio_check",12.3204833333333,27,"age1-allQUD","","[0, 'Four']","","r1-age1-all"
4,"comprehension_check_1",12.3204833333333,27,"age1-allQUD","","[0, 'Empty']","","r1-age1-all"
6,"practice_trial",12.3204833333333,27,"age1-allQUD","none.wav","[3648, 'No']","13","r1-age1-all"
7,"practice_trial",12.3204833333333,27,"age1-allQUD","all.wav","[1207, 'Yes']","13","r1-age1-all"
8,"practice_trial",12.3204833333333,27,"age1-allQUD","all.wav","[1378, 'No']","0","r1-age1-all"
9,"practice_trial",12.3204833333333,27,"age1-allQUD","none.wav","[1311, 'Yes']","0","r1-age1-all"
11,"trial_1",12.3204833333333,27,"age1-allQUD","all.wav","[1423, 'No']","2","r1-age1-all"
12,"trial_1",12.3204833333333,27,"age1-allQUD","two.wav","[2119, 'Yes']","2","r1-age1-all"
13,"trial_1",12.3204833333333,27,"age1-allQUD","five.wav","[2742, 'No']","0","r1-age1-all"
14,"trial_1",12.3204833333333,27,"age1-allQUD","summa.wav","[3190, 'No']","13","r1-age1-all"
15,"trial_1",12.3204833333333,27,"age1-allQUD","all.wav","[1226, 'Yes']","13","r1-age1-all"
16,"trial_1",12.3204833333333,27,"age1-allQUD","two.wav","[1502, 'Yes']","2","r1-age1-all"
17,"trial_1",12.3204833333333,27,"age1-allQUD","summa.wav","[1916, 'No']","0","r1-age1-all"
18,"trial_1",12.3204833333333,27,"age1-allQUD","thirteen.wav","[4563, 'No']","11","r1-age1-all"
19,"trial_1",12.3204833333333,27,"age1-allQUD","eight.wav","[3177, 'Yes']","8","r1-age1-all"
20,"trial_1",12.3204833333333,27,"age1-allQUD","four.wav","[2501, 'No']","5","r1-age1-all"
21,"trial_1",12.3204833333333,27,"age1-allQUD","none.wav","[1195, 'Yes']","0","r1-age1-all"
22,"trial_1",12.3204833333333,27,"age1-allQUD","summa.wav","[2063, 'No']","13","r1-age1-all"
23,"trial_1",12.3204833333333,27,"age1-allQUD","all.wav","[1702, 'No']","5","r1-age1-all"
24,"trial_1",12.3204833333333,27,"age1-allQUD","none.wav","[2073, 'No']","8","r1-age1-all"
25,"trial_1",12.3204833333333,27,"age1-allQUD","eleven.wav","[3821, 'No']","8","r1-age1-all"
26,"trial_1",12.3204833333333,27,"age1-allQUD","summa.wav","[2705, 'Yes']","8","r1-age1-all"
27,"trial_1",12.3204833333333,27,"age1-allQUD","eight.wav","[4135, 'No']","13","r1-age1-all"
28,"trial_1",12.3204833333333,27,"age1-allQUD","all.wav","[1311, 'Yes']","13","r1-age1-all"
29,"trial_1",12.3204833333333,27,"age1-allQUD","ten.wav","[1855, 'No']","5","r1-age1-all"
30,"trial_1",12.3204833333333,27,"age1-allQUD","all.wav","[1860, 'No']","11","r1-age1-all"
31,"trial_1",12.3204833333333,27,"age1-allQUD","all.wav","[1392, 'No']","0","r1-age1-all"
32,"trial_1",12.3204833333333,27,"age1-allQUD","eight.wav","[3140, 'Yes']","8","r1-age1-all"
33,"trial_1",12.3204833333333,27,"age1-allQUD","two.wav","[2004, 'Yes']","2","r1-age1-all"
34,"trial_1",12.3204833333333,27,"age1-allQUD","all.wav","[1969, 'Yes']","13","r1-age1-all"
