"Answer.time_in_minutes","image","audio","response","workerid","Answer.condition","slide_type","slide_number","speaker_cond"
11.91075,"8","eight.wav","[3140, 'Yes']",6,"age1-anyQUD","trial_2",69,"r1-age1-any"
11.91075,"2","two.wav","[1713, 'Yes']",6,"age1-anyQUD","trial_2",70,"r1-age1-any"
11.91075,"5","five.wav","[1600, 'Yes']",6,"age1-anyQUD","trial_2",71,"r1-age1-any"
11.91075,"11","all.wav","[1562, 'No']",6,"age1-anyQUD","trial_2",72,"r1-age1-any"
11.91075,"0","none.wav","[1516, 'Yes']",6,"age1-anyQUD","trial_2",73,"r1-age1-any"
11.91075,"5","nine.wav","[2512, 'No']",6,"age1-anyQUD","trial_2",74,"r1-age1-any"
11.91075,"13","all.wav","[1734, 'Yes']",6,"age1-anyQUD","trial_2",75,"r1-age1-any"
11.91075,"8","two.wav","[1796, 'No']",6,"age1-anyQUD","trial_2",76,"r1-age1-any"
11.91075,"11","summa.wav","[2248, 'Yes']",6,"age1-anyQUD","trial_2",77,"r1-age1-any"
11.91075,"0","summa.wav","[1722, 'No']",6,"age1-anyQUD","trial_2",78,"r1-age1-any"
11.91075,"13","summa.wav","[1560, 'No']",6,"age1-anyQUD","trial_2",79,"r1-age1-any"
11.91075,"11","eleven.wav","[4949, 'Yes']",6,"age1-anyQUD","trial_2",80,"r1-age1-any"
11.91075,"2","none.wav","[1975, 'No']",6,"age1-anyQUD","trial_2",81,"r1-age1-any"
11.91075,"13","five.wav","[2375, 'No']",6,"age1-anyQUD","trial_2",82,"r1-age1-any"
11.91075,"2","twelve.wav","[2265, 'No']",6,"age1-anyQUD","trial_2",83,"r1-age1-any"
9.85105,"Mary","","[0, 'Mary']",7,"age1-anyQUD","bot_check",1,"r1-age1-any"
9.85105,"","","[0, 'Four']",7,"age1-anyQUD","audio_check",3,"r1-age1-any"
9.85105,"","","[0, 'Jam']",7,"age1-anyQUD","comprehension_check_1",4,"r1-age1-any"
9.85105,"13","none.wav","[4380, 'No']",7,"age1-anyQUD","practice_trial",6,"r1-age1-any"
9.85105,"13","all.wav","[2033, 'Yes']",7,"age1-anyQUD","practice_trial",7,"r1-age1-any"
9.85105,"0","all.wav","[2333, 'No']",7,"age1-anyQUD","practice_trial",8,"r1-age1-any"
9.85105,"0","none.wav","[1663, 'Yes']",7,"age1-anyQUD","practice_trial",9,"r1-age1-any"
9.85105,"13","summa.wav","[2145, 'No']",7,"age1-anyQUD","trial_1",11,"r1-age1-any"
9.85105,"8","summa.wav","[2250, 'Yes']",7,"age1-anyQUD","trial_1",12,"r1-age1-any"
9.85105,"0","summa.wav","[1782, 'No']",7,"age1-anyQUD","trial_1",13,"r1-age1-any"
9.85105,"13","all.wav","[1584, 'Yes']",7,"age1-anyQUD","trial_1",14,"r1-age1-any"
9.85105,"13","eight.wav","[4295, 'No']",7,"age1-anyQUD","trial_1",15,"r1-age1-any"
9.85105,"13","summa.wav","[1853, 'No']",7,"age1-anyQUD","trial_1",16,"r1-age1-any"
9.85105,"13","all.wav","[1052, 'Yes']",7,"age1-anyQUD","trial_1",17,"r1-age1-any"
9.85105,"2","two.wav","[2130, 'Yes']",7,"age1-anyQUD","trial_1",18,"r1-age1-any"
9.85105,"0","none.wav","[1956, 'Yes']",7,"age1-anyQUD","trial_1",19,"r1-age1-any"
9.85105,"5","four.wav","[2957, 'No']",7,"age1-anyQUD","trial_1",20,"r1-age1-any"
9.85105,"2","all.wav","[1522, 'No']",7,"age1-anyQUD","trial_1",21,"r1-age1-any"
9.85105,"8","none.wav","[1815, 'No']",7,"age1-anyQUD","trial_1",22,"r1-age1-any"
9.85105,"2","two.wav","[1389, 'Yes']",7,"age1-anyQUD","trial_1",23,"r1-age1-any"
9.85105,"5","all.wav","[1560, 'No']",7,"age1-anyQUD","trial_1",24,"r1-age1-any"
9.85105,"11","thirteen.wav","[4946, 'No']",7,"age1-anyQUD","trial_1",25,"r1-age1-any"
9.85105,"0","five.wav","[1460, 'No']",7,"age1-anyQUD","trial_1",26,"r1-age1-any"
9.85105,"8","eleven.wav","[3887, 'No']",7,"age1-anyQUD","trial_1",27,"r1-age1-any"
9.85105,"8","eight.wav","[2241, 'Yes']",7,"age1-anyQUD","trial_1",28,"r1-age1-any"
9.85105,"5","ten.wav","[1369, 'No']",7,"age1-anyQUD","trial_1",29,"r1-age1-any"
9.85105,"11","none.wav","[2193, 'No']",7,"age1-anyQUD","trial_1",30,"r1-age1-any"
9.85105,"11","seven.wav","[2564, 'No']",7,"age1-anyQUD","trial_1",31,"r1-age1-any"
9.85105,"13","summa.wav","[1735, 'No']",7,"age1-anyQUD","trial_1",32,"r1-age1-any"
9.85105,"11","eleven.wav","[3704, 'Yes']",7,"age1-anyQUD","trial_1",33,"r1-age1-any"
9.85105,"5","summa.wav","[2335, 'Yes']",7,"age1-anyQUD","trial_1",34,"r1-age1-any"
9.85105,"5","five.wav","[1889, 'Yes']",7,"age1-anyQUD","trial_1",35,"r1-age1-any"
9.85105,"13","summa.wav","[1610, 'No']",7,"age1-anyQUD","trial_1",36,"r1-age1-any"
9.85105,"2","two.wav","[1388, 'Yes']",7,"age1-anyQUD","trial_1",37,"r1-age1-any"
9.85105,"8","eight.wav","[2024, 'Yes']",7,"age1-anyQUD","trial_1",38,"r1-age1-any"
9.85105,"0","all.wav","[1412, 'No']",7,"age1-anyQUD","trial_1",39,"r1-age1-any"
9.85105,"0","none.wav","[1231, 'Yes']",7,"age1-anyQUD","trial_1",40,"r1-age1-any"
9.85105,"13","all.wav","[1472, 'Yes']",7,"age1-anyQUD","trial_1",41,"r1-age1-any"
9.85105,"13","all.wav","[2462, 'Yes']",7,"age1-anyQUD","trial_1",42,"r1-age1-any"
9.85105,"2","two.wav","[974, 'Yes']",7,"age1-anyQUD","trial_1",43,"r1-age1-any"
9.85105,"0","summa.wav","[1165, 'No']",7,"age1-anyQUD","trial_1",44,"r1-age1-any"
9.85105,"0","eleven.wav","[1028, 'No']",7,"age1-anyQUD","trial_1",45,"r1-age1-any"
9.85105,"11","all.wav","[1379, 'No']",7,"age1-anyQUD","trial_1",46,"r1-age1-any"
9.85105,"","","[0, 'Jam']",7,"age1-anyQUD","comprehension_check_2",47,"r1-age1-any"
9.85105,"0","summa.wav","[1352, 'No']",7,"age1-anyQUD","trial_2",48,"r1-age1-any"
9.85105,"2","two.wav","[937, 'Yes']",7,"age1-anyQUD","trial_2",49,"r1-age1-any"
9.85105,"13","ten.wav","[1364, 'No']",7,"age1-anyQUD","trial_2",50,"r1-age1-any"
9.85105,"13","summa.wav","[1095, 'No']",7,"age1-anyQUD","trial_2",51,"r1-age1-any"
9.85105,"13","all.wav","[857, 'Yes']",7,"age1-anyQUD","trial_2",52,"r1-age1-any"
9.85105,"11","one.wav","[1255, 'No']",7,"age1-anyQUD","trial_2",53,"r1-age1-any"
9.85105,"0","none.wav","[1687, 'Yes']",7,"age1-anyQUD","trial_2",54,"r1-age1-any"
9.85105,"8","all.wav","[1278, 'No']",7,"age1-anyQUD","trial_2",55,"r1-age1-any"
9.85105,"8","eight.wav","[2295, 'Yes']",7,"age1-anyQUD","trial_2",56,"r1-age1-any"
9.85105,"5","all.wav","[1864, 'No']",7,"age1-anyQUD","trial_2",57,"r1-age1-any"
9.85105,"13","summa.wav","[1713, 'No']",7,"age1-anyQUD","trial_2",58,"r1-age1-any"
9.85105,"0","three.wav","[1034, 'No']",7,"age1-anyQUD","trial_2",59,"r1-age1-any"
9.85105,"5","five.wav","[1200, 'Yes']",7,"age1-anyQUD","trial_2",60,"r1-age1-any"
9.85105,"13","all.wav","[981, 'Yes']",7,"age1-anyQUD","trial_2",61,"r1-age1-any"
9.85105,"5","two.wav","[969, 'No']",7,"age1-anyQUD","trial_2",62,"r1-age1-any"
9.85105,"2","summa.wav","[3582, 'Yes']",7,"age1-anyQUD","trial_2",63,"r1-age1-any"
9.85105,"13","none.wav","[1989, 'No']",7,"age1-anyQUD","trial_2",64,"r1-age1-any"
9.85105,"8","eight.wav","[2282, 'Yes']",7,"age1-anyQUD","trial_2",65,"r1-age1-any"
9.85105,"2","two.wav","[937, 'Yes']",7,"age1-anyQUD","trial_2",66,"r1-age1-any"
9.85105,"2","none.wav","[921, 'No']",7,"age1-anyQUD","trial_2",67,"r1-age1-any"
9.85105,"0","summa.wav","[958, 'No']",7,"age1-anyQUD","trial_2",68,"r1-age1-any"
9.85105,"11","eleven.wav","[3856, 'Yes']",7,"age1-anyQUD","trial_2",69,"r1-age1-any"
9.85105,"11","summa.wav","[1592, 'No']",7,"age1-anyQUD","trial_2",70,"r1-age1-any"
9.85105,"5","five.wav","[1121, 'Yes']",7,"age1-anyQUD","trial_2",71,"r1-age1-any"
9.85105,"8","eight.wav","[1628, 'Yes']",7,"age1-anyQUD","trial_2",72,"r1-age1-any"
9.85105,"11","all.wav","[2077, 'No']",7,"age1-anyQUD","trial_2",73,"r1-age1-any"
9.85105,"0","all.wav","[1658, 'No']",7,"age1-anyQUD","trial_2",74,"r1-age1-any"
9.85105,"2","twelve.wav","[1254, 'No']",7,"age1-anyQUD","trial_2",75,"r1-age1-any"
9.85105,"13","all.wav","[864, 'Yes']",7,"age1-anyQUD","trial_2",76,"r1-age1-any"
9.85105,"0","none.wav","[1328, 'No']",7,"age1-anyQUD","trial_2",77,"r1-age1-any"
9.85105,"13","summa.wav","[2444, 'No']",7,"age1-anyQUD","trial_2",78,"r1-age1-any"
9.85105,"5","nine.wav","[1809, 'No']",7,"age1-anyQUD","trial_2",79,"r1-age1-any"
9.85105,"8","two.wav","[1454, 'No']",7,"age1-anyQUD","trial_2",80,"r1-age1-any"
9.85105,"13","summa.wav","[1571, 'No']",7,"age1-anyQUD","trial_2",81,"r1-age1-any"
9.85105,"13","all.wav","[827, 'Yes']",7,"age1-anyQUD","trial_2",82,"r1-age1-any"
9.85105,"13","five.wav","[930, 'No']",7,"age1-anyQUD","trial_2",83,"r1-age1-any"
11.5755166666667,"Mary","","[0, 'Mary']",8,"age1-anyQUD","bot_check",1,"r1-age1-any"
11.5755166666667,"","","[0, 'Four']",8,"age1-anyQUD","audio_check",3,"r1-age1-any"
11.5755166666667,"","","[0, 'Jam']",8,"age1-anyQUD","comprehension_check_1",4,"r1-age1-any"
11.5755166666667,"13","none.wav","[2666, 'No']",8,"age1-anyQUD","practice_trial",6,"r1-age1-any"
11.5755166666667,"13","all.wav","[1708, 'Yes']",8,"age1-anyQUD","practice_trial",7,"r1-age1-any"
11.5755166666667,"0","all.wav","[2684, 'No']",8,"age1-anyQUD","practice_trial",8,"r1-age1-any"
11.5755166666667,"0","none.wav","[1564, 'Yes']",8,"age1-anyQUD","practice_trial",9,"r1-age1-any"
11.5755166666667,"13","summa.wav","[3819, 'No']",8,"age1-anyQUD","trial_1",11,"r1-age1-any"
11.5755166666667,"8","none.wav","[1715, 'No']",8,"age1-anyQUD","trial_1",12,"r1-age1-any"
11.5755166666667,"5","all.wav","[1660, 'No']",8,"age1-anyQUD","trial_1",13,"r1-age1-any"
11.5755166666667,"8","eleven.wav","[4851, 'No']",8,"age1-anyQUD","trial_1",14,"r1-age1-any"
11.5755166666667,"13","eight.wav","[3060, 'No']",8,"age1-anyQUD","trial_1",15,"r1-age1-any"
11.5755166666667,"0","five.wav","[1698, 'No']",8,"age1-anyQUD","trial_1",16,"r1-age1-any"
11.5755166666667,"8","eight.wav","[2691, 'Yes']",8,"age1-anyQUD","trial_1",17,"r1-age1-any"
11.5755166666667,"8","summa.wav","[1972, 'Yes']",8,"age1-anyQUD","trial_1",18,"r1-age1-any"
11.5755166666667,"13","all.wav","[1380, 'Yes']",8,"age1-anyQUD","trial_1",19,"r1-age1-any"
11.5755166666667,"0","none.wav","[1916, 'Yes']",8,"age1-anyQUD","trial_1",20,"r1-age1-any"
11.5755166666667,"2","all.wav","[1740, 'No']",8,"age1-anyQUD","trial_1",21,"r1-age1-any"
11.5755166666667,"13","summa.wav","[2035, 'No']",8,"age1-anyQUD","trial_1",22,"r1-age1-any"
11.5755166666667,"13","all.wav","[1635, 'Yes']",8,"age1-anyQUD","trial_1",23,"r1-age1-any"
11.5755166666667,"11","thirteen.wav","[5708, 'No']",8,"age1-anyQUD","trial_1",24,"r1-age1-any"
11.5755166666667,"0","summa.wav","[1980, 'No']",8,"age1-anyQUD","trial_1",25,"r1-age1-any"
11.5755166666667,"2","two.wav","[1660, 'Yes']",8,"age1-anyQUD","trial_1",26,"r1-age1-any"
11.5755166666667,"2","two.wav","[1475, 'Yes']",8,"age1-anyQUD","trial_1",27,"r1-age1-any"
11.5755166666667,"5","four.wav","[1826, 'No']",8,"age1-anyQUD","trial_1",28,"r1-age1-any"
11.5755166666667,"8","eight.wav","[1859, 'Yes']",8,"age1-anyQUD","trial_1",29,"r1-age1-any"
11.5755166666667,"5","summa.wav","[1715, 'Yes']",8,"age1-anyQUD","trial_1",30,"r1-age1-any"
11.5755166666667,"11","none.wav","[1323, 'No']",8,"age1-anyQUD","trial_1",31,"r1-age1-any"
11.5755166666667,"13","all.wav","[1011, 'Yes']",8,"age1-anyQUD","trial_1",32,"r1-age1-any"
11.5755166666667,"2","two.wav","[1122, 'Yes']",8,"age1-anyQUD","trial_1",33,"r1-age1-any"
11.5755166666667,"13","all.wav","[899, 'Yes']",8,"age1-anyQUD","trial_1",34,"r1-age1-any"
11.5755166666667,"0","none.wav","[1020, 'Yes']",8,"age1-anyQUD","trial_1",35,"r1-age1-any"
11.5755166666667,"0","all.wav","[948, 'No']",8,"age1-anyQUD","trial_1",36,"r1-age1-any"
11.5755166666667,"0","eleven.wav","[1795, 'No']",8,"age1-anyQUD","trial_1",37,"r1-age1-any"
11.5755166666667,"11","eleven.wav","[3621, 'Yes']",8,"age1-anyQUD","trial_1",38,"r1-age1-any"
11.5755166666667,"11","all.wav","[1251, 'No']",8,"age1-anyQUD","trial_1",39,"r1-age1-any"
11.5755166666667,"13","summa.wav","[1163, 'No']",8,"age1-anyQUD","trial_1",40,"r1-age1-any"
11.5755166666667,"0","summa.wav","[1076, 'No']",8,"age1-anyQUD","trial_1",41,"r1-age1-any"
11.5755166666667,"13","summa.wav","[1195, 'No']",8,"age1-anyQUD","trial_1",42,"r1-age1-any"
11.5755166666667,"5","five.wav","[1611, 'Yes']",8,"age1-anyQUD","trial_1",43,"r1-age1-any"
11.5755166666667,"5","ten.wav","[1190, 'No']",8,"age1-anyQUD","trial_1",44,"r1-age1-any"
11.5755166666667,"2","two.wav","[997, 'Yes']",8,"age1-anyQUD","trial_1",45,"r1-age1-any"
11.5755166666667,"11","seven.wav","[1731, 'No']",8,"age1-anyQUD","trial_1",46,"r1-age1-any"
11.5755166666667,"","","[0, 'Jam']",8,"age1-anyQUD","comprehension_check_2",47,"r1-age1-any"
11.5755166666667,"13","none.wav","[1020, 'No']",8,"age1-anyQUD","trial_2",48,"r1-age1-any"
11.5755166666667,"8","eight.wav","[5980, 'Yes']",8,"age1-anyQUD","trial_2",49,"r1-age1-any"
11.5755166666667,"11","one.wav","[1404, 'No']",8,"age1-anyQUD","trial_2",50,"r1-age1-any"
11.5755166666667,"8","all.wav","[1163, 'No']",8,"age1-anyQUD","trial_2",51,"r1-age1-any"
11.5755166666667,"13","summa.wav","[971, 'No']",8,"age1-anyQUD","trial_2",52,"r1-age1-any"
11.5755166666667,"2","summa.wav","[971, 'No']",8,"age1-anyQUD","trial_2",53,"r1-age1-any"
11.5755166666667,"0","none.wav","[1003, 'No']",8,"age1-anyQUD","trial_2",54,"r1-age1-any"
11.5755166666667,"13","ten.wav","[3538, 'No']",8,"age1-anyQUD","trial_2",55,"r1-age1-any"
11.5755166666667,"8","eight.wav","[3011, 'Yes']",8,"age1-anyQUD","trial_2",56,"r1-age1-any"
11.5755166666667,"5","two.wav","[1126, 'No']",8,"age1-anyQUD","trial_2",57,"r1-age1-any"
11.5755166666667,"0","three.wav","[1075, 'No']",8,"age1-anyQUD","trial_2",58,"r1-age1-any"
11.5755166666667,"13","summa.wav","[1651, 'No']",8,"age1-anyQUD","trial_2",59,"r1-age1-any"
11.5755166666667,"0","summa.wav","[1043, 'No']",8,"age1-anyQUD","trial_2",60,"r1-age1-any"
11.5755166666667,"5","five.wav","[861, 'Yes']",8,"age1-anyQUD","trial_2",61,"r1-age1-any"
11.5755166666667,"5","all.wav","[1019, 'No']",8,"age1-anyQUD","trial_2",62,"r1-age1-any"
11.5755166666667,"2","two.wav","[1092, 'Yes']",8,"age1-anyQUD","trial_2",63,"r1-age1-any"
11.5755166666667,"13","all.wav","[858, 'Yes']",8,"age1-anyQUD","trial_2",64,"r1-age1-any"
11.5755166666667,"13","all.wav","[1315, 'Yes']",8,"age1-anyQUD","trial_2",65,"r1-age1-any"
11.5755166666667,"2","two.wav","[1115, 'Yes']",8,"age1-anyQUD","trial_2",66,"r1-age1-any"
11.5755166666667,"13","summa.wav","[1043, 'No']",8,"age1-anyQUD","trial_2",67,"r1-age1-any"
11.5755166666667,"8","eight.wav","[1738, 'Yes']",8,"age1-anyQUD","trial_2",68,"r1-age1-any"
11.5755166666667,"13","five.wav","[1452, 'No']",8,"age1-anyQUD","trial_2",69,"r1-age1-any"
11.5755166666667,"11","eleven.wav","[3684, 'Yes']",8,"age1-anyQUD","trial_2",70,"r1-age1-any"
11.5755166666667,"2","none.wav","[1204, 'No']",8,"age1-anyQUD","trial_2",71,"r1-age1-any"
11.5755166666667,"0","all.wav","[1211, 'No']",8,"age1-anyQUD","trial_2",72,"r1-age1-any"
11.5755166666667,"0","none.wav","[899, 'Yes']",8,"age1-anyQUD","trial_2",73,"r1-age1-any"
11.5755166666667,"0","summa.wav","[963, 'No']",8,"age1-anyQUD","trial_2",74,"r1-age1-any"
11.5755166666667,"8","two.wav","[1419, 'No']",8,"age1-anyQUD","trial_2",75,"r1-age1-any"
11.5755166666667,"11","all.wav","[1156, 'No']",8,"age1-anyQUD","trial_2",76,"r1-age1-any"
11.5755166666667,"11","summa.wav","[2412, 'Yes']",8,"age1-anyQUD","trial_2",77,"r1-age1-any"
11.5755166666667,"13","summa.wav","[1315, 'No']",8,"age1-anyQUD","trial_2",78,"r1-age1-any"
11.5755166666667,"13","all.wav","[882, 'Yes']",8,"age1-anyQUD","trial_2",79,"r1-age1-any"
11.5755166666667,"2","twelve.wav","[1596, 'No']",8,"age1-anyQUD","trial_2",80,"r1-age1-any"
11.5755166666667,"13","all.wav","[1395, 'Yes']",8,"age1-anyQUD","trial_2",81,"r1-age1-any"
11.5755166666667,"5","nine.wav","[1268, 'No']",8,"age1-anyQUD","trial_2",82,"r1-age1-any"
11.5755166666667,"5","five.wav","[915, 'Yes']",8,"age1-anyQUD","trial_2",83,"r1-age1-any"
10.3160333333333,"Jessica","","[0, 'Jessica']",9,"age1-anyQUD","bot_check",1,"r1-age1-any"
10.3160333333333,"","","[0, 'Four']",9,"age1-anyQUD","audio_check",3,"r1-age1-any"
10.3160333333333,"","","[0, 'Jam']",9,"age1-anyQUD","comprehension_check_1",4,"r1-age1-any"
10.3160333333333,"13","none.wav","[1844, 'No']",9,"age1-anyQUD","practice_trial",6,"r1-age1-any"
10.3160333333333,"13","all.wav","[1676, 'Yes']",9,"age1-anyQUD","practice_trial",7,"r1-age1-any"
10.3160333333333,"0","all.wav","[1667, 'No']",9,"age1-anyQUD","practice_trial",8,"r1-age1-any"
10.3160333333333,"0","none.wav","[1726, 'Yes']",9,"age1-anyQUD","practice_trial",9,"r1-age1-any"
10.3160333333333,"2","two.wav","[1185, 'Yes']",9,"age1-anyQUD","trial_1",11,"r1-age1-any"
10.3160333333333,"13","summa.wav","[3169, 'No']",9,"age1-anyQUD","trial_1",12,"r1-age1-any"
10.3160333333333,"11","thirteen.wav","[11881, 'No']",9,"age1-anyQUD","trial_1",13,"r1-age1-any"
10.3160333333333,"13","all.wav","[1330, 'Yes']",9,"age1-anyQUD","trial_1",14,"r1-age1-any"
10.3160333333333,"2","all.wav","[1278, 'No']",9,"age1-anyQUD","trial_1",15,"r1-age1-any"
10.3160333333333,"0","summa.wav","[1716, 'No']",9,"age1-anyQUD","trial_1",16,"r1-age1-any"
10.3160333333333,"8","none.wav","[1929, 'No']",9,"age1-anyQUD","trial_1",17,"r1-age1-any"
10.3160333333333,"0","none.wav","[1899, 'Yes']",9,"age1-anyQUD","trial_1",18,"r1-age1-any"
10.3160333333333,"5","four.wav","[3167, 'No']",9,"age1-anyQUD","trial_1",19,"r1-age1-any"
10.3160333333333,"5","all.wav","[1536, 'No']",9,"age1-anyQUD","trial_1",20,"r1-age1-any"
10.3160333333333,"13","all.wav","[1270, 'Yes']",9,"age1-anyQUD","trial_1",21,"r1-age1-any"
10.3160333333333,"13","eight.wav","[3325, 'No']",9,"age1-anyQUD","trial_1",22,"r1-age1-any"
10.3160333333333,"8","summa.wav","[2159, 'Yes']",9,"age1-anyQUD","trial_1",23,"r1-age1-any"
10.3160333333333,"0","five.wav","[4881, 'No']",9,"age1-anyQUD","trial_1",24,"r1-age1-any"
10.3160333333333,"2","two.wav","[1400, 'Yes']",9,"age1-anyQUD","trial_1",25,"r1-age1-any"
10.3160333333333,"13","summa.wav","[2833, 'No']",9,"age1-anyQUD","trial_1",26,"r1-age1-any"
10.3160333333333,"8","eight.wav","[2246, 'Yes']",9,"age1-anyQUD","trial_1",27,"r1-age1-any"
10.3160333333333,"8","eleven.wav","[1849, 'No']",9,"age1-anyQUD","trial_1",28,"r1-age1-any"
10.3160333333333,"8","eight.wav","[1829, 'Yes']",9,"age1-anyQUD","trial_1",29,"r1-age1-any"
10.3160333333333,"11","eleven.wav","[4055, 'Yes']",9,"age1-anyQUD","trial_1",30,"r1-age1-any"
10.3160333333333,"11","none.wav","[1681, 'No']",9,"age1-anyQUD","trial_1",31,"r1-age1-any"
10.3160333333333,"2","two.wav","[2298, 'Yes']",9,"age1-anyQUD","trial_1",32,"r1-age1-any"
10.3160333333333,"2","two.wav","[1197, 'Yes']",9,"age1-anyQUD","trial_1",33,"r1-age1-any"
10.3160333333333,"11","all.wav","[1630, 'No']",9,"age1-anyQUD","trial_1",34,"r1-age1-any"
10.3160333333333,"5","summa.wav","[2048, 'Yes']",9,"age1-anyQUD","trial_1",35,"r1-age1-any"
10.3160333333333,"0","summa.wav","[2084, 'No']",9,"age1-anyQUD","trial_1",36,"r1-age1-any"
10.3160333333333,"13","all.wav","[1094, 'Yes']",9,"age1-anyQUD","trial_1",37,"r1-age1-any"
10.3160333333333,"0","none.wav","[1670, 'Yes']",9,"age1-anyQUD","trial_1",38,"r1-age1-any"
10.3160333333333,"13","summa.wav","[4243, 'No']",9,"age1-anyQUD","trial_1",39,"r1-age1-any"
10.3160333333333,"5","five.wav","[1921, 'Yes']",9,"age1-anyQUD","trial_1",40,"r1-age1-any"
10.3160333333333,"0","all.wav","[3400, 'No']",9,"age1-anyQUD","trial_1",41,"r1-age1-any"
10.3160333333333,"5","ten.wav","[2202, 'No']",9,"age1-anyQUD","trial_1",42,"r1-age1-any"
10.3160333333333,"0","eleven.wav","[3454, 'No']",9,"age1-anyQUD","trial_1",43,"r1-age1-any"
10.3160333333333,"13","summa.wav","[15531, 'Yes']",9,"age1-anyQUD","trial_1",44,"r1-age1-any"
10.3160333333333,"13","all.wav","[1943, 'Yes']",9,"age1-anyQUD","trial_1",45,"r1-age1-any"
10.3160333333333,"11","seven.wav","[4947, 'No']",9,"age1-anyQUD","trial_1",46,"r1-age1-any"
10.3160333333333,"","","[0, 'Jam']",9,"age1-anyQUD","comprehension_check_2",47,"r1-age1-any"
10.3160333333333,"2","summa.wav","[8211, 'Yes']",9,"age1-anyQUD","trial_2",48,"r1-age1-any"
10.3160333333333,"11","one.wav","[1917, 'No']",9,"age1-anyQUD","trial_2",49,"r1-age1-any"
10.3160333333333,"13","summa.wav","[4575, 'No']",9,"age1-anyQUD","trial_2",50,"r1-age1-any"
10.3160333333333,"0","three.wav","[2151, 'No']",9,"age1-anyQUD","trial_2",51,"r1-age1-any"
10.3160333333333,"13","all.wav","[1288, 'Yes']",9,"age1-anyQUD","trial_2",52,"r1-age1-any"
10.3160333333333,"8","eight.wav","[2832, 'Yes']",9,"age1-anyQUD","trial_2",53,"r1-age1-any"
10.3160333333333,"8","all.wav","[2161, 'No']",9,"age1-anyQUD","trial_2",54,"r1-age1-any"
10.3160333333333,"13","summa.wav","[2439, 'No']",9,"age1-anyQUD","trial_2",55,"r1-age1-any"
10.3160333333333,"8","eight.wav","[4093, 'Yes']",9,"age1-anyQUD","trial_2",56,"r1-age1-any"
10.3160333333333,"13","none.wav","[1378, 'No']",9,"age1-anyQUD","trial_2",57,"r1-age1-any"
10.3160333333333,"2","two.wav","[1443, 'Yes']",9,"age1-anyQUD","trial_2",58,"r1-age1-any"
10.3160333333333,"5","two.wav","[1394, 'No']",9,"age1-anyQUD","trial_2",59,"r1-age1-any"
10.3160333333333,"13","ten.wav","[4793, 'No']",9,"age1-anyQUD","trial_2",60,"r1-age1-any"
10.3160333333333,"5","five.wav","[1138, 'Yes']",9,"age1-anyQUD","trial_2",61,"r1-age1-any"
10.3160333333333,"0","none.wav","[1665, 'No']",9,"age1-anyQUD","trial_2",62,"r1-age1-any"
10.3160333333333,"0","summa.wav","[1528, 'No']",9,"age1-anyQUD","trial_2",63,"r1-age1-any"
10.3160333333333,"13","all.wav","[1081, 'Yes']",9,"age1-anyQUD","trial_2",64,"r1-age1-any"
10.3160333333333,"5","all.wav","[1445, 'No']",9,"age1-anyQUD","trial_2",65,"r1-age1-any"
10.3160333333333,"5","nine.wav","[1508, 'No']",9,"age1-anyQUD","trial_2",66,"r1-age1-any"
10.3160333333333,"0","all.wav","[1557, 'No']",9,"age1-anyQUD","trial_2",67,"r1-age1-any"
10.3160333333333,"8","eight.wav","[5444, 'Yes']",9,"age1-anyQUD","trial_2",68,"r1-age1-any"
10.3160333333333,"8","two.wav","[1813, 'No']",9,"age1-anyQUD","trial_2",69,"r1-age1-any"
10.3160333333333,"0","none.wav","[3152, 'No']",9,"age1-anyQUD","trial_2",70,"r1-age1-any"
10.3160333333333,"5","five.wav","[1285, 'Yes']",9,"age1-anyQUD","trial_2",71,"r1-age1-any"
10.3160333333333,"2","none.wav","[1326, 'No']",9,"age1-anyQUD","trial_2",72,"r1-age1-any"
10.3160333333333,"13","summa.wav","[1823, 'No']",9,"age1-anyQUD","trial_2",73,"r1-age1-any"
10.3160333333333,"13","all.wav","[1811, 'Yes']",9,"age1-anyQUD","trial_2",74,"r1-age1-any"
10.3160333333333,"13","five.wav","[2029, 'No']",9,"age1-anyQUD","trial_2",75,"r1-age1-any"
10.3160333333333,"11","summa.wav","[2100, 'Yes']",9,"age1-anyQUD","trial_2",76,"r1-age1-any"
10.3160333333333,"11","all.wav","[1346, 'No']",9,"age1-anyQUD","trial_2",77,"r1-age1-any"
10.3160333333333,"0","summa.wav","[1611, 'No']",9,"age1-anyQUD","trial_2",78,"r1-age1-any"
10.3160333333333,"13","all.wav","[1212, 'Yes']",9,"age1-anyQUD","trial_2",79,"r1-age1-any"
10.3160333333333,"13","summa.wav","[2245, 'No']",9,"age1-anyQUD","trial_2",80,"r1-age1-any"
10.3160333333333,"11","eleven.wav","[4409, 'Yes']",9,"age1-anyQUD","trial_2",81,"r1-age1-any"
10.3160333333333,"2","twelve.wav","[1519, 'No']",9,"age1-anyQUD","trial_2",82,"r1-age1-any"
10.3160333333333,"2","two.wav","[1158, 'Yes']",9,"age1-anyQUD","trial_2",83,"r1-age1-any"
9.6585,"Barbara","","[0, 'Barbara']",10,"age1-anyQUD","bot_check",1,"r1-age1-any"
9.6585,"","","[0, 'Four']",10,"age1-anyQUD","audio_check",3,"r1-age1-any"
9.6585,"","","[0, 'Jam']",10,"age1-anyQUD","comprehension_check_1",4,"r1-age1-any"
