"Answer.time_in_minutes","image","audio","response","workerid","Answer.condition","slide_type","slide_number","speaker_cond"
17.6412666666667,"13","summa.wav","[1939, 'No']",35,"age1-anyQUD","trial_2",50,"r1-age1-any"
17.6412666666667,"13","ten.wav","[6043, 'No']",35,"age1-anyQUD","trial_2",51,"r1-age1-any"
17.6412666666667,"13","all.wav","[933, 'Yes']",35,"age1-anyQUD","trial_2",52,"r1-age1-any"
17.6412666666667,"2","two.wav","[1861, 'Yes']",35,"age1-anyQUD","trial_2",53,"r1-age1-any"
17.6412666666667,"13","none.wav","[1797, 'No']",35,"age1-anyQUD","trial_2",54,"r1-age1-any"
17.6412666666667,"8","all.wav","[1814, 'No']",35,"age1-anyQUD","trial_2",55,"r1-age1-any"
17.6412666666667,"8","eight.wav","[3001, 'Yes']",35,"age1-anyQUD","trial_2",56,"r1-age1-any"
17.6412666666667,"8","eight.wav","[3430, 'Yes']",35,"age1-anyQUD","trial_2",57,"r1-age1-any"
17.6412666666667,"5","all.wav","[1928, 'No']",35,"age1-anyQUD","trial_2",58,"r1-age1-any"
17.6412666666667,"13","summa.wav","[1761, 'No']",35,"age1-anyQUD","trial_2",59,"r1-age1-any"
17.6412666666667,"0","summa.wav","[2400, 'No']",35,"age1-anyQUD","trial_2",60,"r1-age1-any"
17.6412666666667,"13","all.wav","[1397, 'Yes']",35,"age1-anyQUD","trial_2",61,"r1-age1-any"
17.6412666666667,"5","five.wav","[2555, 'Yes']",35,"age1-anyQUD","trial_2",62,"r1-age1-any"
17.6412666666667,"0","three.wav","[1915, 'No']",35,"age1-anyQUD","trial_2",63,"r1-age1-any"
17.6412666666667,"11","one.wav","[1772, 'No']",35,"age1-anyQUD","trial_2",64,"r1-age1-any"
17.6412666666667,"5","two.wav","[1711, 'No']",35,"age1-anyQUD","trial_2",65,"r1-age1-any"
17.6412666666667,"13","summa.wav","[1897, 'No']",35,"age1-anyQUD","trial_2",66,"r1-age1-any"
17.6412666666667,"8","eight.wav","[3906, 'Yes']",35,"age1-anyQUD","trial_2",67,"r1-age1-any"
17.6412666666667,"13","summa.wav","[1829, 'No']",35,"age1-anyQUD","trial_2",68,"r1-age1-any"
17.6412666666667,"13","five.wav","[1820, 'No']",35,"age1-anyQUD","trial_2",69,"r1-age1-any"
17.6412666666667,"2","twelve.wav","[1835, 'No']",35,"age1-anyQUD","trial_2",70,"r1-age1-any"
17.6412666666667,"0","summa.wav","[1868, 'No']",35,"age1-anyQUD","trial_2",71,"r1-age1-any"
17.6412666666667,"11","summa.wav","[3092, 'Yes']",35,"age1-anyQUD","trial_2",72,"r1-age1-any"
17.6412666666667,"2","none.wav","[1760, 'No']",35,"age1-anyQUD","trial_2",73,"r1-age1-any"
17.6412666666667,"11","eleven.wav","[4143, 'Yes']",35,"age1-anyQUD","trial_2",74,"r1-age1-any"
17.6412666666667,"2","two.wav","[1923, 'Yes']",35,"age1-anyQUD","trial_2",75,"r1-age1-any"
17.6412666666667,"0","none.wav","[2084, 'Yes']",35,"age1-anyQUD","trial_2",76,"r1-age1-any"
17.6412666666667,"0","all.wav","[1592, 'No']",35,"age1-anyQUD","trial_2",77,"r1-age1-any"
17.6412666666667,"13","all.wav","[1619, 'Yes']",35,"age1-anyQUD","trial_2",78,"r1-age1-any"
17.6412666666667,"11","all.wav","[1665, 'No']",35,"age1-anyQUD","trial_2",79,"r1-age1-any"
17.6412666666667,"13","all.wav","[1525, 'Yes']",35,"age1-anyQUD","trial_2",80,"r1-age1-any"
17.6412666666667,"5","five.wav","[3234, 'Yes']",35,"age1-anyQUD","trial_2",81,"r1-age1-any"
17.6412666666667,"5","nine.wav","[2281, 'No']",35,"age1-anyQUD","trial_2",82,"r1-age1-any"
17.6412666666667,"8","two.wav","[1847, 'No']",35,"age1-anyQUD","trial_2",83,"r1-age1-any"
22.1684166666667,"Elizabeth","","[0, 'Elizabeth']",36,"age1-anyQUD","bot_check",1,"r1-age1-any"
22.1684166666667,"","","[0, 'Four']",36,"age1-anyQUD","audio_check",3,"r1-age1-any"
22.1684166666667,"","","[0, 'Jam']",36,"age1-anyQUD","comprehension_check_1",4,"r1-age1-any"
22.1684166666667,"13","none.wav","[2665, 'No']",36,"age1-anyQUD","practice_trial",6,"r1-age1-any"
22.1684166666667,"13","all.wav","[2125, 'Yes']",36,"age1-anyQUD","practice_trial",7,"r1-age1-any"
22.1684166666667,"0","all.wav","[1664, 'No']",36,"age1-anyQUD","practice_trial",8,"r1-age1-any"
22.1684166666667,"0","none.wav","[4186, 'Yes']",36,"age1-anyQUD","practice_trial",9,"r1-age1-any"
22.1684166666667,"13","all.wav","[1820, 'Yes']",36,"age1-anyQUD","trial_1",11,"r1-age1-any"
22.1684166666667,"5","four.wav","[2877, 'No']",36,"age1-anyQUD","trial_1",12,"r1-age1-any"
22.1684166666667,"0","summa.wav","[2451, 'No']",36,"age1-anyQUD","trial_1",13,"r1-age1-any"
22.1684166666667,"13","summa.wav","[2632, 'No']",36,"age1-anyQUD","trial_1",14,"r1-age1-any"
22.1684166666667,"0","five.wav","[2268, 'No']",36,"age1-anyQUD","trial_1",15,"r1-age1-any"
22.1684166666667,"2","two.wav","[1734, 'Yes']",36,"age1-anyQUD","trial_1",16,"r1-age1-any"
22.1684166666667,"8","eight.wav","[4131, 'Yes']",36,"age1-anyQUD","trial_1",17,"r1-age1-any"
22.1684166666667,"8","none.wav","[2798, 'No']",36,"age1-anyQUD","trial_1",18,"r1-age1-any"
22.1684166666667,"5","all.wav","[1935, 'No']",36,"age1-anyQUD","trial_1",19,"r1-age1-any"
22.1684166666667,"2","all.wav","[1553, 'No']",36,"age1-anyQUD","trial_1",20,"r1-age1-any"
22.1684166666667,"2","two.wav","[1659, 'Yes']",36,"age1-anyQUD","trial_1",21,"r1-age1-any"
22.1684166666667,"11","thirteen.wav","[12976, 'No']",36,"age1-anyQUD","trial_1",22,"r1-age1-any"
22.1684166666667,"0","none.wav","[2355, 'Yes']",36,"age1-anyQUD","trial_1",23,"r1-age1-any"
22.1684166666667,"13","eight.wav","[2129, 'No']",36,"age1-anyQUD","trial_1",24,"r1-age1-any"
22.1684166666667,"13","all.wav","[1500, 'Yes']",36,"age1-anyQUD","trial_1",25,"r1-age1-any"
22.1684166666667,"8","summa.wav","[3122, 'Yes']",36,"age1-anyQUD","trial_1",26,"r1-age1-any"
22.1684166666667,"13","summa.wav","[1671, 'No']",36,"age1-anyQUD","trial_1",27,"r1-age1-any"
22.1684166666667,"8","eleven.wav","[6302, 'No']",36,"age1-anyQUD","trial_1",28,"r1-age1-any"
22.1684166666667,"5","ten.wav","[1719, 'No']",36,"age1-anyQUD","trial_1",29,"r1-age1-any"
22.1684166666667,"13","summa.wav","[1548, 'No']",36,"age1-anyQUD","trial_1",30,"r1-age1-any"
22.1684166666667,"11","none.wav","[3065, 'No']",36,"age1-anyQUD","trial_1",31,"r1-age1-any"
22.1684166666667,"5","five.wav","[2914, 'Yes']",36,"age1-anyQUD","trial_1",32,"r1-age1-any"
22.1684166666667,"2","two.wav","[1678, 'Yes']",36,"age1-anyQUD","trial_1",33,"r1-age1-any"
22.1684166666667,"11","eleven.wav","[8348, 'Yes']",36,"age1-anyQUD","trial_1",34,"r1-age1-any"
22.1684166666667,"0","all.wav","[1882, 'No']",36,"age1-anyQUD","trial_1",35,"r1-age1-any"
22.1684166666667,"0","none.wav","[2019, 'Yes']",36,"age1-anyQUD","trial_1",36,"r1-age1-any"
22.1684166666667,"8","eight.wav","[5232, 'Yes']",36,"age1-anyQUD","trial_1",37,"r1-age1-any"
22.1684166666667,"13","summa.wav","[1813, 'No']",36,"age1-anyQUD","trial_1",38,"r1-age1-any"
22.1684166666667,"11","seven.wav","[5667, 'No']",36,"age1-anyQUD","trial_1",39,"r1-age1-any"
22.1684166666667,"5","summa.wav","[1974, 'Yes']",36,"age1-anyQUD","trial_1",40,"r1-age1-any"
22.1684166666667,"11","all.wav","[1737, 'No']",36,"age1-anyQUD","trial_1",41,"r1-age1-any"
22.1684166666667,"13","all.wav","[1573, 'Yes']",36,"age1-anyQUD","trial_1",42,"r1-age1-any"
22.1684166666667,"2","two.wav","[1368, 'Yes']",36,"age1-anyQUD","trial_1",43,"r1-age1-any"
22.1684166666667,"0","summa.wav","[1532, 'No']",36,"age1-anyQUD","trial_1",44,"r1-age1-any"
22.1684166666667,"0","eleven.wav","[2179, 'No']",36,"age1-anyQUD","trial_1",45,"r1-age1-any"
22.1684166666667,"13","all.wav","[3175, 'Yes']",36,"age1-anyQUD","trial_1",46,"r1-age1-any"
22.1684166666667,"","","[0, 'Jam']",36,"age1-anyQUD","comprehension_check_2",47,"r1-age1-any"
22.1684166666667,"8","eight.wav","[5324, 'Yes']",36,"age1-anyQUD","trial_2",48,"r1-age1-any"
22.1684166666667,"2","two.wav","[1463, 'Yes']",36,"age1-anyQUD","trial_2",49,"r1-age1-any"
22.1684166666667,"13","ten.wav","[5232, 'No']",36,"age1-anyQUD","trial_2",50,"r1-age1-any"
22.1684166666667,"0","none.wav","[2278, 'Yes']",36,"age1-anyQUD","trial_2",51,"r1-age1-any"
22.1684166666667,"5","all.wav","[1460, 'No']",36,"age1-anyQUD","trial_2",52,"r1-age1-any"
22.1684166666667,"13","all.wav","[1740, 'Yes']",36,"age1-anyQUD","trial_2",53,"r1-age1-any"
22.1684166666667,"8","all.wav","[1462, 'No']",36,"age1-anyQUD","trial_2",54,"r1-age1-any"
22.1684166666667,"13","summa.wav","[1517, 'No']",36,"age1-anyQUD","trial_2",55,"r1-age1-any"
22.1684166666667,"13","none.wav","[5766, 'No']",36,"age1-anyQUD","trial_2",56,"r1-age1-any"
22.1684166666667,"5","five.wav","[5264, 'Yes']",36,"age1-anyQUD","trial_2",57,"r1-age1-any"
22.1684166666667,"2","summa.wav","[2766, 'No']",36,"age1-anyQUD","trial_2",58,"r1-age1-any"
22.1684166666667,"13","all.wav","[3230, 'Yes']",36,"age1-anyQUD","trial_2",59,"r1-age1-any"
22.1684166666667,"0","summa.wav","[3627, 'No']",36,"age1-anyQUD","trial_2",60,"r1-age1-any"
22.1684166666667,"0","three.wav","[2179, 'No']",36,"age1-anyQUD","trial_2",61,"r1-age1-any"
22.1684166666667,"8","eight.wav","[4453, 'Yes']",36,"age1-anyQUD","trial_2",62,"r1-age1-any"
22.1684166666667,"5","two.wav","[4574, 'No']",36,"age1-anyQUD","trial_2",63,"r1-age1-any"
22.1684166666667,"11","one.wav","[3327, 'No']",36,"age1-anyQUD","trial_2",64,"r1-age1-any"
22.1684166666667,"13","summa.wav","[2173, 'No']",36,"age1-anyQUD","trial_2",65,"r1-age1-any"
22.1684166666667,"11","all.wav","[1780, 'No']",36,"age1-anyQUD","trial_2",66,"r1-age1-any"
22.1684166666667,"2","twelve.wav","[1387, 'No']",36,"age1-anyQUD","trial_2",67,"r1-age1-any"
22.1684166666667,"11","summa.wav","[2412, 'Yes']",36,"age1-anyQUD","trial_2",68,"r1-age1-any"
22.1684166666667,"5","nine.wav","[1723, 'No']",36,"age1-anyQUD","trial_2",69,"r1-age1-any"
22.1684166666667,"13","summa.wav","[2122, 'No']",36,"age1-anyQUD","trial_2",70,"r1-age1-any"
22.1684166666667,"0","summa.wav","[1451, 'No']",36,"age1-anyQUD","trial_2",71,"r1-age1-any"
22.1684166666667,"2","none.wav","[1555, 'No']",36,"age1-anyQUD","trial_2",72,"r1-age1-any"
22.1684166666667,"8","two.wav","[1814, 'No']",36,"age1-anyQUD","trial_2",73,"r1-age1-any"
22.1684166666667,"11","eleven.wav","[7857, 'Yes']",36,"age1-anyQUD","trial_2",74,"r1-age1-any"
22.1684166666667,"13","summa.wav","[3895, 'No']",36,"age1-anyQUD","trial_2",75,"r1-age1-any"
22.1684166666667,"5","five.wav","[3363, 'Yes']",36,"age1-anyQUD","trial_2",76,"r1-age1-any"
22.1684166666667,"13","all.wav","[3525, 'Yes']",36,"age1-anyQUD","trial_2",77,"r1-age1-any"
22.1684166666667,"13","all.wav","[1166, 'Yes']",36,"age1-anyQUD","trial_2",78,"r1-age1-any"
22.1684166666667,"2","two.wav","[1266, 'Yes']",36,"age1-anyQUD","trial_2",79,"r1-age1-any"
22.1684166666667,"13","five.wav","[3709, 'No']",36,"age1-anyQUD","trial_2",80,"r1-age1-any"
22.1684166666667,"0","none.wav","[2259, 'Yes']",36,"age1-anyQUD","trial_2",81,"r1-age1-any"
22.1684166666667,"0","all.wav","[1819, 'No']",36,"age1-anyQUD","trial_2",82,"r1-age1-any"
22.1684166666667,"8","eight.wav","[4182, 'Yes']",36,"age1-anyQUD","trial_2",83,"r1-age1-any"
9.50568333333333,"Margaret","","[0, 'Margaret']",37,"age1-anyQUD","bot_check",1,"r1-age1-any"
9.50568333333333,"","","[0, 'Four']",37,"age1-anyQUD","audio_check",3,"r1-age1-any"
9.50568333333333,"","","[0, 'Jam']",37,"age1-anyQUD","comprehension_check_1",4,"r1-age1-any"
9.50568333333333,"13","none.wav","[1986, 'No']",37,"age1-anyQUD","practice_trial",6,"r1-age1-any"
9.50568333333333,"13","all.wav","[1918, 'Yes']",37,"age1-anyQUD","practice_trial",7,"r1-age1-any"
9.50568333333333,"0","all.wav","[1591, 'No']",37,"age1-anyQUD","practice_trial",8,"r1-age1-any"
9.50568333333333,"0","none.wav","[1430, 'Yes']",37,"age1-anyQUD","practice_trial",9,"r1-age1-any"
9.50568333333333,"2","all.wav","[1915, 'No']",37,"age1-anyQUD","trial_1",11,"r1-age1-any"
9.50568333333333,"0","five.wav","[1807, 'No']",37,"age1-anyQUD","trial_1",12,"r1-age1-any"
9.50568333333333,"8","none.wav","[1610, 'No']",37,"age1-anyQUD","trial_1",13,"r1-age1-any"
9.50568333333333,"13","summa.wav","[2283, 'No']",37,"age1-anyQUD","trial_1",14,"r1-age1-any"
9.50568333333333,"8","eight.wav","[2480, 'Yes']",37,"age1-anyQUD","trial_1",15,"r1-age1-any"
9.50568333333333,"0","none.wav","[1598, 'Yes']",37,"age1-anyQUD","trial_1",16,"r1-age1-any"
9.50568333333333,"5","four.wav","[1895, 'No']",37,"age1-anyQUD","trial_1",17,"r1-age1-any"
9.50568333333333,"13","all.wav","[1478, 'Yes']",37,"age1-anyQUD","trial_1",18,"r1-age1-any"
9.50568333333333,"2","two.wav","[1305, 'Yes']",37,"age1-anyQUD","trial_1",19,"r1-age1-any"
9.50568333333333,"2","two.wav","[983, 'Yes']",37,"age1-anyQUD","trial_1",20,"r1-age1-any"
9.50568333333333,"13","all.wav","[1001, 'Yes']",37,"age1-anyQUD","trial_1",21,"r1-age1-any"
9.50568333333333,"0","summa.wav","[1337, 'No']",37,"age1-anyQUD","trial_1",22,"r1-age1-any"
9.50568333333333,"8","summa.wav","[2190, 'Yes']",37,"age1-anyQUD","trial_1",23,"r1-age1-any"
9.50568333333333,"5","all.wav","[1625, 'No']",37,"age1-anyQUD","trial_1",24,"r1-age1-any"
9.50568333333333,"13","eight.wav","[3545, 'No']",37,"age1-anyQUD","trial_1",25,"r1-age1-any"
9.50568333333333,"11","thirteen.wav","[4215, 'No']",37,"age1-anyQUD","trial_1",26,"r1-age1-any"
9.50568333333333,"8","eleven.wav","[2681, 'No']",37,"age1-anyQUD","trial_1",27,"r1-age1-any"
9.50568333333333,"13","summa.wav","[2179, 'No']",37,"age1-anyQUD","trial_1",28,"r1-age1-any"
9.50568333333333,"5","five.wav","[1369, 'Yes']",37,"age1-anyQUD","trial_1",29,"r1-age1-any"
9.50568333333333,"0","summa.wav","[1476, 'No']",37,"age1-anyQUD","trial_1",30,"r1-age1-any"
9.50568333333333,"0","all.wav","[1134, 'No']",37,"age1-anyQUD","trial_1",31,"r1-age1-any"
9.50568333333333,"5","ten.wav","[1688, 'No']",37,"age1-anyQUD","trial_1",32,"r1-age1-any"
9.50568333333333,"5","summa.wav","[1546, 'Yes']",37,"age1-anyQUD","trial_1",33,"r1-age1-any"
9.50568333333333,"0","eleven.wav","[1359, 'No']",37,"age1-anyQUD","trial_1",34,"r1-age1-any"
9.50568333333333,"13","all.wav","[1214, 'Yes']",37,"age1-anyQUD","trial_1",35,"r1-age1-any"
9.50568333333333,"8","eight.wav","[2479, 'Yes']",37,"age1-anyQUD","trial_1",36,"r1-age1-any"
9.50568333333333,"13","all.wav","[1091, 'Yes']",37,"age1-anyQUD","trial_1",37,"r1-age1-any"
9.50568333333333,"0","none.wav","[1298, 'Yes']",37,"age1-anyQUD","trial_1",38,"r1-age1-any"
9.50568333333333,"11","seven.wav","[1740, 'No']",37,"age1-anyQUD","trial_1",39,"r1-age1-any"
9.50568333333333,"11","none.wav","[1650, 'No']",37,"age1-anyQUD","trial_1",40,"r1-age1-any"
9.50568333333333,"13","summa.wav","[3047, 'No']",37,"age1-anyQUD","trial_1",41,"r1-age1-any"
9.50568333333333,"2","two.wav","[1175, 'Yes']",37,"age1-anyQUD","trial_1",42,"r1-age1-any"
9.50568333333333,"2","two.wav","[1222, 'Yes']",37,"age1-anyQUD","trial_1",43,"r1-age1-any"
9.50568333333333,"11","all.wav","[1504, 'No']",37,"age1-anyQUD","trial_1",44,"r1-age1-any"
9.50568333333333,"13","summa.wav","[2466, 'No']",37,"age1-anyQUD","trial_1",45,"r1-age1-any"
9.50568333333333,"11","eleven.wav","[3735, 'Yes']",37,"age1-anyQUD","trial_1",46,"r1-age1-any"
9.50568333333333,"","","[0, 'Jam']",37,"age1-anyQUD","comprehension_check_2",47,"r1-age1-any"
9.50568333333333,"2","summa.wav","[1668, 'Yes']",37,"age1-anyQUD","trial_2",48,"r1-age1-any"
9.50568333333333,"11","one.wav","[1416, 'No']",37,"age1-anyQUD","trial_2",49,"r1-age1-any"
9.50568333333333,"0","three.wav","[1492, 'No']",37,"age1-anyQUD","trial_2",50,"r1-age1-any"
9.50568333333333,"13","summa.wav","[2153, 'No']",37,"age1-anyQUD","trial_2",51,"r1-age1-any"
9.50568333333333,"5","all.wav","[1503, 'No']",37,"age1-anyQUD","trial_2",52,"r1-age1-any"
9.50568333333333,"13","summa.wav","[2559, 'No']",37,"age1-anyQUD","trial_2",53,"r1-age1-any"
9.50568333333333,"5","two.wav","[1604, 'No']",37,"age1-anyQUD","trial_2",54,"r1-age1-any"
9.50568333333333,"8","eight.wav","[2772, 'Yes']",37,"age1-anyQUD","trial_2",55,"r1-age1-any"
9.50568333333333,"8","eight.wav","[1668, 'Yes']",37,"age1-anyQUD","trial_2",56,"r1-age1-any"
9.50568333333333,"13","all.wav","[1312, 'Yes']",37,"age1-anyQUD","trial_2",57,"r1-age1-any"
9.50568333333333,"13","ten.wav","[3965, 'No']",37,"age1-anyQUD","trial_2",58,"r1-age1-any"
9.50568333333333,"0","none.wav","[1252, 'Yes']",37,"age1-anyQUD","trial_2",59,"r1-age1-any"
9.50568333333333,"2","two.wav","[1132, 'Yes']",37,"age1-anyQUD","trial_2",60,"r1-age1-any"
9.50568333333333,"8","all.wav","[1314, 'No']",37,"age1-anyQUD","trial_2",61,"r1-age1-any"
9.50568333333333,"13","all.wav","[1343, 'Yes']",37,"age1-anyQUD","trial_2",62,"r1-age1-any"
9.50568333333333,"5","five.wav","[1324, 'Yes']",37,"age1-anyQUD","trial_2",63,"r1-age1-any"
9.50568333333333,"13","none.wav","[1764, 'No']",37,"age1-anyQUD","trial_2",64,"r1-age1-any"
9.50568333333333,"0","summa.wav","[1749, 'No']",37,"age1-anyQUD","trial_2",65,"r1-age1-any"
9.50568333333333,"2","none.wav","[1126, 'No']",37,"age1-anyQUD","trial_2",66,"r1-age1-any"
9.50568333333333,"8","eight.wav","[1865, 'Yes']",37,"age1-anyQUD","trial_2",67,"r1-age1-any"
9.50568333333333,"13","all.wav","[1054, 'Yes']",37,"age1-anyQUD","trial_2",68,"r1-age1-any"
9.50568333333333,"0","summa.wav","[1454, 'No']",37,"age1-anyQUD","trial_2",69,"r1-age1-any"
9.50568333333333,"0","none.wav","[2772, 'Yes']",37,"age1-anyQUD","trial_2",70,"r1-age1-any"
9.50568333333333,"11","summa.wav","[1421, 'Yes']",37,"age1-anyQUD","trial_2",71,"r1-age1-any"
9.50568333333333,"13","summa.wav","[1540, 'Yes']",37,"age1-anyQUD","trial_2",72,"r1-age1-any"
9.50568333333333,"5","nine.wav","[1585, 'No']",37,"age1-anyQUD","trial_2",73,"r1-age1-any"
9.50568333333333,"2","twelve.wav","[1410, 'No']",37,"age1-anyQUD","trial_2",74,"r1-age1-any"
9.50568333333333,"8","two.wav","[1237, 'No']",37,"age1-anyQUD","trial_2",75,"r1-age1-any"
9.50568333333333,"11","all.wav","[1363, 'No']",37,"age1-anyQUD","trial_2",76,"r1-age1-any"
9.50568333333333,"13","all.wav","[1432, 'Yes']",37,"age1-anyQUD","trial_2",77,"r1-age1-any"
9.50568333333333,"0","all.wav","[1215, 'No']",37,"age1-anyQUD","trial_2",78,"r1-age1-any"
9.50568333333333,"5","five.wav","[1146, 'Yes']",37,"age1-anyQUD","trial_2",79,"r1-age1-any"
9.50568333333333,"2","two.wav","[1004, 'Yes']",37,"age1-anyQUD","trial_2",80,"r1-age1-any"
9.50568333333333,"11","eleven.wav","[3531, 'Yes']",37,"age1-anyQUD","trial_2",81,"r1-age1-any"
9.50568333333333,"13","five.wav","[1329, 'No']",37,"age1-anyQUD","trial_2",82,"r1-age1-any"
9.50568333333333,"13","summa.wav","[1711, 'No']",37,"age1-anyQUD","trial_2",83,"r1-age1-any"
11.9573166666667,"Barbara","","[0, 'Barbara']",38,"age1-anyQUD","bot_check",1,"r1-age1-any"
11.9573166666667,"","","[0, 'Four']",38,"age1-anyQUD","audio_check",3,"r1-age1-any"
11.9573166666667,"","","[0, 'Jam']",38,"age1-anyQUD","comprehension_check_1",4,"r1-age1-any"
11.9573166666667,"13","none.wav","[1668, 'No']",38,"age1-anyQUD","practice_trial",6,"r1-age1-any"
11.9573166666667,"13","all.wav","[1362, 'Yes']",38,"age1-anyQUD","practice_trial",7,"r1-age1-any"
11.9573166666667,"0","all.wav","[1502, 'No']",38,"age1-anyQUD","practice_trial",8,"r1-age1-any"
11.9573166666667,"0","none.wav","[1739, 'Yes']",38,"age1-anyQUD","practice_trial",9,"r1-age1-any"
11.9573166666667,"2","all.wav","[5477, 'Yes']",38,"age1-anyQUD","trial_1",11,"r1-age1-any"
11.9573166666667,"13","summa.wav","[1651, 'No']",38,"age1-anyQUD","trial_1",12,"r1-age1-any"
11.9573166666667,"5","four.wav","[3000, 'No']",38,"age1-anyQUD","trial_1",13,"r1-age1-any"
11.9573166666667,"13","all.wav","[1572, 'Yes']",38,"age1-anyQUD","trial_1",14,"r1-age1-any"
11.9573166666667,"13","summa.wav","[1024, 'No']",38,"age1-anyQUD","trial_1",15,"r1-age1-any"
11.9573166666667,"0","none.wav","[1525, 'Yes']",38,"age1-anyQUD","trial_1",16,"r1-age1-any"
11.9573166666667,"13","eight.wav","[3658, 'No']",38,"age1-anyQUD","trial_1",17,"r1-age1-any"
11.9573166666667,"8","eight.wav","[2417, 'Yes']",38,"age1-anyQUD","trial_1",18,"r1-age1-any"
11.9573166666667,"0","summa.wav","[1411, 'No']",38,"age1-anyQUD","trial_1",19,"r1-age1-any"
11.9573166666667,"0","five.wav","[1155, 'No']",38,"age1-anyQUD","trial_1",20,"r1-age1-any"
11.9573166666667,"11","thirteen.wav","[6801, 'No']",38,"age1-anyQUD","trial_1",21,"r1-age1-any"
11.9573166666667,"2","two.wav","[1011, 'Yes']",38,"age1-anyQUD","trial_1",22,"r1-age1-any"
11.9573166666667,"8","none.wav","[1517, 'No']",38,"age1-anyQUD","trial_1",23,"r1-age1-any"
11.9573166666667,"2","two.wav","[1144, 'Yes']",38,"age1-anyQUD","trial_1",24,"r1-age1-any"
11.9573166666667,"13","all.wav","[1083, 'Yes']",38,"age1-anyQUD","trial_1",25,"r1-age1-any"
11.9573166666667,"8","summa.wav","[1288, 'Yes']",38,"age1-anyQUD","trial_1",26,"r1-age1-any"
11.9573166666667,"8","eleven.wav","[3257, 'No']",38,"age1-anyQUD","trial_1",27,"r1-age1-any"
11.9573166666667,"5","all.wav","[1301, 'No']",38,"age1-anyQUD","trial_1",28,"r1-age1-any"
11.9573166666667,"5","ten.wav","[1417, 'No']",38,"age1-anyQUD","trial_1",29,"r1-age1-any"
11.9573166666667,"13","all.wav","[1009, 'Yes']",38,"age1-anyQUD","trial_1",30,"r1-age1-any"
11.9573166666667,"11","none.wav","[1340, 'No']",38,"age1-anyQUD","trial_1",31,"r1-age1-any"
11.9573166666667,"11","eleven.wav","[3988, 'Yes']",38,"age1-anyQUD","trial_1",32,"r1-age1-any"
11.9573166666667,"13","summa.wav","[7050, 'No']",38,"age1-anyQUD","trial_1",33,"r1-age1-any"
11.9573166666667,"11","seven.wav","[3532, 'No']",38,"age1-anyQUD","trial_1",34,"r1-age1-any"
11.9573166666667,"5","five.wav","[1786, 'Yes']",38,"age1-anyQUD","trial_1",35,"r1-age1-any"
11.9573166666667,"2","two.wav","[1388, 'Yes']",38,"age1-anyQUD","trial_1",36,"r1-age1-any"
11.9573166666667,"0","eleven.wav","[1092, 'No']",38,"age1-anyQUD","trial_1",37,"r1-age1-any"
11.9573166666667,"5","summa.wav","[1370, 'Yes']",38,"age1-anyQUD","trial_1",38,"r1-age1-any"
11.9573166666667,"0","none.wav","[1003, 'No']",38,"age1-anyQUD","trial_1",39,"r1-age1-any"
11.9573166666667,"2","two.wav","[1294, 'Yes']",38,"age1-anyQUD","trial_1",40,"r1-age1-any"
11.9573166666667,"0","summa.wav","[1591, 'No']",38,"age1-anyQUD","trial_1",41,"r1-age1-any"
11.9573166666667,"8","eight.wav","[2072, 'Yes']",38,"age1-anyQUD","trial_1",42,"r1-age1-any"
11.9573166666667,"11","all.wav","[1388, 'No']",38,"age1-anyQUD","trial_1",43,"r1-age1-any"
11.9573166666667,"0","all.wav","[2486, 'No']",38,"age1-anyQUD","trial_1",44,"r1-age1-any"
11.9573166666667,"13","summa.wav","[3758, 'No']",38,"age1-anyQUD","trial_1",45,"r1-age1-any"
11.9573166666667,"13","all.wav","[949, 'Yes']",38,"age1-anyQUD","trial_1",46,"r1-age1-any"
11.9573166666667,"","","[0, 'Jam']",38,"age1-anyQUD","comprehension_check_2",47,"r1-age1-any"
11.9573166666667,"0","summa.wav","[2838, 'No']",38,"age1-anyQUD","trial_2",48,"r1-age1-any"
11.9573166666667,"5","all.wav","[2085, 'No']",38,"age1-anyQUD","trial_2",49,"r1-age1-any"
11.9573166666667,"13","summa.wav","[2094, 'No']",38,"age1-anyQUD","trial_2",50,"r1-age1-any"
11.9573166666667,"5","two.wav","[1390, 'No']",38,"age1-anyQUD","trial_2",51,"r1-age1-any"
11.9573166666667,"8","eight.wav","[5437, 'Yes']",38,"age1-anyQUD","trial_2",52,"r1-age1-any"
11.9573166666667,"2","two.wav","[1172, 'Yes']",38,"age1-anyQUD","trial_2",53,"r1-age1-any"
11.9573166666667,"0","none.wav","[1376, 'Yes']",38,"age1-anyQUD","trial_2",54,"r1-age1-any"
11.9573166666667,"8","eight.wav","[3166, 'Yes']",38,"age1-anyQUD","trial_2",55,"r1-age1-any"
11.9573166666667,"8","all.wav","[1315, 'No']",38,"age1-anyQUD","trial_2",56,"r1-age1-any"
11.9573166666667,"13","all.wav","[1465, 'Yes']",38,"age1-anyQUD","trial_2",57,"r1-age1-any"
11.9573166666667,"2","summa.wav","[1500, 'Yes']",38,"age1-anyQUD","trial_2",58,"r1-age1-any"
11.9573166666667,"13","none.wav","[1576, 'No']",38,"age1-anyQUD","trial_2",59,"r1-age1-any"
11.9573166666667,"13","ten.wav","[6179, 'No']",38,"age1-anyQUD","trial_2",60,"r1-age1-any"
11.9573166666667,"0","three.wav","[2145, 'No']",38,"age1-anyQUD","trial_2",61,"r1-age1-any"
