"","audio","Answer.condition","Answer.time_in_minutes","workerid","rawRT","key","slide_type","image","slide_number","logRT","rt"
"28","summa.wav","all_QUD",14.44035,403,1757,"Yes","trial_2","13",55,7.4713630881871,1757
"29","summa.wav","all_QUD",14.44035,403,1677,"Yes","trial_2","13",63,7.42476176182321,1677
"30","summa.wav","all_QUD",14.44035,403,1997,"Yes","trial_2","13",71,7.59940133341582,1997
"31","summa.wav","all_QUD",14.44035,403,1741,"Yes","trial_2","13",74,7.46221493976819,1741
"32","summa.wav","all_QUD",12.4746,404,2053,"Yes","trial_1","13",11,7.62705741701893,2053
"33","summa.wav","all_QUD",12.4746,404,3761,"Yes","trial_1","13",23,8.23244015847034,3761
"34","summa.wav","all_QUD",12.4746,404,3262,"Yes","trial_1","13",43,8.09009578318096,3262
"35","summa.wav","all_QUD",12.4746,404,3099,"No","trial_1","13",46,8.03883475778775,3099
"36","summa.wav","all_QUD",12.4746,404,2535,"No","trial_2","13",49,7.83794891602528,2535
"37","summa.wav","all_QUD",12.4746,404,3154,"No","trial_2","13",65,8.05642676752298,3154
"38","summa.wav","all_QUD",12.4746,404,3761,"Yes","trial_2","13",83,8.23244015847034,3761
"39","summa.wav","all_QUD",8.74741666666667,405,2386,"No","trial_1","13",14,7.77737360265786,2386
"40","summa.wav","all_QUD",8.74741666666667,405,2125,"No","trial_1","13",21,7.66152708135852,2125
"41","summa.wav","all_QUD",8.74741666666667,405,1823,"No","trial_1","13",30,7.50823877467866,1823
"42","summa.wav","all_QUD",8.74741666666667,405,1843,"No","trial_1","13",42,7.51914995766982,1843
"43","summa.wav","all_QUD",8.74741666666667,405,2106,"No","trial_2","13",53,7.65254569269392,2106
"44","summa.wav","all_QUD",8.74741666666667,405,2718,"No","trial_2","13",56,7.90765159471109,2718
"45","summa.wav","all_QUD",8.74741666666667,405,1946,"Yes","trial_2","13",72,7.57353126274595,1946
"46","summa.wav","all_QUD",8.74741666666667,405,1667,"Yes","trial_2","13",80,7.41878088275079,1667
"47","summa.wav","all_QUD",10.6212,406,1594,"Yes","trial_1","13",22,7.37400185935016,1594
"48","summa.wav","all_QUD",10.6212,406,2342,"Yes","trial_1","13",29,7.75876054415766,2342
"49","summa.wav","all_QUD",10.6212,406,1184,"No","trial_1","13",30,7.07665381544395,1184
"50","summa.wav","all_QUD",10.6212,406,1008,"No","trial_2","13",49,6.91572344863131,1008
"51","summa.wav","all_QUD",10.6212,406,996,"No","trial_2","13",53,6.9037472575846,996
"52","summa.wav","all_QUD",10.6212,406,1094,"No","trial_2","13",76,6.99759598298193,1094
"53","summa.wav","all_QUD",10.6212,406,1129,"No","trial_2","13",77,7.02908756414966,1129
"54","summa.wav","all_QUD",26.2168833333333,407,1647,"No","trial_1","13",23,7.40671073017764,1647
"55","summa.wav","all_QUD",26.2168833333333,407,1418,"No","trial_1","13",27,7.25700270709207,1418
"56","summa.wav","all_QUD",26.2168833333333,407,1416,"No","trial_1","13",30,7.25559127425367,1416
"57","summa.wav","all_QUD",26.2168833333333,407,1407,"No","trial_1","13",40,7.24921505711439,1407
"58","summa.wav","all_QUD",26.2168833333333,407,1450,"No","trial_2","13",48,7.27931883541462,1450
"59","summa.wav","all_QUD",26.2168833333333,407,1293,"No","trial_2","13",59,7.16472037877186,1293
"60","summa.wav","all_QUD",26.2168833333333,407,2096,"No","trial_2","13",74,7.64778604544093,2096
"61","summa.wav","all_QUD",26.2168833333333,407,2508,"Yes","trial_2","13",76,7.82724090175281,2508
"62","summa.wav","all_QUD",11.7295333333333,408,1727,"No","trial_1","13",27,7.45414107814668,1727
"63","summa.wav","all_QUD",11.7295333333333,408,1682,"No","trial_1","13",28,7.42773884053289,1682
"64","summa.wav","all_QUD",11.7295333333333,408,1768,"No","trial_1","13",32,7.47760424319759,1768
"65","summa.wav","all_QUD",11.7295333333333,408,1339,"No","trial_1","13",34,7.19967834569117,1339
"66","summa.wav","all_QUD",11.7295333333333,408,1312,"No","trial_2","13",54,7.17930796950403,1312
"67","summa.wav","all_QUD",11.7295333333333,408,1220,"No","trial_2","13",64,7.1066061377273,1220
"68","summa.wav","all_QUD",11.7295333333333,408,3463,"No","trial_2","13",70,8.14989054440242,3463
"69","summa.wav","all_QUD",11.7295333333333,408,983,"No","trial_2","13",79,6.89060912014717,983
"70","summa.wav","all_QUD",9.19715,409,1898,"No","trial_1","13",16,7.54855597916987,1898
"71","summa.wav","all_QUD",9.19715,409,1523,"No","trial_1","13",23,7.32843735289516,1523
"72","summa.wav","all_QUD",9.19715,409,1562,"No","trial_1","13",30,7.35372233039963,1562
"73","summa.wav","all_QUD",9.19715,409,1580,"No","trial_1","13",33,7.36518012602101,1580
"74","summa.wav","all_QUD",9.19715,409,1345,"No","trial_2","13",52,7.20414929203594,1345
"75","summa.wav","all_QUD",9.19715,409,1194,"No","trial_2","13",57,7.08506429395255,1194
"76","summa.wav","all_QUD",9.19715,409,1204,"No","trial_2","13",71,7.09340462586877,1204
"77","summa.wav","all_QUD",9.19715,409,1076,"No","trial_2","13",78,6.98100574072173,1076
"78","summa.wav","all_QUD",11.7726,410,1894,"No","trial_1","13",11,7.54644627374602,1894
"79","summa.wav","all_QUD",11.7726,410,1121,"No","trial_1","13",25,7.02197642307216,1121
"80","summa.wav","all_QUD",11.7726,410,1427,"No","trial_1","13",39,7.26332961747684,1427
"81","summa.wav","all_QUD",11.7726,410,1144,"No","trial_1","13",42,7.04228617193974,1144
"82","summa.wav","all_QUD",11.7726,410,1468,"No","trial_2","13",53,7.29165620917446,1468
"83","summa.wav","all_QUD",11.7726,410,1071,"No","trial_2","13",65,6.97634807044775,1071
"84","summa.wav","all_QUD",11.7726,410,1514,"No","trial_2","13",72,7.32251043399739,1514
"85","summa.wav","all_QUD",11.7726,410,939,"No","trial_2","13",78,6.84481547920826,939
"86","summa.wav","all_QUD",10.0777666666667,411,1708,"No","trial_1","13",26,7.44307837434852,1708
"87","summa.wav","all_QUD",10.0777666666667,411,1267,"No","trial_1","13",35,7.14440718032114,1267
"88","summa.wav","all_QUD",10.0777666666667,411,988,"No","trial_1","13",42,6.89568269774787,988
"89","summa.wav","all_QUD",10.0777666666667,411,1015,"No","trial_2","13",58,6.92264389147589,1015
"90","summa.wav","all_QUD",10.0777666666667,411,1043,"No","trial_2","13",63,6.94985645500077,1043
"91","summa.wav","all_QUD",10.0777666666667,411,957,"No","trial_2","13",68,6.86380339145295,957
"92","summa.wav","all_QUD",10.0777666666667,411,1103,"No","trial_2","13",76,7.0057890192535,1103
"93","summa.wav","all_QUD",11.0728,412,2651,"No","trial_1","13",16,7.88269220628903,2651
"94","summa.wav","all_QUD",11.0728,412,1475,"No","trial_1","13",25,7.29641326877392,1475
"95","summa.wav","all_QUD",11.0728,412,1533,"No","trial_1","13",32,7.33498187887181,1533
"96","summa.wav","all_QUD",11.0728,412,1380,"No","trial_1","13",39,7.22983877815125,1380
"97","summa.wav","all_QUD",11.0728,412,1412,"No","trial_2","13",52,7.25276241805319,1412
"98","summa.wav","all_QUD",11.0728,412,1395,"No","trial_2","13",60,7.24064969425547,1395
"99","summa.wav","all_QUD",11.0728,412,1709,"No","trial_2","13",76,7.44366368311559,1709
"100","summa.wav","all_QUD",11.0728,412,2045,"No","trial_2","13",77,7.6231530684769,2045
"101","summa.wav","all_QUD",9.6872,413,1926,"No","trial_1","13",16,7.56320059235807,1926
"102","summa.wav","all_QUD",9.6872,413,989,"No","trial_1","13",22,6.89669433162271,989
"103","summa.wav","all_QUD",9.6872,413,1165,"No","trial_1","13",37,7.0604763659998,1165
"104","summa.wav","all_QUD",9.6872,413,1290,"No","trial_1","13",44,7.16239749735572,1290
"105","summa.wav","all_QUD",9.6872,413,1572,"No","trial_2","13",54,7.36010397298915,1572
"106","summa.wav","all_QUD",9.6872,413,1405,"No","trial_2","13",61,7.24779258176785,1405
"107","summa.wav","all_QUD",9.6872,413,1641,"No","trial_2","13",80,7.40306109109009,1641
"108","summa.wav","all_QUD",9.6872,413,1296,"No","trial_2","13",81,7.16703787691222,1296
"109","summa.wav","all_QUD",9.3723,414,1931,"No","trial_1","13",21,7.56579328242851,1931
"110","summa.wav","all_QUD",9.3723,414,2474,"No","trial_1","13",23,7.81359155295243,2474
"111","summa.wav","all_QUD",9.3723,414,1523,"No","trial_1","13",37,7.32843735289516,1523
"112","summa.wav","all_QUD",9.3723,414,1918,"No","trial_1","13",40,7.55903825544338,1918
"113","summa.wav","all_QUD",9.3723,414,1671,"No","trial_2","13",52,7.42117752859539,1671
"114","summa.wav","all_QUD",9.3723,414,1540,"No","trial_2","13",55,7.33953769540767,1540
"115","summa.wav","all_QUD",9.3723,414,1898,"Yes","trial_2","13",66,7.54855597916987,1898
"116","summa.wav","all_QUD",9.3723,414,1988,"No","trial_2","13",76,7.59488438721652,1988
"117","summa.wav","all_QUD",10.4337333333333,416,2110,"No","trial_1","13",11,7.65444322647011,2110
"118","summa.wav","all_QUD",10.4337333333333,416,2057,"Yes","trial_1","13",20,7.62900388965296,2057
"119","summa.wav","all_QUD",10.4337333333333,416,1994,"Yes","trial_1","13",42,7.59789795052178,1994
"120","summa.wav","all_QUD",10.4337333333333,416,1916,"No","trial_1","13",46,7.55799495853081,1916
"121","summa.wav","all_QUD",10.4337333333333,416,2189,"Yes","trial_2","13",49,7.69120009752286,2189
"122","summa.wav","all_QUD",10.4337333333333,416,2380,"No","trial_2","13",60,7.77485576666552,2380
"123","summa.wav","all_QUD",10.4337333333333,416,1683,"Yes","trial_2","13",73,7.42833319419081,1683
"124","summa.wav","all_QUD",10.4337333333333,416,1515,"Yes","trial_2","13",79,7.32317071794347,1515
"125","summa.wav","all_QUD",10.8378666666667,418,1952,"No","trial_1","13",17,7.57660976697304,1952
"126","summa.wav","all_QUD",10.8378666666667,418,1952,"No","trial_1","13",19,7.57660976697304,1952
"127","summa.wav","all_QUD",10.8378666666667,418,1933,"No","trial_1","13",35,7.56682847920833,1933
"128","summa.wav","all_QUD",10.8378666666667,418,1779,"No","trial_1","13",39,7.48380668766583,1779
"129","summa.wav","all_QUD",10.8378666666667,418,1747,"No","trial_2","13",57,7.46565531013406,1747
"130","summa.wav","all_QUD",10.8378666666667,418,1757,"No","trial_2","13",63,7.4713630881871,1757
"131","summa.wav","all_QUD",10.8378666666667,418,1690,"No","trial_2","13",66,7.43248380791712,1690
"132","summa.wav","all_QUD",10.8378666666667,418,1610,"No","trial_2","13",76,7.38398945797851,1610
"133","summa.wav","all_QUD",10.2821,420,1715,"No","trial_1","13",18,7.44716835960004,1715
"134","summa.wav","all_QUD",10.2821,420,1565,"No","trial_1","13",28,7.35564110297425,1565
"135","summa.wav","all_QUD",10.2821,420,1608,"No","trial_1","13",39,7.38274644973891,1608
"136","summa.wav","all_QUD",10.2821,420,1482,"No","trial_1","13",40,7.30114780585603,1482
"137","summa.wav","all_QUD",10.2821,420,1621,"No","trial_2","13",61,7.39079852173568,1621
"138","summa.wav","all_QUD",10.2821,420,3607,"No","trial_2","13",69,8.19063168090354,3607
"139","summa.wav","all_QUD",10.2821,420,1655,"No","trial_2","13",80,7.41155628781116,1655
"140","summa.wav","all_QUD",7.74805,421,970,"No","trial_1","13",23,6.87729607149743,970
"141","summa.wav","all_QUD",7.74805,421,1338,"No","trial_1","13",27,7.19893124068817,1338
"142","summa.wav","all_QUD",7.74805,421,1576,"No","trial_1","13",43,7.36264527041782,1576
"143","summa.wav","all_QUD",7.74805,421,1237,"No","trial_1","13",44,7.12044437239249,1237
"144","summa.wav","all_QUD",7.74805,421,1132,"No","trial_2","13",51,7.03174125876313,1132
"145","summa.wav","all_QUD",7.74805,421,1177,"No","trial_2","13",55,7.07072410726028,1177
"146","summa.wav","all_QUD",7.74805,421,1228,"No","trial_2","13",68,7.11314210870709,1228
"147","summa.wav","all_QUD",7.74805,421,1706,"No","trial_2","13",75,7.44190672805162,1706
"148","summa.wav","all_QUD",14.5851666666667,422,2833,"No","trial_1","13",15,7.94909149983052,2833
"149","summa.wav","all_QUD",14.5851666666667,422,1619,"No","trial_1","13",28,7.38956395367764,1619
"150","summa.wav","all_QUD",14.5851666666667,422,1684,"No","trial_1","13",36,7.42892719480227,1684
"151","summa.wav","all_QUD",14.5851666666667,422,1721,"No","trial_1","13",41,7.45066079621154,1721
"152","summa.wav","all_QUD",14.5851666666667,422,1594,"No","trial_2","13",53,7.37400185935016,1594
"153","summa.wav","all_QUD",14.5851666666667,422,2805,"No","trial_2","13",64,7.9391588179568,2805
"154","summa.wav","all_QUD",14.5851666666667,422,1849,"No","trial_2","13",73,7.52240023138712,1849
"155","summa.wav","all_QUD",14.5851666666667,422,1737,"No","trial_2","13",80,7.4599147662411,1737
"156","summa.wav","all_QUD",12.6568,423,3002,"No","trial_1","13",11,8.00703401219341,3002
"157","summa.wav","all_QUD",12.6568,423,2027,"No","trial_1","13",18,7.614312146452,2027
"158","summa.wav","all_QUD",12.6568,423,1896,"No","trial_1","13",34,7.54750168281497,1896
"159","summa.wav","all_QUD",12.6568,423,1629,"No","trial_1","13",43,7.39572160860205,1629
"160","summa.wav","all_QUD",12.6568,423,1679,"No","trial_2","13",49,7.42595365707754,1679
"161","summa.wav","all_QUD",12.6568,423,1858,"No","trial_2","13",56,7.52725591937378,1858
"162","summa.wav","all_QUD",12.6568,423,1581,"No","trial_2","13",72,7.36581283720947,1581
"163","summa.wav","all_QUD",12.6568,423,1321,"No","trial_2","13",80,7.18614430452233,1321
"164","summa.wav","all_QUD",12.4062833333333,425,1502,"No","trial_1","13",15,7.31455283232408,1502
"165","summa.wav","all_QUD",12.4062833333333,425,935,"No","trial_1","13",24,6.84054652928869,935
"166","summa.wav","all_QUD",12.4062833333333,425,1166,"No","trial_1","13",45,7.06133436691044,1166
"167","summa.wav","all_QUD",12.4062833333333,425,1082,"No","trial_1","13",46,6.98656645940643,1082
"168","summa.wav","all_QUD",12.4062833333333,425,912,"No","trial_2","13",54,6.81563999007433,912
"169","summa.wav","all_QUD",12.4062833333333,425,938,"No","trial_2","13",63,6.84374994900622,938
"170","summa.wav","all_QUD",12.4062833333333,425,966,"No","trial_2","13",70,6.87316383421252,966
"171","summa.wav","all_QUD",12.4062833333333,425,954,"No","trial_2","13",82,6.86066367144829,954
"172","summa.wav","all_QUD",9.13736666666667,426,3704,"No","trial_1","13",14,8.21716859576607,3704
"173","summa.wav","all_QUD",9.13736666666667,426,2074,"No","trial_1","13",21,7.63723438878947,2074
"174","summa.wav","all_QUD",9.13736666666667,426,2011,"No","trial_1","13",33,7.60638738977265,2011
"175","summa.wav","all_QUD",9.13736666666667,426,1593,"No","trial_1","13",38,7.37337430991005,1593
"176","summa.wav","all_QUD",9.13736666666667,426,1218,"No","trial_2","13",54,7.10496544826984,1218
"177","summa.wav","all_QUD",9.13736666666667,426,1359,"No","trial_2","13",56,7.21450441415114,1359
"178","summa.wav","all_QUD",9.13736666666667,426,1446,"No","trial_2","13",68,7.27655640271871,1446
"179","summa.wav","all_QUD",9.13736666666667,426,2451,"No","trial_2","13",69,7.80425138352811,2451
"180","summa.wav","all_QUD",8.33081666666667,427,1143,"No","trial_1","13",28,7.04141166379481,1143
"181","summa.wav","all_QUD",8.33081666666667,427,1643,"No","trial_1","13",40,7.40427911803727,1643
"182","summa.wav","all_QUD",8.33081666666667,427,993,"No","trial_1","13",41,6.90073066404517,993
"183","summa.wav","all_QUD",8.33081666666667,427,1842,"No","trial_2","13",48,7.51860721681525,1842
"184","summa.wav","all_QUD",8.33081666666667,427,1025,"No","trial_2","13",62,6.93244789157251,1025
"185","summa.wav","all_QUD",8.33081666666667,427,1547,"No","trial_2","13",69,7.34407285057307,1547
"186","summa.wav","all_QUD",8.33081666666667,427,1458,"No","trial_2","13",80,7.2848209125686,1458
"187","summa.wav","all_QUD",8.92603333333333,428,1846,"No","trial_1","13",25,7.5207764150628,1846
"188","summa.wav","all_QUD",8.92603333333333,428,1301,"No","trial_1","13",27,7.1708884785125,1301
"189","summa.wav","all_QUD",8.92603333333333,428,1269,"No","trial_1","13",32,7.14598446771439,1269
"190","summa.wav","all_QUD",8.92603333333333,428,1509,"No","trial_1","13",41,7.31920245876785,1509
"191","summa.wav","all_QUD",8.92603333333333,428,1500,"No","trial_2","13",52,7.3132203870903,1500
"192","summa.wav","all_QUD",8.92603333333333,428,1836,"No","trial_2","13",65,7.51534457118044,1836
"193","summa.wav","all_QUD",8.92603333333333,428,1685,"No","trial_2","13",71,7.42952084278646,1685
"194","summa.wav","all_QUD",8.92603333333333,428,3133,"No","trial_2","13",79,8.04974629095219,3133
"195","summa.wav","all_QUD",14.0690166666667,430,2103,"No","trial_1","13",25,7.6511201757027,2103
"196","summa.wav","all_QUD",14.0690166666667,430,2228,"No","trial_1","13",27,7.70885960104718,2228
"197","summa.wav","all_QUD",14.0690166666667,430,1761,"No","trial_1","13",41,7.47363710849621,1761
"198","summa.wav","all_QUD",14.0690166666667,430,1521,"No","trial_1","13",43,7.32712329225929,1521
"199","summa.wav","all_QUD",14.0690166666667,430,2052,"No","trial_2","13",48,7.62657020629066,2052
"200","summa.wav","all_QUD",14.0690166666667,430,2052,"No","trial_2","13",53,7.62657020629066,2052
"201","summa.wav","all_QUD",14.0690166666667,430,1685,"No","trial_2","13",74,7.42952084278646,1685
"202","summa.wav","all_QUD",14.0690166666667,430,2365,"No","trial_2","13",80,7.76853330092603,2365
"203","summa.wav","all_QUD",9.9714,432,2671,"No","trial_1","13",17,7.89020821310996,2671
"204","summa.wav","all_QUD",9.9714,432,2509,"Yes","trial_1","13",21,7.82763954636642,2509
"205","summa.wav","all_QUD",9.9714,432,1990,"Yes","trial_1","13",35,7.59588991771854,1990
"206","summa.wav","all_QUD",9.9714,432,1417,"Yes","trial_1","13",40,7.25629723969068,1417
"207","summa.wav","all_QUD",9.9714,432,1743,"Yes","trial_2","13",55,7.46336304552002,1743
"208","summa.wav","all_QUD",9.9714,432,2149,"Yes","trial_2","13",60,7.67275789664251,2149
"209","summa.wav","all_QUD",9.9714,432,1982,"Yes","trial_2","13",71,7.59186171488993,1982
"210","summa.wav","all_QUD",9.9714,432,1517,"Yes","trial_2","13",75,7.32448997934853,1517
"211","summa.wav","all_QUD",7.36741666666667,433,1531,"No","trial_1","13",19,7.33367639565768,1531
"212","summa.wav","all_QUD",7.36741666666667,433,1345,"No","trial_1","13",27,7.20414929203594,1345
"213","summa.wav","all_QUD",7.36741666666667,433,1237,"No","trial_1","13",34,7.12044437239249,1237
"214","summa.wav","all_QUD",7.36741666666667,433,1386,"No","trial_1","13",46,7.23417717974985,1386
"215","summa.wav","all_QUD",7.36741666666667,433,938,"No","trial_2","13",51,6.84374994900622,938
"216","summa.wav","all_QUD",7.36741666666667,433,1226,"No","trial_2","13",60,7.11151211649616,1226
"217","summa.wav","all_QUD",7.36741666666667,433,1068,"No","trial_2","13",68,6.97354301952014,1068
"218","summa.wav","all_QUD",7.36741666666667,433,1008,"No","trial_2","13",73,6.91572344863131,1008
"219","summa.wav","all_QUD",9.65583333333333,434,2164,"Yes","trial_1","13",19,7.67971363996637,2164
"220","summa.wav","all_QUD",9.65583333333333,434,1463,"Yes","trial_1","13",20,7.28824440102012,1463
"221","summa.wav","all_QUD",9.65583333333333,434,1247,"Yes","trial_1","13",33,7.12849594568004,1247
"222","summa.wav","all_QUD",9.65583333333333,434,1140,"Yes","trial_1","13",39,7.03878354138854,1140
"223","summa.wav","all_QUD",9.65583333333333,434,1537,"Yes","trial_2","13",56,7.3375877435386,1537
"224","summa.wav","all_QUD",9.65583333333333,434,1413,"Yes","trial_2","13",62,7.25347038268453,1413
"225","summa.wav","all_QUD",9.65583333333333,434,1154,"Yes","trial_2","13",73,7.05098944706805,1154
"226","summa.wav","all_QUD",9.65583333333333,434,1098,"Yes","trial_2","13",76,7.00124562206948,1098
"227","summa.wav","all_QUD",14.0716,435,2237,"No","trial_1","13",13,7.71289096149013,2237
"228","summa.wav","all_QUD",14.0716,435,3298,"No","trial_1","13",15,8.10107150311954,3298
"229","summa.wav","all_QUD",14.0716,435,3372,"No","trial_1","13",42,8.12326131912175,3372
"230","summa.wav","all_QUD",14.0716,435,1801,"No","trial_1","13",45,7.49609734517596,1801
"231","summa.wav","all_QUD",14.0716,435,1676,"No","trial_2","13",54,7.42416528104203,1676
"232","summa.wav","all_QUD",14.0716,435,1692,"No","trial_2","13",65,7.43366654016617,1692
"233","summa.wav","all_QUD",14.0716,435,1701,"No","trial_2","13",76,7.43897159239586,1701
"234","summa.wav","all_QUD",14.0716,435,1780,"No","trial_2","13",78,7.48436864328613,1780
"235","summa.wav","all_QUD",9.556,436,1759,"No","trial_1","13",13,7.47250074473756,1759
"236","summa.wav","all_QUD",9.556,436,1737,"No","trial_1","13",28,7.4599147662411,1737
"237","summa.wav","all_QUD",9.556,436,1417,"No","trial_1","13",31,7.25629723969068,1417
"238","summa.wav","all_QUD",9.556,436,2673,"No","trial_1","13",37,7.89095671613892,2673
"239","summa.wav","all_QUD",9.556,436,1638,"No","trial_2","13",64,7.40123126441302,1638
"240","summa.wav","all_QUD",9.556,436,2242,"No","trial_2","13",68,7.71512360363211,2242
"241","summa.wav","all_QUD",9.556,436,1482,"No","trial_2","13",76,7.30114780585603,1482
"242","summa.wav","all_QUD",21.2103666666667,438,3437,"Yes","trial_1","13",11,8.14235427684983,3437
"243","summa.wav","all_QUD",21.2103666666667,438,1763,"No","trial_1","13",37,7.47477218239787,1763
"244","summa.wav","all_QUD",21.2103666666667,438,1650,"No","trial_1","13",39,7.40853056689463,1650
"245","summa.wav","all_QUD",21.2103666666667,438,1787,"No","trial_2","13",51,7.48829351515943,1787
"246","summa.wav","all_QUD",21.2103666666667,438,1637,"No","trial_2","13",63,7.40062057737113,1637
"247","summa.wav","all_QUD",21.2103666666667,438,1648,"No","trial_2","13",72,7.40731771046942,1648
"248","summa.wav","all_QUD",21.2103666666667,438,1481,"No","trial_2","13",76,7.3004728142678,1481
"249","summa.wav","all_QUD",8.2038,439,2284,"No","trial_1","13",12,7.7336835707759,2284
"250","summa.wav","all_QUD",8.2038,439,1690,"No","trial_1","13",16,7.43248380791712,1690
"251","summa.wav","all_QUD",8.2038,439,1160,"No","trial_1","13",45,7.05617528410041,1160
"252","summa.wav","all_QUD",8.2038,439,1347,"No","trial_1","13",46,7.20563517641036,1347
"253","summa.wav","all_QUD",8.2038,439,1313,"No","trial_2","13",48,7.1800698743028,1313
"254","summa.wav","all_QUD",8.2038,439,1170,"No","trial_2","13",52,7.0647590277918,1170
"255","summa.wav","all_QUD",8.2038,439,1706,"No","trial_2","13",72,7.44190672805162,1706
"256","summa.wav","all_QUD",8.2038,439,1331,"No","trial_2","13",73,7.19368581839511,1331
"257","summa.wav","all_QUD",8.14571666666667,440,1613,"No","trial_1","13",13,7.38585107812521,1613
"258","summa.wav","all_QUD",8.14571666666667,440,1586,"No","trial_1","13",28,7.36897040219479,1586
"259","summa.wav","all_QUD",8.14571666666667,440,1571,"No","trial_1","13",30,7.35946763825562,1571
"260","summa.wav","all_QUD",8.14571666666667,440,1569,"No","trial_1","13",45,7.35819375273303,1569
"261","summa.wav","all_QUD",8.14571666666667,440,1785,"No","trial_2","13",51,7.48717369421374,1785
"262","summa.wav","all_QUD",8.14571666666667,440,1188,"No","trial_2","13",60,7.08002649992259,1188
"263","summa.wav","all_QUD",8.14571666666667,440,1421,"No","trial_2","13",68,7.2591161280971,1421
"264","summa.wav","all_QUD",8.14571666666667,440,1842,"No","trial_2","13",72,7.51860721681525,1842
"265","summa.wav","all_QUD",13.18795,441,3266,"No","trial_1","13",26,8.09132127353041,3266
"266","summa.wav","all_QUD",13.18795,441,3318,"Yes","trial_1","13",27,8.10711747075039,3318
"267","summa.wav","all_QUD",13.18795,441,3744,"Yes","trial_1","13",31,8.22790983759748,3744
"268","summa.wav","all_QUD",13.18795,441,3912,"Yes","trial_1","13",32,8.27180403115471,3912
"269","summa.wav","all_QUD",13.18795,441,3797,"No","trial_2","13",50,8.2419665602318,3797
"270","summa.wav","all_QUD",13.18795,441,2880,"Yes","trial_2","13",63,7.96554557312999,2880
"271","summa.wav","all_QUD",13.18795,441,3535,"No","trial_2","13",71,8.17046857833067,3535
"272","summa.wav","all_QUD",13.18795,441,2310,"No","trial_2","13",76,7.74500280351584,2310
"273","summa.wav","all_QUD",12.2028,442,2118,"No","trial_1","13",13,7.65822752616135,2118
"274","summa.wav","all_QUD",12.2028,442,1635,"No","trial_1","13",17,7.39939808333135,1635
"275","summa.wav","all_QUD",12.2028,442,1954,"No","trial_1","13",43,7.57763383260273,1954
"276","summa.wav","all_QUD",12.2028,442,1074,"No","trial_1","13",44,6.97914527506881,1074
"277","summa.wav","all_QUD",12.2028,442,1075,"No","trial_2","13",56,6.98007594056176,1075
"278","summa.wav","all_QUD",12.2028,442,1141,"No","trial_2","13",60,7.03966034986208,1141
"279","summa.wav","all_QUD",12.2028,442,1228,"No","trial_2","13",68,7.11314210870709,1228
