"","X.1","X","audio","Answer.condition","Answer.time_in_minutes","workerid","rawRT","key","slide_type","image","slide_number","speaker_cond","logRT","rt","experiment"
"8308",1405,20160,"some.wav","all_QUD",11.7657,2250,1489,"Yes","trial_2",13,53,"allQUD",7.30586003268401,1489,5
"8309",1406,20168,"some.wav","all_QUD",11.7657,2250,1452,"Yes","trial_2",13,61,"allQUD",7.28069719538474,1452,5
"8310",1407,20174,"some.wav","all_QUD",11.7657,2250,1407,"Yes","trial_2",13,67,"allQUD",7.24921505711439,1407,5
"8311",1408,20183,"some.wav","all_QUD",11.7657,2250,2372,"Yes","trial_2",13,76,"allQUD",7.77148876011762,2372,5
"8312",1409,20203,"some.wav","all_QUD",13.3861833333333,2251,1731,"Yes","trial_1",13,16,"allQUD",7.45645455517621,1731,5
"8313",1410,20209,"some.wav","all_QUD",13.3861833333333,2251,1944,"Yes","trial_1",13,22,"allQUD",7.57250298502038,1944,5
"8314",1411,20229,"some.wav","all_QUD",13.3861833333333,2251,1436,"Yes","trial_1",13,42,"allQUD",7.26961674960817,1436,5
"8315",1412,20233,"some.wav","all_QUD",13.3861833333333,2251,1422,"Yes","trial_1",13,46,"allQUD",7.25981961036319,1422,5
"8316",1413,20238,"some.wav","all_QUD",13.3861833333333,2251,1560,"Yes","trial_2",13,51,"allQUD",7.35244110024358,1560,5
"8317",1414,20250,"some.wav","all_QUD",13.3861833333333,2251,1433,"Yes","trial_2",13,63,"allQUD",7.26752542782817,1433,5
"8318",1415,20263,"some.wav","all_QUD",13.3861833333333,2251,2277,"No","trial_2",13,76,"allQUD",7.73061406606374,2277,5
"8319",1416,20264,"some.wav","all_QUD",13.3861833333333,2251,2377,"No","trial_2",13,77,"allQUD",7.77359446736019,2377,5
"8320",1417,20288,"some.wav","all_QUD",9.64515,2252,2423,"No","trial_1",13,21,"allQUD",7.79276172081653,2423,5
"8321",1418,20293,"some.wav","all_QUD",9.64515,2252,3010,"Yes","trial_1",13,26,"allQUD",8.00969535774292,3010,5
"8322",1419,20309,"some.wav","all_QUD",9.64515,2252,1735,"Yes","trial_1",13,42,"allQUD",7.45876269238096,1735,5
"8323",1420,20312,"some.wav","all_QUD",9.64515,2252,2039,"Yes","trial_1",13,45,"allQUD",7.62021477057445,2039,5
"8324",1421,20322,"some.wav","all_QUD",9.64515,2252,1762,"Yes","trial_2",13,55,"allQUD",7.47420480649612,1762,5
"8325",1422,20327,"some.wav","all_QUD",9.64515,2252,1769,"Yes","trial_2",13,60,"allQUD",7.47816969415979,1769,5
"8326",1423,20338,"some.wav","all_QUD",9.64515,2252,1676,"Yes","trial_2",13,71,"allQUD",7.42416528104203,1676,5
"8327",1424,20344,"some.wav","all_QUD",9.64515,2252,1931,"Yes","trial_2",13,77,"allQUD",7.56579328242851,1931,5
"8328",1425,20375,"some.wav","all_QUD",21.5939,2253,1946,"No","trial_1",13,28,"allQUD",7.57353126274595,1946,5
"8329",1426,20378,"some.wav","all_QUD",21.5939,2253,2131,"Yes","trial_1",13,31,"allQUD",7.66434663209862,2131,5
"8330",1427,20393,"some.wav","all_QUD",21.5939,2253,3014,"No","trial_1",13,46,"allQUD",8.01102337918644,3014,5
"8331",1428,20407,"some.wav","all_QUD",21.5939,2253,2129,"No","trial_2",13,60,"allQUD",7.66340766489348,2129,5
"8332",1429,20410,"some.wav","all_QUD",21.5939,2253,1238,"No","trial_2",13,63,"allQUD",7.12125245324454,1238,5
"8333",1430,20422,"some.wav","all_QUD",21.5939,2253,2237,"No","trial_2",13,75,"allQUD",7.71289096149013,2237,5
"8334",1431,20423,"some.wav","all_QUD",21.5939,2253,1632,"No","trial_2",13,76,"allQUD",7.39756153552405,1632,5
"8335",1432,20610,"some.wav","all_QUD",8.77193333333333,2256,2695,"No","trial_1",13,15,"allQUD",7.8991534833431,2695,5
"8336",1433,20612,"some.wav","all_QUD",8.77193333333333,2256,1968,"Yes","trial_1",13,17,"allQUD",7.5847730776122,1968,5
"8337",1434,20632,"some.wav","all_QUD",8.77193333333333,2256,1817,"No","trial_1",13,37,"allQUD",7.50494206839617,1817,5
"8338",1435,20640,"some.wav","all_QUD",8.77193333333333,2256,1569,"No","trial_1",13,45,"allQUD",7.35819375273303,1569,5
"8339",1436,20645,"some.wav","all_QUD",8.77193333333333,2256,1670,"No","trial_2",13,50,"allQUD",7.4205789054108,1670,5
"8340",1437,20660,"some.wav","all_QUD",8.77193333333333,2256,1422,"No","trial_2",13,65,"allQUD",7.25981961036319,1422,5
"8341",1438,20671,"some.wav","all_QUD",8.77193333333333,2256,1361,"No","trial_2",13,76,"allQUD",7.21597500265147,1361,5
"8342",1439,20672,"some.wav","all_QUD",8.77193333333333,2256,1870,"No","trial_2",13,77,"allQUD",7.53369370984863,1870,5
"8343",1440,20697,"some.wav","all_QUD",9.2939,2257,1876,"No","trial_1",13,22,"allQUD",7.53689712956617,1876,5
"8344",1441,20702,"some.wav","all_QUD",9.2939,2257,2511,"No","trial_1",13,27,"allQUD",7.82843635915759,2511,5
"8345",1442,20710,"some.wav","all_QUD",9.2939,2257,1563,"No","trial_1",13,35,"allQUD",7.35436233042148,1563,5
"8346",1443,20718,"some.wav","all_QUD",9.2939,2257,1910,"No","trial_1",13,43,"allQUD",7.55485852104068,1910,5
"8347",1444,20731,"some.wav","all_QUD",9.2939,2257,1666,"No","trial_2",13,56,"allQUD",7.41818082272679,1666,5
"8348",1445,20738,"some.wav","all_QUD",9.2939,2257,1567,"No","trial_2",13,63,"allQUD",7.35691824235602,1567,5
"8349",1446,20742,"some.wav","all_QUD",9.2939,2257,2476,"No","trial_2",13,67,"allQUD",7.81439963380449,2476,5
"8350",1447,20751,"some.wav","all_QUD",9.2939,2257,2366,"No","trial_2",13,76,"allQUD",7.76895604453833,2366,5
"8351",1448,20768,"some.wav","all_QUD",10.3316333333333,2258,2721,"Yes","trial_1",13,13,"allQUD",7.90875473878325,2721,5
"8352",1449,20775,"some.wav","all_QUD",10.3316333333333,2258,1289,"Yes","trial_1",13,20,"allQUD",7.16162200293919,1289,5
"8353",1450,20786,"some.wav","all_QUD",10.3316333333333,2258,1375,"Yes","trial_1",13,31,"allQUD",7.22620901010067,1375,5
"8354",1451,20794,"some.wav","all_QUD",10.3316333333333,2258,1658,"Yes","trial_1",13,39,"allQUD",7.41336733569524,1658,5
"8355",1452,20809,"some.wav","all_QUD",10.3316333333333,2258,1258,"Yes","trial_2",13,54,"allQUD",7.13727843726039,1258,5
"8356",1453,20817,"some.wav","all_QUD",10.3316333333333,2258,1358,"Yes","trial_2",13,62,"allQUD",7.21376830811864,1358,5
"8357",1454,20822,"some.wav","all_QUD",10.3316333333333,2258,1073,"Yes","trial_2",13,67,"allQUD",6.9782137426307,1073,5
"8358",1455,20827,"some.wav","all_QUD",10.3316333333333,2258,1265,"Yes","trial_2",13,72,"allQUD",7.14282740116162,1265,5
"8359",1456,20933,"some.wav","all_QUD",17.76895,2260,2983,"Yes","trial_1",13,16,"allQUD",8.00068478451475,2983,5
"8360",1457,20941,"some.wav","all_QUD",17.76895,2260,2626,"Yes","trial_1",13,24,"allQUD",7.87321705486274,2626,5
"8361",1458,20946,"some.wav","all_QUD",17.76895,2260,2551,"Yes","trial_1",13,29,"allQUD",7.84424071814181,2551,5
"8362",1459,20960,"some.wav","all_QUD",17.76895,2260,2356,"Yes","trial_1",13,43,"allQUD",7.76472054477148,2356,5
"8363",1460,20966,"some.wav","all_QUD",17.76895,2260,2152,"Yes","trial_2",13,49,"allQUD",7.67415292128168,2152,5
"8364",1461,20971,"some.wav","all_QUD",17.76895,2260,2088,"Yes","trial_2",13,54,"allQUD",7.64396194900253,2088,5
"8365",1462,20984,"some.wav","all_QUD",17.76895,2260,1414,"Yes","trial_2",13,67,"allQUD",7.25417784645652,1414,5
"8366",1463,20995,"some.wav","all_QUD",17.76895,2260,1382,"Yes","trial_2",13,78,"allQUD",7.23128700432762,1382,5
"8367",1464,21097,"some.wav","all_QUD",9.6035,2262,1809,"Yes","trial_1",13,15,"allQUD",7.50052948539529,1809,5
"8368",1465,21115,"some.wav","all_QUD",9.6035,2262,1699,"Yes","trial_1",13,33,"allQUD",7.43779512167193,1699,5
"8369",1466,21116,"some.wav","all_QUD",9.6035,2262,1131,"Yes","trial_1",13,34,"allQUD",7.03085747611612,1131,5
"8370",1467,21133,"some.wav","all_QUD",9.6035,2262,2396,"Yes","trial_2",13,51,"allQUD",7.78155595923534,2396,5
"8371",1468,21134,"some.wav","all_QUD",9.6035,2262,2132,"Yes","trial_2",13,52,"allQUD",7.66481578528574,2132,5
"8372",1469,21153,"some.wav","all_QUD",9.6035,2262,1522,"Yes","trial_2",13,71,"allQUD",7.32778053842163,1522,5
"8373",1470,21163,"some.wav","all_QUD",9.6035,2262,1409,"Yes","trial_2",13,81,"allQUD",7.25063551189868,1409,5
"8374",1471,21265,"some.wav","all_QUD",21.63935,2264,2145,"No","trial_1",13,23,"allQUD",7.67089483136212,2145,5
"8375",1472,21275,"some.wav","all_QUD",21.63935,2264,2638,"No","trial_1",13,33,"allQUD",7.87777633327726,2638,5
"8376",1473,21278,"some.wav","all_QUD",21.63935,2264,2026,"Yes","trial_1",13,36,"allQUD",7.61381868480863,2026,5
"8377",1474,21301,"some.wav","all_QUD",21.63935,2264,2103,"Yes","trial_2",13,59,"allQUD",7.6511201757027,2103,5
"8378",1475,21318,"some.wav","all_QUD",21.63935,2264,1641,"Yes","trial_2",13,76,"allQUD",7.40306109109009,1641,5
"8379",1476,21323,"some.wav","all_QUD",21.63935,2264,1682,"No","trial_2",13,81,"allQUD",7.42773884053289,1682,5
"8380",1477,21337,"some.wav","all_QUD",10.46915,2265,1007,"No","trial_1",13,15,"allQUD",6.91473089271856,1007,5
"8381",1478,21344,"some.wav","all_QUD",10.46915,2265,1165,"No","trial_1",13,22,"allQUD",7.0604763659998,1165,5
"8382",1479,21362,"some.wav","all_QUD",10.46915,2265,2330,"No","trial_1",13,40,"allQUD",7.75362354655975,2330,5
"8383",1480,21366,"some.wav","all_QUD",10.46915,2265,1921,"Yes","trial_1",13,44,"allQUD",7.56060116276856,1921,5
"8384",1481,21375,"some.wav","all_QUD",10.46915,2265,1021,"No","trial_2",13,53,"allQUD",6.92853781816467,1021,5
"8385",1482,21385,"some.wav","all_QUD",10.46915,2265,1027,"No","trial_2",13,63,"allQUD",6.93439720992856,1027,5
"8386",1483,21398,"some.wav","all_QUD",10.46915,2265,1170,"No","trial_2",13,76,"allQUD",7.0647590277918,1170,5
"8387",1484,21399,"some.wav","all_QUD",10.46915,2265,968,"No","trial_2",13,77,"allQUD",6.87523208727658,968,5
"8388",1485,21414,"some.wav","all_QUD",9.34346666666667,2266,1955,"No","trial_1",13,12,"allQUD",7.57814547241947,1955,5
"8389",1486,21415,"some.wav","all_QUD",9.34346666666667,2266,1668,"No","trial_1",13,13,"allQUD",7.41938058291869,1668,5
"8390",1487,21445,"some.wav","all_QUD",9.34346666666667,2266,1059,"No","trial_1",13,43,"allQUD",6.96508034560141,1059,5
"8391",1488,21448,"some.wav","all_QUD",9.34346666666667,2266,1171,"No","trial_1",13,46,"allQUD",7.06561336359772,1171,5
"8392",1489,21460,"some.wav","all_QUD",9.34346666666667,2266,1734,"No","trial_2",13,58,"allQUD",7.45818615734049,1734,5
"8393",1490,21464,"some.wav","all_QUD",9.34346666666667,2266,1132,"No","trial_2",13,62,"allQUD",7.03174125876313,1132,5
"8394",1491,21473,"some.wav","all_QUD",9.34346666666667,2266,1743,"No","trial_2",13,71,"allQUD",7.46336304552002,1743,5
"8395",1492,21485,"some.wav","all_QUD",9.34346666666667,2266,1403,"No","trial_2",13,83,"allQUD",7.24636808010246,1403,5
"8396",1493,21499,"some.wav","all_QUD",24.3372833333333,2267,3405,"No","trial_1",13,17,"allQUD",8.13300021858361,3405,5
"8397",1494,21508,"some.wav","all_QUD",24.3372833333333,2267,1709,"No","trial_1",13,26,"allQUD",7.44366368311559,1709,5
"8398",1495,21515,"some.wav","all_QUD",24.3372833333333,2267,1909,"No","trial_1",13,33,"allQUD",7.55433482372575,1909,5
"8399",1496,21516,"some.wav","all_QUD",24.3372833333333,2267,1108,"No","trial_1",13,34,"allQUD",7.01031186730723,1108,5
"8400",1497,21541,"some.wav","all_QUD",24.3372833333333,2267,1093,"No","trial_2",13,59,"allQUD",6.99668148817654,1093,5
"8401",1498,21545,"some.wav","all_QUD",24.3372833333333,2267,1140,"No","trial_2",13,63,"allQUD",7.03878354138854,1140,5
"8402",1499,21553,"some.wav","all_QUD",24.3372833333333,2267,1092,"No","trial_2",13,71,"allQUD",6.99576615630485,1092,5
"8403",1500,21555,"some.wav","all_QUD",24.3372833333333,2267,973,"No","trial_2",13,73,"allQUD",6.880384082186,973,5
"8404",1501,21668,"some.wav","all_QUD",8.32691666666667,2269,1891,"Yes","trial_1",13,19,"allQUD",7.54486106865846,1891,5
"8405",1502,21675,"some.wav","all_QUD",8.32691666666667,2269,1692,"Yes","trial_1",13,26,"allQUD",7.43366654016617,1692,5
"8406",1503,21687,"some.wav","all_QUD",8.32691666666667,2269,1388,"Yes","trial_1",13,38,"allQUD",7.23561914106675,1388,5
"8407",1504,21688,"some.wav","all_QUD",8.32691666666667,2269,1365,"Yes","trial_1",13,39,"allQUD",7.21890970761906,1365,5
"8408",1505,21710,"some.wav","all_QUD",8.32691666666667,2269,1582,"Yes","trial_2",13,61,"allQUD",7.3664451483276,1582,5
"8409",1506,21714,"some.wav","all_QUD",8.32691666666667,2269,1388,"Yes","trial_2",13,65,"allQUD",7.23561914106675,1388,5
"8410",1507,21717,"some.wav","all_QUD",8.32691666666667,2269,1340,"Yes","trial_2",13,68,"allQUD",7.20042489294496,1340,5
"8411",1508,21726,"some.wav","all_QUD",8.32691666666667,2269,1500,"Yes","trial_2",13,77,"allQUD",7.3132203870903,1500,5
"8412",1509,21746,"some.wav","all_QUD",8.63925,2270,2152,"Yes","trial_1",13,17,"allQUD",7.67415292128168,2152,5
"8413",1510,21751,"some.wav","all_QUD",8.63925,2270,1699,"No","trial_1",13,22,"allQUD",7.43779512167193,1699,5
"8414",1511,21761,"some.wav","all_QUD",8.63925,2270,1970,"No","trial_1",13,32,"allQUD",7.58578882173203,1970,5
"8415",1512,21774,"some.wav","all_QUD",8.63925,2270,1258,"No","trial_1",13,45,"allQUD",7.13727843726039,1258,5
"8416",1513,21778,"some.wav","all_QUD",8.63925,2270,1109,"No","trial_2",13,49,"allQUD",7.01121398735037,1109,5
"8417",1514,21785,"some.wav","all_QUD",8.63925,2270,1048,"No","trial_2",13,56,"allQUD",6.95463886488099,1048,5
"8418",1515,21806,"some.wav","all_QUD",8.63925,2270,1139,"No","trial_2",13,77,"allQUD",7.03790596344718,1139,5
"8419",1516,21807,"some.wav","all_QUD",8.63925,2270,1438,"No","trial_2",13,78,"allQUD",7.27100853828099,1438,5
"8420",1517,21820,"some.wav","all_QUD",8.93636666666667,2271,2188,"No","trial_1",13,11,"allQUD",7.69074316354187,2188,5
"8421",1518,21827,"some.wav","all_QUD",8.93636666666667,2271,1728,"No","trial_1",13,18,"allQUD",7.454719949364,1728,5
"8422",1519,21843,"some.wav","all_QUD",8.93636666666667,2271,1575,"No","trial_1",13,34,"allQUD",7.36201055125973,1575,5
"8423",1520,21845,"some.wav","all_QUD",8.93636666666667,2271,1537,"No","trial_1",13,36,"allQUD",7.3375877435386,1537,5
"8424",1521,21860,"some.wav","all_QUD",8.93636666666667,2271,1540,"No","trial_2",13,51,"allQUD",7.33953769540767,1540,5
"8425",1522,21873,"some.wav","all_QUD",8.93636666666667,2271,1603,"No","trial_2",13,64,"allQUD",7.37963215260955,1603,5
"8426",1523,21879,"some.wav","all_QUD",8.93636666666667,2271,1601,"No","trial_2",13,70,"allQUD",7.37838371299671,1601,5
"8427",1524,21889,"some.wav","all_QUD",8.93636666666667,2271,1657,"No","trial_2",13,80,"allQUD",7.41276401742656,1657,5
"8428",1525,21910,"some.wav","all_QUD",9.53443333333333,2272,1772,"Yes","trial_1",13,21,"allQUD",7.47986413116503,1772,5
"8429",1526,21913,"some.wav","all_QUD",9.53443333333333,2272,1638,"Yes","trial_1",13,24,"allQUD",7.40123126441302,1638,5
"8430",1527,21919,"some.wav","all_QUD",9.53443333333333,2272,2193,"Yes","trial_1",13,30,"allQUD",7.69302574841789,2193,5
"8431",1528,21928,"some.wav","all_QUD",9.53443333333333,2272,1767,"Yes","trial_1",13,39,"allQUD",7.4770384723197,1767,5
"8432",1529,21948,"some.wav","all_QUD",9.53443333333333,2272,1042,"Yes","trial_2",13,59,"allQUD",6.94889722231331,1042,5
"8433",1530,21954,"some.wav","all_QUD",9.53443333333333,2272,1092,"Yes","trial_2",13,65,"allQUD",6.99576615630485,1092,5
"8434",1531,21955,"some.wav","all_QUD",9.53443333333333,2272,1446,"Yes","trial_2",13,66,"allQUD",7.27655640271871,1446,5
"8435",1532,21966,"some.wav","all_QUD",9.53443333333333,2272,1323,"Yes","trial_2",13,77,"allQUD",7.18765716411496,1323,5
"8436",1533,22063,"some.wav","all_QUD",15.2240166666667,2274,2652,"No","trial_1",13,14,"allQUD",7.88306935130575,2652,5
"8437",1534,22072,"some.wav","all_QUD",15.2240166666667,2274,1968,"No","trial_1",13,23,"allQUD",7.5847730776122,1968,5
"8438",1535,22081,"some.wav","all_QUD",15.2240166666667,2274,1748,"No","trial_1",13,32,"allQUD",7.46622755621548,1748,5
"8439",1536,22089,"some.wav","all_QUD",15.2240166666667,2274,1513,"No","trial_1",13,40,"allQUD",7.32184971378836,1513,5
"8440",1537,22102,"some.wav","all_QUD",15.2240166666667,2274,1417,"No","trial_2",13,53,"allQUD",7.25629723969068,1417,5
"8441",1538,22104,"some.wav","all_QUD",15.2240166666667,2274,1252,"No","trial_2",13,55,"allQUD",7.13249755166004,1252,5
"8442",1539,22121,"some.wav","all_QUD",15.2240166666667,2274,1731,"No","trial_2",13,72,"allQUD",7.45645455517621,1731,5
"8443",1540,22125,"some.wav","all_QUD",15.2240166666667,2274,1432,"No","trial_2",13,76,"allQUD",7.26682734752059,1432,5
"8444",1541,22149,"some.wav","all_QUD",22.4491,2275,1565,"No","trial_1",13,20,"allQUD",7.35564110297425,1565,5
"8445",1542,22152,"some.wav","all_QUD",22.4491,2275,1478,"No","trial_1",13,23,"allQUD",7.29844510150815,1478,5
"8446",1543,22173,"some.wav","all_QUD",22.4491,2275,1109,"No","trial_1",13,44,"allQUD",7.01121398735037,1109,5
"8447",1544,22188,"some.wav","all_QUD",22.4491,2275,1028,"No","trial_2",13,59,"allQUD",6.93537044601511,1028,5
"8448",1545,22203,"some.wav","all_QUD",22.4491,2275,1084,"No","trial_2",13,74,"allQUD",6.98841318199959,1084,5
"8449",1546,22209,"some.wav","all_QUD",22.4491,2275,1061,"No","trial_2",13,80,"allQUD",6.96696713861398,1061,5
"8450",1547,22221,"some.wav","all_QUD",9.51468333333333,2276,2563,"Yes","trial_1",13,12,"allQUD",7.84893372636407,2563,5
"8451",1548,22226,"some.wav","all_QUD",9.51468333333333,2276,1807,"Yes","trial_1",13,17,"allQUD",7.49942329059223,1807,5
"8452",1549,22239,"some.wav","all_QUD",9.51468333333333,2276,1721,"Yes","trial_1",13,30,"allQUD",7.45066079621154,1721,5
"8453",1550,22244,"some.wav","all_QUD",9.51468333333333,2276,1682,"Yes","trial_1",13,35,"allQUD",7.42773884053289,1682,5
"8454",1551,22259,"some.wav","all_QUD",9.51468333333333,2276,1661,"Yes","trial_2",13,50,"allQUD",7.41517510961329,1661,5
"8455",1552,22264,"some.wav","all_QUD",9.51468333333333,2276,1735,"Yes","trial_2",13,55,"allQUD",7.45876269238096,1735,5
"8456",1553,22275,"some.wav","all_QUD",9.51468333333333,2276,1708,"Yes","trial_2",13,66,"allQUD",7.44307837434852,1708,5
"8457",1554,22276,"some.wav","all_QUD",9.51468333333333,2276,1668,"Yes","trial_2",13,67,"allQUD",7.41938058291869,1668,5
"8458",1555,22303,"some.wav","all_QUD",9.90675,2277,2386,"Yes","trial_1",13,14,"allQUD",7.77737360265786,2386,5
"8459",1556,22311,"some.wav","all_QUD",9.90675,2277,1689,"Yes","trial_1",13,22,"allQUD",7.4318919168078,1689,5
"8460",1557,22320,"some.wav","all_QUD",9.90675,2277,1651,"Yes","trial_1",13,31,"allQUD",7.40913644392013,1651,5
"8461",1558,22325,"some.wav","all_QUD",9.90675,2277,1462,"Yes","trial_1",13,36,"allQUD",7.28756064030972,1462,5
"8462",1559,22350,"some.wav","all_QUD",9.90675,2277,1633,"Yes","trial_2",13,61,"allQUD",7.39817409297047,1633,5
"8463",1560,22351,"some.wav","all_QUD",9.90675,2277,1618,"Yes","trial_2",13,62,"allQUD",7.38894609761844,1618,5
"8464",1561,22363,"some.wav","all_QUD",9.90675,2277,1594,"Yes","trial_2",13,74,"allQUD",7.37400185935016,1594,5
"8465",1562,22371,"some.wav","all_QUD",9.90675,2277,1875,"Yes","trial_2",13,82,"allQUD",7.53636393840451,1875,5
"8466",1563,22390,"some.wav","all_QUD",12.1503666666667,2278,2962,"Yes","trial_1",13,21,"allQUD",7.99361999482774,2962,5
"8467",1564,22394,"some.wav","all_QUD",12.1503666666667,2278,1415,"Yes","trial_1",13,25,"allQUD",7.25488481007734,1415,5
"8468",1565,22402,"some.wav","all_QUD",12.1503666666667,2278,1652,"Yes","trial_1",13,33,"allQUD",7.40974195408092,1652,5
"8469",1566,22410,"some.wav","all_QUD",12.1503666666667,2278,1399,"Yes","trial_1",13,41,"allQUD",7.24351297466548,1399,5
"8470",1567,22420,"some.wav","all_QUD",12.1503666666667,2278,1837,"Yes","trial_2",13,51,"allQUD",7.51588908521513,1837,5
"8471",1568,22432,"some.wav","all_QUD",12.1503666666667,2278,1813,"Yes","trial_2",13,63,"allQUD",7.50273821075485,1813,5
"8472",1569,22436,"some.wav","all_QUD",12.1503666666667,2278,1452,"Yes","trial_2",13,67,"allQUD",7.28069719538474,1452,5
"8473",1570,22442,"some.wav","all_QUD",12.1503666666667,2278,1340,"Yes","trial_2",13,73,"allQUD",7.20042489294496,1340,5
"8474",1571,22468,"some.wav","all_QUD",8.55875,2279,1853,"No","trial_1",13,18,"allQUD",7.52456122628536,1853,5
"8475",1572,22473,"some.wav","all_QUD",8.55875,2279,1855,"Yes","trial_1",13,23,"allQUD",7.52563997504154,1855,5
"8476",1573,22489,"some.wav","all_QUD",8.55875,2279,1843,"Yes","trial_1",13,39,"allQUD",7.51914995766982,1843,5
"8477",1574,22491,"some.wav","all_QUD",8.55875,2279,2441,"Yes","trial_1",13,41,"allQUD",7.80016307039296,2441,5
"8478",1575,22504,"some.wav","all_QUD",8.55875,2279,1654,"Yes","trial_2",13,54,"allQUD",7.41095187558364,1654,5
"8479",1576,22507,"some.wav","all_QUD",8.55875,2279,1970,"Yes","trial_2",13,57,"allQUD",7.58578882173203,1970,5
"8480",1577,22522,"some.wav","all_QUD",8.55875,2279,2095,"Yes","trial_2",13,72,"allQUD",7.64730883235624,2095,5
"8481",1578,22532,"some.wav","all_QUD",8.55875,2279,1791,"Yes","trial_2",13,82,"allQUD",7.49052940206071,1791,5
"8482",1579,22542,"some.wav","all_QUD",9.91865,2280,2765,"No","trial_1",13,12,"allQUD",7.92479591395644,2765,5
"8483",1580,22557,"some.wav","all_QUD",9.91865,2280,1711,"No","trial_1",13,27,"allQUD",7.44483327389219,1711,5
"8484",1581,22567,"some.wav","all_QUD",9.91865,2280,1605,"No","trial_1",13,37,"allQUD",7.38087903556412,1605,5
"8485",1582,22572,"some.wav","all_QUD",9.91865,2280,1717,"No","trial_1",13,42,"allQUD",7.44833386089748,1717,5
"8486",1583,22587,"some.wav","all_QUD",9.91865,2280,1815,"No","trial_2",13,57,"allQUD",7.50384074669895,1815,5
"8487",1584,22593,"some.wav","all_QUD",9.91865,2280,2114,"No","trial_2",13,63,"allQUD",7.65633716643018,2114,5
"8488",1585,22599,"some.wav","all_QUD",9.91865,2280,1862,"No","trial_2",13,69,"allQUD",7.52940645783701,1862,5
"8489",1586,22612,"some.wav","all_QUD",9.91865,2280,1768,"No","trial_2",13,82,"allQUD",7.47760424319759,1768,5
"8490",1587,22622,"some.wav","all_QUD",11.5832833333333,2281,1395,"Yes","trial_1",13,12,"allQUD",7.24064969425547,1395,5
"8491",1588,22641,"some.wav","all_QUD",11.5832833333333,2281,1301,"Yes","trial_1",13,31,"allQUD",7.1708884785125,1301,5
"8492",1589,22646,"some.wav","all_QUD",11.5832833333333,2281,1195,"Yes","trial_1",13,36,"allQUD",7.08590146436561,1195,5
"8493",1590,22659,"some.wav","all_QUD",11.5832833333333,2281,1164,"Yes","trial_2",13,49,"allQUD",7.05961762829138,1164,5
"8494",1591,22665,"some.wav","all_QUD",11.5832833333333,2281,1802,"Yes","trial_2",13,55,"allQUD",7.49665243816828,1802,5
"8495",1592,22679,"some.wav","all_QUD",11.5832833333333,2281,1179,"Yes","trial_2",13,69,"allQUD",7.07242190053737,1179,5
"8496",1593,22680,"some.wav","all_QUD",11.5832833333333,2281,1124,"Yes","trial_2",13,70,"allQUD",7.02464903045364,1124,5
"8497",1594,22714,"some.wav","all_QUD",7.95255,2282,2164,"Yes","trial_1",13,24,"allQUD",7.67971363996637,2164,5
"8498",1595,22718,"some.wav","all_QUD",7.95255,2282,1250,"Yes","trial_1",13,28,"allQUD",7.13089883029635,1250,5
"8499",1596,22721,"some.wav","all_QUD",7.95255,2282,1186,"Yes","trial_1",13,31,"allQUD",7.07834157955767,1186,5
"8500",1597,22726,"some.wav","all_QUD",7.95255,2282,1092,"Yes","trial_1",13,36,"allQUD",6.99576615630485,1092,5
"8501",1598,22738,"some.wav","all_QUD",7.95255,2282,1119,"Yes","trial_2",13,48,"allQUD",7.02019070831193,1119,5
"8502",1599,22751,"some.wav","all_QUD",7.95255,2282,1124,"Yes","trial_2",13,61,"allQUD",7.02464903045364,1124,5
"8503",1600,22764,"some.wav","all_QUD",7.95255,2282,963,"Yes","trial_2",13,74,"allQUD",6.87005341179813,963,5
"8504",1601,22772,"some.wav","all_QUD",7.95255,2282,1010,"Yes","trial_2",13,82,"allQUD",6.9177056098353,1010,5
"8505",1602,22790,"some.wav","all_QUD",16.3120833333333,2283,1699,"Yes","trial_1",13,20,"allQUD",7.43779512167193,1699,5
"8506",1603,22795,"some.wav","all_QUD",16.3120833333333,2283,2346,"Yes","trial_1",13,25,"allQUD",7.76046702921342,2346,5
"8507",1604,22799,"some.wav","all_QUD",16.3120833333333,2283,1162,"Yes","trial_1",13,29,"allQUD",7.05789793741186,1162,5
"8508",1605,22809,"some.wav","all_QUD",16.3120833333333,2283,1136,"Yes","trial_1",13,39,"allQUD",7.0352685992811,1136,5
"8509",1606,22818,"some.wav","all_QUD",16.3120833333333,2283,1450,"Yes","trial_2",13,48,"allQUD",7.27931883541462,1450,5
"8510",1607,22833,"some.wav","all_QUD",16.3120833333333,2283,1074,"Yes","trial_2",13,63,"allQUD",6.97914527506881,1074,5
"8511",1608,22842,"some.wav","all_QUD",16.3120833333333,2283,1265,"Yes","trial_2",13,72,"allQUD",7.14282740116162,1265,5
"8512",1609,22843,"some.wav","all_QUD",16.3120833333333,2283,950,"Yes","trial_2",13,73,"allQUD",6.85646198459459,950,5
"8513",1610,22963,"some.wav","all_QUD",9.49676666666667,2285,1771,"Yes","trial_1",13,12,"allQUD",7.47929963778283,1771,5
"8514",1611,22974,"some.wav","all_QUD",9.49676666666667,2285,1391,"Yes","trial_1",13,23,"allQUD",7.23777819192344,1391,5
"8515",1612,22986,"some.wav","all_QUD",9.49676666666667,2285,1243,"Yes","trial_1",13,35,"allQUD",7.12528309151071,1243,5
