"","rawRT","key","audio","age_group","qud","slide_type","image","slide_number","workerid","Answer.time_in_minutes","speaker_cond"
"2323","0","Elizabeth","","age1","allQUD","bot_check","Elizabeth",1,29,10.9528666666667,"age1all"
"2324","0","Four","","age1","allQUD","audio_check","",3,29,10.9528666666667,"age1all"
"2325","0","Empty","","age1","allQUD","comprehension_check_1","",4,29,10.9528666666667,"age1all"
"2326","1685","Yes","none.wav","age1","allQUD","practice_trial","13",6,29,10.9528666666667,"age1all"
"2327","1566498778960","Yes","all.wav","age1","allQUD","practice_trial","13",7,29,10.9528666666667,"age1all"
"2328","1601","No","all.wav","age1","allQUD","practice_trial","0",8,29,10.9528666666667,"age1all"
"2329","1562","No","none.wav","age1","allQUD","practice_trial","0",9,29,10.9528666666667,"age1all"
"2330","4047","No","four.wav","age1","allQUD","trial_1","5",11,29,10.9528666666667,"age1all"
"2331","5592","No","eleven.wav","age1","allQUD","trial_1","8",12,29,10.9528666666667,"age1all"
"2332","1854","Yes","two.wav","age1","allQUD","trial_1","2",13,29,10.9528666666667,"age1all"
"2333","2025","No","summa.wav","age1","allQUD","trial_1","13",14,29,10.9528666666667,"age1all"
"2334","2218","No","summa.wav","age1","allQUD","trial_1","0",15,29,10.9528666666667,"age1all"
"2335","3320","Yes","eight.wav","age1","allQUD","trial_1","8",16,29,10.9528666666667,"age1all"
"2336","2265","No","all.wav","age1","allQUD","trial_1","2",17,29,10.9528666666667,"age1all"
"2337","1708","Yes","two.wav","age1","allQUD","trial_1","2",18,29,10.9528666666667,"age1all"
"2338","2409","Yes","none.wav","age1","allQUD","trial_1","0",19,29,10.9528666666667,"age1all"
"2339","2720","Yes","summa.wav","age1","allQUD","trial_1","8",20,29,10.9528666666667,"age1all"
"2340","1881","No","summa.wav","age1","allQUD","trial_1","13",21,29,10.9528666666667,"age1all"
"2341","1548","Yes","all.wav","age1","allQUD","trial_1","13",22,29,10.9528666666667,"age1all"
"2342","1745","No","five.wav","age1","allQUD","trial_1","0",23,29,10.9528666666667,"age1all"
"2343","1475","No","all.wav","age1","allQUD","trial_1","5",24,29,10.9528666666667,"age1all"
"2344","6129","No","thirteen.wav","age1","allQUD","trial_1","11",25,29,10.9528666666667,"age1all"
"2345","1684","No","eight.wav","age1","allQUD","trial_1","13",26,29,10.9528666666667,"age1all"
"2346","2112","No","none.wav","age1","allQUD","trial_1","8",27,29,10.9528666666667,"age1all"
"2347","1964","Yes","all.wav","age1","allQUD","trial_1","13",28,29,10.9528666666667,"age1all"
"2348","1560","Yes","two.wav","age1","allQUD","trial_1","2",29,29,10.9528666666667,"age1all"
"2349","1947","No","all.wav","age1","allQUD","trial_1","0",30,29,10.9528666666667,"age1all"
"2350","1574","Yes","all.wav","age1","allQUD","trial_1","13",31,29,10.9528666666667,"age1all"
"2351","1527","Yes","two.wav","age1","allQUD","trial_1","2",32,29,10.9528666666667,"age1all"
"2352","1495","No","ten.wav","age1","allQUD","trial_1","5",33,29,10.9528666666667,"age1all"
"2353","1689","No","none.wav","age1","allQUD","trial_1","11",34,29,10.9528666666667,"age1all"
"2354","1994","Yes","five.wav","age1","allQUD","trial_1","5",35,29,10.9528666666667,"age1all"
"2355","1779","Yes","summa.wav","age1","allQUD","trial_1","5",36,29,10.9528666666667,"age1all"
"2356","1638","No","summa.wav","age1","allQUD","trial_1","0",37,29,10.9528666666667,"age1all"
"2357","5058","Yes","eleven.wav","age1","allQUD","trial_1","11",38,29,10.9528666666667,"age1all"
"2358","1675","Yes","all.wav","age1","allQUD","trial_1","13",39,29,10.9528666666667,"age1all"
"2359","4146","No","seven.wav","age1","allQUD","trial_1","11",40,29,10.9528666666667,"age1all"
"2360","3340","No","eleven.wav","age1","allQUD","trial_1","0",41,29,10.9528666666667,"age1all"
"2361","1950","No","summa.wav","age1","allQUD","trial_1","13",42,29,10.9528666666667,"age1all"
"2362","2007","Yes","none.wav","age1","allQUD","trial_1","0",43,29,10.9528666666667,"age1all"
"2363","1571","No","summa.wav","age1","allQUD","trial_1","13",44,29,10.9528666666667,"age1all"
"2364","1482","No","all.wav","age1","allQUD","trial_1","11",45,29,10.9528666666667,"age1all"
"2365","2098","Yes","eight.wav","age1","allQUD","trial_1","8",46,29,10.9528666666667,"age1all"
"2366","0","Empty","","age1","allQUD","comprehension_check_2","",47,29,10.9528666666667,"age1all"
"2367","1838","Yes","five.wav","age1","allQUD","trial_2","5",48,29,10.9528666666667,"age1all"
"2368","2640","No","none.wav","age1","allQUD","trial_2","13",49,29,10.9528666666667,"age1all"
"2369","1607","No","summa.wav","age1","allQUD","trial_2","13",50,29,10.9528666666667,"age1all"
"2370","1555","Yes","all.wav","age1","allQUD","trial_2","13",51,29,10.9528666666667,"age1all"
"2371","2401","No","one.wav","age1","allQUD","trial_2","11",52,29,10.9528666666667,"age1all"
"2372","1607","No","all.wav","age1","allQUD","trial_2","8",53,29,10.9528666666667,"age1all"
"2373","4006","No","ten.wav","age1","allQUD","trial_2","13",54,29,10.9528666666667,"age1all"
"2374","1650","No","summa.wav","age1","allQUD","trial_2","0",55,29,10.9528666666667,"age1all"
"2375","1484","Yes","all.wav","age1","allQUD","trial_2","13",56,29,10.9528666666667,"age1all"
"2376","1751","No","two.wav","age1","allQUD","trial_2","5",57,29,10.9528666666667,"age1all"
"2377","1536","Yes","two.wav","age1","allQUD","trial_2","2",58,29,10.9528666666667,"age1all"
"2378","1696","No","summa.wav","age1","allQUD","trial_2","13",59,29,10.9528666666667,"age1all"
"2379","13221","Yes","eight.wav","age1","allQUD","trial_2","8",60,29,10.9528666666667,"age1all"
"2380","2200","Yes","none.wav","age1","allQUD","trial_2","0",61,29,10.9528666666667,"age1all"
"2381","2142","Yes","eight.wav","age1","allQUD","trial_2","8",62,29,10.9528666666667,"age1all"
"2382","1699","Yes","summa.wav","age1","allQUD","trial_2","2",63,29,10.9528666666667,"age1all"
"2383","2100","No","three.wav","age1","allQUD","trial_2","0",64,29,10.9528666666667,"age1all"
"2384","1691","No","all.wav","age1","allQUD","trial_2","5",65,29,10.9528666666667,"age1all"
"2385","2161","No","summa.wav","age1","allQUD","trial_2","13",66,29,10.9528666666667,"age1all"
"2386","1654","No","summa.wav","age1","allQUD","trial_2","0",67,29,10.9528666666667,"age1all"
"2387","1619","Yes","all.wav","age1","allQUD","trial_2","13",68,29,10.9528666666667,"age1all"
"2388","1885","No","none.wav","age1","allQUD","trial_2","2",69,29,10.9528666666667,"age1all"
"2389","1670","No","summa.wav","age1","allQUD","trial_2","13",70,29,10.9528666666667,"age1all"
"2390","1469","No","all.wav","age1","allQUD","trial_2","0",71,29,10.9528666666667,"age1all"
"2391","1501","Yes","five.wav","age1","allQUD","trial_2","5",72,29,10.9528666666667,"age1all"
"2392","1765","Yes","summa.wav","age1","allQUD","trial_2","11",73,29,10.9528666666667,"age1all"
"2393","1736","No","twelve.wav","age1","allQUD","trial_2","2",74,29,10.9528666666667,"age1all"
"2394","1860","No","nine.wav","age1","allQUD","trial_2","5",75,29,10.9528666666667,"age1all"
"2395","1506","No","five.wav","age1","allQUD","trial_2","13",76,29,10.9528666666667,"age1all"
"2396","1559","Yes","two.wav","age1","allQUD","trial_2","2",77,29,10.9528666666667,"age1all"
"2397","1570","No","two.wav","age1","allQUD","trial_2","8",78,29,10.9528666666667,"age1all"
"2398","4161","Yes","eleven.wav","age1","allQUD","trial_2","11",79,29,10.9528666666667,"age1all"
"2399","1962","Yes","none.wav","age1","allQUD","trial_2","0",80,29,10.9528666666667,"age1all"
"2400","1625","Yes","eight.wav","age1","allQUD","trial_2","8",81,29,10.9528666666667,"age1all"
"2401","1548","No","all.wav","age1","allQUD","trial_2","11",82,29,10.9528666666667,"age1all"
"2402","2846","Yes","all.wav","age1","allQUD","trial_2","13",83,29,10.9528666666667,"age1all"
"2403","0","Mary","","age1","allQUD","bot_check","Mary",1,30,13.7980666666667,"age1all"
"2404","0","Four","","age1","allQUD","audio_check","",3,30,13.7980666666667,"age1all"
"2405","0","Empty","","age1","allQUD","comprehension_check_1","",4,30,13.7980666666667,"age1all"
"2406","4475","No","none.wav","age1","allQUD","practice_trial","13",6,30,13.7980666666667,"age1all"
"2407","1751","Yes","all.wav","age1","allQUD","practice_trial","13",7,30,13.7980666666667,"age1all"
"2408","1807","No","all.wav","age1","allQUD","practice_trial","0",8,30,13.7980666666667,"age1all"
"2409","1663","Yes","none.wav","age1","allQUD","practice_trial","0",9,30,13.7980666666667,"age1all"
"2410","6349","No","eleven.wav","age1","allQUD","trial_1","8",11,30,13.7980666666667,"age1all"
"2411","6496","No","summa.wav","age1","allQUD","trial_1","13",12,30,13.7980666666667,"age1all"
"2412","5092","No","thirteen.wav","age1","allQUD","trial_1","11",13,30,13.7980666666667,"age1all"
"2413","2204","No","none.wav","age1","allQUD","trial_1","8",14,30,13.7980666666667,"age1all"
"2414","1767","No","all.wav","age1","allQUD","trial_1","2",15,30,13.7980666666667,"age1all"
"2415","1690","No","five.wav","age1","allQUD","trial_1","0",16,30,13.7980666666667,"age1all"
"2416","1722","Yes","all.wav","age1","allQUD","trial_1","13",17,30,13.7980666666667,"age1all"
"2417","1704","Yes","all.wav","age1","allQUD","trial_1","13",18,30,13.7980666666667,"age1all"
"2418","1797","Yes","none.wav","age1","allQUD","trial_1","0",19,30,13.7980666666667,"age1all"
"2419","2230","No","summa.wav","age1","allQUD","trial_1","0",20,30,13.7980666666667,"age1all"
"2420","1699","No","all.wav","age1","allQUD","trial_1","5",21,30,13.7980666666667,"age1all"
"2421","5245","No","eight.wav","age1","allQUD","trial_1","13",22,30,13.7980666666667,"age1all"
"2422","1597","Yes","two.wav","age1","allQUD","trial_1","2",23,30,13.7980666666667,"age1all"
"2423","1559","Yes","two.wav","age1","allQUD","trial_1","2",24,30,13.7980666666667,"age1all"
"2424","2027","Yes","summa.wav","age1","allQUD","trial_1","8",25,30,13.7980666666667,"age1all"
"2425","2066","No","four.wav","age1","allQUD","trial_1","5",26,30,13.7980666666667,"age1all"
"2426","2098","Yes","eight.wav","age1","allQUD","trial_1","8",27,30,13.7980666666667,"age1all"
"2427","1631","No","summa.wav","age1","allQUD","trial_1","13",28,30,13.7980666666667,"age1all"
"2428","2299","No","all.wav","age1","allQUD","trial_1","0",29,30,13.7980666666667,"age1all"
"2429","2351","Yes","none.wav","age1","allQUD","trial_1","0",30,30,13.7980666666667,"age1all"
"2430","2337","Yes","eight.wav","age1","allQUD","trial_1","8",31,30,13.7980666666667,"age1all"
"2431","1537","Yes","two.wav","age1","allQUD","trial_1","2",32,30,13.7980666666667,"age1all"
"2432","1574","Yes","five.wav","age1","allQUD","trial_1","5",33,30,13.7980666666667,"age1all"
"2433","2027","No","eleven.wav","age1","allQUD","trial_1","0",34,30,13.7980666666667,"age1all"
"2434","1595","Yes","all.wav","age1","allQUD","trial_1","13",35,30,13.7980666666667,"age1all"
"2435","1797","Yes","summa.wav","age1","allQUD","trial_1","5",36,30,13.7980666666667,"age1all"
"2436","1740","No","all.wav","age1","allQUD","trial_1","11",37,30,13.7980666666667,"age1all"
"2437","3736","No","summa.wav","age1","allQUD","trial_1","13",38,30,13.7980666666667,"age1all"
"2438","3389","No","seven.wav","age1","allQUD","trial_1","11",39,30,13.7980666666667,"age1all"
"2439","2117","No","summa.wav","age1","allQUD","trial_1","0",40,30,13.7980666666667,"age1all"
"2440","1670","Yes","two.wav","age1","allQUD","trial_1","2",41,30,13.7980666666667,"age1all"
"2441","1716","No","ten.wav","age1","allQUD","trial_1","5",42,30,13.7980666666667,"age1all"
"2442","1608","Yes","all.wav","age1","allQUD","trial_1","13",43,30,13.7980666666667,"age1all"
"2443","2940","Yes","eleven.wav","age1","allQUD","trial_1","11",44,30,13.7980666666667,"age1all"
"2444","2013","No","none.wav","age1","allQUD","trial_1","11",45,30,13.7980666666667,"age1all"
"2445","1471","No","summa.wav","age1","allQUD","trial_1","13",46,30,13.7980666666667,"age1all"
"2446","0","Empty","","age1","allQUD","comprehension_check_2","",47,30,13.7980666666667,"age1all"
"2447","2328","Yes","five.wav","age1","allQUD","trial_2","5",48,30,13.7980666666667,"age1all"
"2448","2358","No","all.wav","age1","allQUD","trial_2","8",49,30,13.7980666666667,"age1all"
"2449","1568","Yes","all.wav","age1","allQUD","trial_2","13",50,30,13.7980666666667,"age1all"
"2450","1793","No","three.wav","age1","allQUD","trial_2","0",51,30,13.7980666666667,"age1all"
"2451","1782","No","none.wav","age1","allQUD","trial_2","13",52,30,13.7980666666667,"age1all"
"2452","1711","No","summa.wav","age1","allQUD","trial_2","13",53,30,13.7980666666667,"age1all"
"2453","3498","Yes","eight.wav","age1","allQUD","trial_2","8",54,30,13.7980666666667,"age1all"
"2454","2293","Yes","none.wav","age1","allQUD","trial_2","0",55,30,13.7980666666667,"age1all"
"2455","1651","Yes","two.wav","age1","allQUD","trial_2","2",56,30,13.7980666666667,"age1all"
"2456","1921","No","summa.wav","age1","allQUD","trial_2","13",57,30,13.7980666666667,"age1all"
"2457","1457","No","summa.wav","age1","allQUD","trial_2","0",58,30,13.7980666666667,"age1all"
"2458","1594","No","two.wav","age1","allQUD","trial_2","5",59,30,13.7980666666667,"age1all"
"2459","1436","Yes","all.wav","age1","allQUD","trial_2","13",60,30,13.7980666666667,"age1all"
"2460","1510","No","all.wav","age1","allQUD","trial_2","5",61,30,13.7980666666667,"age1all"
"2461","2114","Yes","summa.wav","age1","allQUD","trial_2","2",62,30,13.7980666666667,"age1all"
"2462","2573","No","one.wav","age1","allQUD","trial_2","11",63,30,13.7980666666667,"age1all"
"2463","2197","Yes","eight.wav","age1","allQUD","trial_2","8",64,30,13.7980666666667,"age1all"
"2464","4342","No","ten.wav","age1","allQUD","trial_2","13",65,30,13.7980666666667,"age1all"
"2465","1765","No","all.wav","age1","allQUD","trial_2","11",66,30,13.7980666666667,"age1all"
"2466","1615","Yes","five.wav","age1","allQUD","trial_2","5",67,30,13.7980666666667,"age1all"
"2467","1733","Yes","two.wav","age1","allQUD","trial_2","2",68,30,13.7980666666667,"age1all"
"2468","2215","No","summa.wav","age1","allQUD","trial_2","0",69,30,13.7980666666667,"age1all"
"2469","1807","No","summa.wav","age1","allQUD","trial_2","13",70,30,13.7980666666667,"age1all"
"2470","1755","Yes","none.wav","age1","allQUD","trial_2","0",71,30,13.7980666666667,"age1all"
"2471","1800","No","two.wav","age1","allQUD","trial_2","8",72,30,13.7980666666667,"age1all"
"2472","1773","No","five.wav","age1","allQUD","trial_2","13",73,30,13.7980666666667,"age1all"
"2473","1901","No","summa.wav","age1","allQUD","trial_2","13",74,30,13.7980666666667,"age1all"
"2474","1749","No","twelve.wav","age1","allQUD","trial_2","2",75,30,13.7980666666667,"age1all"
"2475","1471","Yes","all.wav","age1","allQUD","trial_2","13",76,30,13.7980666666667,"age1all"
"2476","4582","Yes","eleven.wav","age1","allQUD","trial_2","11",77,30,13.7980666666667,"age1all"
"2477","1802","No","nine.wav","age1","allQUD","trial_2","5",78,30,13.7980666666667,"age1all"
"2478","1809","No","all.wav","age1","allQUD","trial_2","0",79,30,13.7980666666667,"age1all"
"2479","1824","Yes","all.wav","age1","allQUD","trial_2","13",80,30,13.7980666666667,"age1all"
"2480","1563","No","summa.wav","age1","allQUD","trial_2","11",81,30,13.7980666666667,"age1all"
"2481","2622","Yes","eight.wav","age1","allQUD","trial_2","8",82,30,13.7980666666667,"age1all"
"2482","1649","No","none.wav","age1","allQUD","trial_2","2",83,30,13.7980666666667,"age1all"
"2483","0","Susan","","age1","allQUD","bot_check","Susan",1,31,9.71265,"age1all"
"2484","0","Four","","age1","allQUD","audio_check","",3,31,9.71265,"age1all"
"2485","0","Empty","","age1","allQUD","comprehension_check_1","",4,31,9.71265,"age1all"
"2486","2083","No","none.wav","age1","allQUD","practice_trial","13",6,31,9.71265,"age1all"
"2487","1815","Yes","all.wav","age1","allQUD","practice_trial","13",7,31,9.71265,"age1all"
"2488","1535","No","all.wav","age1","allQUD","practice_trial","0",8,31,9.71265,"age1all"
"2489","1534","Yes","none.wav","age1","allQUD","practice_trial","0",9,31,9.71265,"age1all"
"2490","1580","No","all.wav","age1","allQUD","trial_1","5",11,31,9.71265,"age1all"
"2491","1669","Yes","summa.wav","age1","allQUD","trial_1","8",12,31,9.71265,"age1all"
"2492","3047","No","summa.wav","age1","allQUD","trial_1","13",13,31,9.71265,"age1all"
"2493","1717","Yes","all.wav","age1","allQUD","trial_1","13",14,31,9.71265,"age1all"
"2494","1837","Yes","two.wav","age1","allQUD","trial_1","2",15,31,9.71265,"age1all"
"2495","1684","No","summa.wav","age1","allQUD","trial_1","0",16,31,9.71265,"age1all"
"2496","1563","Yes","all.wav","age1","allQUD","trial_1","13",17,31,9.71265,"age1all"
"2497","1628","Yes","none.wav","age1","allQUD","trial_1","0",18,31,9.71265,"age1all"
"2498","1902","No","four.wav","age1","allQUD","trial_1","5",19,31,9.71265,"age1all"
"2499","1712","No","all.wav","age1","allQUD","trial_1","2",20,31,9.71265,"age1all"
"2500","1800","No","none.wav","age1","allQUD","trial_1","8",21,31,9.71265,"age1all"
"2501","1624","Yes","two.wav","age1","allQUD","trial_1","2",22,31,9.71265,"age1all"
"2502","1558","No","five.wav","age1","allQUD","trial_1","0",23,31,9.71265,"age1all"
"2503","1655","No","summa.wav","age1","allQUD","trial_1","13",24,31,9.71265,"age1all"
"2504","4853","No","thirteen.wav","age1","allQUD","trial_1","11",25,31,9.71265,"age1all"
"2505","1788","No","eight.wav","age1","allQUD","trial_1","13",26,31,9.71265,"age1all"
"2506","3584","No","eleven.wav","age1","allQUD","trial_1","8",27,31,9.71265,"age1all"
"2507","2411","Yes","eight.wav","age1","allQUD","trial_1","8",28,31,9.71265,"age1all"
"2508","3463","No","seven.wav","age1","allQUD","trial_1","11",29,31,9.71265,"age1all"
"2509","1671","Yes","none.wav","age1","allQUD","trial_1","0",30,31,9.71265,"age1all"
"2510","1795","No","all.wav","age1","allQUD","trial_1","11",31,31,9.71265,"age1all"
"2511","1628","Yes","all.wav","age1","allQUD","trial_1","13",32,31,9.71265,"age1all"
"2512","1951","Yes","five.wav","age1","allQUD","trial_1","5",33,31,9.71265,"age1all"
"2513","1772","Yes","two.wav","age1","allQUD","trial_1","2",34,31,9.71265,"age1all"
"2514","1729","No","summa.wav","age1","allQUD","trial_1","13",35,31,9.71265,"age1all"
"2515","1693","No","summa.wav","age1","allQUD","trial_1","0",36,31,9.71265,"age1all"
"2516","2024","No","eleven.wav","age1","allQUD","trial_1","0",37,31,9.71265,"age1all"
"2517","2390","Yes","all.wav","age1","allQUD","trial_1","13",38,31,9.71265,"age1all"
"2518","5507","Yes","eight.wav","age1","allQUD","trial_1","8",39,31,9.71265,"age1all"
"2519","2013","Yes","summa.wav","age1","allQUD","trial_1","5",40,31,9.71265,"age1all"
"2520","4953","Yes","eleven.wav","age1","allQUD","trial_1","11",41,31,9.71265,"age1all"
"2521","1732","Yes","two.wav","age1","allQUD","trial_1","2",42,31,9.71265,"age1all"
"2522","1661","No","none.wav","age1","allQUD","trial_1","11",43,31,9.71265,"age1all"
"2523","1878","No","summa.wav","age1","allQUD","trial_1","13",44,31,9.71265,"age1all"
"2524","1751","No","ten.wav","age1","allQUD","trial_1","5",45,31,9.71265,"age1all"
"2525","1730","No","all.wav","age1","allQUD","trial_1","0",46,31,9.71265,"age1all"
"2526","0","Empty","","age1","allQUD","comprehension_check_2","",47,31,9.71265,"age1all"
"2527","1737","Yes","two.wav","age1","allQUD","trial_2","2",48,31,9.71265,"age1all"
"2528","1565","Yes","five.wav","age1","allQUD","trial_2","5",49,31,9.71265,"age1all"
"2529","1813","No","summa.wav","age1","allQUD","trial_2","13",50,31,9.71265,"age1all"
"2530","1654","No","all.wav","age1","allQUD","trial_2","5",51,31,9.71265,"age1all"
"2531","1718","No","three.wav","age1","allQUD","trial_2","0",52,31,9.71265,"age1all"
"2532","1658","No","summa.wav","age1","allQUD","trial_2","0",53,31,9.71265,"age1all"
"2533","1625","Yes","all.wav","age1","allQUD","trial_2","13",54,31,9.71265,"age1all"
"2534","1789","Yes","summa.wav","age1","allQUD","trial_2","2",55,31,9.71265,"age1all"
"2535","1625","No","none.wav","age1","allQUD","trial_2","13",56,31,9.71265,"age1all"
"2536","1938","No","one.wav","age1","allQUD","trial_2","11",57,31,9.71265,"age1all"
"2537","2310","No","ten.wav","age1","allQUD","trial_2","13",58,31,9.71265,"age1all"
"2538","2664","Yes","eight.wav","age1","allQUD","trial_2","8",59,31,9.71265,"age1all"
"2539","1545","No","all.wav","age1","allQUD","trial_2","8",60,31,9.71265,"age1all"
"2540","1609","Yes","all.wav","age1","allQUD","trial_2","13",61,31,9.71265,"age1all"
"2541","1771","Yes","eight.wav","age1","allQUD","trial_2","8",62,31,9.71265,"age1all"
"2542","1585","No","two.wav","age1","allQUD","trial_2","5",63,31,9.71265,"age1all"
"2543","1530","Yes","none.wav","age1","allQUD","trial_2","0",64,31,9.71265,"age1all"
"2544","1725","No","summa.wav","age1","allQUD","trial_2","13",65,31,9.71265,"age1all"
"2545","1593","No","two.wav","age1","allQUD","trial_2","8",66,31,9.71265,"age1all"
"2546","1649","Yes","all.wav","age1","allQUD","trial_2","13",67,31,9.71265,"age1all"
"2547","1710","No","summa.wav","age1","allQUD","trial_2","13",68,31,9.71265,"age1all"
"2548","2094","Yes","summa.wav","age1","allQUD","trial_2","11",69,31,9.71265,"age1all"
"2549","1752","No","five.wav","age1","allQUD","trial_2","13",70,31,9.71265,"age1all"
"2550","1627","No","summa.wav","age1","allQUD","trial_2","0",71,31,9.71265,"age1all"
"2551","2434","Yes","eight.wav","age1","allQUD","trial_2","8",72,31,9.71265,"age1all"
"2552","1421","Yes","all.wav","age1","allQUD","trial_2","13",73,31,9.71265,"age1all"
"2553","2908","Yes","eleven.wav","age1","allQUD","trial_2","11",74,31,9.71265,"age1all"
"2554","1610","Yes","five.wav","age1","allQUD","trial_2","5",75,31,9.71265,"age1all"
"2555","1537","No","all.wav","age1","allQUD","trial_2","0",76,31,9.71265,"age1all"
"2556","1672","No","nine.wav","age1","allQUD","trial_2","5",77,31,9.71265,"age1all"
"2557","1482","Yes","two.wav","age1","allQUD","trial_2","2",78,31,9.71265,"age1all"
"2558","1697","No","none.wav","age1","allQUD","trial_2","2",79,31,9.71265,"age1all"
"2559","1578","No","all.wav","age1","allQUD","trial_2","11",80,31,9.71265,"age1all"
"2560","1660","No","twelve.wav","age1","allQUD","trial_2","2",81,31,9.71265,"age1all"
"2561","1759","No","summa.wav","age1","allQUD","trial_2","13",82,31,9.71265,"age1all"
"2562","1585","Yes","none.wav","age1","allQUD","trial_2","0",83,31,9.71265,"age1all"
"2563","0","Margaret","","age1","allQUD","bot_check","Margaret",1,32,10.0935,"age1all"
"2564","0","Four","","age1","allQUD","audio_check","",3,32,10.0935,"age1all"
"2565","0","Empty","","age1","allQUD","comprehension_check_1","",4,32,10.0935,"age1all"
"2566","2130","No","none.wav","age1","allQUD","practice_trial","13",6,32,10.0935,"age1all"
"2567","1159","Yes","all.wav","age1","allQUD","practice_trial","13",7,32,10.0935,"age1all"
"2568","4573","No","all.wav","age1","allQUD","practice_trial","0",8,32,10.0935,"age1all"
"2569","1847","Yes","none.wav","age1","allQUD","practice_trial","0",9,32,10.0935,"age1all"
"2570","2444","Yes","thirteen.wav","age1","allQUD","trial_1","11",11,32,10.0935,"age1all"
"2571","1960","No","summa.wav","age1","allQUD","trial_1","13",12,32,10.0935,"age1all"
"2572","2327","No","five.wav","age1","allQUD","trial_1","0",13,32,10.0935,"age1all"
"2573","2684","Yes","eight.wav","age1","allQUD","trial_1","8",14,32,10.0935,"age1all"
"2574","1684","No","all.wav","age1","allQUD","trial_1","2",15,32,10.0935,"age1all"
"2575","1534","No","all.wav","age1","allQUD","trial_1","5",16,32,10.0935,"age1all"
"2576","1781","Yes","none.wav","age1","allQUD","trial_1","0",17,32,10.0935,"age1all"
"2577","2705","Yes","four.wav","age1","allQUD","trial_1","5",18,32,10.0935,"age1all"
"2578","1418","Yes","all.wav","age1","allQUD","trial_1","13",19,32,10.0935,"age1all"
"2579","1201","No","summa.wav","age1","allQUD","trial_1","13",20,32,10.0935,"age1all"
"2580","1853","Yes","summa.wav","age1","allQUD","trial_1","8",21,32,10.0935,"age1all"
"2581","1512","Yes","two.wav","age1","allQUD","trial_1","2",22,32,10.0935,"age1all"
"2582","1294","No","eight.wav","age1","allQUD","trial_1","13",23,32,10.0935,"age1all"
"2583","1425","No","summa.wav","age1","allQUD","trial_1","0",24,32,10.0935,"age1all"
"2584","1297","Yes","two.wav","age1","allQUD","trial_1","2",25,32,10.0935,"age1all"
"2585","1861","No","eleven.wav","age1","allQUD","trial_1","8",26,32,10.0935,"age1all"
"2586","1472","Yes","all.wav","age1","allQUD","trial_1","13",27,32,10.0935,"age1all"
"2587","1415","No","none.wav","age1","allQUD","trial_1","8",28,32,10.0935,"age1all"
"2588","1858","No","eleven.wav","age1","allQUD","trial_1","0",29,32,10.0935,"age1all"
"2589","1252","No","all.wav","age1","allQUD","trial_1","0",30,32,10.0935,"age1all"
"2590","1331","Yes","five.wav","age1","allQUD","trial_1","5",31,32,10.0935,"age1all"
"2591","1453","Yes","all.wav","age1","allQUD","trial_1","13",32,32,10.0935,"age1all"
"2592","2659","Yes","eight.wav","age1","allQUD","trial_1","8",33,32,10.0935,"age1all"
"2593","1149","Yes","none.wav","age1","allQUD","trial_1","0",34,32,10.0935,"age1all"
"2594","1310","No","all.wav","age1","allQUD","trial_1","11",35,32,10.0935,"age1all"
"2595","1208","No","summa.wav","age1","allQUD","trial_1","0",36,32,10.0935,"age1all"
"2596","1186","Yes","two.wav","age1","allQUD","trial_1","2",37,32,10.0935,"age1all"
"2597","1343","No","ten.wav","age1","allQUD","trial_1","5",38,32,10.0935,"age1all"
"2598","1012","No","summa.wav","age1","allQUD","trial_1","13",39,32,10.0935,"age1all"
"2599","1298","No","none.wav","age1","allQUD","trial_1","11",40,32,10.0935,"age1all"
"2600","3274","No","seven.wav","age1","allQUD","trial_1","11",41,32,10.0935,"age1all"
"2601","1561","Yes","summa.wav","age1","allQUD","trial_1","5",42,32,10.0935,"age1all"
"2602","822","Yes","all.wav","age1","allQUD","trial_1","13",43,32,10.0935,"age1all"
"2603","5006","Yes","eleven.wav","age1","allQUD","trial_1","11",44,32,10.0935,"age1all"
"2604","1077","No","summa.wav","age1","allQUD","trial_1","13",45,32,10.0935,"age1all"
"2605","1171","Yes","two.wav","age1","allQUD","trial_1","2",46,32,10.0935,"age1all"
"2606","0","Empty","","age1","allQUD","comprehension_check_2","",47,32,10.0935,"age1all"
"2607","6456","No","ten.wav","age1","allQUD","trial_2","13",48,32,10.0935,"age1all"
"2608","1087","Yes","all.wav","age1","allQUD","trial_2","13",49,32,10.0935,"age1all"
"2609","1196","No","three.wav","age1","allQUD","trial_2","0",50,32,10.0935,"age1all"
"2610","1145","No","summa.wav","age1","allQUD","trial_2","13",51,32,10.0935,"age1all"
"2611","1389","No","one.wav","age1","allQUD","trial_2","11",52,32,10.0935,"age1all"
"2612","2168","Yes","summa.wav","age1","allQUD","trial_2","2",53,32,10.0935,"age1all"
"2613","974","No","none.wav","age1","allQUD","trial_2","13",54,32,10.0935,"age1all"
"2614","1540","Yes","none.wav","age1","allQUD","trial_2","0",55,32,10.0935,"age1all"
"2615","2826","Yes","eight.wav","age1","allQUD","trial_2","8",56,32,10.0935,"age1all"
"2616","2836","Yes","eight.wav","age1","allQUD","trial_2","8",57,32,10.0935,"age1all"
"2617","1480","No","all.wav","age1","allQUD","trial_2","8",58,32,10.0935,"age1all"
"2618","1031","Yes","two.wav","age1","allQUD","trial_2","2",59,32,10.0935,"age1all"
