"","rawRT","key","audio","age_group","qud","slide_type","image","slide_number","workerid","Answer.time_in_minutes","speaker_cond"
"25064","1607","Yes","all.wav","age2","allQUD","trial_1","13",37,314,13.5873,"age2all"
"25065","1712","Yes","two.wav","age2","allQUD","trial_1","2",38,314,13.5873,"age2all"
"25066","2065","No","ten.wav","age2","allQUD","trial_1","5",39,314,13.5873,"age2all"
"25067","4746","Yes","eleven.wav","age2","allQUD","trial_1","11",40,314,13.5873,"age2all"
"25068","2056","No","summa.wav","age2","allQUD","trial_1","13",41,314,13.5873,"age2all"
"25069","2105","No","eleven.wav","age2","allQUD","trial_1","0",42,314,13.5873,"age2all"
"25070","2308","Yes","summa.wav","age2","allQUD","trial_1","5",43,314,13.5873,"age2all"
"25071","1689","No","all.wav","age2","allQUD","trial_1","0",44,314,13.5873,"age2all"
"25072","1646","No","all.wav","age2","allQUD","trial_1","11",45,314,13.5873,"age2all"
"25073","1697","No","summa.wav","age2","allQUD","trial_1","0",46,314,13.5873,"age2all"
"25074","0","Empty","","age2","allQUD","comprehension_check_2","",47,314,13.5873,"age2all"
"25075","1677","No","summa.wav","age2","allQUD","trial_2","0",48,314,13.5873,"age2all"
"25076","1663","Yes","all.wav","age2","allQUD","trial_2","13",49,314,13.5873,"age2all"
"25077","3066","Yes","eight.wav","age2","allQUD","trial_2","8",50,314,13.5873,"age2all"
"25078","1735","Yes","two.wav","age2","allQUD","trial_2","2",51,314,13.5873,"age2all"
"25079","1865","No","summa.wav","age2","allQUD","trial_2","13",52,314,13.5873,"age2all"
"25080","1536","No","all.wav","age2","allQUD","trial_2","5",53,314,13.5873,"age2all"
"25081","3896","No","ten.wav","age2","allQUD","trial_2","13",54,314,13.5873,"age2all"
"25082","2359","No","one.wav","age2","allQUD","trial_2","11",55,314,13.5873,"age2all"
"25083","2418","Yes","summa.wav","age2","allQUD","trial_2","2",56,314,13.5873,"age2all"
"25084","1734","No","two.wav","age2","allQUD","trial_2","5",57,314,13.5873,"age2all"
"25085","1656","No","three.wav","age2","allQUD","trial_2","0",58,314,13.5873,"age2all"
"25086","3372","Yes","eight.wav","age2","allQUD","trial_2","8",59,314,13.5873,"age2all"
"25087","1695","Yes","all.wav","age2","allQUD","trial_2","13",60,314,13.5873,"age2all"
"25088","1641","No","none.wav","age2","allQUD","trial_2","13",61,314,13.5873,"age2all"
"25089","2514","Yes","none.wav","age2","allQUD","trial_2","0",62,314,13.5873,"age2all"
"25090","1966","No","summa.wav","age2","allQUD","trial_2","13",63,314,13.5873,"age2all"
"25091","2329","Yes","five.wav","age2","allQUD","trial_2","5",64,314,13.5873,"age2all"
"25092","1615","No","all.wav","age2","allQUD","trial_2","8",65,314,13.5873,"age2all"
"25093","2218","Yes","summa.wav","age2","allQUD","trial_2","11",66,314,13.5873,"age2all"
"25094","1536","No","all.wav","age2","allQUD","trial_2","0",67,314,13.5873,"age2all"
"25095","1616","Yes","all.wav","age2","allQUD","trial_2","13",68,314,13.5873,"age2all"
"25096","1680","No","summa.wav","age2","allQUD","trial_2","0",69,314,13.5873,"age2all"
"25097","2894","Yes","eight.wav","age2","allQUD","trial_2","8",70,314,13.5873,"age2all"
"25098","1761","Yes","none.wav","age2","allQUD","trial_2","0",71,314,13.5873,"age2all"
"25099","1505","No","all.wav","age2","allQUD","trial_2","11",72,314,13.5873,"age2all"
"25100","1864","Yes","two.wav","age2","allQUD","trial_2","2",73,314,13.5873,"age2all"
"25101","2952","No","five.wav","age2","allQUD","trial_2","13",74,314,13.5873,"age2all"
"25102","1961","No","twelve.wav","age2","allQUD","trial_2","2",75,314,13.5873,"age2all"
"25103","1772","No","summa.wav","age2","allQUD","trial_2","13",76,314,13.5873,"age2all"
"25104","1928","No","none.wav","age2","allQUD","trial_2","2",77,314,13.5873,"age2all"
"25105","4698","Yes","eleven.wav","age2","allQUD","trial_2","11",78,314,13.5873,"age2all"
"25106","2553","No","nine.wav","age2","allQUD","trial_2","5",79,314,13.5873,"age2all"
"25107","2048","Yes","all.wav","age2","allQUD","trial_2","13",80,314,13.5873,"age2all"
"25108","2495","Yes","five.wav","age2","allQUD","trial_2","5",81,314,13.5873,"age2all"
"25109","1823","No","summa.wav","age2","allQUD","trial_2","13",82,314,13.5873,"age2all"
"25110","1712","No","two.wav","age2","allQUD","trial_2","8",83,314,13.5873,"age2all"
"25111","0","Mary","","age2","allQUD","bot_check","Mary",1,315,7.29665,"age2all"
"25112","0","Four","","age2","allQUD","audio_check","",3,315,7.29665,"age2all"
"25113","0","Empty","","age2","allQUD","comprehension_check_1","",4,315,7.29665,"age2all"
"25114","1295","No","none.wav","age2","allQUD","practice_trial","13",6,315,7.29665,"age2all"
"25115","875","Yes","all.wav","age2","allQUD","practice_trial","13",7,315,7.29665,"age2all"
"25116","1243","No","all.wav","age2","allQUD","practice_trial","0",8,315,7.29665,"age2all"
"25117","1592","Yes","none.wav","age2","allQUD","practice_trial","0",9,315,7.29665,"age2all"
"25118","982","Yes","two.wav","age2","allQUD","trial_1","2",11,315,7.29665,"age2all"
"25119","2497","No","eight.wav","age2","allQUD","trial_1","13",12,315,7.29665,"age2all"
"25120","887","Yes","all.wav","age2","allQUD","trial_1","13",13,315,7.29665,"age2all"
"25121","974","No","all.wav","age2","allQUD","trial_1","2",14,315,7.29665,"age2all"
"25122","1249","No","none.wav","age2","allQUD","trial_1","8",15,315,7.29665,"age2all"
"25123","1302","No","summa.wav","age2","allQUD","trial_1","13",16,315,7.29665,"age2all"
"25124","1433","No","summa.wav","age2","allQUD","trial_1","13",17,315,7.29665,"age2all"
"25125","1291","Yes","summa.wav","age2","allQUD","trial_1","8",18,315,7.29665,"age2all"
"25126","979","No","summa.wav","age2","allQUD","trial_1","0",19,315,7.29665,"age2all"
"25127","1866","Yes","eight.wav","age2","allQUD","trial_1","8",20,315,7.29665,"age2all"
"25128","865","Yes","all.wav","age2","allQUD","trial_1","13",21,315,7.29665,"age2all"
"25129","4903","No","thirteen.wav","age2","allQUD","trial_1","11",22,315,7.29665,"age2all"
"25130","2890","No","eleven.wav","age2","allQUD","trial_1","8",23,315,7.29665,"age2all"
"25131","1692","Yes","none.wav","age2","allQUD","trial_1","0",24,315,7.29665,"age2all"
"25132","5679","No","five.wav","age2","allQUD","trial_1","0",25,315,7.29665,"age2all"
"25133","2215","Yes","two.wav","age2","allQUD","trial_1","2",26,315,7.29665,"age2all"
"25134","1425","No","all.wav","age2","allQUD","trial_1","5",27,315,7.29665,"age2all"
"25135","2533","No","four.wav","age2","allQUD","trial_1","5",28,315,7.29665,"age2all"
"25136","1091","Yes","two.wav","age2","allQUD","trial_1","2",29,315,7.29665,"age2all"
"25137","1272","No","all.wav","age2","allQUD","trial_1","11",30,315,7.29665,"age2all"
"25138","1067","Yes","two.wav","age2","allQUD","trial_1","2",31,315,7.29665,"age2all"
"25139","1620","No","summa.wav","age2","allQUD","trial_1","0",32,315,7.29665,"age2all"
"25140","1492","No","eleven.wav","age2","allQUD","trial_1","0",33,315,7.29665,"age2all"
"25141","1386","Yes","all.wav","age2","allQUD","trial_1","13",34,315,7.29665,"age2all"
"25142","1674","No","none.wav","age2","allQUD","trial_1","11",35,315,7.29665,"age2all"
"25143","4156","Yes","eleven.wav","age2","allQUD","trial_1","11",36,315,7.29665,"age2all"
"25144","1350","Yes","summa.wav","age2","allQUD","trial_1","5",37,315,7.29665,"age2all"
"25145","1185","No","all.wav","age2","allQUD","trial_1","0",38,315,7.29665,"age2all"
"25146","930","Yes","all.wav","age2","allQUD","trial_1","13",39,315,7.29665,"age2all"
"25147","1920","No","ten.wav","age2","allQUD","trial_1","5",40,315,7.29665,"age2all"
"25148","1254","No","summa.wav","age2","allQUD","trial_1","13",41,315,7.29665,"age2all"
"25149","1510","Yes","five.wav","age2","allQUD","trial_1","5",42,315,7.29665,"age2all"
"25150","3137","No","seven.wav","age2","allQUD","trial_1","11",43,315,7.29665,"age2all"
"25151","2297","Yes","eight.wav","age2","allQUD","trial_1","8",44,315,7.29665,"age2all"
"25152","1245","Yes","none.wav","age2","allQUD","trial_1","0",45,315,7.29665,"age2all"
"25153","1023","No","summa.wav","age2","allQUD","trial_1","13",46,315,7.29665,"age2all"
"25154","0","Empty","","age2","allQUD","comprehension_check_2","",47,315,7.29665,"age2all"
"25155","1181","Yes","two.wav","age2","allQUD","trial_2","2",48,315,7.29665,"age2all"
"25156","2033","No","none.wav","age2","allQUD","trial_2","13",49,315,7.29665,"age2all"
"25157","1585","Yes","summa.wav","age2","allQUD","trial_2","2",50,315,7.29665,"age2all"
"25158","1119","No","summa.wav","age2","allQUD","trial_2","13",51,315,7.29665,"age2all"
"25159","1100","No","three.wav","age2","allQUD","trial_2","0",52,315,7.29665,"age2all"
"25160","2238","Yes","eight.wav","age2","allQUD","trial_2","8",53,315,7.29665,"age2all"
"25161","1042","Yes","all.wav","age2","allQUD","trial_2","13",54,315,7.29665,"age2all"
"25162","1536","Yes","eight.wav","age2","allQUD","trial_2","8",55,315,7.29665,"age2all"
"25163","1443","No","two.wav","age2","allQUD","trial_2","5",56,315,7.29665,"age2all"
"25164","1269","No","all.wav","age2","allQUD","trial_2","8",57,315,7.29665,"age2all"
"25165","1230","No","one.wav","age2","allQUD","trial_2","11",58,315,7.29665,"age2all"
"25166","1355","Yes","five.wav","age2","allQUD","trial_2","5",59,315,7.29665,"age2all"
"25167","1062","No","summa.wav","age2","allQUD","trial_2","0",60,315,7.29665,"age2all"
"25168","1119","No","summa.wav","age2","allQUD","trial_2","13",61,315,7.29665,"age2all"
"25169","4211","No","ten.wav","age2","allQUD","trial_2","13",62,315,7.29665,"age2all"
"25170","1281","Yes","none.wav","age2","allQUD","trial_2","0",63,315,7.29665,"age2all"
"25171","1106","No","all.wav","age2","allQUD","trial_2","5",64,315,7.29665,"age2all"
"25172","804","Yes","all.wav","age2","allQUD","trial_2","13",65,315,7.29665,"age2all"
"25173","1129","No","all.wav","age2","allQUD","trial_2","11",66,315,7.29665,"age2all"
"25174","2330","No","summa.wav","age2","allQUD","trial_2","0",67,315,7.29665,"age2all"
"25175","2536","Yes","eight.wav","age2","allQUD","trial_2","8",68,315,7.29665,"age2all"
"25176","1262","Yes","two.wav","age2","allQUD","trial_2","2",69,315,7.29665,"age2all"
"25177","1338","No","five.wav","age2","allQUD","trial_2","13",70,315,7.29665,"age2all"
"25178","3296","Yes","eleven.wav","age2","allQUD","trial_2","11",71,315,7.29665,"age2all"
"25179","1128","No","all.wav","age2","allQUD","trial_2","0",72,315,7.29665,"age2all"
"25180","1617","No","nine.wav","age2","allQUD","trial_2","5",73,315,7.29665,"age2all"
"25181","1359","No","summa.wav","age2","allQUD","trial_2","13",74,315,7.29665,"age2all"
"25182","1295","Yes","none.wav","age2","allQUD","trial_2","0",75,315,7.29665,"age2all"
"25183","1476","Yes","five.wav","age2","allQUD","trial_2","5",76,315,7.29665,"age2all"
"25184","1790","Yes","summa.wav","age2","allQUD","trial_2","11",77,315,7.29665,"age2all"
"25185","1448","No","two.wav","age2","allQUD","trial_2","8",78,315,7.29665,"age2all"
"25186","1048","No","none.wav","age2","allQUD","trial_2","2",79,315,7.29665,"age2all"
"25187","883","Yes","all.wav","age2","allQUD","trial_2","13",80,315,7.29665,"age2all"
"25188","909","Yes","all.wav","age2","allQUD","trial_2","13",81,315,7.29665,"age2all"
"25189","954","No","summa.wav","age2","allQUD","trial_2","13",82,315,7.29665,"age2all"
"25190","1209","No","twelve.wav","age2","allQUD","trial_2","2",83,315,7.29665,"age2all"
"25191","0","sarah","","age2","anyQUD","bot_check","Sarah",1,316,10.8631666666667,"age2any"
"25192","0","Four","","age2","anyQUD","audio_check","",3,316,10.8631666666667,"age2any"
"25193","0","Jam","","age2","anyQUD","comprehension_check_1","",4,316,10.8631666666667,"age2any"
"25194","8386","No","none.wav","age2","anyQUD","practice_trial","13",6,316,10.8631666666667,"age2any"
"25195","2059","Yes","all.wav","age2","anyQUD","practice_trial","13",7,316,10.8631666666667,"age2any"
"25196","2228","No","all.wav","age2","anyQUD","practice_trial","0",8,316,10.8631666666667,"age2any"
"25197","1860","Yes","none.wav","age2","anyQUD","practice_trial","0",9,316,10.8631666666667,"age2any"
"25198","2138","Yes","summa.wav","age2","anyQUD","trial_1","8",11,316,10.8631666666667,"age2any"
"25199","6229","No","summa.wav","age2","anyQUD","trial_1","13",12,316,10.8631666666667,"age2any"
"25200","2505","No","summa.wav","age2","anyQUD","trial_1","13",13,316,10.8631666666667,"age2any"
"25201","2328","Yes","two.wav","age2","anyQUD","trial_1","2",14,316,10.8631666666667,"age2any"
"25202","1962","Yes","none.wav","age2","anyQUD","trial_1","8",15,316,10.8631666666667,"age2any"
"25203","1710","Yes","all.wav","age2","anyQUD","trial_1","13",16,316,10.8631666666667,"age2any"
"25204","4225","No","four.wav","age2","anyQUD","trial_1","5",17,316,10.8631666666667,"age2any"
"25205","3960","No","eight.wav","age2","anyQUD","trial_1","13",18,316,10.8631666666667,"age2any"
"25206","2366","No","all.wav","age2","anyQUD","trial_1","2",19,316,10.8631666666667,"age2any"
"25207","1954","Yes","two.wav","age2","anyQUD","trial_1","2",20,316,10.8631666666667,"age2any"
"25208","1910","Yes","none.wav","age2","anyQUD","trial_1","0",21,316,10.8631666666667,"age2any"
"25209","2416","Yes","five.wav","age2","anyQUD","trial_1","0",22,316,10.8631666666667,"age2any"
"25210","5611","No","thirteen.wav","age2","anyQUD","trial_1","11",23,316,10.8631666666667,"age2any"
"25211","2341","No","all.wav","age2","anyQUD","trial_1","5",24,316,10.8631666666667,"age2any"
"25212","3697","Yes","eight.wav","age2","anyQUD","trial_1","8",25,316,10.8631666666667,"age2any"
"25213","2228","No","summa.wav","age2","anyQUD","trial_1","0",26,316,10.8631666666667,"age2any"
"25214","3160","No","eleven.wav","age2","anyQUD","trial_1","8",27,316,10.8631666666667,"age2any"
"25215","1789","Yes","all.wav","age2","anyQUD","trial_1","13",28,316,10.8631666666667,"age2any"
"25216","3613","No","seven.wav","age2","anyQUD","trial_1","11",29,316,10.8631666666667,"age2any"
"25217","2107","No","ten.wav","age2","anyQUD","trial_1","5",30,316,10.8631666666667,"age2any"
"25218","1553","Yes","none.wav","age2","anyQUD","trial_1","0",31,316,10.8631666666667,"age2any"
"25219","2906","Yes","eight.wav","age2","anyQUD","trial_1","8",32,316,10.8631666666667,"age2any"
"25220","1873","Yes","two.wav","age2","anyQUD","trial_1","2",33,316,10.8631666666667,"age2any"
"25221","2080","No","summa.wav","age2","anyQUD","trial_1","13",34,316,10.8631666666667,"age2any"
"25222","3848","Yes","eleven.wav","age2","anyQUD","trial_1","11",35,316,10.8631666666667,"age2any"
"25223","2782","Yes","all.wav","age2","anyQUD","trial_1","13",36,316,10.8631666666667,"age2any"
"25224","1742","Yes","two.wav","age2","anyQUD","trial_1","2",37,316,10.8631666666667,"age2any"
"25225","2137","No","eleven.wav","age2","anyQUD","trial_1","0",38,316,10.8631666666667,"age2any"
"25226","1953","Yes","all.wav","age2","anyQUD","trial_1","13",39,316,10.8631666666667,"age2any"
"25227","1881","No","all.wav","age2","anyQUD","trial_1","0",40,316,10.8631666666667,"age2any"
"25228","2315","Yes","five.wav","age2","anyQUD","trial_1","5",41,316,10.8631666666667,"age2any"
"25229","2017","No","summa.wav","age2","anyQUD","trial_1","0",42,316,10.8631666666667,"age2any"
"25230","2339","Yes","summa.wav","age2","anyQUD","trial_1","5",43,316,10.8631666666667,"age2any"
"25231","1979","No","summa.wav","age2","anyQUD","trial_1","13",44,316,10.8631666666667,"age2any"
"25232","1890","No","none.wav","age2","anyQUD","trial_1","11",45,316,10.8631666666667,"age2any"
"25233","2195","No","all.wav","age2","anyQUD","trial_1","11",46,316,10.8631666666667,"age2any"
"25234","0","Jam","","age2","anyQUD","comprehension_check_2","",47,316,10.8631666666667,"age2any"
"25235","4914","No","ten.wav","age2","anyQUD","trial_2","13",48,316,10.8631666666667,"age2any"
"25236","2135","No","one.wav","age2","anyQUD","trial_2","11",49,316,10.8631666666667,"age2any"
"25237","2081","Yes","summa.wav","age2","anyQUD","trial_2","2",50,316,10.8631666666667,"age2any"
"25238","1735","Yes","none.wav","age2","anyQUD","trial_2","0",51,316,10.8631666666667,"age2any"
"25239","1718","Yes","all.wav","age2","anyQUD","trial_2","13",52,316,10.8631666666667,"age2any"
"25240","1883","No","summa.wav","age2","anyQUD","trial_2","13",53,316,10.8631666666667,"age2any"
"25241","2720","Yes","eight.wav","age2","anyQUD","trial_2","8",54,316,10.8631666666667,"age2any"
"25242","1814","No","two.wav","age2","anyQUD","trial_2","5",55,316,10.8631666666667,"age2any"
"25243","1647","No","none.wav","age2","anyQUD","trial_2","13",56,316,10.8631666666667,"age2any"
"25244","1533","No","summa.wav","age2","anyQUD","trial_2","0",57,316,10.8631666666667,"age2any"
"25245","1433","Yes","all.wav","age2","anyQUD","trial_2","13",58,316,10.8631666666667,"age2any"
"25246","1566","No","summa.wav","age2","anyQUD","trial_2","13",59,316,10.8631666666667,"age2any"
"25247","2794","Yes","eight.wav","age2","anyQUD","trial_2","8",60,316,10.8631666666667,"age2any"
"25248","2040","Yes","five.wav","age2","anyQUD","trial_2","5",61,316,10.8631666666667,"age2any"
"25249","1569","Yes","two.wav","age2","anyQUD","trial_2","2",62,316,10.8631666666667,"age2any"
"25250","1820","No","three.wav","age2","anyQUD","trial_2","0",63,316,10.8631666666667,"age2any"
"25251","1895","No","all.wav","age2","anyQUD","trial_2","5",64,316,10.8631666666667,"age2any"
"25252","1654","No","all.wav","age2","anyQUD","trial_2","8",65,316,10.8631666666667,"age2any"
"25253","1817","No","two.wav","age2","anyQUD","trial_2","8",66,316,10.8631666666667,"age2any"
"25254","1784","Yes","all.wav","age2","anyQUD","trial_2","13",67,316,10.8631666666667,"age2any"
"25255","1672","Yes","all.wav","age2","anyQUD","trial_2","13",68,316,10.8631666666667,"age2any"
"25256","1835","No","none.wav","age2","anyQUD","trial_2","2",69,316,10.8631666666667,"age2any"
"25257","1720","No","five.wav","age2","anyQUD","trial_2","13",70,316,10.8631666666667,"age2any"
"25258","1975","No","nine.wav","age2","anyQUD","trial_2","5",71,316,10.8631666666667,"age2any"
"25259","1628","Yes","two.wav","age2","anyQUD","trial_2","2",72,316,10.8631666666667,"age2any"
"25260","2151","Yes","eight.wav","age2","anyQUD","trial_2","8",73,316,10.8631666666667,"age2any"
"25261","2462","Yes","five.wav","age2","anyQUD","trial_2","5",74,316,10.8631666666667,"age2any"
"25262","2029","No","twelve.wav","age2","anyQUD","trial_2","2",75,316,10.8631666666667,"age2any"
"25263","2030","Yes","summa.wav","age2","anyQUD","trial_2","11",76,316,10.8631666666667,"age2any"
"25264","1705","No","summa.wav","age2","anyQUD","trial_2","13",77,316,10.8631666666667,"age2any"
"25265","1664","Yes","none.wav","age2","anyQUD","trial_2","0",78,316,10.8631666666667,"age2any"
"25266","1693","No","summa.wav","age2","anyQUD","trial_2","13",79,316,10.8631666666667,"age2any"
"25267","1868","No","all.wav","age2","anyQUD","trial_2","11",80,316,10.8631666666667,"age2any"
"25268","1439","No","all.wav","age2","anyQUD","trial_2","0",81,316,10.8631666666667,"age2any"
"25269","1477","No","summa.wav","age2","anyQUD","trial_2","0",82,316,10.8631666666667,"age2any"
"25270","4362","Yes","eleven.wav","age2","anyQUD","trial_2","11",83,316,10.8631666666667,"age2any"
"25271","0","Jennifer","","age2","anyQUD","bot_check","Jennifer",1,317,8.81363333333333,"age2any"
"25272","0","Four","","age2","anyQUD","audio_check","",3,317,8.81363333333333,"age2any"
"25273","0","Jam","","age2","anyQUD","comprehension_check_1","",4,317,8.81363333333333,"age2any"
"25274","2035","No","none.wav","age2","anyQUD","practice_trial","13",6,317,8.81363333333333,"age2any"
"25275","1725","Yes","all.wav","age2","anyQUD","practice_trial","13",7,317,8.81363333333333,"age2any"
"25276","1367","Yes","all.wav","age2","anyQUD","practice_trial","0",8,317,8.81363333333333,"age2any"
"25277","1432","No","none.wav","age2","anyQUD","practice_trial","0",9,317,8.81363333333333,"age2any"
"25278","1519","Yes","two.wav","age2","anyQUD","trial_1","2",11,317,8.81363333333333,"age2any"
"25279","1324","Yes","two.wav","age2","anyQUD","trial_1","2",12,317,8.81363333333333,"age2any"
"25280","1425","Yes","summa.wav","age2","anyQUD","trial_1","8",13,317,8.81363333333333,"age2any"
"25281","1224","Yes","all.wav","age2","anyQUD","trial_1","2",14,317,8.81363333333333,"age2any"
"25282","1413","Yes","thirteen.wav","age2","anyQUD","trial_1","11",15,317,8.81363333333333,"age2any"
"25283","1291","Yes","all.wav","age2","anyQUD","trial_1","13",16,317,8.81363333333333,"age2any"
"25284","1230","Yes","four.wav","age2","anyQUD","trial_1","5",17,317,8.81363333333333,"age2any"
"25285","1256","No","none.wav","age2","anyQUD","trial_1","8",18,317,8.81363333333333,"age2any"
"25286","1317","Yes","all.wav","age2","anyQUD","trial_1","5",19,317,8.81363333333333,"age2any"
"25287","1143","Yes","summa.wav","age2","anyQUD","trial_1","0",20,317,8.81363333333333,"age2any"
"25288","1501","Yes","eleven.wav","age2","anyQUD","trial_1","8",21,317,8.81363333333333,"age2any"
"25289","1315","Yes","summa.wav","age2","anyQUD","trial_1","13",22,317,8.81363333333333,"age2any"
"25290","1156","Yes","eight.wav","age2","anyQUD","trial_1","13",23,317,8.81363333333333,"age2any"
"25291","1212","Yes","five.wav","age2","anyQUD","trial_1","0",24,317,8.81363333333333,"age2any"
"25292","1129","Yes","summa.wav","age2","anyQUD","trial_1","13",25,317,8.81363333333333,"age2any"
"25293","1448","No","none.wav","age2","anyQUD","trial_1","0",26,317,8.81363333333333,"age2any"
"25294","1514","Yes","all.wav","age2","anyQUD","trial_1","13",27,317,8.81363333333333,"age2any"
"25295","1311","Yes","eight.wav","age2","anyQUD","trial_1","8",28,317,8.81363333333333,"age2any"
"25296","2501","Yes","seven.wav","age2","anyQUD","trial_1","11",29,317,8.81363333333333,"age2any"
"25297","2674","Yes","eleven.wav","age2","anyQUD","trial_1","0",30,317,8.81363333333333,"age2any"
"25298","1369","Yes","all.wav","age2","anyQUD","trial_1","13",31,317,8.81363333333333,"age2any"
"25299","1344","Yes","two.wav","age2","anyQUD","trial_1","2",32,317,8.81363333333333,"age2any"
"25300","2137","No","all.wav","age2","anyQUD","trial_1","0",33,317,8.81363333333333,"age2any"
"25301","903","Yes","five.wav","age2","anyQUD","trial_1","5",34,317,8.81363333333333,"age2any"
"25302","1227","Yes","summa.wav","age2","anyQUD","trial_1","5",35,317,8.81363333333333,"age2any"
"25303","1500","Yes","summa.wav","age2","anyQUD","trial_1","13",36,317,8.81363333333333,"age2any"
"25304","1834","No","ten.wav","age2","anyQUD","trial_1","5",37,317,8.81363333333333,"age2any"
"25305","1791","Yes","eleven.wav","age2","anyQUD","trial_1","11",38,317,8.81363333333333,"age2any"
"25306","1619","Yes","two.wav","age2","anyQUD","trial_1","2",39,317,8.81363333333333,"age2any"
"25307","1897","Yes","summa.wav","age2","anyQUD","trial_1","13",40,317,8.81363333333333,"age2any"
"25308","1682","No","summa.wav","age2","anyQUD","trial_1","0",41,317,8.81363333333333,"age2any"
"25309","1363","No","all.wav","age2","anyQUD","trial_1","11",42,317,8.81363333333333,"age2any"
"25310","1358","Yes","all.wav","age2","anyQUD","trial_1","13",43,317,8.81363333333333,"age2any"
"25311","1395","Yes","eight.wav","age2","anyQUD","trial_1","8",44,317,8.81363333333333,"age2any"
"25312","1537","No","none.wav","age2","anyQUD","trial_1","11",45,317,8.81363333333333,"age2any"
"25313","1994","Yes","none.wav","age2","anyQUD","trial_1","0",46,317,8.81363333333333,"age2any"
"25314","0","Jam","","age2","anyQUD","comprehension_check_2","",47,317,8.81363333333333,"age2any"
"25315","1916","Yes","eight.wav","age2","anyQUD","trial_2","8",48,317,8.81363333333333,"age2any"
"25316","1571","No","summa.wav","age2","anyQUD","trial_2","0",49,317,8.81363333333333,"age2any"
"25317","1654","No","one.wav","age2","anyQUD","trial_2","11",50,317,8.81363333333333,"age2any"
"25318","1942","No","ten.wav","age2","anyQUD","trial_2","13",51,317,8.81363333333333,"age2any"
"25319","2024","Yes","eight.wav","age2","anyQUD","trial_2","8",52,317,8.81363333333333,"age2any"
"25320","1428","No","two.wav","age2","anyQUD","trial_2","5",53,317,8.81363333333333,"age2any"
"25321","1319","Yes","all.wav","age2","anyQUD","trial_2","13",54,317,8.81363333333333,"age2any"
"25322","2485","No","summa.wav","age2","anyQUD","trial_2","13",55,317,8.81363333333333,"age2any"
"25323","1330","No","all.wav","age2","anyQUD","trial_2","5",56,317,8.81363333333333,"age2any"
"25324","2747","Yes","none.wav","age2","anyQUD","trial_2","0",57,317,8.81363333333333,"age2any"
"25325","1795","No","none.wav","age2","anyQUD","trial_2","13",58,317,8.81363333333333,"age2any"
"25326","996","Yes","all.wav","age2","anyQUD","trial_2","13",59,317,8.81363333333333,"age2any"
"25327","1461","Yes","five.wav","age2","anyQUD","trial_2","5",60,317,8.81363333333333,"age2any"
"25328","1356","No","all.wav","age2","anyQUD","trial_2","8",61,317,8.81363333333333,"age2any"
"25329","1458","Yes","two.wav","age2","anyQUD","trial_2","2",62,317,8.81363333333333,"age2any"
"25330","1623","No","summa.wav","age2","anyQUD","trial_2","13",63,317,8.81363333333333,"age2any"
"25331","1485","Yes","summa.wav","age2","anyQUD","trial_2","2",64,317,8.81363333333333,"age2any"
"25332","1502","No","three.wav","age2","anyQUD","trial_2","0",65,317,8.81363333333333,"age2any"
"25333","1659","No","two.wav","age2","anyQUD","trial_2","8",66,317,8.81363333333333,"age2any"
"25334","1724","Yes","summa.wav","age2","anyQUD","trial_2","11",67,317,8.81363333333333,"age2any"
"25335","1533","Yes","none.wav","age2","anyQUD","trial_2","0",68,317,8.81363333333333,"age2any"
"25336","1762","Yes","eight.wav","age2","anyQUD","trial_2","8",69,317,8.81363333333333,"age2any"
"25337","2070","No","summa.wav","age2","anyQUD","trial_2","13",70,317,8.81363333333333,"age2any"
"25338","1011","Yes","all.wav","age2","anyQUD","trial_2","13",71,317,8.81363333333333,"age2any"
"25339","1509","No","five.wav","age2","anyQUD","trial_2","13",72,317,8.81363333333333,"age2any"
"25340","3062","Yes","summa.wav","age2","anyQUD","trial_2","0",73,317,8.81363333333333,"age2any"
"25341","1400","No","none.wav","age2","anyQUD","trial_2","2",74,317,8.81363333333333,"age2any"
"25342","1715","No","summa.wav","age2","anyQUD","trial_2","13",75,317,8.81363333333333,"age2any"
"25343","1231","Yes","two.wav","age2","anyQUD","trial_2","2",76,317,8.81363333333333,"age2any"
"25344","1986","Yes","eleven.wav","age2","anyQUD","trial_2","11",77,317,8.81363333333333,"age2any"
"25345","1392","No","all.wav","age2","anyQUD","trial_2","11",78,317,8.81363333333333,"age2any"
"25346","1600","No","all.wav","age2","anyQUD","trial_2","0",79,317,8.81363333333333,"age2any"
"25347","1241","Yes","all.wav","age2","anyQUD","trial_2","13",80,317,8.81363333333333,"age2any"
"25348","1982","No","twelve.wav","age2","anyQUD","trial_2","2",81,317,8.81363333333333,"age2any"
"25349","1115","Yes","five.wav","age2","anyQUD","trial_2","5",82,317,8.81363333333333,"age2any"
"25350","1378","No","nine.wav","age2","anyQUD","trial_2","5",83,317,8.81363333333333,"age2any"
"25351","0","Linda","","age2","anyQUD","bot_check","Linda",1,318,13.05235,"age2any"
"25352","0","Four","","age2","anyQUD","audio_check","",3,318,13.05235,"age2any"
"25353","0","Jam","","age2","anyQUD","comprehension_check_1","",4,318,13.05235,"age2any"
"25354","1786","No","none.wav","age2","anyQUD","practice_trial","13",6,318,13.05235,"age2any"
"25355","2109","Yes","all.wav","age2","anyQUD","practice_trial","13",7,318,13.05235,"age2any"
"25356","2687","No","all.wav","age2","anyQUD","practice_trial","0",8,318,13.05235,"age2any"
