"slide_number","slide_type","Answer.time_in_minutes","workerid","Answer.condition","audio","response","image","speaker_cond"
69,"trial_2",11.14715,137,"age1-anyQUD","summa.wav","[1559, 'No']","13","age1-any"
70,"trial_2",11.14715,137,"age1-anyQUD","five.wav","[879, 'Yes']","5","age1-any"
71,"trial_2",11.14715,137,"age1-anyQUD","all.wav","[1062, 'Yes']","13","age1-any"
72,"trial_2",11.14715,137,"age1-anyQUD","eight.wav","[2489, 'Yes']","8","age1-any"
73,"trial_2",11.14715,137,"age1-anyQUD","all.wav","[1366, 'Yes']","13","age1-any"
74,"trial_2",11.14715,137,"age1-anyQUD","all.wav","[1703, 'No']","0","age1-any"
75,"trial_2",11.14715,137,"age1-anyQUD","twelve.wav","[2282, 'No']","2","age1-any"
76,"trial_2",11.14715,137,"age1-anyQUD","summa.wav","[1197, 'No']","13","age1-any"
77,"trial_2",11.14715,137,"age1-anyQUD","two.wav","[1995, 'No']","8","age1-any"
78,"trial_2",11.14715,137,"age1-anyQUD","none.wav","[1974, 'Yes']","0","age1-any"
79,"trial_2",11.14715,137,"age1-anyQUD","two.wav","[1041, 'Yes']","2","age1-any"
80,"trial_2",11.14715,137,"age1-anyQUD","nine.wav","[1146, 'No']","5","age1-any"
81,"trial_2",11.14715,137,"age1-anyQUD","none.wav","[1879, 'No']","2","age1-any"
82,"trial_2",11.14715,137,"age1-anyQUD","five.wav","[872, 'No']","13","age1-any"
83,"trial_2",11.14715,137,"age1-anyQUD","all.wav","[1124, 'No']","11","age1-any"
1,"bot_check",9.95751666666667,138,"age1-anyQUD","","[0, 'Barbara']","Barbara","age1-any"
3,"audio_check",9.95751666666667,138,"age1-anyQUD","","[0, 'Four']","","age1-any"
4,"comprehension_check_1",9.95751666666667,138,"age1-anyQUD","","[0, 'Jam']","","age1-any"
6,"practice_trial",9.95751666666667,138,"age1-anyQUD","none.wav","[1721, 'No']","13","age1-any"
7,"practice_trial",9.95751666666667,138,"age1-anyQUD","all.wav","[1713, 'Yes']","13","age1-any"
8,"practice_trial",9.95751666666667,138,"age1-anyQUD","all.wav","[1415, 'No']","0","age1-any"
9,"practice_trial",9.95751666666667,138,"age1-anyQUD","none.wav","[1870, 'Yes']","0","age1-any"
11,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[1770, 'No']","13","age1-any"
12,"trial_1",9.95751666666667,138,"age1-anyQUD","eight.wav","[3505, 'Yes']","8","age1-any"
13,"trial_1",9.95751666666667,138,"age1-anyQUD","eight.wav","[3245, 'No']","13","age1-any"
14,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[1320, 'Yes']","13","age1-any"
15,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[1720, 'Yes']","8","age1-any"
16,"trial_1",9.95751666666667,138,"age1-anyQUD","none.wav","[1368, 'Yes']","0","age1-any"
17,"trial_1",9.95751666666667,138,"age1-anyQUD","four.wav","[1485, 'No']","5","age1-any"
18,"trial_1",9.95751666666667,138,"age1-anyQUD","two.wav","[1059, 'Yes']","2","age1-any"
19,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[1320, 'No']","2","age1-any"
20,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[1641, 'No']","0","age1-any"
21,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[1654, 'No']","13","age1-any"
22,"trial_1",9.95751666666667,138,"age1-anyQUD","two.wav","[1047, 'Yes']","2","age1-any"
23,"trial_1",9.95751666666667,138,"age1-anyQUD","eleven.wav","[2724, 'No']","8","age1-any"
24,"trial_1",9.95751666666667,138,"age1-anyQUD","thirteen.wav","[4294, 'No']","11","age1-any"
25,"trial_1",9.95751666666667,138,"age1-anyQUD","five.wav","[1488, 'No']","0","age1-any"
26,"trial_1",9.95751666666667,138,"age1-anyQUD","none.wav","[1288, 'No']","8","age1-any"
27,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[936, 'No']","5","age1-any"
28,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[862, 'Yes']","13","age1-any"
29,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[928, 'No']","0","age1-any"
30,"trial_1",9.95751666666667,138,"age1-anyQUD","none.wav","[1268, 'No']","11","age1-any"
31,"trial_1",9.95751666666667,138,"age1-anyQUD","eight.wav","[1768, 'Yes']","8","age1-any"
32,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[1480, 'No']","13","age1-any"
33,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[1842, 'No']","0","age1-any"
34,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[1219, 'No']","11","age1-any"
35,"trial_1",9.95751666666667,138,"age1-anyQUD","two.wav","[1100, 'Yes']","2","age1-any"
36,"trial_1",9.95751666666667,138,"age1-anyQUD","five.wav","[933, 'Yes']","5","age1-any"
37,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[1370, 'No']","13","age1-any"
38,"trial_1",9.95751666666667,138,"age1-anyQUD","eleven.wav","[1409, 'No']","0","age1-any"
39,"trial_1",9.95751666666667,138,"age1-anyQUD","two.wav","[1026, 'Yes']","2","age1-any"
40,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[970, 'Yes']","13","age1-any"
41,"trial_1",9.95751666666667,138,"age1-anyQUD","eleven.wav","[4001, 'Yes']","11","age1-any"
42,"trial_1",9.95751666666667,138,"age1-anyQUD","none.wav","[1803, 'No']","0","age1-any"
43,"trial_1",9.95751666666667,138,"age1-anyQUD","seven.wav","[1461, 'No']","11","age1-any"
44,"trial_1",9.95751666666667,138,"age1-anyQUD","all.wav","[1109, 'Yes']","13","age1-any"
45,"trial_1",9.95751666666667,138,"age1-anyQUD","ten.wav","[1172, 'No']","5","age1-any"
46,"trial_1",9.95751666666667,138,"age1-anyQUD","summa.wav","[1423, 'Yes']","5","age1-any"
47,"comprehension_check_2",9.95751666666667,138,"age1-anyQUD","","[0, 'Jam']","","age1-any"
48,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[1748, 'No']","13","age1-any"
49,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[852, 'Yes']","13","age1-any"
50,"trial_2",9.95751666666667,138,"age1-anyQUD","ten.wav","[3524, 'No']","13","age1-any"
51,"trial_2",9.95751666666667,138,"age1-anyQUD","two.wav","[1158, 'Yes']","2","age1-any"
52,"trial_2",9.95751666666667,138,"age1-anyQUD","five.wav","[941, 'Yes']","5","age1-any"
53,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[1260, 'No']","0","age1-any"
54,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[924, 'No']","2","age1-any"
55,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[1285, 'No']","8","age1-any"
56,"trial_2",9.95751666666667,138,"age1-anyQUD","none.wav","[1665, 'No']","13","age1-any"
57,"trial_2",9.95751666666667,138,"age1-anyQUD","eight.wav","[2533, 'Yes']","8","age1-any"
58,"trial_2",9.95751666666667,138,"age1-anyQUD","none.wav","[1472, 'Yes']","0","age1-any"
59,"trial_2",9.95751666666667,138,"age1-anyQUD","one.wav","[1280, 'No']","11","age1-any"
60,"trial_2",9.95751666666667,138,"age1-anyQUD","two.wav","[2629, 'No']","5","age1-any"
61,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[1413, 'Yes']","13","age1-any"
62,"trial_2",9.95751666666667,138,"age1-anyQUD","three.wav","[1778, 'No']","0","age1-any"
63,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[1439, 'No']","13","age1-any"
64,"trial_2",9.95751666666667,138,"age1-anyQUD","eight.wav","[1894, 'Yes']","8","age1-any"
65,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[1007, 'No']","5","age1-any"
66,"trial_2",9.95751666666667,138,"age1-anyQUD","five.wav","[976, 'Yes']","5","age1-any"
67,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[1480, 'No']","11","age1-any"
68,"trial_2",9.95751666666667,138,"age1-anyQUD","two.wav","[1121, 'Yes']","2","age1-any"
69,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[1335, 'Yes']","13","age1-any"
70,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[1590, 'No']","13","age1-any"
71,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[1396, 'No']","0","age1-any"
72,"trial_2",9.95751666666667,138,"age1-anyQUD","none.wav","[1484, 'No']","2","age1-any"
73,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[1520, 'No']","0","age1-any"
74,"trial_2",9.95751666666667,138,"age1-anyQUD","none.wav","[1355, 'Yes']","0","age1-any"
75,"trial_2",9.95751666666667,138,"age1-anyQUD","two.wav","[1713, 'No']","8","age1-any"
76,"trial_2",9.95751666666667,138,"age1-anyQUD","eleven.wav","[2913, 'Yes']","11","age1-any"
77,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[1259, 'No']","11","age1-any"
78,"trial_2",9.95751666666667,138,"age1-anyQUD","twelve.wav","[1376, 'No']","2","age1-any"
79,"trial_2",9.95751666666667,138,"age1-anyQUD","summa.wav","[1398, 'No']","13","age1-any"
80,"trial_2",9.95751666666667,138,"age1-anyQUD","five.wav","[1389, 'No']","13","age1-any"
81,"trial_2",9.95751666666667,138,"age1-anyQUD","nine.wav","[1329, 'No']","5","age1-any"
82,"trial_2",9.95751666666667,138,"age1-anyQUD","eight.wav","[1731, 'Yes']","8","age1-any"
83,"trial_2",9.95751666666667,138,"age1-anyQUD","all.wav","[957, 'Yes']","13","age1-any"
1,"bot_check",9.79338333333333,139,"age1-anyQUD","","[0, 'Susan']","Susan","age1-any"
3,"audio_check",9.79338333333333,139,"age1-anyQUD","","[0, 'Four']","","age1-any"
4,"comprehension_check_1",9.79338333333333,139,"age1-anyQUD","","[0, 'Jam']","","age1-any"
6,"practice_trial",9.79338333333333,139,"age1-anyQUD","none.wav","[1520, 'No']","13","age1-any"
7,"practice_trial",9.79338333333333,139,"age1-anyQUD","all.wav","[2208, 'Yes']","13","age1-any"
8,"practice_trial",9.79338333333333,139,"age1-anyQUD","all.wav","[2129, 'No']","0","age1-any"
9,"practice_trial",9.79338333333333,139,"age1-anyQUD","none.wav","[1610, 'Yes']","0","age1-any"
11,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[2053, 'No']","13","age1-any"
12,"trial_1",9.79338333333333,139,"age1-anyQUD","eight.wav","[2861, 'Yes']","8","age1-any"
13,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[2112, 'No']","0","age1-any"
14,"trial_1",9.79338333333333,139,"age1-anyQUD","none.wav","[1677, 'Yes']","0","age1-any"
15,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1957, 'No']","5","age1-any"
16,"trial_1",9.79338333333333,139,"age1-anyQUD","eight.wav","[3409, 'No']","13","age1-any"
17,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[1642, 'No']","13","age1-any"
18,"trial_1",9.79338333333333,139,"age1-anyQUD","none.wav","[1790, 'No']","8","age1-any"
19,"trial_1",9.79338333333333,139,"age1-anyQUD","eleven.wav","[3357, 'No']","8","age1-any"
20,"trial_1",9.79338333333333,139,"age1-anyQUD","two.wav","[1660, 'Yes']","2","age1-any"
21,"trial_1",9.79338333333333,139,"age1-anyQUD","four.wav","[1538, 'No']","5","age1-any"
22,"trial_1",9.79338333333333,139,"age1-anyQUD","five.wav","[1601, 'No']","0","age1-any"
23,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[1727, 'Yes']","8","age1-any"
24,"trial_1",9.79338333333333,139,"age1-anyQUD","thirteen.wav","[5017, 'No']","11","age1-any"
25,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1535, 'Yes']","13","age1-any"
26,"trial_1",9.79338333333333,139,"age1-anyQUD","two.wav","[1530, 'Yes']","2","age1-any"
27,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1503, 'No']","2","age1-any"
28,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1632, 'Yes']","13","age1-any"
29,"trial_1",9.79338333333333,139,"age1-anyQUD","five.wav","[2147, 'Yes']","5","age1-any"
30,"trial_1",9.79338333333333,139,"age1-anyQUD","eight.wav","[2414, 'Yes']","8","age1-any"
31,"trial_1",9.79338333333333,139,"age1-anyQUD","seven.wav","[3598, 'No']","11","age1-any"
32,"trial_1",9.79338333333333,139,"age1-anyQUD","two.wav","[1657, 'Yes']","2","age1-any"
33,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[1903, 'Yes']","5","age1-any"
34,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[1657, 'No']","13","age1-any"
35,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1592, 'No']","0","age1-any"
36,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1547, 'No']","11","age1-any"
37,"trial_1",9.79338333333333,139,"age1-anyQUD","none.wav","[1717, 'Yes']","0","age1-any"
38,"trial_1",9.79338333333333,139,"age1-anyQUD","eleven.wav","[1901, 'No']","0","age1-any"
39,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[1800, 'No']","0","age1-any"
40,"trial_1",9.79338333333333,139,"age1-anyQUD","none.wav","[1622, 'No']","11","age1-any"
41,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1704, 'Yes']","13","age1-any"
42,"trial_1",9.79338333333333,139,"age1-anyQUD","ten.wav","[1535, 'No']","5","age1-any"
43,"trial_1",9.79338333333333,139,"age1-anyQUD","eleven.wav","[3665, 'Yes']","11","age1-any"
44,"trial_1",9.79338333333333,139,"age1-anyQUD","two.wav","[1644, 'Yes']","2","age1-any"
45,"trial_1",9.79338333333333,139,"age1-anyQUD","all.wav","[1624, 'Yes']","13","age1-any"
46,"trial_1",9.79338333333333,139,"age1-anyQUD","summa.wav","[1786, 'No']","13","age1-any"
47,"comprehension_check_2",9.79338333333333,139,"age1-anyQUD","","[0, 'Jam']","","age1-any"
48,"trial_2",9.79338333333333,139,"age1-anyQUD","eight.wav","[2581, 'Yes']","8","age1-any"
49,"trial_2",9.79338333333333,139,"age1-anyQUD","two.wav","[1720, 'Yes']","2","age1-any"
50,"trial_2",9.79338333333333,139,"age1-anyQUD","five.wav","[1713, 'Yes']","5","age1-any"
51,"trial_2",9.79338333333333,139,"age1-anyQUD","eight.wav","[1793, 'Yes']","8","age1-any"
52,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1648, 'Yes']","13","age1-any"
53,"trial_2",9.79338333333333,139,"age1-anyQUD","three.wav","[1708, 'No']","0","age1-any"
54,"trial_2",9.79338333333333,139,"age1-anyQUD","one.wav","[1935, 'No']","11","age1-any"
55,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[1834, 'Yes']","2","age1-any"
56,"trial_2",9.79338333333333,139,"age1-anyQUD","none.wav","[1975, 'No']","13","age1-any"
57,"trial_2",9.79338333333333,139,"age1-anyQUD","ten.wav","[4083, 'No']","13","age1-any"
58,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1778, 'Yes']","13","age1-any"
59,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[1760, 'No']","0","age1-any"
60,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[1853, 'No']","13","age1-any"
61,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1466, 'No']","8","age1-any"
62,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1600, 'No']","5","age1-any"
63,"trial_2",9.79338333333333,139,"age1-anyQUD","two.wav","[1812, 'No']","5","age1-any"
64,"trial_2",9.79338333333333,139,"age1-anyQUD","none.wav","[2100, 'Yes']","0","age1-any"
65,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[2367, 'No']","13","age1-any"
66,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1519, 'No']","11","age1-any"
67,"trial_2",9.79338333333333,139,"age1-anyQUD","nine.wav","[1838, 'No']","5","age1-any"
68,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1785, 'Yes']","13","age1-any"
69,"trial_2",9.79338333333333,139,"age1-anyQUD","five.wav","[1621, 'Yes']","5","age1-any"
70,"trial_2",9.79338333333333,139,"age1-anyQUD","two.wav","[1717, 'Yes']","2","age1-any"
71,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1593, 'Yes']","13","age1-any"
72,"trial_2",9.79338333333333,139,"age1-anyQUD","none.wav","[1685, 'No']","0","age1-any"
73,"trial_2",9.79338333333333,139,"age1-anyQUD","twelve.wav","[1618, 'No']","2","age1-any"
74,"trial_2",9.79338333333333,139,"age1-anyQUD","five.wav","[1688, 'No']","13","age1-any"
75,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[2058, 'Yes']","11","age1-any"
76,"trial_2",9.79338333333333,139,"age1-anyQUD","eight.wav","[1770, 'Yes']","8","age1-any"
77,"trial_2",9.79338333333333,139,"age1-anyQUD","all.wav","[1640, 'No']","0","age1-any"
78,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[1913, 'No']","13","age1-any"
79,"trial_2",9.79338333333333,139,"age1-anyQUD","none.wav","[2262, 'No']","2","age1-any"
80,"trial_2",9.79338333333333,139,"age1-anyQUD","eleven.wav","[3898, 'Yes']","11","age1-any"
81,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[1789, 'No']","0","age1-any"
82,"trial_2",9.79338333333333,139,"age1-anyQUD","two.wav","[1523, 'No']","8","age1-any"
83,"trial_2",9.79338333333333,139,"age1-anyQUD","summa.wav","[1802, 'No']","13","age1-any"
1,"bot_check",11.2417333333333,140,"age1-anyQUD","","[0, 'Patricia']","Patricia","age1-any"
3,"audio_check",11.2417333333333,140,"age1-anyQUD","","[0, 'Four']","","age1-any"
4,"comprehension_check_1",11.2417333333333,140,"age1-anyQUD","","[0, 'Jam']","","age1-any"
6,"practice_trial",11.2417333333333,140,"age1-anyQUD","none.wav","[3126, 'No']","13","age1-any"
7,"practice_trial",11.2417333333333,140,"age1-anyQUD","all.wav","[2336, 'Yes']","13","age1-any"
8,"practice_trial",11.2417333333333,140,"age1-anyQUD","all.wav","[2064, 'No']","0","age1-any"
9,"practice_trial",11.2417333333333,140,"age1-anyQUD","none.wav","[3909, 'Yes']","0","age1-any"
11,"trial_1",11.2417333333333,140,"age1-anyQUD","none.wav","[5774, 'No']","8","age1-any"
12,"trial_1",11.2417333333333,140,"age1-anyQUD","eleven.wav","[11019, 'No']","8","age1-any"
13,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[2011, 'No']","0","age1-any"
14,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[1186, 'Yes']","13","age1-any"
15,"trial_1",11.2417333333333,140,"age1-anyQUD","eight.wav","[5737, 'Yes']","8","age1-any"
16,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[2953, 'Yes']","13","age1-any"
17,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[1627, 'No']","2","age1-any"
18,"trial_1",11.2417333333333,140,"age1-anyQUD","two.wav","[2139, 'No']","2","age1-any"
19,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[6060, 'No']","13","age1-any"
20,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[2553, 'Yes']","13","age1-any"
21,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[1382, 'No']","5","age1-any"
22,"trial_1",11.2417333333333,140,"age1-anyQUD","eight.wav","[2720, 'No']","13","age1-any"
23,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[2725, 'Yes']","8","age1-any"
24,"trial_1",11.2417333333333,140,"age1-anyQUD","five.wav","[1560, 'No']","0","age1-any"
25,"trial_1",11.2417333333333,140,"age1-anyQUD","none.wav","[1494, 'Yes']","0","age1-any"
26,"trial_1",11.2417333333333,140,"age1-anyQUD","four.wav","[1798, 'Yes']","5","age1-any"
27,"trial_1",11.2417333333333,140,"age1-anyQUD","two.wav","[1537, 'Yes']","2","age1-any"
28,"trial_1",11.2417333333333,140,"age1-anyQUD","thirteen.wav","[17822, 'No']","11","age1-any"
29,"trial_1",11.2417333333333,140,"age1-anyQUD","five.wav","[2281, 'Yes']","5","age1-any"
30,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[1621, 'No']","0","age1-any"
31,"trial_1",11.2417333333333,140,"age1-anyQUD","eleven.wav","[1621, 'No']","0","age1-any"
32,"trial_1",11.2417333333333,140,"age1-anyQUD","ten.wav","[1512, 'No']","5","age1-any"
33,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[1686, 'Yes']","5","age1-any"
34,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[3254, 'No']","13","age1-any"
35,"trial_1",11.2417333333333,140,"age1-anyQUD","none.wav","[1599, 'Yes']","0","age1-any"
36,"trial_1",11.2417333333333,140,"age1-anyQUD","none.wav","[1498, 'No']","11","age1-any"
37,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[2208, 'No']","13","age1-any"
38,"trial_1",11.2417333333333,140,"age1-anyQUD","two.wav","[1536, 'Yes']","2","age1-any"
39,"trial_1",11.2417333333333,140,"age1-anyQUD","seven.wav","[6144, 'No']","11","age1-any"
40,"trial_1",11.2417333333333,140,"age1-anyQUD","eleven.wav","[6130, 'Yes']","11","age1-any"
41,"trial_1",11.2417333333333,140,"age1-anyQUD","eight.wav","[5317, 'Yes']","8","age1-any"
42,"trial_1",11.2417333333333,140,"age1-anyQUD","two.wav","[1347, 'Yes']","2","age1-any"
43,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[1819, 'No']","11","age1-any"
44,"trial_1",11.2417333333333,140,"age1-anyQUD","summa.wav","[1487, 'No']","0","age1-any"
45,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[1785, 'Yes']","13","age1-any"
46,"trial_1",11.2417333333333,140,"age1-anyQUD","all.wav","[1532, 'Yes']","13","age1-any"
47,"comprehension_check_2",11.2417333333333,140,"age1-anyQUD","","[0, 'Jam']","","age1-any"
48,"trial_2",11.2417333333333,140,"age1-anyQUD","none.wav","[1941, 'No']","13","age1-any"
49,"trial_2",11.2417333333333,140,"age1-anyQUD","two.wav","[1900, 'No']","5","age1-any"
50,"trial_2",11.2417333333333,140,"age1-anyQUD","eight.wav","[3217, 'Yes']","8","age1-any"
51,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[1672, 'No']","13","age1-any"
52,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[1308, 'Yes']","13","age1-any"
53,"trial_2",11.2417333333333,140,"age1-anyQUD","ten.wav","[5001, 'No']","13","age1-any"
54,"trial_2",11.2417333333333,140,"age1-anyQUD","none.wav","[1527, 'Yes']","0","age1-any"
55,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[1596, 'Yes']","13","age1-any"
56,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[1569, 'No']","0","age1-any"
57,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[1665, 'Yes']","2","age1-any"
58,"trial_2",11.2417333333333,140,"age1-anyQUD","two.wav","[1485, 'Yes']","2","age1-any"
59,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[1575, 'No']","13","age1-any"
60,"trial_2",11.2417333333333,140,"age1-anyQUD","one.wav","[1740, 'No']","11","age1-any"
61,"trial_2",11.2417333333333,140,"age1-anyQUD","three.wav","[1469, 'No']","0","age1-any"
62,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[1338, 'No']","8","age1-any"
63,"trial_2",11.2417333333333,140,"age1-anyQUD","eight.wav","[4215, 'Yes']","8","age1-any"
64,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[1083, 'No']","5","age1-any"
65,"trial_2",11.2417333333333,140,"age1-anyQUD","five.wav","[4054, 'Yes']","5","age1-any"
66,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[1123, 'Yes']","13","age1-any"
67,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[1510, 'No']","13","age1-any"
68,"trial_2",11.2417333333333,140,"age1-anyQUD","nine.wav","[1897, 'No']","5","age1-any"
69,"trial_2",11.2417333333333,140,"age1-anyQUD","five.wav","[1443, 'No']","13","age1-any"
70,"trial_2",11.2417333333333,140,"age1-anyQUD","two.wav","[1334, 'No']","8","age1-any"
71,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[1306, 'No']","11","age1-any"
72,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[1106, 'No']","0","age1-any"
73,"trial_2",11.2417333333333,140,"age1-anyQUD","eight.wav","[4196, 'Yes']","8","age1-any"
74,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[3100, 'No']","13","age1-any"
75,"trial_2",11.2417333333333,140,"age1-anyQUD","none.wav","[1558, 'Yes']","0","age1-any"
76,"trial_2",11.2417333333333,140,"age1-anyQUD","eleven.wav","[8145, 'Yes']","11","age1-any"
77,"trial_2",11.2417333333333,140,"age1-anyQUD","two.wav","[1565, 'Yes']","2","age1-any"
78,"trial_2",11.2417333333333,140,"age1-anyQUD","none.wav","[1643, 'No']","2","age1-any"
79,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[1687, 'No']","0","age1-any"
80,"trial_2",11.2417333333333,140,"age1-anyQUD","twelve.wav","[1669, 'No']","2","age1-any"
81,"trial_2",11.2417333333333,140,"age1-anyQUD","five.wav","[1403, 'Yes']","5","age1-any"
82,"trial_2",11.2417333333333,140,"age1-anyQUD","summa.wav","[1527, 'No']","11","age1-any"
83,"trial_2",11.2417333333333,140,"age1-anyQUD","all.wav","[980, 'Yes']","13","age1-any"
1,"bot_check",8.37836666666667,141,"age1-anyQUD","","[0, 'jessica']","Jessica","age1-any"
3,"audio_check",8.37836666666667,141,"age1-anyQUD","","[0, 'Four']","","age1-any"
4,"comprehension_check_1",8.37836666666667,141,"age1-anyQUD","","[0, 'Jam']","","age1-any"
6,"practice_trial",8.37836666666667,141,"age1-anyQUD","none.wav","[2460, 'No']","13","age1-any"
7,"practice_trial",8.37836666666667,141,"age1-anyQUD","all.wav","[2399, 'Yes']","13","age1-any"
8,"practice_trial",8.37836666666667,141,"age1-anyQUD","all.wav","[2161, 'No']","0","age1-any"
9,"practice_trial",8.37836666666667,141,"age1-anyQUD","none.wav","[2424, 'Yes']","0","age1-any"
11,"trial_1",8.37836666666667,141,"age1-anyQUD","summa.wav","[1600, 'Yes']","8","age1-any"
12,"trial_1",8.37836666666667,141,"age1-anyQUD","summa.wav","[2265, 'Yes']","13","age1-any"
13,"trial_1",8.37836666666667,141,"age1-anyQUD","all.wav","[1178, 'Yes']","13","age1-any"
14,"trial_1",8.37836666666667,141,"age1-anyQUD","all.wav","[1414, 'No']","5","age1-any"
15,"trial_1",8.37836666666667,141,"age1-anyQUD","all.wav","[2005, 'No']","2","age1-any"
16,"trial_1",8.37836666666667,141,"age1-anyQUD","eight.wav","[1942, 'No']","13","age1-any"
17,"trial_1",8.37836666666667,141,"age1-anyQUD","all.wav","[1124, 'Yes']","13","age1-any"
18,"trial_1",8.37836666666667,141,"age1-anyQUD","thirteen.wav","[4493, 'No']","11","age1-any"
19,"trial_1",8.37836666666667,141,"age1-anyQUD","four.wav","[1198, 'No']","5","age1-any"
20,"trial_1",8.37836666666667,141,"age1-anyQUD","none.wav","[1527, 'No']","8","age1-any"
21,"trial_1",8.37836666666667,141,"age1-anyQUD","two.wav","[1222, 'Yes']","2","age1-any"
